Year,Quarter,Average Outstanding Shares,Average Outstanding Shares diluted,BookValue per Share,Sale per Share,Tangible BookValue per Share,Cash Flow per Share,EPS Basis,EPS Diluted,EPS before other income,Basic EPS in year,Beta,ST liabilities/ Equity,ST liabilities/ Total Assets,ROE %,ROA %,Net Profit per Employees,Dividend Yield,Cash Dividend Ratio,Dividend Payout Ratio,Gross profit margin %,Operating profit margin %,Pre-tax profit margin %,Net profit margin,The quality of earning by Financial Report (%),The Quality of earning by Cash Flow Statement (%),P/E cơ bản,P/E diluted,P/E before other income,P/B ,P/S,P/Tangible Book ,P/Cash Flow,Total assets growth rate,Equity growth rate,Capital growth rate,Net Interest Margin (NIM),Average Yield on Earning Assets (YOEA),Average Cost of Financing (COF),Non-interest income/ Net Interest Income,Cost-to-Income Ratio,Preprovision ROA % %,Average Loans Growth %,Aver Deposit Growth %,CAR - Tier 1,CAR - Tier 2,Equity/Liabilities,Equity/Loans,Equity/Assets,Loans/Deposit Ratio,NPLs/Loans Ratio,Loan-loss reserves/NPLs,Loan-loss reserves/Loans,Provision Charges/Loans
2014,3,886550957,904489517,11667.6289067032,3185.60614608358,7457.06181473077,2079.90557214863,913.297348055313,895.184104100567,844.88593183285,959,0.972213331201476,13.8059448123659,0.93244229824013,0.07709026397775301,0.005727514238657641,162066580.853483,0,0,0,0.463348350069103,0.364142860427263,0.286846290242438,0.362000698418589,0,0,9.63541613116239,9.83038009688718,10.415607206182,0.754223507652383,2.7624256095873,1.18008945327721,4.23096130797382,0.0898010112704977,-0.0385006491924982,5.30127304276817e-8,0.0199896535215138,0.0797123505215317,-0.0578627381298758,0.0780580784660949,-0.540536885358513,0.00925176431682745,0.0505063461240052,0.0481337748868498,0,0,0.0724325653615757,0.107641086237465,0.0675391877131761,0.837542036430178,0.0240256435788518,-0.567555297718846,0.0136358812942821,-0.00323390503562339
2014,4,886550910,904489470,11820.7831333795,3676.10220817587,7626.08203776424,14796.297485048,891.782965966388,874.096411536997,800.615612700685,892,1.14841230804676,15.1289700139236,0.937983623870449,0.0758898127119043,0.00505729923144418,158248799.039231,0,0,0,0.501324242869857,0.310790453416952,0.242717278215031,0.477415871191672,0,0,8.63438784307327,8.80909691238801,9.61759910480123,0.651395082129269,2.09460987860314,1.00969278351186,0.520400458816203,0.176916281540302,0.012009524805525,0,0.0196244906997725,0.0742432163614201,-0.0529592532869844,0.192059692622613,-0.498675757130143,0.0104456787205892,0.36055628836778,0.357715273287429,0,0,0.0660983529665056,0.100677190225142,0.061999172647391,0.844743368773521,0.0202474618695636,-0.496873804962247,0.0100604334199581,-0.00687279617936088
2015,1,948576792,966515352,12045.3642341155,3708.13109690057,7859.24894496207,-9580.16059073054,809.359028504463,794.337295570448,759.893008270015,892,1.03676441253118,14.5374377772511,0.935622920752165,0.0726025778638772,0.00488234660546762,153670774.786829,0,0,0,0.514321344097561,0.271380879396702,0.218373669494891,0.507963163958983,-25.0078981018821,-78.0950956918005,9.01948300186256,9.19005067583733,9.60661556370851,0.606042279678398,1.96864668730339,0.928841935294522,-0.761991402008777,-0.0202720737892307,0.0154940571592566,-5.30127275411019e-8,0.0219999929891154,0.0782370238719066,0,0.096711275118601,-0.679941238368862,0.0114990743814607,0.0749973521889415,0.0924148511716505,0,0,0.0687879126516262,0.0954342958207381,0.0643595477475593,0.831348529336248,0.0266201876378191,-0.3531690400897,0.00940142611505626,-0.00846545108750812
2015,2,948565824,966504384,12286.2236268716,3504.0440270087,8108.02979315448,6365.25958774686,830.39803837588,814.985645755747,776.666682010093,892,1.06403187490138,15.3176386527729,0.938701017088815,0.0742533688394279,0.00472943982420781,157663570.760608,0,0,0,0.46992592589008,0.299982234432482,0.237099630542203,0.522991645822194,4.07998901058678,26.2786229624775,8.06841983045153,8.22100368870547,8.62660927163724,0.545326229073856,1.91207643179061,0.826341314835416,1.05258865057091,0.071213394066211,0.0199960240366928,0,0.0202684588840217,0.0752752875959908,-0.0528746289252954,0.149051187357429,-0.456225570037909,0.00937363918809092,0.0598691131659492,0.0471480280878815,0,0,0.0652842140142127,0.0918439843983387,0.0612823580949853,0.841448013924424,0.0248350360990147,-0.391277364332663,0.00971738746792901,-0.0052434651060758
2015,3,948565871,966504431,11674.7240259141,3712.8646284068,7773.90866170951,7509.40408899341,833.029939587611,817.568698983026,711.966169998594,892,1.92603990072905,15.5519652710952,0.939570025587695,0.0732283914185313,0.004539014734392419,158163284.670536,0,0,0,0.449185046463333,0.286498833561714,0.224473787232805,0.538096322957507,12.5279456174071,13.5535925304329,8.28301561816112,8.4396577420135,9.69147171699693,0.591020394545021,1.85840333288984,0.887584392904697,0.918847876373223,0.0312945371371558,0.0166960226808488,0.0699486058497856,0.0199046921420057,0.0738160142143014,-0.0517438258779953,0.226105582820422,-0.61182425506771,0.00908283131629659,0.0334464472611722,0.0232226012460945,0,0,0.064300555111102,0.0903553482547843,0.0604148742110411,0.849855602765386,0.023845279002426,-0.431381800650986,0.0102864193930917,-0.00501075475888444
2015,4,886579500,904518060,11864.9654831437,4153.38800189253,7972.33591381776,5872.30925145461,896.85132579763,879.06481380814,749.162370661627,839,1.66567859333133,17.1875320578575,0.945004717540153,0.0731655080571269,0.00425499367492913,159153322.658127,0,0,0,0.472134328130793,0.258278438323743,0.201921367660279,0.638982769521927,0,0,7.24757806899501,7.39422156125413,8.67635676129794,0.547831345083505,1.56498742641868,0.815319383210398,1.10688993403914,0.211012386708296,0.0739477354336768,0.0699486058497856,0.0221788561110501,0.0719570565389804,-0.0480208591743791,0.0630660951897567,-0.527865671869207,0.00994906385189182,0.262561040697603,0.207755835970506,0,0,0.058181709662199,0.0856370796871542,0.0549819901053296,0.883075895836235,0.0172161936076654,-0.628188039295065,0.0108150069065235,-0.00715111757685634
2016,1,948565824,966504384,12174.7901764136,4343.19638436216,8288.71345975546,4627.07899541614,930.160013861094,912.896014344411,761.662482160015,839,0.448861275069561,16.6317957000206,0.94327289307353,0.0788292253904532,0.0045867424549008605,176604883.907126,0,0,0,0.493048797931505,0.272506986172393,0.214270466807697,0.736134980400366,-16.7236372148553,-24.2872420569392,6.3429946590685,6.46294858044379,7.74621323511703,0.484607941041164,1.35844651677349,0.711811311688662,1.27510250113406,-0.00553579773871571,0.0261273355315503,0,0.0206629276275414,0.0737004637184263,-0.0510821445692914,0.102270808806812,-0.517157750499688,0.0105543609789206,0.047324916997961,0.0403457565285124,0,0,0.0601257986832271,0.0839025999946791,0.0567150360722843,0.889095307647756,0.0189912420450304,-0.607954517198548,0.0115458113884872,-0.00711931391238101
2016,2,948565824,966504384,12276.8422123468,4475.39259577284,8404.79150996553,3389.81535982473,890.059475724902,873.539752096975,746.048910992602,839,1.13665237221472,17.1941620737875,0.945026632997206,0.0741830565417356,0.0042025343034482,138793358.540194,0,0,0,0.462509827692505,0.248825626097072,0.198976600193443,0.813707744685971,-0.160678208070193,12.8265908415361,6.17936233477046,6.29622176529114,7.37217080403263,0.447997938302788,1.22894246310255,0.654388629804638,1.62250725074429,0.0405438089725743,0.00838224186654712,0,0.020498162806024,0.0725928372726957,-0.0502591890419435,0.10968931674689,-0.609225131290758,0.00976855275781178,0.0239740322951087,0.0287482127112044,0,0,0.0581592749741787,0.0826250365855795,0.0549620638064067,0.884969223778674,0.0222082316133079,-0.493051841713996,0.0109498094981524,-0.00680966100329564
2016,3,1025771660.11111,1043710220.11111,12609.9803446046,3913.36823635393,8894.60459659001,-1815.75887931847,833.367730111986,819.044389456103,549.36154108504,839,1.3587515900708,16.9744037623901,0.94435483815831,0.0736755585991616,0.00409364245240327,135153359.683794,0,0,0,0.475931169679808,0.244742584959087,0.195178379721148,0.798646578847742,-5.11759981971376,-23.2092370297075,5.87975730634729,5.98258172948832,8.91944490748669,0.388581097360438,1.25211830424762,0.550895764594027,-2.69859619347651,0.0147290323901801,0.0271354902584593,0,0.0191246496717592,0.0696926761248262,-0.0489705267344826,0.577535372014451,-0.550909768816055,0.00998210992122558,0.0453608186860293,0.0239537415528255,0,0,0.0589122312629138,0.0811845115523139,0.0556340506198339,0.903470649834515,0.0224655838610993,-0.51761101215436,0.0116284336009823,-0.00726683145487291
2016,4,948594500,966533060,11815.1252879036,4437.22519851479,8657.37372990413,-8254.73371393151,962.73802979039,944.869904398304,674.693981464156,896,0.453780857893293,16.6839301829799,0.943442184993965,0.0745986368085224,0.00416388503794854,144387035.573123,0,0,0,0.495025584405987,0.232866119988055,0.183896010379148,0.591630026468639,0,0,7.79028122700515,7.93760068458951,11.1161507380342,0.634779557325436,1.69024551706557,0.866313530406299,-0.908569586847151,0.142857882600713,0.175408157109334,0.180366426328637,0.0210361651776734,0.0733977745440026,-0.0512378372127486,0.192759196138953,-0.504974415594013,0.0112086696174652,0.235483930635268,0.119246623887692,0,0,0.0599379156489248,0.0814729512212644,0.0565479581038056,0.974786124480183,0.018746468270578,-0.590472013613756,0.0110692648678746,-0.00886247808900278
