Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2016,2,0,0,0,0,0,0,0,0,16277891675,0,0,0,0,0,0,0,0,135936032868,-10243736724,0,0,800000000,0,0,53187118,-9390549606,0,0,141727659241,-287321572870,0,0,0,-145593913629,-19048430367,44554131307,92897978,25598598918
2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35942504509,-3224783471,0,150000000,0,0,0,12529090,-3062254381,0,0,187465404598,-219247824441,0,-7407704000,0,-39190123843,-6309873715,23555671765,52594481,17298392531
2018,1,15810422925,27868926000,28623152018,-428407250,0,-178304870,4171037276,0,75866826099,98586171869,26173628362,-109400862192,3797776141,3914248026,0,0,-8238947600,90698840705,-112382,0,0,0,0,0,178304870,178192488,0,0,342032204995,-373223989809,0,0,0,-31191784814,59685248379,9675078296,-428407250,68931919425
2018,2,129093247607,30338526767,-13365383295,431807262,0,-163119224,6293404706,0,152628483823,-1160308670,-19905715252,-173236624553,5112922677,-12354991421,0,0,7754627600,-41161605796,-332496326,0,0,0,0,0,624401391,291905065,0,0,580295995731,-515266204063,0,-7000000000,0,58029791668,17160090937,68931919425,533667180,86625677542
2018,3,3342676344,27869222000,980733606,-85039269,0,-289254831,6388321738,0,38206659588,68786855002,-49429908126,51054842010,-11192102516,-7591641168,0,67500000,-23438000,89878766790,-4420127826,0,-75000000000,75000000000,0,0,289254831,-4130872995,0,0,9632318571,-160105558105,0,-5479121250,0,-155952360784,-70204466989,86625677542,-104259617,16316950936
2018,4,48100664930,27874013000,-1926733610,-493187459,0,1283314943,4317625006,0,79155696810,-128409315696,3891480413,-18170192311,20903101880,-4280546249,0,482768500,-64337375,-46491344028,4472631833,0,-1540000000,0,0,0,204825195,3137457028,0,0,391632146541,-327191789010,0,0,0,64440357531,21086470531,16316950936,-206633173,37196788294
2019,1,18262602370,31088964894,11963765750,4801426,0,-9556038,5028853551,0,66339431953,17724085135,-86950782657,-88841647952,4450290484,-4961212840,0,0,-126618419,-92366454296,-228895397,0,0,0,0,0,0,-228895397,0,0,341143211619,-266690905831,0,0,0,74452305788,-18143043905,37195725967,-1432180,19051249882
2019,2,2885191981,31097670346,859259754,483908661,0,-65512261,6980465136,-222829000,42018154617,41297558043,-80797174992,-102177569910,837806473,-6899707258,0,0,5513919,-105715419108,-166269805,0,0,0,0,0,21611313,-144658492,0,0,326415443153,-185145093361,0,0,0,141270349792,35410272192,19051249882,-10484090,54451037984
2019,3,-18432137379,28959198401,3327129996,-649897149,0,-204901872,8794535996,222829000,21793927993,-10094522000,46542142240,35896576379,5638554178,-8557185788,0,0,-4750000,91214743002,-9094655180,0,0,0,0,0,258401698,-8836253482,0,0,227865011866,-283785896608,0,0,0,-55920884742,26457604778,54451037984,11965333,80920608095
2019,4,3545948615,28629860738,-16150155500,151256374,0,-59033990,8048209240,0,24166085477,-48764693613,90392093365,-51146177005,13438963805,-7978479273,0,0,-447350000,19660442756,-996015711,0,-93037027500,93037027500,0,0,58991150,-937024561,0,0,316051214845,-344457333735,0,0,0,-28406118890,-9682700695,80920608095,-33755966,71204151434
2020,1,-6221763223,41629330908,8812054164,528199754,0,-21298523,6704827403,0,51431350483,70138371230,-48509365298,50931451880,3812920693,-6911331133,0,0,-1262325250,119631072605,-3093980172,0,-460000000,0,0,0,21298523,-3532681649,0,0,177750146440,-334210372552,0,0,0,-156460226112,-40361835156,71204151434,91903062,30934219340
2020,2,-27359977587,41637366483,-8311401772,-830040454,0,-6004732,5772940581,0,10902882519,-75696707768,30508529328,-78491177635,8520673635,-5846189198,0,0,-29720000,-110131709119,3235583241,0,0,0,0,0,6004732,3241587973,0,0,230370593608,-120075984025,0,0,0,110294609583,3404488437,30934219340,-78605277,34260102500
