Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,1672456248000,122392026000,32938617000,12990135000,-1757951000,-806303833000,80635565000,0,1113350807000,-118758519000,328545243000,6217378000,15741278000,-50553635000,-60587191000,0,1609037000,1235564398000,-276217295000,2485790000,-6187725639000,4951945862000,-42972864000,0,1036212860000,-516271286000,-567850000,-1640252632000,3974894027000,-1885038523000,0,17180568000,0,466215590000,1185508702000,2412152216000,-1904825000,3595756093000
2015,1,632462595000,132796802000,31115012000,36087219000,-23133000,-3300997000,80169269000,-357362006000,551944761000,-128801286000,-251335075000,104254473000,-18306459000,-121570685000,-722971708000,0,-915880000,-587701859000,-171834912000,45000000,-2947000000000,5248395530000,-420019269000,50000000000,91663168000,1851249517000,0,0,3164783456000,-4830633647000,0,-11968000,0,-1665862159000,-402314501000,3595756093000,1049572000,3194491164000
2015,2,776577194000,135871298000,19735731000,46404145000,1526254000,-3301436000,65791325000,-314666092000,727938419000,207692576000,-45956180000,87691485000,4066968000,5398150000,-108561029000,0,-3918819000,874351570000,-367695306000,1759664000,-23220702727000,26800264213000,0,0,621886330000,3835512174000,0,0,3572231213000,-2477046581000,0,-3021715944000,0,-1926531312000,2783332432000,3194491164000,1448100000,5979271696000
2015,3,654059847000,148882427000,21835672000,-67843648000,7691230000,-4039295000,155345504000,-230888026000,685043711000,-62448358000,118165266000,95902360000,17906923000,-50979152000,-88057129000,0,-696565000,714837056000,-423106778000,645541000,-7060056000000,7682456000000,0,1800000000,67349008000,269087771000,38472050000,0,2617434701000,-6663681179000,0,-49077374000,0,-4056851802000,-3072926975000,5979271696000,4230238000,2910574959000
2015,4,1363443023000,151539264000,19822505000,-21170053000,1489764000,-3735509000,34455070000,-232999468000,1312844596000,-44331307000,242427962000,187993441000,16523419000,-36655395000,-203102466000,0,-898342000,1474801908000,-192036060000,92583000,-9324750000000,9573200000000,-170831853000,450000000000,59437998000,395112668000,1340960000,0,2248779573000,-3654115955000,0,-9424700000,0,-1413420122000,456494454000,2910574959000,-405791000,3366663622000
2016,1,352500818000,160287880000,249611000,1275605000,114660000,-156050273000,26782698000,-3456901000,381704098000,17055805000,-170260344000,-349272148000,6447549000,-27018740000,-154639341000,0,-6273240000,-302256361000,-142107991000,55945000,-16078978713000,14515114068000,-367595426000,5320434000,473436992000,-1594754691000,0,0,2037711971000,-2044289266000,0,-22290000,0,-6599585000,-1903610637000,3366663622000,-660515000,1462392470000
2016,2,745514884000,169710627000,22774469000,-1563392000,2723293000,-113503264000,26916357000,0,852572974000,46090525000,-102218122000,107752435000,2643409000,-26401270000,-58012385000,0,-5634644000,816792922000,-96930938000,2861215000,-6945800000000,9036800000000,-36241624000,0,74238213000,2034926866000,30000000000,0,2135958946000,-2616900154000,0,-999034840000,0,-1449976048000,1401743740000,1462392470000,1010932000,2865147142000
2016,3,805743234000,171801053000,9795215000,-576282000,-954494000,262905494000,31461095000,-366530470000,913644845000,-25656357000,-98961644000,-118444757000,14384279000,-29703674000,-76083714000,0,-1432540000,577746438000,-181486815000,25291000,-9650901000000,10748600000000,0,0,90632935000,1006870411000,134000,0,1716953328000,-832243930000,0,-1985517000,0,882724015000,2467340864000,2865147142000,-1090270000,5331397736000
2016,4,1259093580137,182566374207,19442785735,952563016,51675443,500,32696990158,-110360671703,1384443297493,5158799998,405458470660,251646338311,2488586781,-31920519443,-142316304862,0,500377863,1875459046801,-214317939452,921005185,-11931224465530,11738521000000,-369596872965,90000000,86576884521,-689030388241,10,0,2590826226251,-2188723532445,0,-4156122200,0,397946571616,1584375230176,5331397736000,-1528044846,6914244921330
2017,1,128677228314,162557562432,753419259,-39236269,9736531,-98013310955,20835189811,0,214780589123,-4174626105,-228372986215,-642705752020,9863760301,-24337060190,-126155068295,0,-15600000,-801116743401,-157310757497,83492688,-1584018000000,1726400000000,0,0,79677367531,64832102722,0,0,1111802830962,-2840088519729,0,-217888400,0,-1728503577167,-2464788217846,6914244921330,76861209,4449533564693
