2020-04-08,7650,0,0,23700,0,5000
2020-03-13,43575,0,2700,69875,20000,10500
2020-03-20,4600,0,0,9400,0,170
2020-03-23,13920,0,0,13900,0,200
2020-04-09,23570,0,0,56900,32850,700
2020-04-10,69696,38900,11210,18644,0,800
2020-04-13,56890,18060,0,65680,0,6000
2020-04-14,14350,0,500,9760,0,0
2020-04-15,18895,0,0,23865,0,0
2020-04-16,49540,0,5020,72460,15000,0
2020-04-17,124610,36800,480,61750,0,10920
2020-04-20,55410,0,0,34420,0,3200
2020-04-21,125670,81070,500,133070,62050,1500
2020-04-22,37560,0,0,13100,0,0
2020-04-23,46188,0,1780,67702,39000,300
2020-04-24,40790,0,0,56520,0,0
2020-04-27,12885,0,6500,26685,0,0
2020-04-28,35,0,0,1005,0,0
2020-04-29,1150,0,0,9550,0,0
2020-05-04,19220,0,1080,14260,0,1000
2020-05-05,14545,0,1970,4885,0,0
