Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2006,0,8294251579,9281184993,-1022525218,0,0,-2213230726,1256966861,0,15596647489,-6669558904,-22398402336,213165191801,-577485338,-1256966861,-2351858421,0,-1125657407,194381910023,-83711798249,10000000,0,0,-183500000000,0,2215765499,-264986032750,17001690768,0,0,-1640000000,0,0,0,15361690768,-55242431959,74235490680,0,18993058721
2007,0,52285417564,11960332171,292234154,354326105,7465227,0,18132372257,-5057800765,77974346713,-77297802634,-458388328097,-105780665168,-3029330582,-18132372257,-13028242,3539218950,-2947306330,-584075267647,-71130685625,0,0,0,0,-16518537059,5057800765,-82591421919,254728164720,-27438600000,2135793237176,-1680067538095,0,-2998665911,0,680016597890,13349908324,25342580498,0,38692488822
2008,0,88342328549,9240534015,30656929708,-2257291211,-2738098643,0,78312594083,0,201556996501,-209997321074,-137411847190,84429692504,1775852559,-84589200531,0,0,-6953213162,-151189040393,-57335071410,3708682643,0,0,-5141785056,0,3135190687,-55632983136,8105000000,-23623467366,4587697544092,-4297048092719,0,-29357941437,0,245773042570,38951019041,38692488822,0,77643507863
2009,0,152952756367,16249030251,-11128937816,0,0,-29849661784,86826077666,0,215049264684,-584105662426,-365712319862,658687692661,-2106994991,-86826077666,-20659397755,22690122681,-42426123065,-205409495739,-65918564547,40763472245,-140973024274,23623467366,-16865362412,11367748000,29236961137,-118765302485,116146233331,-2335000000,6072284077620,-5455878380135,0,-47639895200,0,682577035616,358402237392,77643507863,-4765533585,431280211670
2010,0,250559400260,23111496955,11770994941,0,0,-50695621145,113473910586,0,348220181597,-170497953634,-599330557671,591485279427,-476673857984,-109731669842,-76075703010,0,-5700616269,-498304897386,-50922185680,4995869239,-331262269000,477759373156,-7745000000,2750000000,49914673838,145490461553,219938142250,-477000000,5646213867265,-5138924770783,0,-66244200000,0,660506038732,307691602899,431280211670,-205505996489,533465818080
2011,0,406725258331,32803438634,-9620349275,0,0,-48852654927,157036923986,0,538092616749,-140237561578,307718039875,-32646746486,33486450756,-153099764196,-132017909433,0,0,421295125687,-88286333560,2588671061,0,0,-20069879631,31193000000,48852654927,-25721887203,0,-6338605990,4970603563819,-5399723375741,0,-111297279400,0,-546755697312,-151182458828,533465818080,-18376791095,363906568157
2012,0,305908223036,33925233703,16452873069,0,0,-39774610822,103154269027,0,419665988013,118971496184,253411005554,-176702307313,2170691757,-149698208407,-80731233831,0,0,387087431957,-24745808650,1215053908,0,0,0,146075353820,39774610822,162319209900,0,0,5132180693236,-4791288157509,0,-124295616000,0,216596919727,766003561584,363906568157,0,1129910129741
2013,0,280363454898,30903066561,23635933342,0,0,-80184929625,107914346298,0,362631871474,-218802680984,-866692191213,232369460849,-2653614538,-111797496247,-96197836921,19293471769,-16237892930,-698086908741,-27868501801,951071105,0,0,0,43549711092,80184929625,96817210021,14709718303,0,7396854639758,-5684298149880,0,-155373449700,0,1571892758481,970623059761,1129910129741,0,2100533189502
2014,0,310927478696,26742200982,-9419192413,3257720028,0,-92709168400,120525628623,0,359324667516,63576486688,351664911642,-148022285184,11233673065,-106315261614,-83205047964,6982638057,-31017556554,424222225652,-48717474978,95420681905,0,0,0,43154976,17752039436,64498401339,0,0,7954675698508,-8445626085207,0,-48889400000,0,-539839786699,-51119159708,2100533189502,734136254,2050148166048
2015,0,274166571239,30602786294,22962511915,4999441853,0,-63164660050,95128275859,0,364694927110,-76864061055,226753607173,129620442316,-60439805785,-116436708931,-64542822848,0,-16139861359,386645716621,-127778358425,4171041429,-9222550381,0,0,0,59329690994,-73500176383,23708750000,-35523322342,7096110722231,-7873287870123,0,-116033857924,0,-905025578158,-591880037920,2050148166048,2942670852,1461210798980
