Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,810339472864,-592147895668,-80822631489,-18224590171,0,640900805481,-710779592055,0,49265568962,0,0,0,7495648734,0,0,0,7495648734,0,0,778771765587,-923657667205,-5250604541,-9096640000,0,-159233146159,-102471928463,111213051916,171740080,8912863533
2015,1,691700799475,-406420804057,-89374846773,-14759772098,0,503922400619,-386709963596,21606377951,298357813570,0,0,0,0,-42538000000,5697120000,2302000000,-34538880000,0,0,788567078178,-1048277667455,-6555143822,0,0,-266265733099,-2446799529,8912863533,-590351993,5875712011
2015,2,595157044383,-531073053392,-67427908812,-15008627031,0,481458692612,-433448545515,0,29657602245,-20000000,0,0,0,-500000000,0,0,-520000000,0,0,919121829739,-907356437970,-5652427890,-24230529325,0,-18117565446,11020036799,5875712011,132635987,17028384797
2015,3,740065110343,-353438724899,-81994451241,-15985793062,0,405530516614,-340889128947,29132907445,353287528808,-70000000,0,0,0,-3050000000,0,0,-3120000000,0,0,968523566353,-1323205612033,-5733799354,-11115000,0,-360426960034,-10259431226,17028384797,1975683425,8744636996
2015,4,760873598437,-305967811665,-75788612221,-15552752782,0,270835282182,-232287088541,0,402112615410,0,0,0,10500000000,-4450000000,0,10005917688,16055917688,0,0,833133295313,-1233557183246,-5713891023,-10000000000,0,-416137778956,2030754142,8744636996,1931922187,12707313325
2016,1,756884727795,-320992371680,-85970498263,-15438648771,0,270801774129,-277788387205,0,327496596005,-2140000000,0,0,0,0,5820120000,4468647595,8148767595,0,0,839443996900,-1158831435928,-6614076319,0,0,-326001515347,9643848253,12707313325,1054532588,23405694166
2016,3,0,0,0,0,0,0,0,0,1107821451502,12125018950,2196000000,7890000000,-35000000,0,3959120000,-3408211133,22726927817,0,0,-280247899240,-876413223233,-2825437977,0,0,-1159486560450,-28938181131,34431886926,3757939074,9251644869
2016,4,820367819730,-265467932449,-72274980571,-16272352953,0,58514987171,-96896742540,0,427970798388,-13850000000,2300000000,0,0,0,100700000000,5428738947,94578738947,0,0,734329032288,-1204594967257,-8501317538,-33274862156,0,-512042114663,10507422672,9251644869,2036982921,21796050462
2017,1,787678596967,-261218293677,-79017650878,-16017710153,-14745946687,22868153938,-24329536072,0,415217613438,-1350000000,5180000000,0,0,0,0,2052710571,5882710571,0,0,390355316883,-797531376730,-10133336751,0,0,-417309396598,3790927411,21796050462,1876518024,27463495897
2017,2,0,0,0,0,0,0,0,0,-133833396951,-41133563280,-3929507273,-24460000000,14709789994,0,0,1747785111,-53065495448,0,0,1261433301128,-1037606792857,-9258571403,-31775742453,0,182792194415,129726698967,27463495897,-1393047199,21963750714
