disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2007-12-07,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2007-12-07,,,,,,,
2008-03-10,investorRight,MEETING,Họp cổ đông,2008-03-28,2008-04-28,2008-04-28,ĐHCĐ thường niên 2008,,,,
2008-03-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2008-03-28,2008-05-26,2008-05-26,Cổ tức đợt 2/2007 (600 đ/cp),600,6,2,2007
2008-11-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2008-11-19,2008-12-26,2008-12-26,Tạm ứng cổ tức năm 2008 (1.800 đ/cp),1800,18,,2008
2009-02-17,investorRight,POLL,Lấy ý kiến cổ đông,2009-02-20,2009-03-18,2009-03-18,Lấy ý kiến cổ đông bằng văn bản về việc: Tham gia góp 29% vốn thành lập Công ty cổ phần DAP số 2_VINACHEM và Đầu tư khai thác mỏ Crômit.,,,,
2009-03-09,investorRight,MEETING,Họp cổ đông,2009-03-26,2009-04-28,2009-04-28,ĐHCĐ thường niên 2009,,,,
2010-02-25,investorRight,MEETING,Họp cổ đông,2010-03-08,2010-04-22,2010-04-22,ĐHCĐ thường niên 2010,,,,
2010-02-25,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-03-08,2010-04-26,2010-04-26,Cổ tức năm 2009 (500 đ/cp),500,5,,2009
2011-03-07,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-03-16,2011-05-31,2011-05-31,Trả cổ tức năm 2010 (900 đ/cp),900,9,,2010
2011-03-07,investorRight,MEETING,Họp cổ đông,2011-03-16,2011-04-23,2011-04-23,ĐHCĐ thường niên năm 2011,,,,
2012-04-11,investorRight,MEETING,Họp cổ đông,2012-04-24,2012-05-26,2012-05-26,ĐHCĐ thường niên 2012,,,,
2012-04-11,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-04-24,2012-06-14,2012-06-14,Cổ tức năm 2011 (900 đ/cp),900,9,,2011
2013-03-21,investorRight,MEETING,Họp cổ đông,2013-03-28,2013-05-25,2013-05-25,Đại hội cổ đông thường niên 2013,,,,
2013-03-21,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-03-28,2013-08-30,2013-08-30,Trả cổ tức năm 2012 (900 đ/cp),900,9,,2012
2014-02-24,investorRight,MEETING,Họp cổ đông,2014-03-06,2014-04-25,2014-04-25,Đại hội đồng cổ đông thường niên năm 2013,,,,
2014-02-24,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-03-06,2014-06-25,2014-06-25,Thanh toán cổ tức năm 2013(900đ/cp),900,9,,2013
2015-03-13,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-03-23,2015-06-24,2015-06-24,Trả cổ tức năm 2014 (900đ/cp),900,9,,2014
2015-03-13,investorRight,MEETING,Họp cổ đông,2015-03-23,2015-05-30,2015-05-30,ĐHĐCĐ thường niên năm 2015,,,,
2016-03-25,investorRight,MEETING,Họp cổ đông,2016-04-11,2016-05-28,2016-05-28,ĐHCĐ thường niên năm 2016,,,,
2016-05-30,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến trả cổ tức năm 2016 (900đ/cp),900,9,,2016
2016-08-30,investorRight,DIVIDEND,Cổ tức bằng tiền,2007-12-26,2008-01-15,2008-01-15,Trả cổ tức đợt 1/2007 (1200 đ/cp),1200,12,1,2007
2016-08-31,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2016-08-30,2017-07-05,,LNST của cổ đông cty mẹ 6T.2016 âm,,,,
2017-03-29,investorRight,MEETING,Họp cổ đông,2017-04-13,2017-05-20,2017-05-20,ĐHĐCĐ thường niên năm 2017,,,,
2017-03-29,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-04-13,2017-06-29,2017-06-29,Trả cổ tức bằng tiền năm 2016 (900đ/cp),900,9,,2016
2017-05-22,schedEvent,schedIssue,Dự kiến phát hành,2017-08-09,2017-08-09,,"Dự kiến phát hành 59.044.725 cp thưởng cho CĐHH, tỷ lệ 10:9",,90,,
2017-07-28,investorRight,KINDDIV,Cổ phiếu thưởng,2017-08-09,2017-08-10,,Tỷ lệ 100:90,,90,,
2017-09-07,stockAlert,noticed,Nhắc nhở,2017-09-07,,,Chậm CBTT thay đổi SLCP đang lưu hành,,,,
2017-10-05,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2017-10-24,,,"Số lượng 59,044,625 cp",,,,
2018-02-26,investorRight,MEETING,Họp cổ đông,2018-03-16,2018-04-21,2018-04-21,ĐHĐCĐ thường niên năm 2018,,,,
2018-03-05,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-03-16,2018-05-30,2018-05-30,Trả cổ tức năm 2017 (900 đ/cp),900,9,,2017
2018-04-27,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-05-17,2018-06-29,2018-06-29,Trả cổ tức đợt 2/2017 (300 đ/cp),300,3,2,2017
2018-12-06,schedEvent,schedIssue,Dự kiến phát hành,2019-01-15,2019-01-15,,"Dự kiến phát hành 2.500.000 cp ESOP, tỷ lệ 100:2.01",,2.01,,
2019-02-27,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2019-07-01,,,"Số lượng 2,495,000 cp",,,,
2019-03-20,investorRight,MEETING,Họp cổ đông,2019-04-11,2019-05-17,2019-05-17,ĐHĐCĐ thường niên 2019,,,,
2019-03-20,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-04-11,2019-06-28,2019-06-28,Trả cổ tức năm 2018 (1200 đ/cp),1200,12,,2018
2019-05-20,schedEvent,schedDiv,Dự kiến cổ tức,,,,"Dự kiến trả cổ tức bằng tiền năm 2019, tỉ lệ 20%",2000,20,,2019
2019-06-04,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-06-26,2019-08-29,2019-08-29,Trả cổ tức đợt 2/2018 (300 đ/cp),300,3,2,2018
2020-03-24,investorRight,MEETING,Họp cổ đông,2020-04-17,2020-06-26,2020-06-26,ĐHĐCĐ thường niên năm 2020,,,,
2020-05-11,investorRight,ADPAYDATE,Thay đổi thời gian trả cổ tức,2020-04-17,2020-05-20,2020-05-20,Thay đổi ngày thanh toán cổ tức đợt 1/2019 từ ngày 08/07/2020 sang ngày 20/05/2020,1000,10,1,2019
2020-05-14,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-04-17,2020-05-20,2020-05-20,Trả cổ tức đợt 1/2019 (1000 đ/cp),1000,10,1,2019
