Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2006,1,157947212632,-76437475030,-21336177204,0,-2343533939,25399615505,-64317125821,0,18912516143,0,0,-120000000000,120000000000,0,0,2794231682,2794231682,0,0,0,0,0,0,0,0,21706747825,14925148402,32828521,36664724748
2006,2,359421769774,-252961415962,-34173619115,0,-2645314874,109700242716,-138755206167,0,40586456372,-55577920,0,-238777634000,220000000000,0,0,4794704371,-14038507549,0,0,0,0,0,0,0,0,26547948823,14925148402,28504169,41501601394
2006,3,620244101352,-442942023825,-41490927888,0,-2645314874,207637401716,-235047494266,0,105755742215,-3190023723,0,-352400000000,315464806400,0,0,8273339314,-31851878009,0,-30000000000,0,0,0,0,0,-30000000000,43903864206,12618479754,41504169,56563848129
2009,1,223738895261,-153257439473,-21843608274,-1574848118,0,27545884320,-36412485135,23265280409,38196398581,-12389546497,300000,-6000000000,10680000000,-70000000,0,218756961,-7560489536,1060000,0,22500000000,-15793448445,-25021666667,0,0,-18314055112,12321853933,146243022273,-213616492,158351259714
