disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2006-10-20,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2006-12-21,,,,,,,
2007-01-18,investorRight,ISSUE,Phát hành thêm,2007-01-26,2007-03-09,,Tỷ lệ 5:1 với giá 10.000 đ/cp,,20,,
2007-01-31,investorRight,DIVIDEND,Cổ tức bằng tiền,2007-02-07,2007-02-28,2007-02-28,Cổ tức năm 2006 (1.200 đ/cp),1200,12,,2006
2007-03-08,investorRight,MEETING,Họp cổ đông,2007-03-14,2007-03-26,2007-03-26,ĐHCĐ thường niên năm 2006,,,,
2007-08-13,investorRight,DIVIDEND,Cổ tức bằng tiền,2007-08-17,2007-09-10,2007-09-10,Cổ tức đợt 1/2007 (600 đ/cp),600,6,1,2007
2007-08-13,investorRight,POLL,Lấy ý kiến cổ đông,2007-08-17,,,Lấy ý kiến cổ đông bằng văn bản về các nội dung sau:Điều chỉnh phương án phát hành 17.880.000 cổ phiếu tăng vốn điều lệ Công ty lên 600 tỷ đồng.Niêm yết 17.880.000 cổ phiếu sau khi phát hành,,,,
2007-10-03,investorRight,ISSUE,Phát hành thêm,2007-10-10,2007-11-22,,Tỷ lệ 50:21 với giá 10.000 đồng/cp,,42,,
2008-02-15,investorRight,MEETING,Họp cổ đông,2008-02-22,2008-04-11,2008-04-11,ĐHCĐ thường niên 2008,,,,
2008-02-15,investorRight,DIVIDEND,Cổ tức bằng tiền,2008-02-22,2008-03-19,2008-03-19,Cổ tức đợt 2/2007 (600 đ/cp),600,6,2,2007
2009-03-11,investorRight,DIVIDEND,Cổ tức bằng tiền,2009-03-09,2009-04-10,2009-04-10,Tạm ứng cổ tức năm 2008 (800 đ/cp),800,8,,2008
2009-03-11,investorRight,MEETING,Họp cổ đông,2009-03-09,2009-03-25,2009-03-25,ĐHCĐ thường niên 2009,,,,
2010-03-22,investorRight,MEETING,Họp cổ đông,2010-03-29,2010-04-22,2010-04-22,ĐHCĐ thường niên 2010,,,,
2010-03-22,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-03-29,2010-04-20,2010-04-20,Cổ tức năm 2009 (600 đ/cp),600,6,,2009
2011-03-10,investorRight,MEETING,Họp cổ đông,2011-03-16,2011-04-19,2011-04-19,ĐHCĐ thường niên năm 2011,,,,
2011-03-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-03-16,2011-04-14,2011-04-14,Tạm ứng cổ tức năm 2010 (700 đ/cp),700,7,,2010
2012-02-28,investorRight,MEETING,Họp cổ đông,2012-03-12,2012-04-22,2012-04-22,ĐHCĐ năm tài chính 2011,,,,
2012-04-27,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-05-11,2012-05-30,2012-05-30,Cổ tức năm 2011 (500 đ/cp),500,5,,2011
2013-01-18,investorRight,MEETING,Họp cổ đông,2013-01-28,,,ĐHĐCĐ thường niên 2013,,,,
2013-04-25,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-05-14,2013-05-28,2013-05-28,Trả cổ tức năm 2012 (300 đ/cp),300,3,,2012
2014-03-17,investorRight,MEETING,Họp cổ đông,2014-03-21,2014-04-22,2014-04-22,Đại hội cổ đông thường niên năm 2014,,,,
2014-05-27,investorRight,KINDDIV,Cổ phiếu thưởng,2014-06-04,2014-06-06,,Tỷ lệ 100:7,,7,,
2014-05-27,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-06-04,2014-06-20,2014-06-20,Trả cổ tức năm 2013 (300đ/cp),300,3,,2013
2014-07-17,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2014-07-24,,,Số lượng: 4.185.615 cổ phiếu,,,,
2014-08-14,schedEvent,schedIssue,Dự kiến phát hành,,,,Phát hành cổ phiếu tăng vốn cổ phần,,,,
2014-12-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-12-17,2015-02-10,2015-02-10,"Tạm ứng cổ tức 2014, (2.500đ/cp)",2500,25,,2014
2015-03-13,investorRight,MEETING,Họp cổ đông,2015-03-23,2015-04-22,2015-04-22,ĐHĐCĐ thường niên năm 2015,,,,
2015-12-14,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-12-23,2016-01-28,2016-01-28,Trả cổ tức năm 2015 (500 đ/cp),500,5,,2015
2016-03-16,investorRight,MEETING,Họp cổ đông,2016-03-24,2016-04-25,2016-04-25,ĐHCĐ thường niên năm 2016,,,,
2016-04-25,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến cổ tức năm 2016 tỷ lệ 8%,,8,,2016
2016-06-02,investorRight,KINDDIV,Cổ phiếu thưởng,2016-06-15,2016-06-16,,Tỷ lệ 100:7,,7,,
2016-07-14,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2016-07-22,,,Số lượng 4477541CP,,,,
2017-02-24,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-03-09,2017-04-13,2017-04-13,Tạm ứng cổ tức năm 2016 (800đ/cp),800,8,,2016
2017-02-24,investorRight,MEETING,Họp cổ đông,2017-03-09,2017-04-14,2017-04-14,ĐHĐCĐ thường niên năm 2017,,,,
2018-02-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-02-23,2018-05-04,2018-05-04,Trả cổ tức năm 2017 (800 đ/cp),800,8,,2017
2018-02-06,investorRight,MEETING,Họp cổ đông,2018-02-23,2018-04-06,2018-04-06,ĐHĐCĐ thường niên năm 2018,,,,
2019-02-21,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-03-14,2019-05-10,2019-05-10,Trả cổ tức năm 2018 (800 đ/cp),800,8,,2018
2019-02-22,investorRight,MEETING,Họp cổ đông,2019-03-14,2019-04-20,2019-04-20,Họp ĐHĐCĐ thường niên năm 2019.,,,,
2019-08-30,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2019-08-30,2020-04-03,,LNST cổ đông công ty mẹ soát xét 6 tháng đầu 2019 âm,,,,
2020-05-07,investorRight,MEETING,Họp cổ đông,2020-05-26,,,ĐHĐCĐ thường niên năm 2020,,,,
2020-07-01,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-07-21,2020-08-13,2020-08-13,Trả cổ tức năm 2019 (500 đ/cp),500,5,,2019
