Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,1,18182458359,3291699240,0,0,0,-93303044,155923419,0,21536777974,-13294931278,5055290469,-9538757378,0,-155923419,-1000000000,8230590222,0,10833046590,-3978270463,-127487256,-48993440182,10338992128,0,0,622712570,-42137493203,0,-3193340000,9935151615,-9935151615,0,0,0,-3193340000,-34497786613,110880677264,0,76382890651
2010,1,23995710117,3015681110,0,0,0,-1000000000,724873792,0,26736265019,11140639661,-2373911544,15882148715,0,-724873792,-16924822198,4038472645,-47955717320,-10181798814,-16241387693,0,-130827814313,121230000000,0,2000000000,502636846,-23336565160,0,0,0,-9972172526,0,0,0,-9972172526,-43490536500,135040362163,0,91549825663
2010,2,48804597890,6151231893,1877389134,0,0,-3585125594,2000379367,0,55248472690,-7506511030,-15004386977,-42340610749,-214410554,-2000379367,-21743901111,2405461291,-18222708504,-49378974311,-7142350221,178000000,0,9380000000,0,0,3407125594,5822775373,0,0,9667737669,-30790535060,0,-23205240000,0,-44328037391,-87884236329,135040362163,0,47156125834
2010,3,77337857392,11110834677,2251562079,0,0,-1000000000,1810024030,0,91510278178,-5434062085,10458782775,-65602464548,-214410554,-1810024030,-26015039058,10246615677,-12589044998,550631357,-49028193993,178000000,-109483660559,115527314968,0,2000000000,5267060807,-35539478777,0,0,19157925774,-35790535060,0,-23205240000,0,-39837849286,-74826696706,135040362163,0,60213665457
2010,4,98122988137,16746180108,1768376832,0,0,527476147,2443259953,0,119608281177,-23796493890,23050421322,-17000644347,0,-2443259953,-27900216828,10246615677,-15348763900,66415939258,-38349308336,196181818,-18768985795,7230000000,0,2000000000,5623762071,-42068350242,0,0,27049405839,-52224558649,0,-23205240000,0,-48380392810,-24032803794,135040362163,0,111007558369
2011,1,27102575241,6636292620,0,0,0,0,360515522,0,34099383383,-9782593932,-39288689233,26733315358,-656675755,-360515522,-6985396424,0,-16473291179,-12714463304,-7378807214,0,-157250000000,130150000000,0,0,2158181038,-32320626176,98201510000,0,8344125439,-19431201125,0,0,0,87114434314,42079344834,111006558369,0,153085903203
2011,2,26466451151,6886764326,1686719000,0,0,-7002060064,115011550,0,28152885963,12355933336,-48099968112,-41362371496,17296103,-115011550,-14192207942,14371790072,-9465737440,-58337391066,-6885586374,500909091,155950000000,-130150000000,0,0,4387363260,23802685977,0,0,-272056564,243750000,0,-33471900000,0,-33500206564,-68034911653,153085903203,50726286,85101717836
2011,3,28849030800,7495104385,-1686719000,0,0,7958095020,130777650,0,42746288855,20407603364,-24118393836,-49257546088,228417655,-130777650,-5662331288,-12709261913,24478550875,-4017450026,-8431702948,804545454,0,1680440000,-1300000000,0,-4865104298,-12111821792,0,0,243750000,-243750000,0,0,0,0,-16129271818,85101717836,-50726286,68921719732
2011,4,28045870143,7626722903,0,0,0,1032846768,116277650,0,36821717464,-18383757987,60780925952,5437596281,23629320,-116277650,2673693457,2122903937,-6712902795,82647527979,-13589206103,-2308020272,1300000000,1300000000,1300000000,1628800000,1300000000,-9068426375,0,-2209806000,-10000000,0,0,0,0,-2219806000,71359295604,68921719732,0,140281015336
2012,1,29126453268,7755211324,0,0,0,1480860,189336164,0,37072481616,16657521729,10506787678,-10204039100,0,-189336164,-16415758562,0,-25397798555,12029858642,-8114537322,0,-2000000000,550000000,-2000000000,11287140,1115218967,-10438031215,0,-5757539000,3500000000,-3500000000,0,0,0,-5757539000,-4165711573,140281015336,0,136115303763
2012,2,28346313588,7709264365,1197533586,0,0,-4529165509,175194442,0,32899140472,-13166735440,14497771094,-20799134937,108257579,-154194442,-7032393573,310900000,17013746479,23677357232,-31364470205,0,2000000000,-550000000,-500000000,1412079570,3598218326,-25404172309,0,-1468115000,-3500000000,3500000000,0,-33031372000,0,-34499487000,-36226302077,136115303763,97142516,99986144202
2012,3,29620570287,8147560529,-1197533586,0,0,4527684649,60277776,0,41158559655,-11368769038,-18318120354,11163492955,161085499,-81277776,-6869972864,974027364,-29988863211,-13169837770,-7840454898,547338433,-2500000000,1050000000,-828800000,-1423366710,1151258326,-9844024849,0,-2402806000,0,3500000000,-3500000000,-528000,0,-2403334000,-25417196619,99986144202,-97142516,74471805067
2012,4,16541963163,9190577548,3682225530,0,0,0,104999997,0,29519766238,-33871322,7507231822,57235410937,-536860554,-104999997,-7317788949,-489640964,19422452812,105201700023,-42120905192,0,0,0,3328800000,0,3083216125,-35708889067,0,0,3500000000,-10500000000,3500000000,-18337400000,0,-21837400000,47655410956,74471805067,0,122127216023
2013,1,27583460507,7955888345,0,0,0,-1484869732,218000000,0,34272479120,-7853038063,-19907077941,-36946706112,87001203,-218000000,-4394077386,4000225000,-16263472038,-47222666217,-5209743905,0,0,0,0,208218030,738922891,-4262602984,0,0,0,0,0,0,0,0,-51485269201,122127216023,0,70641946822
2013,2,27728983500,10115134177,1064634565,195774540,0,-2323876074,0,0,36780650708,-9575952875,46193791762,-20952112329,50223022,218000000,-6909684602,0,5930526738,51735442424,-15262823486,2209772727,0,0,0,2350000000,1554659507,-9148391252,0,0,0,0,0,-16405810000,0,-16405810000,26181241172,70641946822,138969772,96962157766
