Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2015,0,3029715000000,-1810036000000,68383000000,13147000000,0,8999000000,-802583000000,-1000000000,516937000000,0,-2108448000000,-7404502000000,-11150000000,-8401331000000,0,-51162000000,-2830697000000,2017980000000,4293992000000,17882017000000,-17940000000,-89234000000,0,0,-33346000000,3763116000000,0,0,0,3763116000000,-84589000000,649000000,0,0,0,0,0,6500000000,2860000000,-74580000000,0,0,0,0,0,0,0,3688536000000,15535268000000,0,19223804000000
2016,0,4753787000000,-2648103000000,86118000000,161070000000,0,-2968000000,-1292763000000,-93829000000,963912000000,0,-754760000000,-8010173000000,-17999000000,-19500966000000,0,-35034000000,1983741000000,-517698000000,11849637000000,15576581000000,0,1211924000000,0,0,49502000000,2798667000000,0,0,0,2798667000000,-53159000000,62000000,-4000000,0,0,0,0,0,0,-53101000000,403105000000,0,-80348000000,0,0,0,322757000000,3068323000000,19223804000000,0,22292127000000
2017,0,7374063000000,-3837594000000,165063000000,149875000000,0,36012000000,-1837127000000,-186425000000,1866767000000,0,1969999000000,682746000000,29149000000,-16656015000000,0,-922656000000,-617484000000,-418058000000,-4021209000000,15216558000000,84351000000,1416286000000,3481154000000,0,161028000000,2272616000000,0,0,0,2272616000000,-165949000000,462000000,-16000000,0,0,0,0,0,0,-165503000000,0,0,0,0,0,31647000000,31647000000,2138760000000,22292127000000,0,24430887000000
2018,0,9290018000000,-4802055000000,676185000000,498102000000,0,109126000000,-2791495000000,-221070000000,2789785000000,0,540000000000,-41316000000,0,-14345037000000,0,-244333000000,109109000000,3669974000000,-8867974000000,5839476000000,24238000000,114744000000,5247024000000,0,44315000000,-5119995000000,0,0,0,-5119995000000,-231538000000,297000000,-828000000,0,0,0,0,0,0,-232069000000,2190389000000,0,-13000000000,-50659000000,0,0,2126730000000,-3225334000000,24430887000000,0,21205553000000
2019,0,11916023000000,-5523125000000,1173945000000,872137000000,0,645307000000,-3024890000000,-779966000000,5341500000000,0,-80532000000,-21759000000,-12987000000,-17532511000000,0,-1287991000000,-1958278000000,-3924193000000,6236797000000,16301433000000,-108589000000,458819000000,5443842000000,0,-99803000000,8755748000000,0,0,0,8755748000000,-394594000000,265000000,0,0,0,0,0,0,0,-394329000000,0,267000000000,0,-7415000000,-627756000000,0,-368171000000,7993248000000,21205553000000,0,29198801000000
