Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2011,1,25570040801498,152185647247,176048263756,6759549484383,6759549484383,0,0,114021064051,120949201851,-6928137800,0,4264590569917,4333410827741,-68820257824,0,0,0,7719447785704,7719447785704,0,0,10000000000,0,10000000000,0,0,110759196050,92332698661,0,18426497389,0,6263438790390,297209029194,356912167340,0,5609317593856,0,0,25570040801498,22320496796716,627251075329,9750429110153,9750429110153,0,8662036882270,86370525745,120194604290,2651247691309,422966907620,3249544004782,2997197780000,3000000000000,0,1340000,-2803560000,0,0,42145940038,-8980941787,0,219181226531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2,27050271125487,99169037700,81080282775,6622158351154,6622158351154,0,0,34121064051,41049201851,-6928137800,0,4724656768018,4793998411109,-69341643091,0,0,0,7093805926548,7093805926548,0,0,10000000000,0,10000000000,0,0,110173929857,92978272508,0,17195657349,0,8275105765384,4617860624352,412589449949,0,3244655691083,0,0,27050271125487,23846413431235,0,12437934924676,12437934924676,0,7703893977633,69403611163,1033529979909,2151408579933,450242357921,3203857694252,2997197780000,3000000000000,0,1340000,-2803560000,0,0,42145940038,-7370373856,0,171884348070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,32586489986854,87429836490,60576656135,12461492715198,11842008715198,619484000000,0,34121064051,41049201851,-6928137800,261438575524,4424636388766,4493978030467,-69341641701,0,0,0,8233120982925,8233120982925,0,0,10000000000,0,10000000000,0,0,107481871823,91764991848,0,15716879975,0,6906191895942,2995093292104,489738192849,0,3421360410989,0,0,32586489986854,29308486045145,281788155217,17032846097943,17032846097943,0,7508192094727,0,931024836757,2183291700141,1371343160360,3278003941709,2997197780000,3000000000000,0,1340000,-2803560000,0,0,42145940038,-12289716008,0,250949937679,0,0,793172272050,105737820498,0,0,105737820498,687434451552,0,0,0,0,0,687434451552,0,0,0,0,0,0,0,0,0
2013,2,20926829746553,206414437456,63981748954,2407160779856,2407160779856,0,0,14211139456,15622833958,-1411694502,0,8529498531476,8642110237213,-112611705737,0,0,0,8126965762784,8137535272142,283333300000,-293902809358,10000000000,0,0,10000000000,0,56908503754,42954875950,0,13953627804,0,1511688842817,0,0,0,1511688842817,0,0,20926829746553,17452495741067,277892274831,6142012246027,6142012246027,0,10160533685877,19643014598,0,645080000000,207334519734,3474334005486,4527197780000,5550000000000,0,-1019998660000,-2803560000,0,0,42132785732,-13225946727,0,-1081770613519,0,0,770214870382,83867190542,0,0,83867190542,686347679840,0,0,0,0,0,686347679840,0,0,0,0,0,0,0,0,0
2014,1,29690397838047,313745993478,36317076567,1935670416859,1338484126200,765000000000,-167813709341,183878148810,210291800663,-26413651853,4390221265,13160509028538,13309012589327,-148503560789,0,0,0,11954833983332,11583354603984,437603343509,-66123964161,9435959317,0,0,10000000000,-564040683,65520428263,53170500671,0,12349927592,0,2026096581618,1280473289880,639520635199,0,1080573334263,0,-974470677724,29690397838047,25862298760249,29362261740,7676316983222,3387136483222,4289180500000,15507260212464,0,0,2225742000000,423617302823,3828099077798,4527197780000,5550000000000,0,-1019998660000,-2803560000,0,0,42132785732,4348510459,0,-745579998393,0,0,1101268916843,96960139874,96960139874,0,0,1004308776969,0,0,0,0,0,1004308776969,0,0,0,0,0,0,0,0,0
2014,2,30560403181952,311813558492,105795453383,1799018900809,831580117475,1129334200000,-161895416666,173437140816,210291800663,-36854659847,25481290817,13641668012536,13817393811381,-175725798845,0,0,0,12475619751983,12015035311625,555677445720,-95093005362,9435959317,0,0,10000000000,-564040683,64512090014,49725766315,0,14786323699,0,1953621023785,1227560169272,563078340766,0,1079948474367,0,-916965960620,30560403181952,26590943831801,280191559761,8464218491421,2991616991421,5472601500000,15601471485181,0,0,1818690000000,426372295438,3969459350151,4527197780000,5550000000000,0,-1019998660000,-2803560000,0,0,42132785732,9295094649,0,-609166310230,0,0,1263829572510,188659946569,0,0,188659946569,1075169625941,0,0,0,0,0,1075169625941,0,0,0,0,0,0,0,0,0
2015,1,44916145000000,492756000000,103296000000,4840169000000,3710236000000,1148328000000,-18395000000,145167000000,145167000000,0,0,20103264000000,20305296000000,-202032000000,0,0,0,17587557000000,17362211000000,476153000000,-250807000000,9360000000,0,0,10000000000,-640000000,77950000000,58148000000,0,19802000000,0,1556626000000,1019496000000,740731000000,0,682745000000,0,-886346000000,44916145000000,40555882000000,0,15981063000000,8992908000000,6988155000000,23966749000000,28363000000,181808000000,0,397899000000,4360263000000,4527198000000,5550000000000,0,-1019999000000,-2803000000,0,0,42133000000,-10299000000,0,-198769000000,0,0,2058412000000,499228000000,0,0,499228000000,1559184000000,0,0,0,0,0,1559184000000,5762058000000,5112058000000,1258088000000,1259183000000,2594787000000,0,0,0,650000000000
2015,2,51657726645401,528537456767,120558435458,9470845017189,8722780433856,766460000000,-18395416667,0,0,0,0,22853055593369,23082080986526,-229025393157,0,0,0,17039164826476,16776794431805,451159858482,-188789463811,9359649712,0,0,10000000000,-640350288,89665751620,59582116689,0,30083634931,0,1546539914810,746793803426,1012033905266,0,674058667292,0,-886346461174,51657726645401,47098588248396,24869292913,19700910506367,13377563506367,6323347000000,26889415025602,21974041114,0,0,461419382400,4559138397005,4527197780000,5550000000000,0,-1019998660000,-2803560000,0,0,42132785732,-16942383661,0,6750214934,0,0,2347145496215,0,0,0,0,2347145496215,0,0,0,0,0,2347145496215,1853218445620,0,0,0,0,0,0,453218445620,1400000000000
2016,1,73598953000000,554370000000,822930000000,14272012000000,12762425000000,1509587000000,0,0,0,0,0,33773550000000,34082006000000,-308456000000,0,0,0,21896605000000,21525480000000,604132000000,-233007000000,0,0,0,0,0,129913000000,97824000000,0,32089000000,0,2149573000000,1428493000000,908645000000,0,712206000000,0,-899771000000,73598953000000,68718005000000,667578000000,24305110000000,17952560000000,6352550000000,42865473000000,92328000000,179563000000,0,607953000000,4880948000000,4527197000000,5550000000000,0,-1019999000000,-2804000000,0,0,42133000000,-8252000000,0,319870000000,0,0,3254134000000,0,0,0,0,3254134000000,0,0,0,0,0,3254134000000,4772518000000,1684572000000,846600000000,837972000000,0,0,0,631946000000,2456000000000
2016,3,89507678000000,684695000000,912888000000,18577694000000,12510850000000,6066844000000,0,0,0,0,8139000000,37434412000000,37793062000000,-358650000000,0,0,0,24129237000000,23425360000000,989369000000,-285492000000,0,0,0,0,0,137056000000,92722000000,0,44334000000,0,7623557000000,4341524000000,1161194000000,0,3020610000000,0,-899771000000,89507678000000,83945428000000,1133567000000,35759607000000,19386666000000,16372941000000,45799011000000,0,199776000000,0,1053467000000,5562250000000,4930302000000,5842105000000,0,-908999000000,-2804000000,0,0,76533000000,23636000000,0,531779000000,0,0,4369915000000,0,0,0,0,4369915000000,0,0,0,0,0,4369915000000,6972153000000,6068694000000,2467208000000,2495136000000,1106350000000,0,0,898619000000,4840000000
2016,4,106311115000000,815148000000,1362317000000,23784661000000,19237389000000,4547272000000,0,0,0,0,29149000000,46233626000000,46642977000000,-409351000000,677530000000,682805000000,-5275000000,29882518000000,29175883000000,1019638000000,-313003000000,0,0,0,0,0,144374000000,100386000000,0,43988000000,0,3381792000000,1768738000000,1310216000000,0,1191527000000,0,-888689000000,106311115000000,100629629000000,1500282000000,41245247000000,24734800000000,16510447000000,55082028000000,0,1211925000000,0,1590147000000,5681486000000,5040125000000,5842105000000,0,-718828000000,-83152000000,0,0,76150000000,0,0,565211000000,0,0,5361860000000,0,0,0,0,5361860000000,0,0,0,0,0,5361860000000,41761705000000,34490811000000,2507665000000,2529796000000,29453350000000,0,0,1554894000000,5716000000000
2017,1,104791710000000,784449000000,1162538000000,26405957000000,25035957000000,1370000000000,0,0,0,0,0,42816386000000,43254402000000,-438016000000,654883000000,659987000000,-5104000000,29358863000000,28692981000000,1019638000000,-353756000000,0,0,0,0,0,174453000000,116457000000,0,57996000000,0,3434181000000,1704243000000,1283170000000,0,1335457000000,0,-888689000000,104791710000000,98965468000000,1183479000000,40583318000000,28090742000000,12492576000000,54761405000000,106854000000,846488000000,0,1483924000000,5826242000000,5040123000000,5842105000000,0,-718829000000,-83153000000,0,0,76150000000,-70537000000,0,780506000000,0,0,4976662000000,0,0,0,0,4976662000000,0,0,0,0,0,4976662000000,7782125000000,6308319000000,3052147000000,3031017000000,225155000000,0,0,1471030000000,2776000000
2017,2,115677157000000,816315000000,1079606000000,27883028000000,25523028000000,2360000000000,0,0,0,0,0,52559741000000,53074181000000,-514440000000,633189000000,637974000000,-4785000000,29406013000000,28837119000000,1001539000000,-432645000000,0,0,0,0,0,196354000000,115357000000,0,80997000000,0,3102911000000,1449724000000,1272903000000,0,1268973000000,0,-888689000000,115677157000000,109609627000000,1152817000000,48237719000000,35460897000000,12776822000000,57071517000000,100574000000,1637463000000,1200000000,1408337000000,6067530000000,5520529000000,5842105000000,0,-238424000000,-83152000000,0,0,160932000000,0,0,386069000000,0,0,5476665000000,0,0,0,0,5476665000000,0,0,0,0,0,5476665000000,33856983000000,27200133000000,2931302000000,2926894000000,21341937000000,0,0,1312341000000,5344509000000
2017,3,114467609000000,1031154000000,755056000000,23785324000000,21835324000000,1950000000000,0,0,0,0,0,56128928000000,56708156000000,-579228000000,607677000000,612430000000,-4753000000,28050940000000,27632547000000,997424000000,-579031000000,0,0,0,0,0,182576000000,107895000000,0,74681000000,0,3925954000000,2119576000000,1447905000000,0,1247162000000,0,-888689000000,114467609000000,108039004000000,1121230000000,43696380000000,30108459000000,13587921000000,58903556000000,91497000000,2202060000000,294256000000,1730025000000,6428605000000,5545896000000,5842105000000,0,-240726000000,-55483000000,0,0,160932000000,10101000000,0,711676000000,0,0,5975359000000,0,0,0,0,5975359000000,0,0,0,0,0,5975359000000,13405546000000,7171527000000,2453282000000,2458405000000,2259840000000,0,0,1382512000000,4851507000000
2017,4,124040176000000,1176978000000,2364130000000,22488409000000,22088409000000,400000000000,0,0,0,0,0,62747997000000,63422643000000,-674646000000,580054000000,584605000000,-4551000000,25465003000000,24938137000000,994187000000,-467321000000,0,0,0,0,0,250773000000,174893000000,0,75880000000,0,8966832000000,6732814000000,1282880000000,0,1867647000000,0,-916509000000,124040176000000,117363459000000,1082224000000,38251634000000,27758930000000,10492704000000,70298586000000,84351000000,2628210000000,3481154000000,1537300000000,6676717000000,5552176000000,5842105000000,0,-234446000000,-55483000000,0,0,160932000000,0,0,963609000000,0,0,7321529000000,0,0,0,0,7321529000000,0,0,0,0,0,7321529000000,62378110000000,56615400000000,438336000000,440045000000,55737019000000,0,0,886466000000,4876244000000
2018,1,121214303000000,1319470000000,1091716000000,14556358000000,14256358000000,300000000000,0,0,0,0,0,69052568000000,69794568000000,-742000000000,554470000000,558827000000,-4357000000,28881747000000,28369088000000,992693000000,-480034000000,0,0,0,0,0,242817000000,164136000000,0,78681000000,0,5515157000000,2974263000000,1335050000000,0,1245035000000,0,-39191000000,121214303000000,113936157000000,1059714000000,31264474000000,24318498000000,6945976000000,73126601000000,29968000000,1899947000000,4516123000000,2039330000000,7278146000000,5552176000000,5842105000000,0,-234446000000,-55483000000,0,0,160932000000,67687000000,0,1497351000000,0,0,7153287000000,0,0,0,0,7153287000000,0,0,0,0,0,7153287000000,21302202000000,14817756000000,7388548000000,7429208000000,0,0,0,2159972000000,4324474000000
2018,2,126532888000000,1001188000000,5777653000000,15736986000000,14831986000000,905000000000,0,0,0,0,3789000000,72915523000000,73770428000000,-854905000000,539910000000,543990000000,-4080000000,22992269000000,22655763000000,801895000000,-465389000000,0,0,0,0,0,280182000000,189617000000,0,90565000000,0,7285388000000,4860028000000,1150251000000,0,1312209000000,0,-37100000000,126532888000000,116876548000000,1031108000000,30344692000000,24353010000000,5991682000000,75170153000000,0,1845663000000,6806848000000,1678084000000,9656340000000,7977012000000,6718421000000,0,1314074000000,-55483000000,0,0,305473000000,0,0,1373855000000,0,0,7321182000000,0,0,0,0,7321182000000,0,0,0,0,0,7321182000000,56573527000000,51966326000000,1110371000000,1110405000000,49745550000000,0,0,2854466000000,1752735000000
2018,3,126912061000000,1120451000000,1372914000000,17486927000000,16986927000000,500000000000,0,0,0,0,0,72899471000000,73805929000000,-906458000000,1098437000000,1107065000000,-8628000000,23798731000000,23472036000000,801215000000,-474520000000,0,0,0,0,0,270570000000,176628000000,0,93942000000,0,8864560000000,4802836000000,1316359000000,0,2782465000000,0,-37100000000,126912061000000,116710034000000,1453045000000,35228351000000,24839074000000,10389277000000,70158755000000,91387000000,1563512000000,6132189000000,2082795000000,10202027000000,7977012000000,6718421000000,0,1314074000000,-55483000000,0,0,305473000000,74537000000,0,1845005000000,0,0,8173044000000,0,0,0,0,8173044000000,0,0,0,0,0,8173044000000,62574035000000,57328429000000,7655826000000,7656114000000,42016489000000,0,0,1484986000000,3760620000000
2018,4,136179403000000,1332025000000,4692735000000,16340793000000,15680793000000,660000000000,0,0,0,0,0,76295237000000,77185148000000,-889911000000,1265452000000,1273714000000,-8262000000,24899523000000,24641343000000,801215000000,-543035000000,0,0,0,0,0,300052000000,202863000000,0,97189000000,0,11053586000000,8029724000000,1339091000000,0,1684771000000,0,0,136179403000000,125537277000000,4752198000000,33491419000000,18653620000000,14837799000000,76138062000000,108589000000,247228000000,8715178000000,2084603000000,10642126000000,8510485000000,8565892000000,0,76000000,-55483000000,0,0,305473000000,0,0,1826168000000,0,0,10634444000000,0,0,0,0,10634444000000,59068000000,0,0,0,0,10575376000000,61967600000000,56579980000000,4213903000000,4215408000000,48150669000000,0,0,1629153000000,3758467000000
2019,1,139944260000000,1315204000000,4912162000000,19121044000000,18461044000000,660000000000,0,0,0,0,20563000000,83680118000000,84723658000000,-1043540000000,1187468000000,1196987000000,-9519000000,20972837000000,20738177000000,801215000000,-566555000000,0,0,0,0,0,358191000000,256006000000,0,102185000000,0,8376673000000,4670375000000,1168546000000,0,2537752000000,0,0,139944260000000,128601773000000,924507000000,36198015000000,22891022000000,13306993000000,77912920000000,0,254008000000,10953867000000,2358456000000,11342487000000,8510485000000,8565892000000,0,76000000,-55483000000,0,0,305473000000,38576000000,0,2487953000000,0,0,10807110000000,0,0,0,0,10807110000000,59068000000,0,0,0,0,10748042000000,69613013000000,64527180000000,5750772000000,5743377000000,53033031000000,0,0,2106346000000,2979487000000
2019,2,145716202000000,1936607000000,5394561000000,17087887000000,17087887000000,0,0,0,0,0,56402000000,87833651000000,88957315000000,-1123664000000,1014944000000,1022614000000,-7670000000,24127676000000,24127225000000,471390000000,-470939000000,0,0,0,0,0,332138000000,238804000000,0,93334000000,0,7932336000000,4888376000000,1389651000000,0,1654309000000,0,0,145716202000000,134434246000000,1604609000000,35515937000000,22889050000000,12626887000000,80873528000000,0,480004000000,13092559000000,2867609000000,11281956000000,7882729000000,8565892000000,0,76000000,-683239000000,0,0,576259000000,0,0,2822968000000,0,0,10991774000000,0,0,0,0,10991774000000,66250000000,0,0,0,0,10925524000000,70846495000000,67077528000000,5497055000000,5500174000000,56080299000000,0,0,1983842000000,1785125000000
2019,3,153929979000000,1567186000000,6087591000000,21379254000000,21279254000000,100000000000,0,0,0,0,86725000000,91827514000000,92954005000000,-1126491000000,902908000000,909269000000,-6361000000,19882626000000,19942100000000,44700000000,-104174000000,0,0,0,0,0,411839000000,272291000000,0,139548000000,0,11784336000000,7500341000000,1386249000000,0,2897746000000,0,0,153929979000000,142020768000000,857282000000,39159546000000,28694325000000,10465221000000,85596232000000,0,694606000000,13040539000000,2672563000000,11909211000000,7882729000000,8565892000000,0,76000000,-683239000000,0,0,576259000000,0,0,3450223000000,0,0,10852886000000,0,0,0,0,10852886000000,66250000000,0,0,0,0,10786636000000,3236503000000,0,0,0,0,0,0,1268681000000,1967822000000
2019,4,164593666000000,1654531000000,7760937000000,21023865000000,19261332000000,1762533000000,0,0,0,0,12987000000,94435382000000,95643700000000,-1208318000000,1041334000000,1050606000000,-9272000000,26075064000000,26139104000000,44700000000,-108740000000,0,0,0,0,0,570994000000,368965000000,0,202029000000,0,12018572000000,9222733000000,1311427000000,0,1499720000000,0,-15308000000,164593666000000,151518886000000,828005000000,40213903000000,28948393000000,11265510000000,92439495000000,0,706047000000,14426020000000,2905416000000,13074780000000,7882729000000,8565892000000,0,76000000,-683239000000,0,0,576259000000,0,0,4615792000000,0,0,11621412000000,0,0,0,0,11621412000000,86770000000,0,0,0,0,11534642000000,76625896000000,73564506000000,6812180000000,6822556000000,59929770000000,0,0,1761377000000,1300013000000
2020,1,176632067000000,1608090000000,3249808000000,23885054000000,20490801000000,3394253000000,0,0,0,0,85730000000,99076574000000,100508623000000,-1432049000000,1021460000000,1029312000000,-7852000000,37789032000000,37870350000000,44700000000,-126018000000,39600000000,0,0,39600000000,0,626871000000,404752000000,0,222119000000,0,9249848000000,6091296000000,1670095000000,0,1503765000000,0,-15308000000,176632067000000,162769230000000,1475129000000,50977111000000,34379754000000,16597357000000,89686651000000,0,727579000000,16500350000000,3402410000000,13862837000000,7657369000000,8565892000000,0,76000000,-908599000000,0,0,576259000000,205034000000,0,5424175000000,0,0,11530292000000,0,0,0,0,11530292000000,152596000000,0,0,0,0,11377696000000,81467412000000,78842527000000,3881506000000,3804213000000,71156808000000,0,0,1510907000000,1113978000000
2020,2,181339877000000,1620795000000,7702277000000,23349975000000,18961680000000,4388295000000,0,0,0,0,59364000000,98754279000000,100419332000000,-1665053000000,1113260000000,1121570000000,-8310000000,38211435000000,38324320000000,44700000000,-157585000000,0,0,0,0,0,602256000000,387327000000,0,214929000000,0,9926236000000,6884496000000,1564654000000,0,1502630000000,0,-25544000000,181339877000000,166868356000000,771563000000,45992431000000,31270611000000,14721820000000,96214153000000,0,710250000000,19642928000000,3537031000000,14471521000000,7657369000000,8565892000000,0,76000000,-908599000000,0,0,1040335000000,0,0,5773817000000,0,0,11552722000000,0,0,0,0,11552722000000,151906000000,0,0,0,0,11400816000000,89815487000000,82546302000000,3939876000000,3866487000000,74739939000000,0,0,2353980000000,4915205000000
