Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2014,1,562086871312,-345349687920,216737183392,12584965512,-4265435153,8319530359,9855666808,12764228183,5815519103,17343572291,-1202916687,16140655604,0,269632783449,-114076163572,155556619877,-35386668274,120169951603,0,0,0,120169951603,0,0
2014,2,542140106809,-307414029047,234726077762,7395554188,-4704567318,2690986870,9025242973,-10441007994,60911350659,57704594868,-6639284854,51065310014,22000,347977982284,-140130611959,207847370325,-68523458697,139323911628,0,0,0,139323911628,0,0
2015,1,738133000000,-433312000000,304821000000,18816000000,-6599000000,12217000000,-7174000000,0,23230000000,3472000000,-5260000000,-1788000000,0,331306000000,-174841000000,156465000000,-22450000000,134015000000,0,0,0,134015000000,0,0
2015,2,761080865113,-434244197467,326836667646,24704820532,-12112359901,12592460631,-4529002646,0,58273179446,23403852816,-158249462,23245603354,2860425000,419279333431,-193495193047,225784140384,-20265429947,205518710437,0,0,0,205518710437,0,612
2015,3,851566000000,-478391000000,373175000000,28530000000,-8291000000,20239000000,-5962000000,0,-10450000000,2515000000,-8998000000,-6483000000,0,370519000000,-197806000000,172713000000,-83383000000,89330000000,0,0,0,89330000000,0,0
2016,1,1124353000000,-716507000000,407846000000,27743000000,-9396000000,18347000000,-19342000000,0,785000000,87000000,-1655000000,-1568000000,0,406068000000,-239302000000,166766000000,-73732000000,93034000000,0,0,0,93034000000,0,0
2016,2,1186871000000,-717592000000,469279000000,35037000000,-13007000000,22030000000,9138000000,0,25256000000,333000000,-2905000000,-2572000000,0,523131000000,-352427000000,170704000000,-58689000000,112015000000,-5000000000,0,-5000000000,107015000000,0,0
2016,3,1333858000000,-783818000000,550040000000,38596000000,-15969000000,22627000000,-8839000000,0,1017000000,2354000000,-1274000000,1080000000,0,565925000000,-374908000000,191017000000,-41606000000,149411000000,-10000000000,0,-10000000000,139411000000,0,0
2016,4,1528604000000,-834944000000,693660000000,44941000000,-21827000000,23114000000,77015000000,0,19202000000,2708000000,-1958000000,750000000,0,813741000000,-363939000000,449802000000,-97708000000,352094000000,-126343000000,0,-126343000000,225751000000,0,0
2017,1,1611547000000,-998999000000,612548000000,50854000000,-23007000000,27847000000,-19825000000,0,102704000000,1563000000,-2642000000,-1079000000,0,722195000000,-431414000000,290781000000,-75462000000,215319000000,0,0,0,215319000000,0,0
2017,2,1762486000000,-1072102000000,690384000000,67602000000,-16437000000,51165000000,-19902000000,0,44889000000,9468000000,-1297000000,8171000000,0,774707000000,-358072000000,416635000000,-148918000000,267717000000,-96967000000,0,-96967000000,170750000000,0,0
2017,3,1952434000000,-1052022000000,900412000000,70173000000,-23103000000,47070000000,14136000000,0,25734000000,6629000000,-823000000,5806000000,0,993158000000,-451301000000,541857000000,-217880000000,323977000000,-90000000000,0,-90000000000,233977000000,0,0
2017,4,1998138000000,-1029058000000,969080000000,92250000000,-53268000000,38982000000,35839000000,0,49306000000,24459000000,-1301000000,23158000000,0,1116365000000,-697514000000,418851000000,-19899000000,398952000000,-147019000000,0,-147019000000,251933000000,0,0
2018,1,2161384000000,-1228373000000,933011000000,103028000000,-28317000000,74711000000,-15788000000,0,174372000000,22930000000,-1092000000,21838000000,0,1188144000000,-608191000000,579953000000,-67160000000,512793000000,0,0,0,512793000000,0,0
2018,2,2295074000000,-1230288000000,1064786000000,208464000000,-38606000000,169858000000,73351000000,0,57609000000,98669000000,-3118000000,95551000000,0,1461155000000,-642101000000,819054000000,-307533000000,511521000000,-205371000000,0,-205371000000,306150000000,0,0
2018,3,2356118000000,-1236613000000,1119505000000,255936000000,-60757000000,195179000000,-48307000000,0,115269000000,7873000000,-1541000000,6332000000,0,1387978000000,-728559000000,659419000000,-70227000000,589192000000,-118591000000,0,-118591000000,470601000000,0,0
2018,4,2564001000000,-1300788000000,1263213000000,297283000000,-60846000000,236437000000,72055000000,0,4709000000,19798000000,-3950000000,15848000000,0,1592262000000,-867837000000,724425000000,-80202000000,644223000000,-129586000000,0,-129586000000,514637000000,0,0
2019,1,2708912000000,-1425234000000,1283678000000,275219000000,-58466000000,216753000000,-13889000000,0,397475000000,25156000000,-3209000000,21947000000,0,1905964000000,-898212000000,1007752000000,-154886000000,852866000000,-170640000000,0,-170640000000,682226000000,0,682.226
2019,2,2907511000000,-1499550000000,1407961000000,330019000000,-61398000000,268621000000,28759000000,0,196310000000,36104000000,-16897000000,19207000000,0,1920858000000,-795325000000,1125533000000,-358709000000,766824000000,-153608000000,0,-153608000000,613216000000,0,842
2019,3,3059141000000,-1616987000000,1442154000000,347445000000,-75345000000,272100000000,10073000000,0,230115000000,35896000000,-29006000000,6890000000,0,1961332000000,-728320000000,1233012000000,-448536000000,784476000000,-157134000000,0,-157134000000,627342000000,0,0
2019,4,3178731000000,-1675670000000,1503061000000,412786000000,-97892000000,314894000000,18919000000,0,86817000000,929849000000,-49675000000,880174000000,0,2803865000000,-1000467000000,1803398000000,-339224000000,1464174000000,-292928000000,0,-292928000000,1171246000000,0,0
2020,1,3483516000000,-1755992000000,1727524000000,291657000000,-134657000000,157000000000,-83475000000,0,322949000000,413936000000,-108424000000,305512000000,0,2429510000000,-1095980000000,1333530000000,-324075000000,1009455000000,-200166000000,0,-200166000000,809289000000,0,0
2020,2,3547922000000,-1783413000000,1764509000000,313621000000,-154545000000,159076000000,276726000000,0,183104000000,110032000000,-35064000000,74968000000,0,2458383000000,-991829000000,1466554000000,-441670000000,1024884000000,-206166000000,0,-206166000000,818718000000,0,0
