Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,13470736181,-6210210428,-3374452000,-840000,-479593185,801628374,-3246005406,0,961263536,-735833400,391000000,-1000000000,0,0,0,137714363,-1207119037,0,0,0,-11000000,0,-3246810000,0,-3257810000,-3503665501,13229547391,199961,9726081851
2015,1,7352141931,-5329093009,-1919364850,0,-322116808,238510681,-2412986074,351506825,-2392908129,-3047220000,0,0,0,0,0,38478907,-3008741093,0,0,0,0,0,0,0,0,-5401649222,9726081851,0,4324432629
2015,2,16877551206,-6102631396,-2251939000,0,-500000000,-220938881,-2954565067,0,4847476862,2767220000,0,0,0,0,0,33631679,2800851679,0,0,0,0,0,-3246810000,0,-3246810000,4401518541,4324432629,1102847,8727054017
2015,3,12076703855,-3710889463,-2304777000,0,-701000000,713806237,-1262250076,0,4811593553,-5356114500,0,0,0,0,0,73441553,-5282672947,0,0,0,0,0,0,0,0,-471079394,8727054017,0,8255974623
2015,4,15277719378,-6428808383,-3150896000,0,-800000000,125113634,-3297500935,378993433,1725627694,-1376800000,0,0,1000000000,0,0,85860420,-290939580,0,0,0,0,0,0,0,0,1434688114,8255974623,17055,9690679792
2016,1,10089640407,-5163037002,-2180349000,0,-1598960449,391126736,-4765779967,308060056,-3227359275,-984010000,0,0,0,0,0,81081621,-902928379,0,0,0,0,0,0,0,0,-4130287654,9690679792,0,5560392138
2016,2,20686224049,-7341104140,-2528183000,0,0,-103801819,999005189,490385737,11712140279,-853749999,50000000,0,0,0,0,76911880,-726838119,0,0,0,0,0,-3398768584,0,-3398768584,7586533576,5560392138,0,13146925714
2016,3,13840938543,-5971143558,-2381922000,0,-1412000000,45916044,-2566188966,318596194,1555600063,-42232727,0,-2000000000,0,0,0,100852594,-1941380133,0,0,0,0,0,0,0,0,-385780070,13146925714,0,12761145644
2016,4,16396180361,-5555752503,-3971766000,0,-250000000,78467186,-3000257964,-1012665819,3696871080,0,0,-4000000000,0,0,0,112980993,-3887019007,0,0,0,0,0,0,0,0,-190147927,12761145644,17787,12571015504
2017,1,13698438355,-5999077865,-1567001000,-3926666,-1010697952,34676424,-3243745212,292602177,1908666084,-16461569600,0,0,2000000000,0,0,174464290,-14287105310,0,0,4000000000,-4000000000,0,0,0,0,-12378439226,12571015504,0,192576278
