2020-04-08,61130,41190,200,21870,20580,140
2020-03-13,60780,42700,34180,292310,252150,5950
2020-03-20,52870,42920,5730,178340,164210,380
2020-03-23,6720,3150,1340,31720,21740,5250
2020-04-09,27490,18990,1170,29990,24510,3460
2020-04-10,56732,47180,510,32678,29338,2540
2020-04-13,54316,46760,16300,55914,50254,1610
2020-04-14,18100,14930,6420,44050,40270,0
2020-04-15,10660,6660,12630,25180,19770,100
2020-04-16,22633,15200,20860,41417,39302,1110
2020-04-17,12392,8690,15490,40248,35248,0
2020-04-20,19235,12550,17800,41765,39725,1010
2020-04-21,45445,25350,3060,52015,48330,3120
2020-04-22,24185,16580,1190,31185,29700,140
2020-04-23,11605,7750,280,49515,47570,10480
2020-04-24,13092,4850,940,38798,33188,10
2020-04-27,16643,12390,7070,33337,31397,0
2020-04-28,16188,13380,4450,8432,5720,13790
2020-04-29,25020,14760,6540,2560,960,10300
2020-05-04,17650,14430,20,13930,13510,0
2020-05-05,18780,15870,7990,6520,5920,0
