Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,2,170033825838,-84578057906,-3045397906,-417345596,-1543783042,38650277855,-89963333513,0,29136185730,-12272728,0,-23884347000,13775259846,0,0,1217343478,-8904016404,0,0,0,-4226890724,0,-21895000000,0,-26121890724,-5889721398,9398143687,0,3508422289
2011,1,152120038923,-50943733441,-5211709903,-207325000,-1722322643,28492230327,-109146385127,0,13380793136,-3647273,0,-3880000000,49700000000,0,0,5302527298,51118880025,0,0,3500000000,-4005000000,0,0,0,-505000000,63994673161,51767288535,0,115761961696
2011,2,130701784244,-54622724328,-3852657736,-236880000,-4303981071,30412898639,-99578347363,0,-1479907615,-590000000,0,0,3880000000,0,0,4839643981,8129643981,0,0,0,0,0,0,0,0,6649736366,115761961696,0,122411698062
2011,3,142257335378,-47871939463,-4942668430,-93379999,-5029955382,31595340460,-91580360535,0,24334372029,-481836045,0,0,0,0,0,7164399971,6682563926,0,0,0,-6480000000,0,-5595514100,0,-12075514100,18941421855,122411698062,0,141353119917
2012,1,145722550146,-68729588434,-6594950919,0,-4757204293,9360890667,-97342637148,4458693797,-22340939981,-2522190788,0,0,0,0,0,3336634684,814443896,0,0,0,0,0,-15864210000,0,-15864210000,-37390706085,149846564407,0,112455858322
2012,2,128394436172,-57272873351,-4427236556,0,-1976117727,34385450795,-86832027047,4426413679,12271632286,-5787528086,0,0,674932500,-8200000000,0,4237054313,-9075541273,0,0,0,0,0,-423934000,0,-423934000,2772157013,112455858322,0,115228015335
2012,3,160973121127,-158705290138,-4045485869,-22261031,-1653279348,114387613560,-145247493161,4622415690,-34313074860,-3357016773,0,-3800000000,13740444247,0,0,5469471430,12052898904,0,0,5000000000,-13305673000,0,-4697520500,0,-13003193500,-35263369456,121679760126,0,86416390670
2012,4,151459441091,-92015142780,-5182454899,-38333334,-4879431397,66359533961,-96887009375,4627536595,18816603267,-1577625677,0,0,0,0,0,6876658667,5299032990,0,0,51535465600,-32000000000,0,-22292897000,0,-2757431400,21358204857,86416390670,0,107774595527
2013,1,143401709736,-51862764782,-9833302975,-13074076,-735865706,12132364510,-88911066639,0,4178000068,-934093139,0,0,0,43680000000,0,5138519488,47884426349,-43680000000,0,3400000000,-27400000000,0,-435124700,0,-68115124700,-16052698283,107774595427,0,91721897144
2013,2,0,0,0,0,0,0,0,0,15894761670,-38785816046,0,0,0,0,0,1919729812,-36866086234,0,0,0,0,0,-12924802227,0,-12924802227,-33896126791,89718473616,0,55822346825
2013,3,144937995739,-53492856327,-4967139364,0,-861255692,57921808689,-116137510453,0,27401042592,-956369636,0,0,0,0,0,800377121,-155992515,0,0,0,0,0,-6652687000,0,-6652687000,20592363077,64630400907,0,85222763984
2013,4,150190862374,-80484940778,-5506834546,0,-1520551223,-28669676643,-19478329105,0,14530530079,-25758256939,0,-8000000000,9000000000,43680000000,0,4782474022,23704217083,-43680000000,0,0,0,0,-394639700,0,-44074639700,-5839892538,88460333313,0,82620440775
2014,1,306857002683,-116390711225,-12254815943,-5720613708,-5307743977,-61671390735,-45225440768,0,60286286327,-71130385527,0,0,0,0,0,4467696090,-66662689437,0,0,102000000,0,0,-6159751550,0,-6057751550,-12434154660,82620440775,0,70186286115
2014,2,0,0,0,0,0,0,0,0,25364298949,-18824887628,1595959091,0,0,0,0,907577309,-16321351228,0,0,20570102362,-34693813728,0,-18751062025,0,-32874773391,-23831825670,70186286115,0,46354460445
2014,3,294893879253,-147578665566,-6209412119,-4980661395,-746227709,30397213718,-97800802386,11238484139,67975323796,-33796296045,0,0,0,0,0,398405506,-33397890539,0,0,0,-30000000000,0,-505164400,0,-30505164400,4072268857,46354460445,0,50426729302
2014,4,431932013706,-192530047877,-10556247598,-4670655885,-814847201,85524547769,-121499516005,0,187385246909,-53275753015,0,0,0,0,0,526117712,-52749635303,0,0,0,-39786745710,0,-2188247280,0,-41974992990,92660618616,50426729302,0,143087347918
2015,1,361096447987,-124494261319,-9831451381,-4564730720,-5749981734,38880184990,-269412940705,17032938458,-14076732882,-31344883767,0,0,0,0,0,2135070656,-29209813111,0,0,0,-60000000000,0,-9961131500,0,-69961131500,-113247677493,143087347918,0,29839670425
2015,2,0,0,0,0,0,0,0,0,-33056941037,-9364902629,0,0,0,0,0,2164725546,-7200177083,0,0,67008433569,-23666762759,0,-16749656275,0,26592014535,-13665103585,29839670425,0,16174566840
2015,3,353359597143,-153294254581,-8468846006,-6058244576,-900000000,13065844663,-184476546408,17475249465,13227550235,-14901235005,0,0,0,0,0,305707041,-14595527964,0,0,184174308755,-165283267284,0,-19140768750,0,-249727279,-1617705008,16174566840,0,14556861832
2015,4,420157110414,-188564289699,-8609879849,-4564815547,-451278866,29646844666,-249994162739,19656307469,-2380471620,-812178958,0,0,0,0,7400000000,10010986,6597832028,0,0,236916721751,-254270096657,0,-117942500,0,-17471317406,-13253956998,14556861832,0,1302904834
2016,1,449259864291,-208136184149,-12549598674,-6287500935,-2697370557,2116516955,-213064300719,15454481531,8641426212,-3161869998,2608558700,0,0,0,0,1028485384,475174086,0,0,194648611468,-173503659957,0,-13634039250,0,7510912261,16627512559,1302904834,0,17930417393
2016,2,0,0,0,0,0,0,0,0,69546901021,-4966351384,35059588226,0,0,0,0,8548870010,38642106852,0,0,221014610297,-332131097496,0,-13881130750,0,-124997617949,-16808610076,17930417393,0,1121807317
2016,3,323950589410,-112143504073,-9824512150,-7953544489,-2000000000,25723521728,-210617685657,15349764409,7134864769,-4923752841,208979000,0,0,0,0,79775089,-4634998752,0,0,251928558608,-253602986931,0,-794943500,0,-2469371823,30494194,1121807317,0,1152301511
2016,4,551604129155,-162387640698,-20232561485,-5293101703,-7435416113,274972961,-158044734021,0,198485648096,-7407639992,150000000,0,0,0,0,5530465,-7252109527,0,0,231374107736,-376185085070,0,-28715930902,0,-173526908236,17706630333,1152301511,0,18858931844
2017,1,492403462545,-222956667830,-12875517382,-3806123800,-3364951823,1491240638,-250510552433,16097603783,380889915,-4239884359,548700000,0,0,-3880715400,0,2475667571,-5096232188,0,0,243685679851,-256800446147,0,-252630000,0,-13367396296,-18082738569,18858931844,0,776193275
2017,2,0,0,0,0,0,0,0,16077312442,5988270613,-3930033637,730500000,0,0,0,0,3606759537,407225900,0,0,205967237562,-196762365281,0,-15164892000,0,-5960019719,435476794,776193275,0,1211670069
2017,3,414873352813,-173307032323,-8614458618,-2969322529,-2000000000,1538867088,-175672476351,0,53848930080,-2980021730,0,0,0,0,0,58936834,-2921084896,0,0,145935082293,-181051867441,0,-14966880500,0,-50083665648,844179536,1211670069,0,2055849605
2017,4,565299770288,-205352982268,-29360653830,-1893829756,-1000000000,1499031786,-239044456278,0,90146879942,-3655709764,465150000,0,0,0,0,1893095606,-1297464158,0,0,241093155794,-317027733031,0,-14242320000,0,-90176897237,-1327481453,2055849605,0,728368152
2018,1,478996158464,-196653942323,-10270387881,-1843704060,-5234905427,2079622200,-256909672902,0,10163168071,-8282615406,109150000,0,0,0,0,5239232885,-2934232521,0,0,196731378963,-203139151231,0,-308635000,0,-6716407268,512528282,728368152,0,1240896434
2018,2,0,0,0,0,0,0,0,0,43992537237,-3230111622,476440908,0,0,0,0,1898367024,-855303690,0,0,150662136078,-147445508209,0,-28357845000,0,-25141217131,17996016416,1240896434,0,19236912850
2018,3,378625484076,-148596081120,-12572426891,-2109525407,-3606260906,679214765,-201346613003,16608457513,11073791514,-2857627272,0,0,0,0,0,2499327926,-358299346,0,0,108751039756,-96160054149,0,-28755026900,0,-16164041293,-5448549125,19236912850,0,13788363725
2018,4,507737546571,-189993879810,-11082353187,-1788871222,-3067116924,846459256,-222185907399,0,80465877285,-2152615156,45520000,0,0,0,0,-3042268270,-5149363426,0,0,122547355860,-159515427832,0,-28465300000,0,-65433371972,9883141887,13788363725,0,23671505612
2019,1,514454927977,-183870964670,-18971814714,-1936832996,-5629884136,1021876361,-266051755147,16666226148,39015552675,-5699410292,17825000,0,0,0,0,87702450,-5593882842,0,0,160851364134,-169904373435,0,-28577928300,0,-37630937601,-4209267768,23671505612,0,19462237844
