2020-04-08,72650,6700,2100,25850,9600,0
2020-03-13,77450,23100,2200,20750,0,0
2020-03-20,33650,0,600,22150,0,0
2020-03-23,7150,0,0,9250,0,0
2020-04-09,100050,0,3800,31750,0,0
2020-04-10,89900,31200,8000,55800,15700,500
2020-04-13,29400,8100,1000,23300,6000,1600
2020-04-14,38800,0,1900,29800,17300,500
2020-04-15,62350,14800,900,17850,0,0
2020-04-16,40550,4000,900,41650,14400,100
2020-04-17,93250,49400,3400,21750,0,600
2020-04-20,109500,41100,6400,20700,0,1700
2020-04-21,34800,8800,100,41900,21000,0
2020-04-22,42850,0,1400,9150,0,100
2020-04-23,50900,10000,600,14500,0,0
2020-04-24,24800,0,500,17100,0,100
2020-04-27,49650,6100,6600,15550,0,200
2020-04-28,48800,0,2500,7900,0,0
2020-04-29,26250,4300,4000,11150,0,1200
2020-05-04,12300,0,0,7400,0,0
2020-05-05,24150,4300,0,12050,0,1000
