Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,0,4672277131,-2573701216,-1407020156,0,0,431898346,-586567456,113865833,536886649,-229031173,17662714,-1000000000,2000000000,-7840318721,1695947297,291799589,-5063940294,7430000000,-230000000,0,0,0,-90000000,0,7110000000,2582946355,793750644,0,3376696999
2010,0,7736223040,-2947310523,-2536739237,-250833332,-421663598,520066103,-836726883,314213936,1263015570,-8161059959,1129090,-2000000000,7000000000,-6901674900,6478380000,428647583,-3154578186,0,0,4000000000,-3500000000,0,0,0,500000000,-1391562616,3376696999,0,1985134383
2011,0,9332999805,-10667232278,-2703225815,-60911077,-3628459,8975976309,-139425580,397091393,4734552905,-2266645909,454545,-18600000000,20100000000,0,0,1080960886,314769522,0,0,2700000000,-3200000000,0,-2806000000,0,-3306000000,1743322427,1985134383,0,3728456810
2012,0,5862994670,-1943913695,-3137506258,0,-387335441,731681810,-1627174537,99228570,-501253451,-28229091,0,-5700044282,4478518488,0,1000000000,1279402775,1029647890,0,-21251830,0,0,0,-718000000,0,-739251830,-210857391,3728456810,0,3517599419
2013,0,7779252747,-2534244076,-3067607938,0,-297006819,478282165,-1450844511,62602118,907831568,0,0,-7730395941,7470572882,-4750000000,2600000000,1681067945,-728755114,733790003,0,0,0,0,-1334610000,0,-600819997,-421743543,3517599419,0,3095855876
2014,0,7097460305,-3099857219,-3583805365,0,-350200606,20040393,-1173853660,8433344,-1090216152,0,0,0,0,-2309943923,1506623890,1080918502,277598469,0,0,0,0,0,-1080000000,0,-1080000000,-1892617683,3095855876,0,1203238193
2015,0,9256070430,-4217952252,-4101426089,0,-69919319,1648585178,-1167060613,0,1348297335,0,0,-5645768479,5997616214,0,0,313463887,665311622,0,0,0,0,0,-1052580000,0,-1052580000,961028957,1203238193,0,2164267150
2016,0,14323036390,-5401351043,-3897173853,0,-79071443,936229598,-1786312841,0,4095356808,0,0,-8000000000,6000000000,0,0,759143386,-1240856614,0,0,0,0,0,-1053065000,0,-1053065000,1801435194,2164267150,0,3965702344
2017,0,16077951028,-5616541484,-4351989774,0,-80819017,1607081390,-3276696143,0,4358986000,0,0,-9100000000,4600000000,0,0,274168528,-4225831472,0,0,0,0,-949338000,0,0,-949338000,-816183472,3965702344,0,3149518872
2018,0,11512456250,-5039758200,-4805859899,0,-162265361,1897256930,-4790952630,0,-1389122910,0,0,1000000000,-1000000000,0,0,993650399,993650399,0,0,0,0,0,0,0,0,-395472511,3149518872,0,2754046361
2019,0,11146966296,-5790856430,-4184423039,0,-99828480,2818965986,-4112206584,0,-221382251,-3102748545,0,4000000000,-4000000000,-6920700,2809717898,1682616526,1382665179,0,0,0,0,0,-843692000,0,-843692000,317590928,2754046361,0,3071637289
