disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2010-07-20,stockAlert,listedHnx,Ngày giao dịch đầu tiên trên HNX,2010-08-04,,,Ngày giao dịch đầu tiên trên sàn HNX,,,,
2011-01-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-01-12,2011-01-25,2011-01-25,Tạm ứng cổ tức năm 2010 (1.600 đ/cp),1600,16,,2010
2011-01-10,investorRight,MEETING,Họp cổ đông,2011-01-12,,,ĐHCĐ thường niên 2011,,,,
2011-09-19,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-10-12,2011-11-25,2011-11-25,Tạm ứng cổ tức đợt 1/2011 (1.000 đ/cp),1000,10,1,2011
2012-03-21,investorRight,MEETING,Họp cổ đông,2012-03-27,2012-04-12,2012-04-12,ĐHĐCĐ thường niên năm 2012,,,,
2012-04-25,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-05-03,2012-05-28,2012-05-28,Trả cổ tức đợt 2/2011 (800 đ/cp),800,8,2,2011
2013-04-10,investorRight,MEETING,Họp cổ đông,2013-04-16,,,Đại hội đồng cổ đông thường niên năm 2013,,,,
2013-04-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-04-16,2013-05-20,2013-05-20,Tạm ứng cổ tức năm 2012 (1.000 đ/cp),1000,10,,2012
2013-10-04,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-10-08,2013-10-25,2013-10-25,Cổ tức đợt 2/2012 (500đ/cp),500,5,2,2012
2014-03-21,investorRight,MEETING,Họp cổ đông,2014-03-26,2014-04-28,2014-04-28,Đại hội cổ đông thường niên năm 2014,,,,
2014-05-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-05-21,2014-06-16,2014-06-16,Trả cổ tức năm 2013 (1000đ/cp),1000,10,,2013
2014-12-22,investorRight,MEETING,Họp cổ đông,2014-12-31,2015-02-06,2015-02-06,ĐHĐCĐ thường niên năm 2015,,,,
2015-02-12,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-03-23,2015-04-15,2015-04-15,Trả cổ tức năm 2014 (1.000đ/cp),1000,10,,2014
2016-04-01,investorRight,MEETING,Họp cổ đông,2016-04-11,2016-05-12,2016-05-12,ĐHCĐ thường niên năm 2016,,,,
2016-06-08,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-06-23,2016-07-15,2016-07-15,Trả cổ tức năm 2015 (1000 đ/cp),1000,10,,2015
2017-03-24,investorRight,MEETING,Họp cổ đông,2017-04-13,2017-05-12,2017-05-12,ĐHCĐ thường niên năm 2017,,,,
2017-08-02,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-08-24,2017-09-28,2017-09-28,Trả cố tức năm 2016 (900đ/cp),900,9,,2016
2018-03-16,investorRight,MEETING,Họp cổ đông,2018-04-10,2018-04-27,2018-04-27,ĐHĐCĐ thường niên năm 2018,,,,
2019-03-01,investorRight,MEETING,Họp cổ đông,2019-03-29,2019-04-26,2019-04-26,ĐHĐCĐ thường niên năm 2019,,,,
2019-03-01,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-03-29,2019-05-22,2019-05-22,Trả cổ tức năm 2017 (800đ/cp),800,8,,2017
2019-08-01,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2019-08-02,2020-04-01,,LNST 6 tháng đầu năm 2019 âm,,,,
2020-03-19,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-04-15,2020-05-20,2020-05-20,Trả cổ tức năm 2018 (700 đ/cp),700,7,,2018
2020-03-19,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-04-15,2020-05-20,2020-05-20,Trả cổ tức năm 2019 (700 đ/cp),700,7,,2019
2020-06-11,investorRight,MEETING,Họp cổ đông,2020-07-13,2020-07-30,2020-07-30,ĐHĐCĐ thường niên năm 2020,,,,
2020-07-17,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2020-07-21,,,LNST 6 tháng đầu 2020 và LNST chưa pp tại 30/6/2020 âm,,,,
