Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2006,0,92365617355,90490320766,0,72097481,0,2926237024,21822393074,0,207676665700,-235046849717,-6563743824,130493964996,-1074202507,-21378445258,-19109296339,2313561040,-1618377901,55693276190,-248153869415,0,0,0,0,0,1102020602,-247051848813,0,0,313010228752,-118372224930,0,0,0,194638003822,3279431199,116140319894,1192004,119420943097
2007,0,139044095052,180767123289,-5521825320,320299825,0,0,22208772801,0,336818465647,-93596149781,-513894460592,-17098335683,-316281123,-23013501931,-2466184915,18057062696,-19080920460,-314590306142,-53820121573,0,0,1119942368,0,0,0,-52700179205,0,0,631764876860,-257993086107,0,-40351220995,0,333420569758,-33869915589,119420943097,2684722,85553712230
2008,0,216011362300,175902308241,-484037482,8297519639,0,0,22420273133,0,422147425831,-2131049377817,-1499292770462,2363963449812,322470333,-15707380912,-323263106,12717417606,-11020959517,-858242988232,-984543237019,0,0,0,0,0,256028543,-984287208476,88870563554,0,1962735855120,-146857247578,0,-62980913250,0,1841768257846,-761938862,85553712230,33722239,84825495607
2009,0,227192409745,147218313216,436478775,45000000000,0,-2183323236,14751320907,0,432415199407,115827737139,-114769021510,133447891089,-198047818,-15504304286,-25792733315,4222491978,-18204313767,511444898917,-994387447606,0,0,0,-40000000000,0,2183323236,-1032204124370,0,0,809520692477,-184606760096,0,-95661397000,0,529252535381,8493309928,84825495607,258273421,93577078956
2010,0,57530518331,220261974258,3432143240,9758676178,0,-6666173230,170438277528,0,454755416305,-42144087776,1841624380742,51082257862,-26897853753,-151245216157,-17150650410,1988208956,-29315603911,2082696851858,-2368390398908,0,-10332593334,6804545579,0,0,6905195638,-2365013251025,0,0,831996573950,-486799204584,0,-95661397000,0,249535972366,-32780426801,93577078957,389945270,61186597426
2011,0,57303341283,309505069367,0,41582574586,0,-5692610091,425065607634,0,827763982779,-116869501993,-52593828949,107923595647,17466954905,-422238448070,-6938815538,26784569561,-44725276860,336573231482,-439116031668,1368185455,-89000000000,0,0,0,0,-526747846213,0,0,1824403760172,-1580494348240,0,-47830698500,0,196078713432,5904098701,61186597426,-63366130,67027329997
2012,0,91865485318,324218677360,-50000000,54783310180,0,-10898674152,366799755935,0,826718554641,-119563739357,199574286755,-52213849503,-4107970871,-373763189530,-19638716450,0,-7117092462,449888283223,-8930673322,1056756000,-716000000000,675000000000,0,0,9864247925,-39009669397,0,0,1870062666626,-2256525692079,0,0,0,-386463025453,24415588373,67027329997,0,91442918370
2013,0,-26355779464,329668214804,0,101972637662,0,-14231318838,275332362621,0,666386116785,110564141788,-21205781809,34079074262,-11614677905,-273685141796,-19371810806,0,-8619495987,476532424532,-39831300514,10441740000,-185032418778,227000000000,-61409583593,0,6812134802,-42019428083,0,0,2031066508009,-2425128860597,0,0,0,-394062352588,40450643861,91442918370,0,131893562231
2014,0,205390784772,330577604551,4298039581,29282521777,0,-6150052646,221114266341,0,784513164376,16773530632,12303273982,-63403896256,23512923861,-225295220045,-787751152,0,-3904334937,543711690461,-24531461688,1929452728,-554032418778,635232418778,-26679352697,0,5013118394,36931756737,0,0,2400022598776,-2758419644556,0,0,0,-358397045780,222246401418,131893562231,-1880001747,352259961902
2015,0,332678512915,286371598189,21084570727,-40491528846,0,-2740722037,146621082449,0,743523513397,78377312885,-140395665969,213200974499,22240378712,-149754568872,-37972144020,0,-12681832860,716537967772,-16862269597,2283960035,0,6832418778,0,0,859256885,-6886633899,0,0,2398037405981,-3294534499775,0,-7380665170,0,-903877758964,-194226425091,352259961902,0,158033536811
