date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,3650,0,2100,18150,0,0
2019-12-03,51600,27100,2000,18000,0,25100
2019-12-04,1250,0,0,4350,0,0
2019-12-05,150,0,5000,4350,0,500
2019-12-06,4450,0,5900,19650,0,0
2019-12-09,24800,0,2400,16100,0,0
2019-12-10,7150,0,5200,36650,20000,0
2019-12-11,2500,0,0,8700,0,0
2019-12-12,23500,16000,6300,79600,35100,24000
2019-12-13,59450,43000,5300,52150,0,0
2019-12-16,36450,15000,2500,4850,0,1100
2019-12-17,7100,0,1000,22100,0,2600
2019-12-18,1100,0,500,27100,0,3200
2019-12-19,17550,0,0,30950,0,18500
2019-12-20,8300,0,3200,23000,0,23500
2019-12-23,5350,0,7000,32250,0,8000
2019-12-24,26750,0,54100,69850,0,5200
2019-12-25,73400,45200,12200,57000,15200,3400
2019-12-26,20550,20000,100,20350,0,0
2019-12-27,31050,0,200,79950,46500,22000
2019-12-30,15300,0,1000,35500,28500,10000
2019-12-31,15900,0,4600,12000,0,0
2020-01-02,11300,0,10000,24100,0,1000
2020-01-03,72900,56500,13800,4800,0,1000
2020-01-06,43450,0,900,29650,0,38800
2020-01-07,12750,0,10700,13450,0,0
2020-01-08,33700,0,700,47600,0,20000
2020-01-09,31100,0,0,24600,0,6300
2020-01-10,19300,0,5000,49900,0,3300
2020-01-13,7500,0,0,16100,0,11500
2020-01-14,52650,34300,100,99150,88700,2800
2020-01-15,11250,0,8600,22850,21000,1800
2020-01-16,7800,0,100,35500,0,5000
2020-01-17,49750,0,0,3750,0,0
2020-01-20,20650,0,100,16050,0,0
2020-01-21,72650,38000,27300,44650,39500,61800
2020-01-22,20150,0,8600,24050,0,6400
2020-01-30,39450,0,6100,30350,0,24800
2020-01-31,24200,0,8100,41800,17400,6300
2020-02-03,135500,19600,16900,101500,21000,14400
2020-02-04,18000,0,2500,11400,0,4000
2020-02-05,57100,15000,2700,65500,30000,0
2020-02-06,76900,17800,4200,26000,0,2500
2020-02-07,15550,0,11100,27950,0,900
2020-02-10,29800,20350,5000,49700,20350,41200
2020-02-11,213700,109000,65700,85600,0,29600
2020-02-12,64600,27500,100,53800,15000,18600
2020-02-13,22200,0,2200,31700,25500,0
2020-02-14,72800,22000,1900,10900,0,4700
2020-02-17,49550,15900,0,8350,0,2300
2020-02-18,103950,91400,16000,148150,130000,4600
2020-02-19,48850,20000,4500,8350,0,4700
2020-02-20,235950,174700,4800,120250,48400,500
2020-02-21,81850,40400,27000,77350,30000,4100
2020-02-24,37050,20000,19800,65050,0,16600
2020-02-25,64000,20000,6100,5600,0,28100
2020-02-26,25550,20000,7700,12750,0,1500
2020-02-27,500,0,200,16700,0,0
2020-02-28,28300,0,1600,97500,40000,7000
2020-03-02,31150,0,6000,23650,0,2000
2020-03-03,21400,0,35600,3000,0,4400
2020-03-04,32200,0,4000,172800,109800,20000
2020-03-05,63400,0,5000,69600,30000,23200
2020-03-06,139600,48000,10800,243100,212000,1400
2020-03-09,160450,64900,32700,196850,130600,36900
2020-03-10,10850,0,2000,13650,0,1700
2020-03-11,13850,0,0,38450,19200,8500
2020-03-12,59300,0,8600,134700,0,26000
2020-03-13,66000,0,20300,88500,0,4600
2020-03-17,13250,0,0,12450,0,2500
2020-03-18,105750,62400,4000,19650,0,4500
2020-03-19,6950,0,0,10850,0,6400
2020-03-20,13150,0,16800,141950,114200,1800
2020-03-23,39900,0,0,85100,18500,3100
2020-03-24,197300,83600,23100,7700,0,8100
2020-03-25,274600,214000,3000,4900,0,29100
2020-03-26,27600,0,4000,34100,0,3100
2020-03-27,36000,0,0,143600,102700,0
2020-03-30,10400,0,1500,18700,0,0
2020-03-31,46100,20000,9300,333000,225800,12200
2020-04-01,43500,20400,5800,107700,37600,1000
2020-04-02,80600,80600,0,80600,80600,0
2020-04-03,97650,56700,24000,27750,20000,9000
2020-04-06,120150,51400,28400,96950,80000,10000
2020-04-07,217600,167500,0,24300,0,3000
2020-04-08,16600,0,4400,48100,0,16700
2020-04-09,22200,0,15900,203300,135300,22600
2020-04-10,105750,71500,17300,145550,80000,3900
2020-04-13,213300,80500,10200,218100,160800,100900
2020-04-14,125900,26700,11200,175200,64200,72800
2020-04-15,199050,141800,33100,71450,35100,107000
2020-04-16,349100,262100,1300,80000,20900,34500
2020-04-17,356800,221700,12300,49800,25000,0
2020-04-20,736050,627100,200,394550,284900,35800
2020-04-21,115150,20000,14100,303650,123200,4100
2020-04-22,29600,16000,21600,9400,0,4100
2020-04-23,3250,0,1300,25350,0,11500
2020-04-24,8350,0,15000,35050,0,0
2020-04-27,62100,0,3700,4400,0,800
2020-04-28,36100,20000,5900,5900,0,0
2020-04-29,12700,0,10100,200,0,100
2020-05-04,20450,15000,0,38450,0,0
2020-05-05,15100,0,2000,36800,0,2700
