Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,49591750919,32890053811,0,0,0,-676895859,15413557271,0,97218466142,-194941304653,-24336715792,171186310620,-47931793,-15413557271,-3551666342,522404114,-9106000800,21530004225,-221097279612,0,0,0,20000000000,0,676895859,-200420383753,0,0,180912076601,-55875806645,0,0,0,125036269956,-53854109572,93577078956,0,39722969384
2010,2,101768074095,75238076761,0,0,0,-5037381682,17913211438,0,189881980612,-110279831082,-47160874636,89274209073,375572516,-18890820825,-9868739177,1027867238,-25551875000,68807488719,-345150007153,0,-79192895543,120397913120,0,0,5037381682,-298907607894,0,0,363482051415,-80676770081,0,-95661397000,0,187143884334,-42956234841,93577078956,0,50620844115
2010,3,56409942749,145594254438,0,0,0,-5401573610,88865227912,0,285467851489,-275689318202,1863266943382,278096010236,-26179731205,-73770768777,-17150650410,1552611828,-22708523260,2012884425081,-2364519929813,0,-151745278605,188857253706,0,0,5401573610,-2322006381102,0,0,688383885012,-343333193199,0,-95661397000,0,249389294813,-59732661208,93577078956,0,33844417748
2010,4,65393649548,217009617265,3390310000,0,0,0,182233131183,0,468026707996,-51888374389,1841897684989,50248764099,-27602106450,-177640070334,-17150650410,12345566435,-29454603911,2068782918025,-2369154479726,0,0,0,6542009670,0,5779182369,-2356833287687,0,0,831996573950,-490665320147,0,-95661397000,0,245669856803,-42380512859,93577078957,0,51196566098
2011,4,51813251287,85061129423,0,-8157921682,0,-32219722208,105911510189,0,202408247009,359260437388,17002548886,-429459119726,13922683717,-93214338855,-3300000000,16598899298,-5222333843,77997023874,-12974770057,0,0,0,0,0,0,-12974770057,0,0,457218836638,-395818661765,0,0,0,61400174873,126422428690,29604901307,0,156027329997
2012,1,21805447082,82359181928,0,18900000000,0,-1890549607,114299736175,0,235473815578,-27098653647,-26098770004,6356841374,-6492449623,-108859128615,0,1903516995,-2790478988,72394693070,-24381051892,0,-50000000000,0,0,0,0,-74381051892,0,0,402351938511,-420266336261,0,0,0,-17914397750,-19900756572,67027329997,0,47126573425
2012,2,13211679753,76597675467,0,37155666647,0,-3835260930,90119013187,0,213248774124,-119785621741,85565858764,46881607403,-954023862,-102335807970,-5501746510,-1903516995,-2625731129,112589792084,12081278856,918976000,-409971205702,419000000000,0,0,4884628511,26913677665,0,0,437847639953,-535780333009,0,0,0,-97932693056,41570776693,47126573425,0,88697350118
2012,3,3571568458,67716654776,-50000000,0,0,-9030496589,79851426865,0,142059153510,-40574740449,61495196775,-106689964154,-597922763,-84414190496,-4244077824,0,-4073104456,-37039649857,113398974059,-918976000,472971205702,-419000000000,0,0,-4884628511,161566575250,0,0,3262865141684,-3380308197205,0,0,0,-117443055521,7083869872,88697350118,0,95781219990
2012,4,42213962993,94339768296,0,-137367297361,0,-28965967498,82529579708,0,52750046138,67714732310,36151292429,170706641613,12152367109,-75511751515,-9892892115,28347737557,4212537650,286630711176,-118321332492,0,-54000000000,0,0,0,0,-172321332492,0,0,-2198477416432,2079829174396,0,0,0,-118648242036,-4338863352,95781219990,0,91442356638
2013,1,22528457503,80230943114,0,16160250747,0,-2213222208,70530086939,0,187236516095,-124266421753,29232993017,36504690693,8684958001,-52345576730,-3459974859,134899432,-2615771790,79106312106,-15568692643,340877182,0,66000000000,0,0,0,50772184539,0,0,445078272741,-447459220768,0,0,0,-2380948027,127497548618,91442918370,0,218940466988
2013,2,27596502606,82785491244,0,20801253736,0,-6029814613,72824400690,0,197977833663,725282532,-38146896881,7173289424,-4830279952,-93926253848,-5810669867,-134899432,-7259007800,55768397839,-6969562125,5435728181,-113032418778,93000000000,-54562628765,0,3787363774,-72341517713,0,0,514975089354,-633840715714,0,0,0,-118865626360,-135438746234,218940466988,0,83501720754
2013,3,-12916442339,76194608294,0,18209926646,0,-1489850273,62853985182,0,142852227510,48250598355,14880113357,-5280770610,-5428506319,-77276051799,-8649944653,47080641,-1387036669,108007709813,857987854,3508887655,113032418778,-113032418778,-8107408834,0,-3731816025,-7472349350,0,0,487677901113,-622081203809,0,0,0,-134403302696,-33867942233,83501720754,0,49633778521
2013,4,-56275317187,-5014339781,0,71166427799,0,2105017406,69405445219,0,81387233456,129041153800,-23485889954,132379674126,-31289116077,-64985615027,-1451221427,2242760939,10621783911,234460763747,-10207826502,103318093,0,-4000000000,0,0,3590358,-14100918051,0,0,583335244801,-721435306787,0,0,0,-138100061986,82259783710,49633778521,0,131893562231
2014,1,15357826754,82840761535,0,36799009128,0,-1129255641,58930484748,0,192798826524,-103786022525,-55133806048,178819940568,12384033293,-58497137112,0,18811511,-64459765,166540186446,-3237244932,0,0,-55000000000,0,0,8844179,-58228400753,0,0,452918892412,-616871762630,0,0,0,-163952870218,-55641084525,131893562231,0,76252477706
2014,2,28703237349,83248844379,0,49075718915,0,-3329297926,58921526631,0,216620029348,6384453140,20362590910,-120543122716,-16813636222,-67838681296,0,-18811511,-2486636239,35666185414,-4237579120,0,-526891121803,641491121803,-29129493067,0,4449709388,85682637201,0,0,591715029214,-614944934062,0,0,0,-23229904848,98118917767,76252477706,0,174371395473
2014,3,21434211981,81758558800,3071577482,-3029002289,0,1326067051,55560608761,0,160122021786,11806251746,22292871758,-18818334360,3083024198,-50980951146,0,121578477,-924397273,126702065186,2736772612,0,581891121803,-586923539581,-5388481973,0,-77136207,-7761263346,0,0,577008937995,-740750673692,0,0,0,-163741735697,-44800933857,174371395473,0,129570461616
2014,4,140366899438,81064198712,1226462099,-54213185405,0,-1281701554,47701646201,0,214864319491,71712627587,24781617362,-54867574326,29227950676,-47978450491,-259924631,12599012,-2481083151,235012081529,-10464971246,0,6167582222,-34085557262,34517975040,0,894884366,-2970086880,0,0,778379781596,-785852274212,0,0,0,-7472492616,224569502033,129570461616,-1880001747,352259961902
2015,1,163261509072,72816295771,0,-111876161928,0,-2070636526,40393681989,0,162524688378,-26155582116,-88220792813,46760326033,20367283600,-42672746008,-20000000000,180511328,0,52783688402,-2067835178,2163960035,-5000000000,3300000000,0,0,289391526,-1314483617,0,0,496220714563,-824277385310,0,0,0,-328056670747,-276587465962,352259961902,0,75672495940
2015,2,63815390698,77317788238,148294915,37292671792,0,-227844736,37973580794,0,216319881701,32785285276,-81028967048,23970472661,6672330255,-39110225407,-17880081400,-180511328,-4379956709,137168228001,-14347923196,0,5000000000,-3300000000,0,0,230048826,-12417874370,0,0,654544846664,-741380730115,0,-7654539765,0,-94490423216,30259930415,75672495940,0,105932426355
2015,3,-8185181009,67715978065,-232019073,47124913874,0,-16293570315,34535921726,0,124666043268,-93630153250,-2227715721,209331668910,-24902025930,-35382549929,-92062620,3215514024,-905168291,180073550461,6103449368,0,0,6832418778,0,1248930843,169373348,14354172337,0,0,473685837060,-709966283327,0,-6630000,0,-236287076267,-41859353469,105932426355,0,64073072886
2015,4,132892040715,66856294990,2056048325,-47477107584,0,15893030593,33717897940,0,203938204979,152140608666,53519192242,-47321576128,17566407207,-32589047528,0,-1018496493,-914055638,345321237307,-6549960591,120000000,0,0,0,416310281,-29659743,-6043310053,0,0,773586007694,-1018910101023,0,6630000,0,-245317463329,93960463925,64073072886,0,158033536811
2016,1,27324184960,66517676360,232019073,19400622884,0,-1441958821,31742975188,0,143775519644,-216109388232,76210750013,20958659823,-23025359423,-26876173306,-69295899544,7058447618,0,-87303443407,-1317143039,740640552,0,0,0,416310282,374946653,214754448,0,0,573650719278,-589071614073,0,-142500,0,-15421037295,-102509726254,158033536811,0,55523810557
2016,2,122483568132,71630876657,217620246,-14418542924,0,334566443,28502961284,0,208751049838,108137572075,-49258490449,27946580080,30739076754,-33934528876,0,-7058447618,-12536549059,272786262745,-4477081644,728859448,0,0,0,-416310282,-141785736,-4306318214,0,0,668794792333,-953259609847,0,142500,0,-284464675014,-15984730483,55523810557,0,39539080074
2016,3,67147011811,66774451685,179602548,-4982079960,0,287969092,28123197430,0,157530152606,-29294292807,-72648329203,109082220578,5680951984,-26382078382,0,9608158172,12432271610,166009054558,-34847866228,-728859448,0,0,0,1248930846,223985482,-34103809348,0,0,599470286761,-723715663762,0,-2339500,0,-124247716501,7657528709,39539080074,0,47196608783
2016,4,97150926885,70832311647,210255497,0,0,-1001451438,25636220793,0,192828263384,290019434019,25125207992,-22055937241,-7804475592,-23618087300,-9507273324,0,-1572514648,443414617290,-23846487606,728859448,0,0,0,416310282,27819234,-22673498642,0,0,692662985606,-995837794504,0,-392500,0,-303175201398,117565917250,47196608783,0,164762526033
2017,1,14237035713,66707063021,179602548,0,0,-68493915,21446184430,0,102501391797,-274670605774,33968376616,236850454612,-7289240369,-22529112607,-61194368999,1703417687,-68582961891,-59242648928,-299663235823,3000000000,0,0,0,416310281,67941184,-296178984358,0,0,635272208595,-405504342373,0,0,0,229767866222,-125653767064,162262526033,0,36608758969
2017,2,-39187563275,68761312816,784718540,18584727436,0,-9624499803,20638554272,0,59957249986,-34602083802,76858684189,-85171044436,3591186262,-19778898175,54965000,-1703417687,57070880312,56277521649,-60951571353,2961460909,0,0,0,-416310281,39727211,-58366693514,0,0,738215577543,-726375584794,0,0,0,11839992749,9750820884,36608758969,0,46359579853
