Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2009,4,57747523893,0,57747523893,-51761010041,5986513852,41602085,-1812663184,0,-1069712438,-1217991506,1927748809,3394571429,-2502977000,891594429,0,2819343238,-352417905,0,-352417905,2466925333,0,2466925333,720,0
2010,1,37199870550,0,37199870550,-30109101774,7090768776,11931622,-1918518889,-1899547060,-1084288238,-2682578224,1417315047,0,0,0,0,1417315047,-354328762,177164381,-177164381,1240150666,0,1240150666,362,0
2010,2,58231204229,-14479743,58216724486,-51022775811,7193948675,14079019,-2476866991,0,-687103913,-1284207456,2759849334,0,0,0,0,2759849334,-344981167,0,-344981167,2414868167,0,2414868167,705,0
2010,3,53220733968,-8791200,53211942768,-45606268503,7605674265,10127919,-3172390413,-3153518584,-1073226081,-868748368,2501437322,0,0,0,0,2501437322,-625359331,312679666,-312679665,2188757657,0,2188757657,639,0
2010,4,91198919395,-26899800,91172019595,-80253918207,10918101388,55730700,-4327210868,-3288484156,-1840012713,-2002106081,2804502426,0,-285715777,-285715777,0,2518786649,-279018762,0,-279018762,2239767887,192913339,2046854548,823,0
2011,1,72944858932,-99342000,72845516932,-62823435161,10022081771,1025736605,-6206026755,-3455904466,-1490431832,-1991972806,1359386983,0,-24773112,-24773112,0,1334613871,-229322371,0,-229322371,1105291500,48731426,1056560074,530,0
2011,2,86622505155,-74694548,86547810607,-75405255348,11142555259,1374155407,-6214647002,-3548211614,-2610645942,-2310848939,1380568783,3384468144,-22312747,3362155397,0,4742724180,-1013702235,95234615,-918467620,3824256560,48731427,3775525133,913,0
2011,3,97588924627,-21450528,97567474099,-86401746361,11165727738,14998678,-3435748492,-3415839730,-2350517492,-2121306898,3273153534,2592844135,-2593746789,-902654,0,3272250880,-381707549,25126481,-356581068,2915669812,47923296,2867746516,851,0
2011,4,103258889564,-263927298,102994962266,-92810160013,10184802253,55708874,-3909856623,-2746696443,-2557892291,-2928368213,844394000,3652390388,-753061528,2899328860,0,3743722860,-506587332,-58474512,-565061844,3178661016,88472749,3090188267,927,0
2012,1,79679123095,-24449380,79654673715,-70493610994,9161062721,17829953,-3118987656,-3118987656,-1598731420,-2686938009,1774235589,0,0,0,0,1774235589,-713127505,0,-713127505,1061108084,0,1061108084,311,0
2012,2,91245211658,23479380,91268691038,-81127093161,10141597877,2191976916,-5775121075,-2904005502,-2645130107,-3716537122,196786489,3825970718,-2785391577,1040579141,0,1237365630,345890585,-14193084,331697501,1569063131,59831800,1509231331,442,0
2012,3,68966943657,0,68966943657,-58658633110,10308310547,68281100,-2976855861,-2649539324,-2003711834,-3668255949,1727768003,459771944,-963499892,-503727948,0,1224040055,-70840921,0,-70840921,1153199134,194876142,958322992,231,0
2012,4,82646636115,0,82646636115,-73491234481,9155401634,7608944,-2240751637,-2240751637,-1992250319,-2694400441,2235608181,3977487022,-420660501,3556826521,0,5792434702,-128973141,0,-128973141,5663461561,213732788,5449728773,1596,0
2013,1,60767474593,-44205000,60723269593,-51757637291,8965632302,6401580,-2428545991,-2428545991,-2276836473,-3931573340,335078078,0,-60000000,-60000000,0,275078078,-20630856,0,-20630856,254447222,0,254447222,75,0
2013,2,88330333345,-126515000,88203818345,-73778074921,14425743424,787536137,-4416191688,-2766797050,-3584878562,-3030673388,4181535923,574924648,-245267392,329657256,0,4511193179,-350400920,-67297769,-417698689,4093494490,3793991,4089700499,1197,0
2013,3,111485530062,-2150475382,109335054680,-97925405003,11409649677,721403188,-2927937942,-2816374187,-3261361441,-3618005065,2323748417,0,-8889969,-8889969,0,2314858448,-173614384,0,-173614384,2141244064,268579578,1872664486,627,0
2013,4,133652767797,-94284000,133558483797,-117462043518,16096440279,546061900,-3673872717,-366603962,-4167184595,-4192435620,4609009247,4500000,-67212510,-62712510,0,4546296737,-340972255,0,-340972255,4205324482,1078805728,3126518754,1231,0
2014,4,239665377237,-848788300,238816588937,-199480669560,39335919377,418950324,-5885503381,-3334902803,-5596333215,-10803536833,17469496272,0,-2453886765,-2453886765,0,15015609507,-3759935174,0,-3759935174,11255674333,32430401,11223243932,3296,0
2015,1,162076147785,-234687502,161841460283,-142269274481,19572185802,7819333,-3878525648,-3878525648,-3593188152,-6678716857,5429574478,0,0,0,0,5429574478,-1126917691,0,-1126917691,4302656787,481897560,3820759227,634,0
2015,2,225913363039,-438144485,225475218554,-172132251097,53342967457,471879941,-10155120519,-5661970553,-6008993694,-13933513160,23717220025,510817930,-312739935,198077995,0,23915298020,-3447600902,-92100643,-3539701545,20375596475,3602319658,16773276817,2401,0
2015,3,266487464150,-957450748,265530013402,-221897554386,43632459016,977872330,-8991527656,-7632396961,-7163054334,-14054158000,14401591356,0,0,0,0,14401591356,-3556837338,0,-3556837338,10844754018,1919503786,8925250232,0,0
2015,4,251385097063,-388587668,250996509395,-204100292526,46896216869,2598397876,-7161691817,-3979480862,-8037321115,-18171058913,16124542900,3008436071,-1365699404,1642736667,0,17767279567,-122792374,0,-122792374,17644487193,2105369197,15539117996,1486,0
