Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,22063775470,-783871274,-2748160685,-3543733723,0,17404888,-3337427637,0,11667987039,-3560136,0,0,0,0,0,900157392,896597256,0,0,0,-4466312500,0,-7827200000,0,-12293512500,271071795,43348565517,0,43619637312
2010,2,45882280950,-1730133792,-4131436469,-7388342831,-483658124,410394092,-6887592983,0,25671510843,-50966227,0,0,0,0,0,1637088735,1586122508,0,0,0,-8964312500,0,-7827200000,0,-16791512500,10466120851,43348565517,0,53814686368
2010,3,64953003940,-2688535463,-5742882673,-11698412324,-483658124,32147998697,-9171738298,0,67315775755,-74011681,0,0,0,0,0,3402784490,3328772809,0,0,0,-13468312500,0,-7827200000,0,-21295512500,49349036064,43348565517,0,92697601581
2011,1,30177677571,-640857367,-1095066976,-3165310497,0,96984636,-6372411775,0,19001015592,0,0,0,0,0,0,2086695822,2086695822,0,0,0,-4516125000,0,0,0,-4516125000,16571586414,64067159676,0,80638746090
2011,2,26734595940,-1026365921,-2718531576,-3168178234,0,256133481,-4256380825,0,15821272865,0,0,0,0,0,0,2416987346,2416987346,0,0,0,-31013680250,0,-11264614800,0,-42278295050,-24040034839,80638746090,0,56598711251
2011,3,25100069500,-3014102634,-2987359849,-2821593780,0,23737932,-3081029843,0,13219721326,-155605500,0,0,0,0,0,2150775114,1995169614,0,0,0,-4633625000,0,-12468699900,0,-17102324900,-1887433960,56598711251,0,54711277291
2011,4,28148125913,-909507364,-2804816663,-2651138524,-23725910,530343115,-4305774411,0,17983506156,-496558440,0,0,0,0,0,2024901122,1528342682,0,0,0,-20038093750,0,-33425099,0,-20071518849,-559670011,54711277291,0,54151607280
2012,1,40435419934,-1416659459,-4313584851,-1189738837,0,29402473,-6449962111,0,27094877149,0,4500000,0,0,0,0,1719874801,1724374801,0,0,0,-4646750000,0,-11227194000,0,-15873944000,12945307950,54151607280,0,67096915230
2012,2,39127800931,-798567137,-3195083524,-1312123723,-1223389642,89868323,-3783570855,0,28904934373,4500000,-4500000,0,0,0,0,2141030778,2141030778,0,0,0,-4640750000,0,-18180000,0,-4658930000,26387035151,67096915230,0,93483950381
2012,4,29820522438,-3110181117,-1975160991,-1309883066,0,42172537,-4787590141,0,18679879660,-5105000,0,0,0,0,0,2100334126,2095229126,0,0,0,-4642978387,0,-13753360000,0,-18396338387,2378770399,89574880751,0,91953651150
2013,1,35602560404,-2247558909,-6602425087,-965141027,-869511827,35843246651,-31554536379,0,29206633826,-13627273,0,0,0,0,0,1950550610,1936923337,0,0,0,-4645732267,0,0,0,-4645732267,26497824896,91953651150,0,118451476046
2013,2,19176725561,-2709817864,-5307102311,-1207590055,-979613995,89801328,-8513931684,0,548470980,-66000000,0,0,0,-48000000000,0,2176488543,-45889511457,0,0,25000000000,-29639000000,0,-18735374999,0,-23374374999,-68715415476,118451476046,0,49736060570
2013,3,27048468028,-7466421111,-3734956406,-892398268,-915665161,2554623000,-6533100223,0,10060549859,-40650000,0,0,0,-47250000000,0,420155217,-46870494783,0,0,22800000000,-4666875000,0,-14250002,0,18118874998,-18691069926,49736060570,0,31044990644
2014,1,30052669449,-2354670729,-7005102903,-1242569324,-638527884,272581882,-9940100346,0,9144280145,-20206251364,0,0,0,0,0,189820365,-20016430999,0,0,23153996480,-23461562500,0,0,0,-307566020,-11179716874,21836394967,0,10656678093
2014,2,33673339700,-2330032760,-3420224309,-1178795735,-912454712,6684728988,-8059367977,0,24457193195,-59236706932,0,0,0,-3000000000,0,120563083,-62116143849,0,0,49578295464,-15312005705,0,0,0,34266289759,-3392660895,10656678093,-515677,7263501521
2015,1,65493212474,-1749626068,-6931906674,-8357304456,-513951736,5729922077,-10873779076,0,42796566541,-12386896833,0,0,0,0,0,98476911,-12288419922,0,0,9117335199,-8373005995,0,-11706951800,0,-10962622596,19545524023,7707820426,0,27253344449
2015,2,63572382836,-3915880182,-3562443928,-10549558604,-1200286049,130199737,-10283669225,0,34190744585,-6951841290,0,0,0,0,0,197255822,-6754585468,0,0,6577931187,-11795698516,0,-22142432601,0,-27360199930,75959187,27253344449,-3243394,27326060242
2015,3,22727626997,-3948888302,-4597231143,-10583893763,-1105793949,7779138307,-4521786684,0,5749171463,-15838022071,0,0,0,0,0,109856225,-15728165846,0,0,9687793703,-14124335199,0,-62098399,0,-4498639895,-14477634278,27326060242,0,12848425964
2015,4,45110760855,-3985120757,-5586457490,-17453123011,0,914610601,-20321639869,0,-1320969671,-2655527881,0,0,0,0,0,117746083,-2537781798,7460000000,0,13211697667,-12201338857,0,30999199,0,8501358009,4642606540,12848425964,61562227,17552594731
2016,1,83106344261,-2056580272,-4949793266,-15171522776,-996534061,536726900,-14134582069,0,46334058717,-12363822855,0,0,0,0,0,146174904,-12217647951,7135000000,-120000000,12200262361,-25233081937,0,-19895576000,0,-25913395576,8203015190,17552594731,0,25755609921
2016,2,0,0,0,0,0,0,0,0,32319482059,-6811767132,0,0,0,0,0,263311378,-6548455754,55000000,120000000,8061954508,-23150251763,0,0,0,-14913297255,10857729050,25755609921,0,36613338971
2016,3,24921005105,-31479801,-4611365274,-3595465826,-1850123800,3269431275,-5995577232,0,12106424447,-2080509345,0,0,0,0,0,139246536,-1941262809,0,0,7113249479,-16925494621,0,-19924496000,0,-29736741142,-19571579504,36613338971,0,17041759467
2016,4,43521323727,-2540539791,-4367358028,-18801932861,684991272,3050691559,-13586688586,0,7960487292,-799390001,0,0,0,0,0,187272766,-612117235,0,0,14716213183,-13634667529,0,28920000,0,1110465654,8458835711,17041759467,0,25500595178
2017,1,97430661618,-2009504186,-5847080395,-5587766091,-1939941716,42552156160,-64519039653,0,60079485737,-7858365048,0,0,0,0,0,210346915,-7648018133,0,0,7064310337,-50161399587,0,-20261484400,0,-63358573650,-10927106046,25500595178,0,14573489132
2017,2,103699148147,-8067488464,-4319856346,-24740466517,-2114092385,-21961983476,27011527664,0,69506788623,-2467261445,0,0,0,0,0,330041198,-2137220247,0,0,7991276908,-38862793429,0,0,0,-30871516521,36498051855,14573489132,0,51071540987
2017,3,69939480291,-5920390633,-5468099393,-8297529853,-2224627360,10480182052,-20621652535,0,37887362569,-246212480,0,0,0,0,0,716257798,470045318,0,0,5794520684,-6563209747,0,-29977200000,0,-30745889063,7611518824,51071540987,0,58683059811
2017,4,67786976870,-9168649926,-5258233896,-10909571072,-1079972049,7253091911,-13999275113,0,34624366725,-3331589130,0,0,0,0,0,412085271,-2919503859,0,0,21455633311,-22146330159,0,-51960480000,0,-52651176848,-20946313982,58683059811,0,37736745829
2018,1,78782703139,-3691885554,-6567572781,-5371314529,-2076663361,8796181603,-21434724744,0,48436723773,-8910837296,0,0,0,0,0,267244791,-8643592505,0,0,7832381736,-27182365110,0,0,0,-19349983374,20443147894,37736745829,0,58179893723
2018,2,0,0,0,0,0,0,0,0,58335097681,-2869067286,0,0,0,0,0,678133670,-2190933616,0,0,9060302402,-19573469151,0,-33623200000,0,-44136366749,12007797316,58179893723,0,70187691039
2018,3,52014488727,-3174635529,-5176160460,-4389083048,-2078721170,6726702355,-11247601894,0,32674988981,-6154316434,0,-52500000000,0,0,0,645719163,-58008597271,0,-22364750,5862102129,-4155225262,0,-31975649000,0,-30291136883,-55624745173,70187691039,0,14562945866
2018,4,33188598537,-7228184979,-4359990779,-10651641217,-70079011,3649526801,-7760630014,0,6767599338,0,0,7500000000,0,0,0,215973950,7715973950,0,0,4777445784,-19785086769,0,0,0,-15007640985,-524067697,14562945866,0,14038878169
2019,1,52516523800,-6093169163,-4860551335,-5232982840,-1414097289,5821335179,-29247697833,0,11489360519,0,0,-27500000000,27500000000,0,0,1745246810,1745246810,0,0,2634201931,-11190425089,0,0,0,-8556223158,4678384171,14038878169,0,18717262340
2019,2,0,0,0,0,0,0,0,0,51210675349,-3600310056,0,7500000000,-7500000000,0,0,231482585,-3368827471,0,0,14425221196,-18062000454,0,-60753733100,0,-64390512358,-16548664480,18717262340,0,2168597860
2019,3,0,0,0,0,0,0,0,0,86610374138,-824669646,0,-45700000000,49500000000,0,0,1844937688,4820268042,0,0,2512032858,-18789664385,0,-35178773900,0,-51456405427,39974236753,2168597860,0,42142834613
2019,4,36399905660,-9840499126,-3440441436,-7405238909,-202072303,4456923138,-42369656477,0,-22401079453,529804581,55000000,24000000000,-4500000000,0,0,220421221,20305225802,0,0,0,-1439375000,0,5560000,0,-1433815000,-3529668651,42142834613,157624,38613323586
2020,1,83419720389,-2931411793,-5365967215,-2604786072,-2349853672,6710186045,-18141572244,0,58736315438,0,0,-18650000000,21700000000,0,0,962280880,4012280880,0,0,0,-12506971596,0,-15987824500,0,-28494796096,34253800222,38613323586,0,72867123808
