Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2014,4,163241378000000,1358034000000,3701393000000,13924797000000,2300846000000,11630402000000,-6451000000,4243718000000,4260016000000,-16298000000,0,77255692000000,78378832000000,-1123140000000,0,0,0,47960783000000,44189329000000,4022686000000,-251232000000,71831000000,0,0,72304000000,-473000000,602947000000,291025000000,0,311922000000,28175000000,14094008000000,7060716000000,4114405000000,0,3174284000000,62421000000,-255397000000,163241378000000,154261083000000,832555000000,26228249000000,14694977000000,11533272000000,108353665000000,215333000000,125246000000,12409544000000,6096491000000,8980290000000,6348779000000,6347410000000,0,1369000000,0,0,0,541381000000,0,0,2090130000000,0,5000000,9075574000000,2610856000000,2610856000000,0,0,6464718000000,0,0,0,0,0,6464718000000,1680163000000,0,0,0,0,0,0,0,1680163000000
2015,1,164641320000000,1141497000000,1744222000000,14742631000000,7060627000000,7903555000000,-221551000000,3723353000000,3730048000000,-6695000000,0,84031092000000,84991334000000,-960242000000,0,0,0,43829976000000,40081023000000,4022686000000,-273733000000,33464000000,0,0,33937000000,-473000000,610096000000,296717000000,0,313379000000,27996000000,14756993000000,7582537000000,4129229000000,0,3288880000000,56179000000,-243653000000,164641320000000,155233426000000,0,22496501000000,13200280000000,9296221000000,111690119000000,211497000000,150435000000,14267408000000,6417466000000,9407889000000,6348779000000,6347410000000,0,1369000000,0,0,0,541383000000,114009000000,0,2403718000000,0,5000000,9708546000000,3963678000000,0,0,3963678000000,5744868000000,0,0,0,0,0,5744868000000,46259546000000,44975418000000,821970000000,821410000000,43332038000000,0,0,0,1284128000000
2015,2,179219306000000,1266002000000,2009556000000,14610824000000,8852802000000,5979573000000,-221551000000,5274302000000,5286901000000,-12599000000,0,95038564000000,96278559000000,-1239995000000,0,0,0,47563942000000,43263559000000,4908382000000,-607999000000,32465000000,0,0,32938000000,-473000000,602710000000,296930000000,0,305780000000,27820000000,12793121000000,5750656000000,3893950000000,75000000,3363011000000,49937000000,-214571000000,179219306000000,167300679000000,0,22231368000000,16003605000000,6227763000000,120430425000000,135007000000,194275000000,18078310000000,6231294000000,11918622000000,9362872000000,8056466000000,0,1288863000000,0,0,17543000000,570111000000,53674000000,0,1931965000000,0,5000000,8573337000000,0,0,0,0,8573337000000,0,0,0,0,0,8573337000000,64578492000000,58310807000000,1039125000000,1039688000000,56231994000000,0,0,4896158000000,1371527000000
2015,3,195003610000000,1688556000000,2757179000000,16246364000000,8298547000000,8169368000000,-221551000000,3486138000000,3488958000000,-2820000000,68529000000,105661082000000,107044783000000,-1383701000000,0,0,0,52195996000000,47773173000000,5199003000000,-776180000000,217741000000,0,0,218214000000,-473000000,600430000000,304559000000,0,295871000000,27710000000,12053885000000,3986722000000,4513889000000,0,3647833000000,43695000000,-94559000000,195003610000000,182256428000000,0,28568754000000,15999983000000,12568771000000,127516021000000,0,318162000000,20117533000000,5735958000000,12747177000000,9362872000000,8056466000000,0,1288863000000,0,0,17543000000,639422000000,-151985000000,0,2896868000000,0,5000000,8435170000000,0,0,0,0,8435170000000,1500857000000,0,0,0,0,6934313000000,60736273000000,51500731000000,1549963000000,1548727000000,48402041000000,0,0,6141201000000,3094341000000
2015,4,193876428000000,1632425000000,2261499000000,14599675000000,8729745000000,5870661000000,-731000000,2043647000000,2046735000000,-3088000000,0,115062473000000,116804247000000,-1741774000000,0,0,0,47729481000000,43950621000000,4520639000000,-741779000000,322511000000,0,0,322984000000,-473000000,509574000000,325013000000,0,184561000000,27600000000,9687543000000,1985973000000,4133763000000,0,3799869000000,37453000000,-232062000000,193876428000000,180487506000000,4821063000000,17764430000000,9603163000000,8161267000000,130270670000000,131760000000,383188000000,21859941000000,5256454000000,13388922000000,9345329000000,8056466000000,0,1288863000000,0,0,0,1324775000000,0,0,2718818000000,0,0,9923605000000,0,0,0,0,9923605000000,1373115000000,0,0,0,0,8550490000000,43637952000000,36139958000000,0,0,36139958000000,0,0,6326988000000,1171006000000
2016,1,203492607000000,1568129000000,1934361000000,18894289000000,12622989000000,6272031000000,-731000000,1229316000000,1229316000000,0,0,113449525000000,115196172000000,-1746647000000,0,0,0,55252654000000,51614067000000,4561632000000,-923045000000,321961000000,0,0,322434000000,-473000000,499769000000,330631000000,0,169138000000,27491000000,10315112000000,2385513000000,4382322000000,0,3783739000000,31211000000,-236462000000,203492607000000,189284733000000,7603000000,23512125000000,14985862000000,8526263000000,129211062000000,243124000000,367220000000,30772637000000,5170962000000,14207874000000,10469863000000,9181000000000,0,1288863000000,0,0,0,1267242000000,-49964000000,0,2520733000000,0,0,10346886000000,0,0,0,0,10346886000000,1293474000000,0,0,0,0,9053412000000,55194183000000,47586421000000,1506875000000,1507133000000,44572413000000,0,0,5714581000000,1893181000000
2016,2,202754707000000,1751795000000,3508318000000,10510419000000,4450419000000,6060731000000,-731000000,1794448000000,1794448000000,0,0,116335300000000,118135827000000,-1800527000000,0,0,0,55738004000000,52752554000000,3722081000000,-736631000000,277295000000,0,0,307077000000,-29782000000,549036000000,383412000000,0,165624000000,27381000000,12262711000000,4566161000000,4125566000000,0,3835374000000,24969000000,-264390000000,202754707000000,188342648000000,24020000000,29714274000000,13900063000000,15814211000000,118599449000000,291908000000,326442000000,33988897000000,5397658000000,14412059000000,10469863000000,9181000000000,0,1288863000000,0,0,0,1667818000000,-84797000000,0,2359175000000,0,0,10690730000000,0,0,0,0,10690730000000,1320250000000,0,0,0,0,9370480000000,35053026000000,28868830000000,2811660000000,2811638000000,23245532000000,0,5151907000000,0,1032289000000
2016,3,205739847000000,1575799000000,4794892000000,7009194000000,4034235000000,2983886000000,-8927000000,1862567000000,1863200000000,-633000000,0,128145489000000,129946431000000,-1800942000000,0,0,0,50682942000000,47628387000000,3787335000000,-732780000000,259145000000,0,0,307077000000,-47932000000,557258000000,374755000000,0,182503000000,27271000000,10825290000000,2852934000000,4461665000000,0,3746553000000,-18726000000,-235862000000,205739847000000,189958029000000,25857000000,17744328000000,10130819000000,7613509000000,126527623000000,132159000000,290075000000,39242316000000,5995671000000,15781818000000,10469863000000,9181000000000,0,1288863000000,0,0,0,1667821000000,-82219000000,0,3726353000000,0,0,2710032000000,0,0,0,0,2710032000000,764299000000,0,0,0,0,1945733000000,49718817000000,33466474000000,1620108000000,1620756000000,30225610000000,0,0,5342573000000,10909770000000
2016,4,225887311000000,1727360000000,2982590000000,9388905000000,4089176000000,5300460000000,-731000000,2952205000000,2953768000000,-1563000000,0,142602854000000,144673213000000,-2070359000000,0,0,0,55356469000000,51948657000000,4136200000000,-728388000000,216042000000,0,0,299372000000,-83330000000,624198000000,422772000000,0,201426000000,27162000000,10009526000000,2640974000000,4207463000000,0,3393181000000,12485000000,-232092000000,225887311000000,208578739000000,1103686000000,25879135000000,13437104000000,12442031000000,123787571000000,191325000000,1389786000000,48650527000000,7576709000000,17308572000000,10469863000000,9181000000000,0,1288863000000,0,0,0,2477884000000,0,0,4360825000000,0,0,11597571000000,0,0,0,0,11597571000000,12108000000,0,0,0,0,11585463000000,44201355000000,35510182000000,3694669000000,3676112000000,28139401000000,0,6356322000000,0,2334851000000
2017,1,229847133000000,1790182000000,1828304000000,7184544000000,6224544000000,960731000000,-731000000,2312014000000,2313577000000,-1563000000,0,149532581000000,152154805000000,-2622224000000,0,0,0,52889787000000,49779908000000,4044360000000,-934481000000,235801000000,0,0,299372000000,-63571000000,699560000000,413950000000,0,285610000000,27052000000,13347308000000,5905397000000,3992544000000,0,3673503000000,6242000000,-224136000000,229847133000000,211168477000000,27719000000,14219861000000,3539325000000,10680536000000,129499602000000,200438000000,2275392000000,56905065000000,8040400000000,18678656000000,12054316000000,10765453000000,0,1288863000000,0,0,0,2469739000000,-36178000000,0,4190779000000,0,0,10353368000000,0,0,0,0,10353368000000,752525000000,0,0,0,0,9600843000000,30864580000000,22391420000000,1235364000000,1244061000000,19911995000000,0,0,6738759000000,1734401000000
