Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2015,0,18535899000000,-7536405000000,891088000000,0,-34896000000,620946000000,-5065782000000,-505521000000,7156848000000,0,5792760000000,-22989000000,0,-39866419000000,0,-2024786000000,2616599000000,3988508000000,-8463820000000,21837894000000,-83573000000,257942000000,11530397000000,0,-1540974000000,1178387000000,0,0,0,1178387000000,-222114000000,155911000000,-185276000000,0,0,0,0,382702000000,2344000000,133567000000,2019690000000,0,0,0,0,0,2019690000000,3331644000000,9292025000000,0,12623669000000
2016,0,25501896000000,-10039057000000,850669000000,-271622000000,0,476319000000,-6479434000000,-795175000000,9959202000000,0,570201000000,-8889714000000,0,-27641819000000,0,-4882929000000,-390722000000,-3717377000000,8114707000000,-6483098000000,59565000000,1006598000000,23913626000000,0,1958319000000,-6423441000000,0,0,0,-6423441000000,-188473000000,47723000000,0,0,0,0,0,8255000000,872000000,-131623000000,0,0,2876960000000,-146439000000,0,0,2730521000000,-3824543000000,12623669000000,0,8799126000000
2017,0,34490849000000,-11637208000000,1479101000000,396450000000,0,1230931000000,-8560105000000,-1501672000000,16996400000000,0,2998424000000,2689025000000,0,-37795799000000,0,-6784262000000,-3169515000000,-1077671000000,4364520000000,9763386000000,-30856000000,2509578000000,17454078000000,0,1298474000000,9215782000000,0,0,0,9215782000000,-214416000000,237074000000,0,0,10000000000,-52000000,-30000000000,157740000000,598000000,160944000000,6224386000000,0,0,-146439000000,0,0,6077947000000,15454673000000,8799126000000,0,24253799000000
2018,0,39792502000000,-15399517000000,1511310000000,225811000000,0,2589855000000,-10616997000000,-1810679000000,18384963000000,0,1068172000000,-2149369000000,0,-38593215000000,0,-10676250000000,-2396348000000,3755329000000,16167602000000,37300059000000,-141898000000,872000000,-14946570000000,0,912972000000,8686319000000,0,0,0,8686319000000,-118535000000,453000000,0,0,0,0,0,0,845000000,-117237000000,336951000000,0,-2500000000000,-146439000000,-2491721000000,0,-4801209000000,3767873000000,24253799000000,0,28021672000000
2019,0,48403838000000,-16615034000000,2736292000000,705161000000,0,141417000000,-11806924000000,-2265251000000,23164320000000,0,-3380704000000,-16390678000000,0,-31652443000000,0,-14369777000000,-7036989000000,-3761851000000,-3363462000000,43098697000000,27100000000,-37826000000,11556687000000,0,-1020439000000,-3167365000000,0,0,0,-3167365000000,-48222000000,14316000000,0,0,0,0,-11000000000,0,2634000000,-42272000000,0,0,-2615000000000,0,-1110590000000,310000000000,-3415590000000,-6625227000000,28021672000000,0,21396445000000
