Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2006,0,10111216000000,100330000000,1306886000000,1136655000000,1136655000000,0,0,0,0,0,0,4993976000000,4993976000000,0,0,0,0,2091813000000,2091813000000,0,0,32489000000,0,0,32489000000,0,129345000000,129345000000,0,0,0,319722000000,0,0,0,319722000000,0,0,10111216000000,9275597000000,0,3386736000000,3386736000000,0,5630373000000,0,38826000000,0,219662000000,835619000000,756160000000,750000000000,0,6160000000,0,0,0,25428000000,0,0,54031000000,0,0,385794000000,269145000000,224893000000,44252000000,0,116649000000,0,116649000000,0,0,0,0,96830000000,0,0,0,0,0,0,0,0
2007,0,18137433000000,284091000000,1211821000000,693862000000,693862000000,0,0,132427000000,132427000000,0,0,13287472000000,13287472000000,0,0,0,0,1678327000000,1678327000000,0,0,50971000000,0,0,50971000000,0,270417000000,270417000000,0,0,0,528045000000,0,0,0,528045000000,0,0,18137433000000,15956599000000,0,2439615000000,2439615000000,0,12764366000000,0,244021000000,0,508597000000,2180834000000,2018660000000,2000000000000,0,18660000000,0,0,0,57037000000,0,0,105137000000,0,0,595414000000,305455000000,271971000000,33484000000,0,289959000000,0,289959000000,0,0,0,0,3512000000,0,0,0,0,0,0,0,0
2008,0,18647630000000,509976000000,730651000000,1543899000000,1543899000000,0,0,77300000000,84330000000,-7030000000,2129000000,12904143000000,12985928000000,-81785000000,0,0,0,1773585000000,1683777000000,89808000000,0,153477000000,0,0,153477000000,0,368035000000,266785000000,0,101250000000,0,584435000000,145012000000,204429000000,0,234994000000,0,0,18647630000000,16295032000000,0,1278065000000,1278065000000,0,14230102000000,0,100759000000,0,686106000000,2352598000000,2290546000000,2117474000000,0,173072000000,0,0,0,91671000000,0,0,-29619000000,0,0,637660000000,169948000000,0,0,169948000000,467712000000,2658000000,0,0,0,0,465054000000,0,0,0,0,0,0,0,0,0
2009,0,27543006000000,355430000000,758497000000,7383093000000,7383093000000,0,0,57125000000,73406000000,-16281000000,0,15682819000000,15813269000000,-130450000000,0,0,0,2291943000000,2308844000000,0,-16901000000,45778000000,0,0,45778000000,0,326237000000,223528000000,0,102709000000,0,642084000000,157110000000,296826000000,0,198072000000,0,-9924000000,27543006000000,24995021000000,315848000000,7476782000000,7476782000000,0,16489544000000,8068000000,161799000000,0,542980000000,2547985000000,2290546000000,2117474000000,0,173072000000,0,0,0,127974000000,0,0,129465000000,0,0,1863626000000,935933000000,0,0,935933000000,927693000000,1244000000,0,158483000000,0,0,767966000000,0,0,0,0,0,0,0,0,0
2010,0,59807023000000,329920000000,560224000000,11625637000000,11625637000000,0,0,2127700000000,2153749000000,-26049000000,156000000,25094534000000,25323735000000,-229201000000,0,0,0,11421870000000,11428766000000,-6896000000,0,147738000000,0,0,148580000000,-842000000,349889000000,199061000000,0,150828000000,0,8149355000000,7080428000000,781446000000,0,299073000000,0,-11592000000,59807023000000,54602292000000,1216381000000,13781961000000,13781961000000,0,23969645000000,0,119794000000,9631647000000,5882864000000,5204731000000,4617389000000,4000000000000,0,617389000000,0,0,0,88071000000,0,0,499271000000,0,0,793514000000,292452000000,0,0,292452000000,501062000000,1158000000,0,0,0,0,499904000000,2874031000000,0,0,0,0,0,0,0,2874031000000
2011,0,82817947000000,1020923000000,522364000000,22961234000000,22560512000000,400722000000,0,1908205000000,1925630000000,-17425000000,0,28869470000000,29183643000000,-314173000000,0,0,0,19018216000000,19018216000000,0,0,122812000000,0,0,123285000000,-473000000,370704000000,214769000000,0,155935000000,0,8024019000000,5844602000000,1839688000000,39000000,351938000000,0,-12248000000,82817947000000,76821702000000,917127000000,25587591000000,25587591000000,0,29412135000000,2541000000,100182000000,15042115000000,5760011000000,5996245000000,5051369000000,5050000000000,0,1369000000,0,0,0,151380000000,0,0,793496000000,0,0,1956448000000,133159000000,0,0,133159000000,1823289000000,546000000,0,0,0,0,1822743000000,5761985000000,0,0,0,0,0,0,0,5761985000000
2012,0,102673090000000,799402000000,1372667000000,26760927000000,17317365000000,9498221000000,-54659000000,1345840000000,1366615000000,-20775000000,57471000000,36523123000000,36903305000000,-380182000000,0,0,0,22254016000000,22263016000000,0,-9000000000,67338000000,0,0,67811000000,-473000000,428640000000,251800000000,0,176840000000,29557000000,13034109000000,10227540000000,2454983000000,5634000000,438350000000,0,-92398000000,102673090000000,95963986000000,1371572000000,25655717000000,15542886000000,10112831000000,59514141000000,0,64540000000,4766100000000,4591916000000,6709104000000,5771369000000,5770000000000,0,1369000000,0,0,0,233031000000,0,0,704704000000,0,0,2835589000000,799286000000,0,0,799286000000,2036303000000,0,0,0,0,0,2036303000000,9990054000000,0,0,0,0,0,0,0,9990054000000
2013,0,121264370000000,1549351000000,1523596000000,12055421000000,3319183000000,8796925000000,-60687000000,8508797000000,8510340000000,-1543000000,0,51869416000000,52474123000000,-604707000000,0,0,0,29167489000000,28530794000000,636695000000,0,71831000000,0,0,72304000000,-473000000,418515000000,242984000000,0,175531000000,28891000000,16071063000000,11615721000000,2954722000000,0,2107180000000,0,-606560000000,121264370000000,113537673000000,1885457000000,13134052000000,5081635000000,8052417000000,83843780000000,50851000000,63737000000,7600755000000,6959041000000,7726697000000,5771369000000,5770000000000,0,1369000000,0,0,0,328295000000,0,0,1627033000000,0,0,5704148000000,1399815000000,0,0,1399815000000,4304333000000,0,0,0,0,0,4304333000000,23363837000000,0,0,0,0,0,0,0,23363837000000
2014,0,163241378000000,1358034000000,3701393000000,13924797000000,2300846000000,11630402000000,-6451000000,4243718000000,4260016000000,-16298000000,0,77255692000000,78378832000000,-1123140000000,0,0,0,47960783000000,44189329000000,4022686000000,-251232000000,71831000000,0,0,72304000000,-473000000,602947000000,291025000000,0,311922000000,28175000000,14094008000000,7060716000000,4114405000000,0,3174284000000,62421000000,-255397000000,163241378000000,154261083000000,832555000000,26228249000000,14694977000000,11533272000000,108353665000000,215333000000,125246000000,12409544000000,6096491000000,8980290000000,6348779000000,6347410000000,0,1369000000,0,0,0,541381000000,0,0,2090130000000,0,5000000,9075574000000,2610856000000,2610856000000,0,0,6464718000000,0,0,0,0,0,6464718000000,1680163000000,0,0,0,0,0,0,0,1680163000000
2015,0,193876428000000,1632425000000,2261499000000,14599675000000,8729745000000,5870661000000,-731000000,2043647000000,2046735000000,-3088000000,0,115062473000000,116804247000000,-1741774000000,0,0,0,47729481000000,43950621000000,4520639000000,-741779000000,322511000000,0,0,322984000000,-473000000,509574000000,325013000000,0,184561000000,27600000000,9687543000000,1985973000000,4133763000000,0,3799869000000,0,-232062000000,193876428000000,180487506000000,4821063000000,17764430000000,9603163000000,8161267000000,130270670000000,131760000000,383188000000,21859941000000,5256454000000,13388922000000,9345329000000,8056466000000,0,1288863000000,0,0,0,1324775000000,0,0,2718818000000,0,0,16250593000000,6326988000000,0,0,6326988000000,9923605000000,1373115000000,0,0,0,0,8550490000000,43637952000000,36139958000000,0,0,36139958000000,0,0,6326988000000,1171006000000
2016,0,228770918000000,1727361000000,2982589000000,9388905000000,4089176000000,5300460000000,-731000000,2952206000000,2953769000000,-1563000000,0,142583251000000,144673213000000,-2089962000000,0,0,0,55339988000000,51948658000000,4136200000000,-744870000000,222930000000,0,0,299372000000,-76442000000,624197000000,422772000000,0,201425000000,27162000000,12922329000000,5588814000000,4165577000000,0,3395320000000,12485000000,-227382000000,228770918000000,211593390000000,1103686000000,28835898000000,13437105000000,15398793000000,123787572000000,191325000000,1389786000000,48650527000000,7634596000000,17177528000000,10469863000000,9181000000000,0,1288863000000,0,0,0,2950192000000,0,0,3757473000000,0,0,17953893000000,6356322000000,0,0,6356322000000,11597571000000,12108000000,0,0,0,0,11585463000000,41998299000000,33307126000000,3687797000000,3669239000000,25950090000000,0,0,6356322000000,2334851000000
