Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2013,3,2754311000000,-1624974000000,130480000000,7473000000,81417000000,26158000000,-594792000000,-44421000000,735652000000,0,1195289000000,-1631605000000,0,-2368222000000,0,-27918000000,-1146370000000,0,-7195873000000,11169891000000,-33280000000,-15985000000,250000000000,0,-1131331000000,-199752000000,0,-1000000,0,-199753000000,-10272000000,-10578000000,7978000000,0,0,0,-3331000000,0,32843000000,16640000000,2500000000000,0,0,0,0,0,2500000000000,2316887000000,13425433000000,1169000000,15743489000000
2013,4,3621239000000,-1880584000000,299843000000,-85063000000,-57612000000,75188000000,-851633000000,-78978000000,1042400000000,0,-809847000000,-7205133000000,0,-5722900000000,0,-62203000000,1495686000000,1885457000000,1792421000000,-3461120000000,331320000000,14787000000,1166951000000,0,-664690000000,-10196871000000,0,0,0,-10196871000000,-91636000000,11487000000,7489000000,0,0,0,140000000,0,-31982000000,-104502000000,0,0,0,0,0,0,0,-10301373000000,15743489000000,25918000000,5468034000000
2014,1,2592871000000,-1717537000000,102837000000,-60171000000,114413000000,4459000000,-722915000000,-225196000000,88761000000,2972415000000,-2412438000000,0,-1810382000000,0,0,-41030000000,131601000000,-1885457000000,4749939000000,5182535000000,84991000000,15542000000,-68000000,0,581826000000,7658235000000,0,0,0,7658235000000,-12172000000,0,-1000000,0,0,0,0,0,2000000,-12171000000,0,0,0,0,0,0,0,7646064000000,5468034000000,2542000000,13116640000000
2014,2,3021628000000,-1550385000000,111160000000,-7599000000,81321000000,17774000000,-721737000000,-44029000000,908133000000,-2972415000000,9102392000000,-8064313000000,1810382000000,-9824402000000,0,-59286000000,-879978000000,0,1432122000000,2539749000000,-2543000000,44771000000,239932000000,0,282864000000,-5442592000000,0,0,0,-5442592000000,-155346000000,383000000,-87000000,0,0,0,0,0,3542000000,-151508000000,0,0,0,0,0,0,0,-5594100000000,13116640000000,-35535000000,7487005000000
2014,3,2586055000000,-2163619000000,178915000000,-26651000000,252903000000,22097000000,-841002000000,-97736000000,-89038000000,0,-2414429000000,-2090734000000,0,-9010536000000,0,-215764000000,1900634000000,0,4486946000000,8730003000000,68998000000,-49190000000,-686369000000,0,-187147000000,443374000000,0,0,0,443374000000,-115286000000,2893000000,-1578000000,0,0,0,0,0,3358000000,-110613000000,0,0,0,0,0,0,0,332761000000,7487005000000,-9701000000,7810065000000
2014,4,3236318000000,-1751187000000,213773000000,-85765000000,12105000000,-51519000000,-1141595000000,-135642000000,296488000000,0,-6023451000000,800871000000,0,-9695735000000,0,-391010000000,2488753000000,832555000000,2425190000000,8029266000000,5255294000000,50386000000,13036000000,0,-1607518000000,2474125000000,0,0,0,2474125000000,185859000000,-1381000000,0,0,0,0,-1221151000000,0,1814000000,-1034859000000,0,0,0,0,0,0,0,1439266000000,7810065000000,42694000000,9292025000000
2015,1,3987761000000,-1786230000000,146418000000,-118515000000,148348000000,23075000000,-1100474000000,-78629000000,1221754000000,0,3752747000000,2102616000000,0,-6612502000000,0,-755626000000,-639533000000,-832555000000,-3731748000000,3336454000000,-3836000000,25189000000,1857864000000,0,239896000000,-39280000000,0,0,0,-39280000000,-40845000000,0,-70000000,0,0,0,42500000000,0,0,1585000000,0,0,0,0,0,0,0,-37695000000,9292025000000,114009000000,9368339000000
2015,2,4566877000000,-1348922000000,182718000000,99659000000,26843000000,60404000000,-1075645000000,-89029000000,2422905000000,0,2278468000000,-3578994000000,0,-12260096000000,0,-232541000000,1828955000000,0,-265133000000,8740306000000,-76490000000,43840000000,3810902000000,0,-906942000000,1805180000000,0,0,0,1805180000000,-39678000000,24343000000,70000000,0,0,0,-42500000000,43800000000,0,-13965000000,2019690000000,0,0,0,0,0,2019690000000,3810905000000,9368339000000,-114009000000,13065235000000
2015,3,4304162000000,-2168290000000,263085000000,66846000000,-82109000000,55506000000,-1326489000000,-145706000000,1352975000000,0,-2190775000000,-3248080000000,-68529000000,-11800579000000,0,-333051000000,1158962000000,0,6337387000000,7085596000000,-135007000000,123887000000,2039224000000,0,-652317000000,-330307000000,0,0,0,-330307000000,-30269000000,54000000,0,0,0,0,-185277000000,0,347000000,-215145000000,-1000000,0,0,0,0,0,-1000000,-545453000000,13065235000000,0,12519782000000
2015,4,5677099000000,-2232963000000,298867000000,-47990000000,-127978000000,481961000000,-1563174000000,-192157000000,2159214000000,0,1952320000000,4701469000000,68529000000,-9193242000000,0,-703568000000,268215000000,4821063000000,-10804326000000,2675538000000,131760000000,65026000000,3822407000000,0,-221611000000,-257206000000,0,0,0,-257206000000,-111322000000,131514000000,-185276000000,0,0,0,185277000000,338902000000,1997000000,361092000000,1000000,0,0,0,0,0,1000000,103887000000,12519782000000,0,12623669000000
2016,1,5601468000000,-2434704000000,179819000000,-101470000000,16176000000,18636000000,-1444431000000,-273552000000,1653979000000,0,-897768000000,-6846027000000,0,1553955000000,0,-1123374000000,-434614000000,-4813460000000,5747695000000,-1059609000000,111364000000,-15968000000,8912696000000,0,222587000000,3011456000000,0,0,0,3011456000000,-194855000000,188259000000,0,0,0,0,0,550000000,0,-6046000000,0,0,0,0,0,0,0,3005410000000,12623669000000,0,15629079000000
2016,2,6142367000000,-2323575000000,166167000000,101470000000,-116613000000,268119000000,-1670047000000,-165666000000,2574829000000,0,707698000000,-1688264000000,0,-2130075000000,0,-2053999000000,-449911000000,16416000000,4275983000000,-10611612000000,48783000000,-40778000000,3216260000000,0,223530000000,-5911140000000,0,0,0,-5911140000000,134872000000,-142279000000,0,0,0,0,0,0,0,-7407000000,0,0,0,0,0,0,0,-5918547000000,15629079000000,0,9710532000000
2016,3,6054976000000,-2598690000000,213915000000,-1099000000,0,63187000000,-1806973000000,-127234000000,1988094000000,0,3076845000000,5055416000000,0,-11909826000000,0,-680184000000,-29381000000,1838000000,-10043780000000,7928174000000,-159749000000,-36367000000,5253419000000,0,532065000000,976564000000,0,0,0,976564000000,-137422000000,1691000000,0,0,0,0,0,0,0,-135731000000,0,0,0,-146439000000,0,0,-146439000000,694394000000,9710532000000,0,10404926000000
2016,4,7642746000000,-2682090000000,289941000000,-170086000000,0,187228000000,-1905435000000,-228724000000,3394530000000,0,-2316575000000,-5410838000000,0,-15155873000000,0,-1025372000000,627811000000,1077828000000,8134808000000,-2740052000000,59166000000,1099711000000,6531251000000,0,1335203000000,-4388402000000,0,0,0,-4388402000000,-102476000000,3000000,0,0,0,0,0,7705000000,410000000,-94358000000,0,0,2876960000000,0,0,0,2876960000000,-1605800000000,10404926000000,0,8799126000000
2017,1,8181832000000,-2594490000000,297896000000,136696000000,0,23034000000,-2000125000000,-468457000000,3759827000000,0,4339730000000,2808942000000,0,-7389752000000,0,-1047497000000,-683443000000,-1075967000000,-14616037000000,5712030000000,9113000000,885606000000,8254538000000,0,166051000000,1123141000000,0,0,0,1123141000000,-79236000000,0,0,0,0,0,0,0,0,-79236000000,0,0,0,0,0,0,0,1043905000000,8799126000000,0,9843031000000
2017,2,7905010000000,-2122129000000,319690000000,192142000000,0,108253000000,-1932694000000,-398218000000,4293042000000,0,-1018897000000,-3496948000000,0,-10116825000000,0,-2482313000000,-1360114000000,-477000000,6841118000000,114596000000,-62586000000,590641000000,8923367000000,0,85915000000,2310519000000,0,0,0,2310519000000,-22634000000,237292000000,0,0,10000000000,-52000000,0,0,0,224606000000,-550000000,0,0,0,0,0,-550000000,2534575000000,9843031000000,0,12377606000000
2017,3,8773116000000,-3443053000000,417169000000,177021000000,0,112335000000,-2037871000000,-165362000000,4164221000000,0,1668897000000,1234094000000,0,-5588107000000,0,-1445966000000,-1394775000000,-601000000,-2075359000000,-1838691000000,-21123000000,1200437000000,-1538829000000,0,895471000000,-4740331000000,0,0,0,-4740331000000,-85611000000,-324000000,-52000000,0,0,52000000,0,568000000,0,-85367000000,6224936000000,0,0,-146439000000,0,0,6078497000000,1252799000000,12377606000000,0,13630405000000
2017,4,9630301000000,-3464648000000,431457000000,-109408000000,0,994321000000,-2589539000000,-469635000000,4778595000000,0,-1991306000000,2142937000000,0,-14701117000000,0,-1808487000000,300538000000,-626000000,14214799000000,5775450000000,43741000000,-167106000000,1815003000000,0,152931000000,10555352000000,0,0,0,10555352000000,-60425000000,107000000,0,0,0,0,-30000000000,157172000000,598000000,67452000000,1000000,0,0,0,0,0,1000000,10622805000000,13630405000000,0,24253210000000
2018,1,9613441000000,-3275514000000,303959000000,177512000000,0,840737000000,-2719940000000,-655651000000,4574466000000,0,-439996000000,764886000000,0,-6894899000000,0,-2112592000000,815662000000,1999701000000,-8481452000000,9570272000000,-14858000000,-121572000000,701770000000,0,988585000000,1349973000000,0,0,0,1349973000000,-26795000000,16000000,0,0,0,0,0,0,0,-26779000000,0,0,0,0,0,0,0,1323194000000,24253800000000,0,25576994000000
2018,2,9972183000000,-3764147000000,245585000000,69679000000,0,137000000,-2322139000000,-345114000000,4299929000000,0,2581301000000,-3350413000000,-81909000000,-9582550000000,0,-2611710000000,-537570000000,-501000000,2260848000000,8181251000000,-145611000000,123944000000,-2495436000000,0,-529247000000,-1887674000000,0,0,0,-1887674000000,-6922000000,422000000,0,0,0,0,0,845000000,0,-5655000000,0,0,0,0,0,0,0,-1893329000000,25576994000000,0,23683665000000
2018,3,9480303000000,-3996203000000,374555000000,338987000000,0,3855000000,-2673446000000,-328148000000,4062336000000,0,-123240000000,-8400905000000,3702000000,-691379000000,0,-2370698000000,-1719062000000,-701000000,6147039000000,5139583000000,0,-7534000000,-5551360000000,0,713254000000,-2798965000000,0,0,0,-2798965000000,-4712000000,1918000000,0,0,0,0,0,0,0,-2794000000,336951000000,0,-2500000000000,-146439000000,-2491721000000,0,-4801209000000,-7602968000000,23683665000000,0,16080697000000
2018,4,10726575000000,-4363653000000,587211000000,-360367000000,0,643818000000,-2901472000000,-481766000000,5446924000000,0,-949894000000,8837063000000,78207000000,-21424387000000,0,-3581250000000,-971996000000,1756830000000,16241167000000,14408953000000,18571000000,6034000000,-7601544000000,0,-242299000000,12022379000000,0,0,0,12022379000000,-81462000000,58000000,0,0,0,0,0,0,0,-81404000000,0,0,0,0,0,0,0,11940975000000,16080697000000,0,28021672000000
2019,1,11385971000000,-4320672000000,732172000000,94364000000,0,72816000000,-3073828000000,-688274000000,4427943000000,0,-134771000000,-3509992000000,-22884000000,-8513434000000,0,-3220693000000,-1293656000000,-3759692000000,-14376206000000,17266372000000,-18571000000,-4472000000,-1795840000000,0,250374000000,-14705522000000,0,0,0,-14705522000000,-15875000000,0,0,0,0,0,0,0,0,-15875000000,0,0,0,0,0,0,0,-14721397000000,28021672000000,0,13300275000000
