Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2013,4,3623948000000,-1855621000000,1768327000000,214162000000,16918000000,231080000000,-10622000000,31595000000,-20859000000,79963000000,-7630000000,72333000000,-31982000000,2039872000000,-891890000000,1147982000000,-353443000000,794539000000,-194770000000,-5634000000,-200404000000,594135000000,0,0
2014,1,2904700000000,-1737253000000,1167447000000,163683000000,-60911000000,102772000000,-24655000000,10655000000,103966000000,6251000000,-1833000000,4418000000,2000000,1364605000000,-720838000000,643767000000,-442587000000,201180000000,-44030000000,0,-44030000000,157150000000,0,0
2014,2,2935856000000,-1679223000000,1256633000000,180631000000,-69638000000,110993000000,-32811000000,2706000000,77499000000,26279000000,-8464000000,17815000000,3542000000,1436377000000,-774508000000,661869000000,-128741000000,533128000000,-116741000000,0,-116741000000,416387000000,0,0
2014,3,2814452000000,-1715780000000,1098672000000,253388000000,-76278000000,177110000000,738000000,-1985000000,252123000000,12844000000,-25006000000,-12162000000,3357000000,1517853000000,-959227000000,558626000000,53416000000,612042000000,-135108000000,0,-135108000000,476934000000,0,0
2014,4,3747469000000,-1980875000000,1766594000000,362150000000,-146592000000,215558000000,-33177000000,-14243000000,31986000000,167006000000,-218061000000,-51055000000,1814000000,1917477000000,-1227690000000,689787000000,-427534000000,262253000000,-79093000000,92000000,-79001000000,183252000000,0,0
2015,1,3991941000000,-1922888000000,2069053000000,271913000000,-122376000000,149537000000,-137787000000,16818000000,127957000000,37584000000,-14831000000,22753000000,4134000000,2252465000000,-1043695000000,1208770000000,-805408000000,403362000000,-89912000000,165000000,-89747000000,313615000000,0,0
2015,2,4315846000000,-1977085000000,2338761000000,367596000000,-188755000000,178841000000,-32111000000,-4658000000,-50685000000,283044000000,-23140000000,259904000000,300000000,2690352000000,-1092781000000,1597571000000,-889314000000,708257000000,-157054000000,174000000,-156880000000,551377000000,0,1181
2015,3,5101695000000,-2212296000000,2889399000000,444460000000,-181933000000,262527000000,77868000000,-930000000,21857000000,303594000000,-49322000000,254272000000,347000000,3505340000000,-1529751000000,1975589000000,-758682000000,1216907000000,-182615000000,-75000000,-182690000000,1034217000000,0,0
2015,4,5349319000000,-2293095000000,3056224000000,513344000000,-219582000000,293762000000,-198442000000,33357000000,-71163000000,348896000000,-10753000000,338143000000,166273000000,3618154000000,-2026242000000,1591912000000,-824236000000,767676000000,-271017000000,0,-271017000000,496659000000,0,0
2016,1,5776036000000,-2457301000000,3318735000000,432912000000,-258901000000,174011000000,3046000000,-28423000000,37845000000,136458000000,-2675000000,133783000000,0,3638997000000,-1282812000000,2356185000000,-1317198000000,1038987000000,-170073000000,0,-170073000000,868914000000,0,0
2016,2,5984269000000,-2494729000000,3489540000000,456576000000,-281609000000,174967000000,-95710000000,-55779000000,79954000000,446555000000,-3963000000,442592000000,0,4035564000000,-1519560000000,2516004000000,-1979108000000,536896000000,-151437000000,0,-151437000000,385459000000,0,0
2016,3,6409545000000,-2627247000000,3782298000000,534264000000,-321256000000,213008000000,-106044000000,3401000000,28601000000,292244000000,-37425000000,254819000000,0,4176083000000,-1942787000000,2233296000000,-663485000000,1569811000000,-202632000000,0,-202632000000,1367179000000,0,0
2016,4,7403640000000,-2883980000000,4519660000000,691082000000,-400969000000,290113000000,-120252000000,-68583000000,-38044000000,636430000000,-188252000000,448178000000,410000000,5031482000000,-1883345000000,3148137000000,-1338410000000,1809727000000,-365191000000,0,-365191000000,1444536000000,0,0
2017,1,7983474000000,-3154396000000,4829078000000,648109000000,-343138000000,304971000000,-14494000000,4501000000,75488000000,721602000000,-515127000000,206475000000,0,5406019000000,-1797024000000,3608995000000,-1684885000000,1924110000000,-386803000000,0,-386803000000,1537307000000,0,0
2017,2,8122773000000,-3370228000000,4752545000000,732403000000,-404555000000,327848000000,-28365000000,32118000000,269536000000,593387000000,-108270000000,485117000000,0,5838799000000,-2188731000000,3650068000000,-2310336000000,1339732000000,-270863000000,0,-270863000000,1068869000000,0,0
2017,3,8856646000000,-3494127000000,5362519000000,878336000000,-475447000000,402889000000,-66000000,84818000000,-16318000000,472509000000,-29467000000,443042000000,568000000,6277452000000,-2280882000000,3996570000000,-1625018000000,2371552000000,-477010000000,0,-477010000000,1894542000000,0,0
2017,4,9167841000000,-3487306000000,5680535000000,951224000000,-538276000000,412948000000,-115916000000,58201000000,10771000000,1421284000000,-72028000000,1349256000000,53000000000,7448795000000,-2576067000000,4872728000000,-2382175000000,2490553000000,-552939000000,0,-552939000000,1937614000000,0,0
2018,1,9730236000000,-3703320000000,6026916000000,869636000000,-555159000000,314477000000,-19510000000,29891000000,177621000000,1253543000000,-122868000000,1130675000000,0,7660070000000,-2388778000000,5271292000000,-2652317000000,2618975000000,-529683000000,0,-529683000000,2089292000000,0,0
2018,2,9995548000000,-3835954000000,6159594000000,827762000000,-538004000000,289758000000,52908000000,-112460000000,15697000000,608676000000,-164424000000,444252000000,845000000,6850594000000,-2299870000000,4550724000000,-2794179000000,1756545000000,-344844000000,0,-344844000000,1411701000000,0,0
2018,3,9954794000000,-3952380000000,6002414000000,977208000000,-577406000000,399802000000,217852000000,41825000000,73715000000,1070836000000,-204911000000,865925000000,0,7601533000000,-3104244000000,4497289000000,-2747838000000,1749451000000,-350299000000,0,-350299000000,1399152000000,0,0
2018,4,10599636000000,-4086985000000,6512651000000,1144191000000,-535732000000,608459000000,-355000000000,-16077000000,-16976000000,2430819000000,-190410000000,2240409000000,0,8973466000000,-2841032000000,6132434000000,-3058897000000,3073537000000,-618114000000,0,-618114000000,2455423000000,0,0
2019,1,11377003000000,-4591551000000,6785452000000,1130352000000,-385442000000,744910000000,-37362000000,2526000000,169058000000,390313000000,-92103000000,298210000000,0,7962794000000,-2975846000000,4986948000000,-3204410000000,1782538000000,-360613000000,-41000000,-360654000000,1421884000000,0,0
2019,2,12113541000000,-4447685000000,7665856000000,1356598000000,-867869000000,488729000000,1382000000,53684000000,106769000000,806643000000,-253640000000,553003000000,0,8869423000000,-3043733000000,5825690000000,-3265617000000,2560073000000,-510846000000,41000000,-510805000000,2049268000000,0,1413
2019,3,12969112000000,-4992144000000,7976968000000,1459510000000,-750986000000,708524000000,-81416000000,145458000000,200255000000,636584000000,-87715000000,548869000000,2635000000,9501293000000,-3122221000000,6379072000000,-3522665000000,2856407000000,-573805000000,0,-573805000000,2282602000000,0,0
2019,4,13237012000000,-5172944000000,8064068000000,1719121000000,-691550000000,1027571000000,-99483000000,83178000000,327077000000,848680000000,-229096000000,619584000000,0,10021995000000,-3192210000000,6829785000000,-3694933000000,3134852000000,-620576000000,0,-620576000000,2514276000000,0,0
2020,1,13247863000000,-5226685000000,8021178000000,1439264000000,-744113000000,695151000000,-538000000,218330000000,520690000000,594577000000,-143775000000,450802000000,0,9905613000000,-3282646000000,6622967000000,-3711575000001,2911391999999,-597397000000,0,-597397000000,2313994999999,0,949
2020,2,12881820000000,-5181017000000,7700803000000,1402594000000,-715181000000,687413000000,-92620000000,16699000000,95862000000,743621000000,-203307000000,540314000000,0,8948471000000,-2555273000000,6393198000000,-2719716999999,3673481000001,-722459000000,0,-722459000000,2951022000001,0,1211
