Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,1,838379537103,-522457056002,-5121063918,-14674808059,-32310821,4130765628,-27086317703,1594058493,273138746228,-13456447324,0,-125343410299,14642074537,0,0,40045022351,-84112760735,0,0,845421780338,-793308538370,0,-9720078000,0,42393163968,231419149461,47307913043,1089624266,279816686770
2010,1,617143588800,-935125379598,-4398557653,-21738054952,-3745531490,62741106416,-4288719594,1912474578,-289411548071,-733290223,0,-17400000000,21256640200,-12600000000,0,11148795363,1672145340,0,0,905050722401,-666155942349,0,-16622230000,0,222272550052,-65466852679,76880730997,132306334,11546184652
2010,2,1235548521910,-1374468931186,-9304747792,-47517356503,-5466350733,99840810276,-49187392671,0,-150555446699,-992381132,45000000,-198687200000,135317026803,-17300000000,0,11446604465,-70170949864,0,0,1545810733302,-1341675237908,0,-16622230000,0,187513265394,-33213131169,76880730997,3313908,43670913736
2010,3,2107899164170,-1924513476713,-13460810439,-70771307388,-6250707233,121191773065,-56363889173,0,157730746289,-1779284768,45000000,-158942066913,85852309094,-20045655000,0,11742821598,-83126875989,0,0,2054042441424,-2171563272144,0,-16622230000,0,-134143060720,-59539190420,76880730997,-116278627,17225261950
2011,1,621694796695,-619210268655,-5607075726,-20148324016,0,44859157015,-2701427831,0,18886857482,-262827273,9000000,0,0,-1800000000,0,840977504,-1212849769,0,0,876426439926,-696083931164,0,-7220756284,0,173121752478,190795760191,96752900962,701928621,288250589774
2011,2,995324998555,-1022729210584,-5832156593,-21970700681,-1760569201,-18664915153,-63446217485,0,-139078771142,-442215213,11114879,0,0,-3500000000,0,803148657,-3127951677,16570000000,-3000360196,676316022971,-757388154779,0,-889276466,0,-68391768470,-210598491289,288250589774,-720080978,76932017507
2011,3,968255901161,-897208369414,-6041129520,-20500519951,-1241521597,37089531189,36731140604,0,117085032472,-38057781246,-20114879,0,0,-2830483453,0,-669685124,-41578064702,0,-807056608,780324762783,-872478375380,0,7000000,0,-92953669205,-17446701435,76932017507,-5851211,59479464861
2011,4,47811051078,78460846170,-5357320354,-22252844978,-3024799514,-28003544562,-66524616789,0,1108771051,15404423154,21000000,-57466583560,54598745291,2830483453,0,2199821028,17587889366,0,0,470719961026,-409640178005,0,-1710000,0,61078073021,79774733438,59479464861,-802647907,138451550392
2012,1,663355532682,-895177724060,-8289174679,-32577003855,-9875277,73473334549,-4440351322,0,-203665261962,-826770438,105000000,0,0,0,0,395718785,-326051653,0,0,903021061928,-811705059715,0,-54149000,0,91261853213,-112729460402,138451550392,382256039,26104346029
2012,2,829098261681,-535448420331,-5489527128,-25771993259,-585203025,178662834826,-158486449332,0,281979503432,777148246,-105000000,105000000,0,0,0,-152921672,624226574,0,0,630828746632,-909683673806,0,-153933250,0,-279008860424,3594869582,26104346029,-191426065,29507789546
2012,3,525225975375,-470745425945,-6470342028,-12544713771,-324519096,113233577443,-48043353104,0,100331198874,-51410000,175000000,-105000000,0,0,0,1452553017,1471143017,0,0,473267482372,-592540266699,0,-8500626000,0,-127773410327,-25971068436,29507789546,-78105181,3458615929
2012,4,559084607909,-501834872452,-6450623788,-8525447067,-665708130,66517624060,-66823023794,0,41302556738,-1604210027,0,0,0,0,0,1181462778,-422747249,0,0,366247091742,-395775851816,0,0,0,-29528760074,11351049415,3458615929,-124737424,14684927920
2013,1,319170514030,-216272889945,-10286116565,-5801039800,-2226258708,85078612253,-64635295570,0,105027525695,-1843869091,0,0,0,0,0,460074633,-1383794458,0,0,179640422705,-291120178103,0,0,0,-111479755398,-7836024161,14684927920,-147749163,6701154596
2013,2,234306534993,-125646546479,-5912739660,-4262574783,-1150426414,80607642533,-62642473342,0,115299416848,-242390000,0,0,0,0,0,247154455,4764455,0,0,92863737359,-188454230695,0,-3500000,0,-95593993336,19710187967,6701154596,-88632137,26322710426
2013,3,176212420169,-141763717295,-6896991878,-1462915284,0,85765383313,-103177790249,0,8676388776,-183300000,0,0,0,0,0,6967934,-176332066,0,0,100252009756,-103952424071,0,0,0,-3700414315,4799642395,26322710426,-43704995,31078647826
2013,4,148014336004,-117644301985,-6634415405,-1973178550,-23826206,49199972054,-49213175905,0,21725410007,-157101000,0,0,0,0,0,1260793788,1103692788,0,0,98488282747,-123479552505,0,0,0,-24991269758,-2162166963,31078647826,-1976869,28914503994
2014,1,84729071453,-59133368065,-11260515784,-1712607130,-6976150919,58219236895,-61198301011,0,2667365439,-1086720000,0,0,0,0,0,164610925,-922109075,0,0,56944488909,-71819541251,0,0,0,-14875052342,-13129795978,28914503994,-16230288,15768477728
2014,2,130335706057,-106528675915,-7258537019,-2178129969,-336480914,54546586193,-61276936020,0,7303532413,-791581246,63390000,0,0,0,0,41257558,-686933688,7698000000,0,83094313790,-86340341975,0,0,0,4451971815,11068570540,15768477728,-45637323,26791410945
2014,3,84142538862,-63501972020,-10336621827,-1183072891,-350917225,97578101091,-151215236520,0,-44867180530,-3205606818,17953386000,-39850000000,51900000000,0,0,107928437,26905707619,75000000000,0,26175363241,-78592497374,0,0,0,22582865867,4621392956,26791410945,-9801708,31403002193
2014,4,148361692384,-152247744159,-11281333806,-1102125011,-332758179,49747574473,-40979625613,0,-7834319911,-1314333981,14338636364,-104070813817,23332840000,-10000000000,0,734574380,-76979097054,0,0,-166214165940,482378836050,-237373072500,0,0,78791597610,-6021819355,31403002193,847640,25382030478
