disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2007-10-04,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2007-10-04,,,Ngày giao dịch đầu tiên trên HOSE,,,,
2007-10-31,investorRight,POLL,Lấy ý kiến cổ đông,2007-11-07,2007-11-30,2007-11-30,Lấy ý kiến cổ đông bằng văn bản về việc thông qua phương án phát hành thêm cổ  phiếu để tăng vốn điều lệ của Công ty.,,,,
2007-12-17,investorRight,MEETING,Họp cổ đông,2007-12-25,2008-01-26,2008-01-26,ĐHĐCĐ thường niên năm 2008,,,,
2008-08-22,investorRight,POLL,Lấy ý kiến cổ đông,2008-09-08,2008-09-23,2008-09-23,Lấy ý kiến cổ đông bằng văn bản về việc thay đổi phương án phát hành để tăng vốn điều lệ của công ty,,,,
2008-12-02,investorRight,DIVIDEND,Cổ tức bằng tiền,2008-12-11,2008-12-31,2008-12-31,Trả cổ tức đợt 1/2008 (2000 đ/cp),2000,20,1,2008
2009-01-19,investorRight,DIVIDEND,Cổ tức bằng tiền,2009-02-09,2009-03-12,2009-03-12,Trả cổ tức đợt 2/2008 (1200 đ/cp),1200,12,2,2008
2009-01-19,investorRight,MEETING,Họp cổ đông,2009-02-09,2009-03-15,2009-03-15,ĐHĐCĐ thường niên năm 2009,,,,
2010-01-04,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-01-13,2010-02-02,2010-02-02,Trả cổ tức năm 2009 (2000 đ/cp),2000,20,,2009
2010-01-04,investorRight,MEETING,Họp cổ đông,2010-01-13,2010-03-04,2010-03-04,ĐHCĐ thường niên 2010,,,,
2011-01-04,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-01-12,2011-01-28,2011-01-28,Trả cổ tức năm 2010 (1000 đ/cp),1000,10,,2010
2011-01-04,investorRight,MEETING,Họp cổ đông,2011-01-12,2011-02-21,2011-02-21,ĐHCĐ thường niên 2011,,,,
2012-02-21,investorRight,MEETING,Họp cổ đông,2012-03-02,2012-03-21,2012-03-21,ĐHĐCĐ thường niên 2012,,,,
2013-02-28,stockAlert,alert,Cảnh báo,2013-02-28,2015-03-16,,CP thuộc diện cảnh báo,,,,
2013-04-25,investorRight,MEETING,Họp cổ đông,2013-05-09,2013-05-29,2013-05-29,ĐHĐCĐ thường niên năm 2013,,,,
2014-03-20,investorRight,MEETING,Họp cổ đông,2014-04-08,2014-04-29,2014-04-29,ĐHĐCĐ thường niên năm 2014,,,,
2014-05-29,investorRight,MEETING,Họp cổ đông,2014-06-11,2014-06-27,2014-06-27,ĐHĐCĐ bất thường năm 2014,,,,
2014-06-30,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2014-06-30,2015-03-16,,Vì thuộc diện bị kiểm soát đặc biệt,,,,
2014-08-14,schedEvent,schedIssue,Dự kiến phát hành,,,,Phát hành chào bán cổ phiếu riêng lẻ,,,,
2014-09-05,stockAlert,noticed,Nhắc nhở,2014-09-05,,,Nhắc nhở chậm công bố BCTC bán niên,,,,
2014-09-22,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2015-08-04,,,Số lượng: 7.500.000 cổ phiếu,,,,
2014-09-26,investorRight,MEETING,Họp cổ đông,2014-10-13,2014-11-08,2014-11-08,ĐHĐCĐ bất thường năm 2014,,,,
2015-01-28,investorRight,MEETING,Họp cổ đông,2015-02-03,2015-03-14,2015-03-14,ĐHĐCĐ thường niên năm 2015,,,,
2015-03-11,investorRight,ISSUE,Phát hành thêm,2015-03-17,2015-04-23,,"Tỷ lệ 1:2, giá 10.000 đ/cp",,200,,
2015-03-11,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2015-03-17,2015-03-19,,Tỷ lệ 100:7,,7,,2011
2015-03-11,investorRight,KINDDIV,Cổ phiếu thưởng,2015-03-17,2015-03-19,,Tỷ lệ 100:60,,60,,
2015-04-14,schedEvent,schedIssue,Dự kiến phát hành,2015-04-02,2015-04-02,,Phát hành cp cho cán bộ công nhân viên,,,,
2015-04-17,stockAlert,noticed,Nhắc nhở,2015-04-17,,,Vv chậm nộp BCTN,,,,
2015-05-20,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2015-05-26,,,Số lượng 11.385.297 cp,,,,
2015-06-01,schedEvent,schedIssue,Dự kiến phát hành,,,,Chào bán tăng vốn điều lệ,,,,
2015-06-10,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2015-06-16,,,Số lượng 31.625.830 cp,,,,
2015-06-10,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2016-05-09,,,Số lượng 15.000.000 cp,,,,
2015-07-03,investorRight,ISSUE,Phát hành thêm,2015-07-13,2015-08-24,,"Tỷ lệ 1:1, giá 10.000 đ/cp",,100,,
