Year,Quarter,I. Current Assets,1. Short term financial assets,1.1.Cash and cash equivalents,1.1.1. Cash,1.1.1.1 Cash deposited by investors for securities trading,1.1.2. Cash equivalents,1.2. Net Value Short-term investments,1.2.1. Short-term investments,1.2.2. Held-to-maturity investment,1.2.3. Loans,1.2.4. Available for sales assets,1.2.5. Provisions for impairments of short-term investments,1.3. Accounts receivable,1.3.1. Receivables(from 2019),1.3.1.1. Account receivables,1.3.1.2. Receivables and accrued dividend/interest of financial assets,1.3.1.2.1. Due or overdue receivables on dividend/interest,1.3.1.2.1.1. Doubtful debts on dividend/interest which are overdue,1.3.1.2.2 Undue accrued dividend/interest,1.3.2. Trade accounts receivable,1.3.3. Deductible value added tax,1.3.4. Receivables form services provided by the stock company,1.3.5. Prepayments to suppliers,1.3.6. Intercompany receivables,1.3.7. Receivables arise from transaction error,1.3.8. Receivable from trading stocks,1.3.9. Construction contract in progress receivables,1.3.10. Short-term loans receivables,1.3.11. Other receivables,1.3.12. Provision for short term receivables,1.3.13. Provision for doubtful debts,1.3.14. Shortage of current assets waiting for solution,"1.4.Inventories,net",1.4.1.Inventories,1.4.2. Provision for decline in inventories,2. Other current assets,2.1. Advance,2.2. Tools and equipments,2.3. Short-term prepayments,2.4. Short term Collaterals,2.5. VAT to be claimed,2.6. Other taxes receivable,2.7. Government bonds purchased for resale,2.8. Other current assets,2.9. Provision for other current assets,II. Long-Term Assets,1. Long term financial assets,1.1. Long-term trade receivables,1.1.1. Long-term customer receivables,1.1.2. Long-term prepayments to suppliers,1.1.3. Paid-in capital in wholly-owned subsidiaries,1.1.4. Long-term intercompany receivables,1.1.5. Long-term loans receivables,1.1.6. Other long-term receivables,1.1.7. Provision for doubtful LT receivable,1.2. Long-term investments,1.2.1. Investments in subsidiaries,1.2.2. Investments in associates,1.2.3. Long- term securities Investments,1.2.3.1. Held-to-maturity investment,1.2.4. Other long-term investments,1.2.5. Provision for diminuation in value of long-term investments,2. Fixed Assets,2.1. Tangible fixed assets Accumulated depreciation,2.1.1. Cost,2.1.2. Accumulated depreciation,2.1.3. Revaluation of tangible fixed assets using fair value model,2.2 Finance lease assets,2.2.1. Cost,2.2.2. Accumulated depreciation,2.2.3. Revaluation of fixed assets in financial lease using fair value model,2.3. Intangible fixed assets,2.3.1. Cost,2.3.2. Accumulated depreciation,2.3.3. Revaluation of intangible fixed assets using fair value model,2.4. Construction in progress,3. Net Investment properties,3.1. Cost,3.2.Accumulated depreciation,3.3.Revaluation of investment property using fair value model,4. Long-term incomplete assets,4.1. Long-term cost of work in progress,4.2. Construction in progress,5. Other long-term assets,5.1. Long term collaterals,5.2. Long-term prepayments,5.3. Deferred income tax assets,"5.4. Long-term equipment, material and spare parts",5.5. Payments to Settlement Assistance Fund,5.6. Other long-term assets,5.7. Goodwill,6. Provision for long term assets,A.  Total Assets,I. Liabilites,1. Current liabilities,1.1. Short-term borrowings,1.1.1. Short term borrowings,1.1.2. Short term finance lease,1.2. Short term financial assets borrowings,1.3. Short term convertible bonds,1.4. Short term bonds issued,1.5. Borrowings form payable assistance fund,1.6. Payables to securities trading,1.7. Payable arise from transaction errors,1.8. Short-term trade payables,1.9. Advances from customer,1.10. Taxes and liabilities to State budget,1.11. Payable to employees,1.12. Employees' welfare payable to authorities,1.13. Accrued expenses,1.14. Intercompany payables,1.15. Short-term unrealized revenue,1.16. Short term collaterals received,1.17. Construction contract in progress payables,"1.18. Dividend, principal and interest payables",1.19. Payables to securities issuers,1.20. Other payables,1.21. Provision for ST liabilities,1.22.Bonus and welfare funds,1.23.Price stabilization fund,1.24.Government bonds purchased for resale,2. Long-term liabilities,2.1. Long-term borrowings,2.1.1. Long term borrowings,2.1.2. Long term financial lease,2.2. Long term financial assets borrowings,2.3. Convertible bonds,2.4. Long term bonds,2.5. Long-term trade payables,2.6. Long-term advances from customers,2.7. Long-term accrued expenses,2.8. Long-term intercompany payables,2.9. Intra-company payables for operating capital received,2.10. Deffered revenue,2.11. Long term collaterals received,2.12. Other long-term payables,2.13. Preferred shares,2.14. Provision for severance allowances,2.15. Provision for long-term liabilities,2.16. Provision for compensation of investors,2.17. Deferred income tax liabilities,2.18. Technology-science development fund,II. Owner's equity,1. Capital and researves,1.1. Shareholders' equity,1.1.1. Paid-in capital,1.1.1.1 Common shares,1.1.1.2 Preferred shares,1.1.2. Share premium,1.1.3. Conversion options on convertible bonds,1.1.4. Owner's other capital,1.1.5. Treasury shares,1.2. Differences upon asset revaluation,1.3. Foreign exchange differences,1.4. Charter reserve,1.5. Investment and development funds,1.6. Financial researve funds,1.7. Other funds in owners' equity,1.8. Undistributed earnings,1.8.1. Realized gain,1.8.1.1 Beginning accumulated undistributed earnings,1.8.1.2 Current period undistributed earnings,1.8.2. Unrealized gain,1.9. Minority interests,2. Budget sources and other funds,2.1. Bonus and welfare funds,2.2. Budget sources and other funds,2.2. Funds used for fixed asset acquisitions,III. Minority Interests,B. Total Resources,C. Distributed profit to investor,1. Distributed profit to investor during the year
2009,4,1318007876543,1314969883094,475868062713,475868062713,0,0,756648927798,756648927798,0,0,0,0,82452892583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82452892583,0,0,0,0,0,0,3037993449,0,0,0,0,0,0,0,3037993449,0,458532399123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15535442554,12733744538,12733744538,0,0,0,0,0,0,1122348016,1122348016,0,0,1679350000,429936000000,429936000000,0,0,0,0,0,13060956569,0,0,0,0,0,13060956569,0,0,1776540275666,523770432869,523702179868,523702179868,523702179868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68253001,68253001,68253001,68253001,68253001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252769842797,1250513044193,1332592536720,722339370000,722339370000,0,610253166720,0,0,0,-151500000,0,0,0,0,28644358196,-110572350723,-110572350723,0,-110572350723,0,0,2256798604,2256798604,0,0,0,1776540275666,0,0
2010,1,1245961228009,1241973412089,670283274957,435283274957,0,235000000000,516943873530,604238630989,0,0,0,-87294757459,54746263602,0,0,0,0,0,0,961241182,0,0,14960105413,0,0,1922223803,0,0,36902693204,0,0,0,0,0,0,3987815920,0,0,903765043,0,2668258877,0,0,415792000,0,466169353500,440593530000,0,0,0,0,0,0,0,0,440593530000,0,0,440593530000,0,0,0,12510495486,11453696605,24765497668,-13311801063,0,0,0,0,0,986198881,1988064540,-1001865659,0,70600000,0,0,0,0,0,0,0,13065328014,0,10681425515,0,0,0,2383902499,0,0,1712130581509,463740873263,463699509562,0,0,0,0,0,0,0,424159583073,0,2410958414,3981208500,2466700993,845848702,0,1149391154,0,0,0,0,8894480670,15077174132,3485027820,0,1229136104,0,0,41363701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41363701,0,0,0,0,1248389708246,1248389708246,1332364536720,722339370000,722339370000,0,610253166720,0,0,-228000000,0,0,0,0,28644358196,0,-112619186670,-112619186670,0,-112619186670,0,0,0,0,0,0,0,1712130581509,0,0
2010,2,1258759221639,1254622234195,536759668628,496759668628,0,40000000000,670081815030,770816453659,0,0,0,-100734638629,47780750537,0,0,0,0,0,0,1057346819,0,0,6461221001,0,0,1710905485,0,0,38941677232,0,-390400000,0,0,0,0,4136987444,0,0,1239893567,0,0,2668258877,0,228835000,0,510418701832,486997610397,0,0,0,0,0,0,0,0,486997610397,0,0,466586227397,0,20411383000,0,11027170044,10106520298,23856734081,-13750213783,0,0,0,0,0,850049746,1988064540,-1138014794,0,70600000,0,0,0,0,0,0,0,12393921391,0,10010018892,0,0,0,2383902499,0,0,1769177923471,521442639521,521428043929,0,0,0,0,0,0,0,467149810646,0,4655188807,4116628500,1511697700,773978993,0,2578115991,0,0,0,0,23577157780,12191963612,3768125796,0,1105376104,0,0,14595592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14595592,0,0,0,0,1247735283950,1247735283950,1332364536720,722339370000,722339370000,0,610253166720,0,0,-228000000,0,0,0,0,14322179098,14322179098,-113273610966,-113273610966,0,-113273610966,0,0,0,0,0,0,0,1769177923471,0,0
2010,3,1772283427433,1768121800050,1191135240840,781512940840,0,409622300000,541485869740,710094900349,0,0,0,-168609030609,35500689470,0,0,0,0,0,0,589925527,0,0,7559017954,0,0,967160821,0,0,26774985168,0,-390400000,0,0,0,0,4161627383,0,0,1199505766,0,0,2668258877,0,293862740,0,510588618247,486997610397,0,0,0,0,0,0,0,0,486997610397,0,0,486997610397,0,0,0,10415024684,9112464573,24110451930,-14997987357,0,0,0,0,0,1231960111,2506124040,-1274163929,0,70600000,0,0,0,0,0,0,0,13175983166,0,10792080667,0,0,0,2383902499,0,0,2282872045680,1118708212503,1118695072061,0,0,0,0,0,0,0,566275720097,0,6752713128,504038628500,1914953293,2430563891,0,2508706322,0,0,0,0,14140928725,14721453162,4871278839,0,1040126104,0,0,13140442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13140442,0,0,0,0,1164163833177,1164163833177,1332364536720,722339370000,722339370000,0,610253166720,0,0,-228000000,0,0,0,0,28644358196,0,-196845061739,-196845061739,0,-196845061739,0,0,0,0,0,0,0,2282872045680,0,0
2010,4,1104248670070,1100733857812,409171398010,268583195114,0,140588202896,518401864280,690190310419,0,0,0,-171788446139,173160595522,0,0,0,0,0,0,3679863220,0,0,9589624560,0,0,993842121,0,0,158897265621,0,0,0,0,0,0,3514812258,0,0,595751881,0,2668258877,0,0,250801500,0,507907555901,486997610397,0,0,0,0,0,0,0,0,486997610397,0,0,486997610397,0,0,0,8991096454,7870087418,24079548930,-16209461512,0,0,0,0,0,1050409036,2506124040,-1455715004,0,70600000,0,0,0,0,0,0,0,11918849050,0,10180648150,0,0,0,1738200900,0,0,1612156225971,465981871909,465920964178,0,0,0,0,0,0,0,243039913639,0,4986290341,3777628500,3395735439,8386991474,0,2142365897,0,0,0,0,10613306875,45683518198,142867961722,0,1027252093,0,0,60907731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60907731,0,0,0,0,1146174354062,1146174354062,1332364536720,722339370000,722339370000,0,610253166720,0,0,-228000000,0,0,0,0,28644358196,0,-214834540854,-214834540854,0,-214834540854,0,0,0,0,0,0,0,1612156225971,0,0
2011,1,944447344355,937912186364,958069287169,192486465914,0,765582821255,-170530104039,0,0,0,0,-170530104039,150373003234,0,0,0,0,0,0,2624544119,0,0,9723917060,0,0,779497683,0,0,148366473071,0,-11121428699,0,0,0,0,6535157991,0,0,3347591880,0,61182234,2668258877,0,458125000,0,516552325995,488746000397,0,0,0,0,0,0,0,0,488746000397,0,0,488746000397,0,0,0,13842688075,7483624178,24499144005,-17015519827,0,0,0,0,0,6288463897,8287037040,-1998573143,0,70600000,0,0,0,0,0,0,0,13963637523,0,12336436623,0,0,0,1627200900,0,0,1460999670350,369079768378,369027823897,0,0,0,0,0,0,0,179731166168,0,7301899887,3702021167,1236964447,4343427634,0,2208689813,0,0,0,0,9091670218,7521381302,152968548918,0,922054343,0,0,51944481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51944481,0,0,0,0,1091919901972,1091919901972,1332364536720,722339370000,722339370000,0,610253166720,0,0,-228000000,0,0,0,0,28644358196,0,-269088992944,-269088992944,0,-269088992944,0,0,0,0,0,0,0,1460999670350,0,0
2011,2,1028494580680,1022677145523,385571367114,226198626568,0,159372740546,489240878420,665963037229,0,0,0,-176722158809,147864899989,0,0,0,0,0,0,7199452132,0,0,6497165836,0,0,808236164,0,0,144481474556,0,-11121428699,0,0,0,0,5817435157,0,0,2731467428,0,6497352,2668258877,0,411211500,0,372756690810,335646973000,0,0,0,0,0,0,0,0,335646973000,0,0,317871000000,0,17775973000,0,22035159196,14213576955,32113812789,-17900235834,0,0,0,0,0,7821582241,10470716440,-2649134199,0,0,0,0,0,0,0,0,0,15074558614,0,13447357714,0,0,0,1627200900,0,0,1401251271490,335547699402,335506345871,0,0,0,0,0,0,0,192522740472,0,8291862454,3168321167,2052588005,4216873729,0,571425617,0,0,0,0,11187810111,2689178302,109970878671,0,834667343,0,0,41353531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41353531,0,0,0,0,1065703572088,1065703572088,1332364536720,722339370000,722339370000,0,610253166720,0,0,-228000000,0,0,0,0,14322179098,14322179098,-295305322828,-295305322828,0,-295305322828,0,0,0,0,0,0,0,1401251271490,0,0
2011,3,1043417828058,1038793714358,684170069429,244332432877,0,439837636552,223125312830,387358375939,0,0,0,-164233063109,131498332099,0,0,0,0,0,0,1730997550,0,0,6701166100,0,0,1036604184,0,0,133150992964,0,-11121428699,0,0,0,0,4624113700,0,0,1639923323,0,0,2668258877,0,315931500,0,415430419795,380646973000,0,0,0,0,0,0,0,0,380646973000,0,0,0,0,380646973000,0,20153835072,12984294965,32178187869,-19193892904,0,0,0,0,0,7169540107,10470716440,-3301176333,0,0,0,0,0,0,0,0,0,14629611723,0,13002410823,0,0,0,1627200900,0,0,1458848247853,379858067892,379824345261,0,0,0,0,0,0,0,233503597349,0,12586525289,2997466167,1314623900,3996037134,0,472038081,0,0,0,0,11894750845,2147454552,110141234601,0,770617343,0,0,33722631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33722631,0,0,0,0,1078990179961,1078990179961,1332364536720,722339370000,722339370000,0,610253166720,0,0,-228000000,0,0,0,0,28644358196,0,-282018714955,-282018714955,0,-282018714955,0,0,0,0,0,0,0,1458848247853,0,0
2011,4,1001877202870,998572894610,590190087630,209969131618,0,380220956012,264129803934,465464309649,0,0,0,-201334505715,144253003046,0,0,0,0,0,0,3301537707,0,0,7949737534,0,0,738790025,0,0,143384366479,0,-11121428699,0,0,0,0,3304308260,0,0,490641383,0,0,2668258877,0,145408000,0,462518216608,430999112340,0,0,0,0,0,0,0,0,430999112340,0,0,430999112340,0,0,0,18359677676,11808052985,32214157869,-20406104884,0,0,0,0,0,6551624691,10470716440,-3919091749,0,0,0,0,0,0,0,0,0,13159426592,0,1714686041,0,0,0,11444740551,0,0,1464395419478,415222758118,415139508821,0,0,0,0,0,0,0,157155557781,0,15635229739,2238915000,1223562813,10575821820,0,549532075,0,0,0,0,10347081445,1915878752,214765062053,0,732867343,0,0,83249297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83249297,0,0,0,0,1049172661360,1049172661360,1332364536720,722339370000,722339370000,0,610253166720,0,0,-228000000,0,0,0,0,28644358196,0,-311836233556,-311836233556,0,-311836233556,0,0,0,0,0,0,0,1464395419478,0,0
2012,1,1256772085899,1253521122114,833487856884,349989763388,0,483498093496,368120186876,562503383059,0,0,0,-194383196183,51913078354,0,0,0,0,0,0,781409090,0,0,8038880534,0,0,1548109493,0,0,54274857936,0,-12730178699,0,0,0,0,3250963785,0,0,331997908,0,0,2668258877,0,250707000,0,359713553165,328667973000,0,0,0,0,0,0,0,0,328667973000,0,0,330452473000,0,0,-1784500000,15588739127,10127015443,31989973224,-21862957781,0,0,0,0,0,5461723684,10470716440,-5008992756,0,0,0,0,0,0,0,0,0,15456841038,0,14914440738,0,0,0,542400300,0,0,1616485639064,557752707507,557677847010,0,0,0,0,0,0,0,328017360826,0,24563026352,2053915000,1385720600,7516738343,0,1516469547,0,0,0,0,17948654365,1912121752,172057272882,0,706567343,0,0,74860497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74860497,0,0,0,0,1058732931557,1058732931557,1332364536720,722339370000,722339370000,0,610253166720,0,0,-228000000,0,0,0,0,28644358196,0,-302275963359,-302275963359,0,-302275963359,0,0,0,0,0,0,0,1616485639064,0,0
