Year,Quarter,I. Current Assets,1. Short term financial assets,1.1.Cash and cash equivalents,1.1.1. Cash,1.1.1.1 Cash deposited by investors for securities trading,1.1.2. Cash equivalents,1.2. Net Value Short-term investments,1.2.1. Short-term investments,1.2.2. Held-to-maturity investment,1.2.3. Loans,1.2.4. Available for sales assets,1.2.5. Provisions for impairments of short-term investments,1.3. Accounts receivable,1.3.1. Receivables(from 2019),1.3.1.1. Account receivables,1.3.1.2. Receivables and accrued dividend/interest of financial assets,1.3.1.2.1. Due or overdue receivables on dividend/interest,1.3.1.2.1.1. Doubtful debts on dividend/interest which are overdue,1.3.1.2.2 Undue accrued dividend/interest,1.3.2. Trade accounts receivable,1.3.3. Deductible value added tax,1.3.4. Receivables form services provided by the stock company,1.3.5. Prepayments to suppliers,1.3.6. Intercompany receivables,1.3.7. Receivables arise from transaction error,1.3.8. Receivable from trading stocks,1.3.9. Construction contract in progress receivables,1.3.10. Short-term loans receivables,1.3.11. Other receivables,1.3.12. Provision for short term receivables,1.3.13. Provision for doubtful debts,1.3.14. Shortage of current assets waiting for solution,"1.4.Inventories,net",1.4.1.Inventories,1.4.2. Provision for decline in inventories,2. Other current assets,2.1. Advance,2.2. Tools and equipments,2.3. Short-term prepayments,2.4. Short term Collaterals,2.5. VAT to be claimed,2.6. Other taxes receivable,2.7. Government bonds purchased for resale,2.8. Other current assets,2.9. Provision for other current assets,II. Long-Term Assets,1. Long term financial assets,1.1. Long-term trade receivables,1.1.1. Long-term customer receivables,1.1.2. Long-term prepayments to suppliers,1.1.3. Paid-in capital in wholly-owned subsidiaries,1.1.4. Long-term intercompany receivables,1.1.5. Long-term loans receivables,1.1.6. Other long-term receivables,1.1.7. Provision for doubtful LT receivable,1.2. Long-term investments,1.2.1. Investments in subsidiaries,1.2.2. Investments in associates,1.2.3. Long- term securities Investments,1.2.3.1. Held-to-maturity investment,1.2.4. Other long-term investments,1.2.5. Provision for diminuation in value of long-term investments,2. Fixed Assets,2.1. Tangible fixed assets Accumulated depreciation,2.1.1. Cost,2.1.2. Accumulated depreciation,2.1.3. Revaluation of tangible fixed assets using fair value model,2.2 Finance lease assets,2.2.1. Cost,2.2.2. Accumulated depreciation,2.2.3. Revaluation of fixed assets in financial lease using fair value model,2.3. Intangible fixed assets,2.3.1. Cost,2.3.2. Accumulated depreciation,2.3.3. Revaluation of intangible fixed assets using fair value model,2.4. Construction in progress,3. Net Investment properties,3.1. Cost,3.2.Accumulated depreciation,3.3.Revaluation of investment property using fair value model,4. Long-term incomplete assets,4.1. Long-term cost of work in progress,4.2. Construction in progress,5. Other long-term assets,5.1. Long term collaterals,5.2. Long-term prepayments,5.3. Deferred income tax assets,"5.4. Long-term equipment, material and spare parts",5.5. Payments to Settlement Assistance Fund,5.6. Other long-term assets,5.7. Goodwill,6. Provision for long term assets,A.  Total Assets,I. Liabilites,1. Current liabilities,1.1. Short-term borrowings,1.1.1. Short term borrowings,1.1.2. Short term finance lease,1.2. Short term financial assets borrowings,1.3. Short term convertible bonds,1.4. Short term bonds issued,1.5. Borrowings form payable assistance fund,1.6. Payables to securities trading,1.7. Payable arise from transaction errors,1.8. Short-term trade payables,1.9. Advances from customer,1.10. Taxes and liabilities to State budget,1.11. Payable to employees,1.12. Employees' welfare payable to authorities,1.13. Accrued expenses,1.14. Intercompany payables,1.15. Short-term unrealized revenue,1.16. Short term collaterals received,1.17. Construction contract in progress payables,"1.18. Dividend, principal and interest payables",1.19. Payables to securities issuers,1.20. Other payables,1.21. Provision for ST liabilities,1.22.Bonus and welfare funds,1.23.Price stabilization fund,1.24.Government bonds purchased for resale,2. Long-term liabilities,2.1. Long-term borrowings,2.1.1. Long term borrowings,2.1.2. Long term financial lease,2.2. Long term financial assets borrowings,2.3. Convertible bonds,2.4. Long term bonds,2.5. Long-term trade payables,2.6. Long-term advances from customers,2.7. Long-term accrued expenses,2.8. Long-term intercompany payables,2.9. Intra-company payables for operating capital received,2.10. Deffered revenue,2.11. Long term collaterals received,2.12. Other long-term payables,2.13. Preferred shares,2.14. Provision for severance allowances,2.15. Provision for long-term liabilities,2.16. Provision for compensation of investors,2.17. Deferred income tax liabilities,2.18. Technology-science development fund,II. Owner's equity,1. Capital and researves,1.1. Shareholders' equity,1.1.1. Paid-in capital,1.1.1.1 Common shares,1.1.1.2 Preferred shares,1.1.2. Share premium,1.1.3. Conversion options on convertible bonds,1.1.4. Owner's other capital,1.1.5. Treasury shares,1.2. Differences upon asset revaluation,1.3. Foreign exchange differences,1.4. Charter reserve,1.5. Investment and development funds,1.6. Financial researve funds,1.7. Other funds in owners' equity,1.8. Undistributed earnings,1.8.1. Realized gain,1.8.1.1 Beginning accumulated undistributed earnings,1.8.1.2 Current period undistributed earnings,1.8.2. Unrealized gain,1.9. Minority interests,2. Budget sources and other funds,2.1. Bonus and welfare funds,2.2. Budget sources and other funds,2.2. Funds used for fixed asset acquisitions,III. Minority Interests,B. Total Resources,C. Distributed profit to investor,1. Distributed profit to investor during the year
2014,4,486091618834,483591129876,168387639644,167887639644,0,500000000,15736568147,18300842141,0,0,0,-2564273994,299466922085,0,0,0,0,0,0,606350000,0,0,891361128,0,0,168780398847,0,0,136170454780,0,-6981642670,0,0,0,0,2500488958,0,0,629787346,0,1445664670,38304939,0,386732003,0,36425405300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23994723337,7371918074,43551020639,-36179102565,0,0,0,0,0,16395855263,54031795723,-37635940460,0,226950000,0,0,0,0,0,0,0,12430681963,0,142307210,0,0,0,12288374753,0,0,522517024134,308357721261,246945419343,0,0,0,0,0,0,0,198156069560,0,1675579783,0,391603653,1831792425,0,2959428083,0,0,0,0,288411974,0,34523106105,0,7119427760,0,0,61412301918,61000000000,61000000000,61000000000,61000000000,0,0,0,0,0,0,0,0,0,0,0,412301918,0,0,0,0,214159302873,214159302873,1406900000000,1266600000000,1266600000000,0,140300000000,0,0,0,0,0,0,4006041610,55523179467,49563234852,-1301833153056,-1301833153056,0,-1301833153056,0,0,0,0,0,0,0,522517024134,0,0
2015,1,399278104851,397322743858,82037984565,81537984565,0,500000000,28773747944,28817299468,0,0,0,-43551524,286511011349,0,0,0,0,0,0,606350000,0,0,1496018609,0,0,162803067340,0,0,124055629303,0,-2450053903,0,0,0,0,1955360993,0,0,1175949335,0,538424716,38304939,0,202682003,0,34704754049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21290781216,6396504922,43551020639,-37154515717,0,0,0,0,0,14667326294,54031795723,-39364469429,0,226950000,0,0,0,0,0,0,0,13413972833,0,76492106,0,0,13283280727,54200000,0,0,433982858900,225126584107,183714282189,33080000000,33080000000,0,0,0,0,0,111696310892,0,1675579783,0,0,1343618897,0,4507553530,0,0,0,0,2777022021,0,21622669306,0,7011527760,0,0,41412301918,41000000000,41000000000,41000000000,41000000000,0,0,0,0,0,0,0,0,0,0,0,412301918,0,0,0,0,208856274793,208856274793,1406900000000,1266600000000,1266600000000,0,140300000000,0,0,0,0,0,0,4006041610,55523179467,49563234852,-1307136181136,-1307136181136,0,-1307136181136,0,0,0,0,0,0,0,433982858900,0,0
2015,2,510204834328,508927140232,228460453253,227960453253,0,500000000,6309694961,7059359999,0,0,0,-749665038,274156992018,0,0,0,0,0,0,209000000,0,0,166456819,0,0,165609080535,0,0,109693845000,0,-1521390336,0,0,0,0,1277694096,0,0,782678975,0,143461905,38304939,0,313248277,0,35107054418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20357120041,5334438124,44483207067,-39148768943,0,0,0,0,0,14795731917,56163595723,-41367863806,0,226950000,0,0,0,0,0,0,0,14749934377,0,49300555,0,0,14646433822,54200000,0,0,545311888746,327332419011,285945320425,19200000000,19200000000,0,0,0,0,0,237413876839,0,40204426,0,813574031,2146912691,0,5835761681,0,0,0,0,714745192,0,13975479164,0,5804766401,0,0,41387098586,41000000000,41000000000,41000000000,41000000000,0,0,0,0,0,0,0,0,0,0,0,387098586,0,0,0,0,217979469735,217979469735,1406900000000,1266600000000,1266600000000,0,140300000000,0,0,0,0,0,0,4006041610,55523179467,49563234852,-1298012986194,-1298012986194,-1298012986194,0,0,0,0,0,0,0,0,545311888746,0,0
2015,3,550522155518,549308766857,293959358933,293459358933,0,500000000,32758474393,32802293891,0,0,0,-43819498,222590933531,0,0,0,0,0,0,601499,0,0,159096720,0,0,123772147829,0,0,100063788079,0,-1404700596,0,0,0,0,1213388661,0,0,385572188,0,195478897,38304939,0,594032637,0,32681914291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17957437965,4781644748,43519032639,-38737387891,0,0,0,0,0,12948843217,55831795723,-42882952506,0,226950000,0,0,0,0,0,0,0,14724476326,0,23842504,0,0,14646433822,54200000,0,0,583204069809,368921048517,327541301931,0,0,0,0,0,0,0,298730487156,0,40204426,0,3741276,1661710440,0,6425353034,0,0,0,0,345452542,0,15424545516,0,4909807541,0,0,41379746586,41000000000,41000000000,41000000000,41000000000,0,0,0,0,0,0,0,0,0,0,0,379746586,0,0,0,0,214283021292,214283021292,0,1266600000000,1266600000000,0,140300000000,0,0,0,0,0,0,4006041610,55523179467,49563234852,-1301709434637,-1301709434637,0,-1301709434637,0,0,0,0,0,0,0,583204069809,0,0
2015,4,579872932001,579014175387,224053692385,223553692385,0,500000000,9985837304,10938102186,0,0,0,-952264882,344974645698,0,0,0,0,0,0,18200000,0,0,182565805,0,0,229931823094,0,0,117171503386,0,-2329446587,0,0,0,0,858756614,0,0,320638089,0,238119660,38304939,0,261693926,0,30398252372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15688086229,4407531082,43519032639,-39111501557,0,0,0,0,0,11280555147,55831795723,-44551240576,0,0,0,0,0,0,0,0,0,14710166143,0,9532321,0,0,14646433822,54200000,0,0,610271184373,396648445830,355268699244,43000000000,43000000000,0,0,0,0,0,230145674195,0,11762608,0,11847557,1657568345,0,7809794992,0,0,0,0,299603292,0,67443140714,0,4889307541,0,0,41379746586,41000000000,41000000000,41000000000,41000000000,0,0,0,0,0,0,0,0,0,0,0,0,379746586,0,0,0,213622738543,213622738543,0,1266600000000,1266600000000,0,140300000000,0,0,0,0,0,0,4006041610,55523179467,49563234852,-1302369717386,-1302369717386,0,-1302369717386,0,0,0,0,0,0,0,610271184373,0,0
2016,1,257712777763,257308481837,3803275005,3303275005,0,500000000,14647322090,14668406165,0,0,0,-21084075,238857884742,2440658774,0,2440658774,2440658774,0,0,0,138140970,126969940594,0,0,0,0,0,0,110713845000,-1404700596,0,0,0,0,0,404295926,404295926,0,0,0,0,0,0,0,0,30561856406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13919990606,4153288985,43519032639,-39365743654,0,0,0,0,0,9766701621,55831795723,-46065094102,0,0,0,0,0,0,0,0,0,16641865800,157648000,728518462,0,0,15755699338,0,0,0,288274634169,74175057712,33175057712,0,0,0,0,0,0,0,0,0,20762608,0,17232795,1613554395,218913300,7499949161,0,0,0,0,0,0,22496664631,0,1307980822,0,0,41000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,41000000000,0,0,0,0,0,0,214099576457,214099576457,1406900000000,1266600000000,1266600000000,0,140300000000,0,0,0,0,0,105086414319,0,0,4006041610,-1301892879472,-1301892879472,0,-1301892879472,0,0,0,0,0,0,0,288274634169,0,0
2016,2,386048812672,384741699813,31966217641,31466217641,0,500000000,242837429687,19013230384,0,223824199303,0,0,109938052485,4330768014,1409546298,2921221716,0,0,2921221716,0,118787925,176899723,0,0,0,0,0,0,106716297421,-1404700598,0,0,0,0,0,1307112859,1049845926,0,211106933,46160000,0,0,0,0,0,28333928452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12158694983,3859763544,44483207067,-40623443523,0,0,0,0,0,8298931439,56163595723,-47864664284,0,0,0,0,0,0,0,0,0,16175233469,54200000,365334131,0,0,15755699338,0,0,0,414382741124,199841301017,199466306431,0,0,0,0,0,0,0,655520466,23908600,11674451608,70000000,851651112,1600919402,43825895,1742462064,0,0,0,0,0,0,181794803129,0,1008764155,0,0,374994586,0,0,0,0,0,0,0,0,0,0,0,0,0,374994586,0,0,0,0,0,0,214541440107,214541440107,1406900000000,1266600000000,1266600000000,0,140300000000,0,0,0,0,0,44599142581,0,55523179467,8970133881,-1301451015822,-1299776670585,0,-1299776670585,-1674345237,0,0,0,0,0,0,414382741124,0,0
2016,3,280647558966,279932363040,13218879763,13218879763,0,0,20065374445,20080901067,0,0,0,-15526622,246648108832,3576388278,0,3576388278,3576388278,0,0,0,128748773,166323354673,0,0,0,0,0,0,78024317704,-1404700596,0,0,0,0,0,715195926,715195926,0,0,0,0,0,0,0,0,26712167278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10501928594,3658404791,43519032639,-39860627848,0,0,0,0,0,6843523803,55831795723,-48988271920,0,0,0,0,0,0,0,0,0,16210238684,100360000,354179346,0,0,15755699338,0,0,0,307359726244,92448357845,51448357845,0,0,0,0,0,0,0,0,0,-16219799,0,6613488,1605348076,211136445,2757786009,0,0,0,0,0,0,46009762925,0,873930701,0,0,41000000000,0,0,0,0,0,0,41000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,214911368399,214911368399,1406900000000,1266600000000,1266600000000,0,140300000000,0,0,0,0,0,0,0,105086414319,4006041610,-1301081087530,-1301081087530,-1301081087530,0,0,0,0,0,0,0,0,307359726244,0,0
2016,4,347549875405,346857744479,647604652,647604652,0,0,12665916703,14396574746,0,0,0,-1730658043,333544223124,2503847789,0,2503847789,2503847789,0,0,0,122894225,191466788818,0,0,0,0,0,0,141640409135,-2189716843,0,0,0,0,0,692130926,692130926,0,0,0,0,0,0,0,0,24766671154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8724853761,3119689657,42601522639,-39481832982,0,0,0,0,0,5605164104,55831795723,-50226631619,0,0,0,0,0,0,0,0,0,16041817393,100360000,185758055,0,0,15755699338,0,0,0,372316546559,157711103138,116711103138,0,0,0,0,0,0,0,0,0,20762608,0,0,1226326801,12551635,2966317115,0,0,0,0,0,0,111731714278,0,753430701,0,0,41000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,41000000000,0,0,0,0,0,0,214605443421,214605443421,1406900000000,1266600000000,1266600000000,0,140300000000,0,0,0,0,0,105086414319,0,0,4006041610,-1301387012508,-1301387012508,0,-1301387012508,0,0,0,0,0,0,0,372316546559,0,0
2017,1,275411335652,273869667128,5793810297,5793810297,0,0,11919782705,11919782705,0,0,0,0,256156074126,1952691486,0,1952691486,0,0,1952691486,0,0,132396317409,0,0,0,0,0,0,123211765827,-1404700596,0,0,0,0,0,1541668524,1447145926,0,0,0,94522598,0,0,0,0,25176654946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7640499502,2894093035,42601522639,-39707429604,0,0,0,0,0,4746406467,55831795723,-51085389256,0,0,0,0,0,0,0,0,0,17536155444,48360000,512889155,0,0,16974906289,0,0,0,300587990598,96917949711,55917949711,0,0,0,0,0,0,0,0,0,20762608,0,6468062,1351661421,199498240,9727006468,0,0,0,0,0,0,44043622211,0,568930701,0,0,41000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,41000000000,0,0,0,0,0,0,203670040887,203670040887,1406900000000,1266600000000,1266600000000,0,140300000000,0,0,0,0,0,105086414319,4006041610,0,0,-1312322415042,-1312322415042,0,-1312322415042,0,0,0,0,0,0,0,300587990598,0,0
