Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2007,0,10400366643,12906880351,-229053444,-588920046,0,-5231126377,18697226436,0,35955373563,33225467309,-7222648926,-67559130531,-236192594,-18697226436,-9338067237,0,-1395816825,-35268241677,-6965458445,-1016308573,0,0,0,0,0,-7981767018,18600000000,0,606028511401,-563655942951,-4494284441,-15321269575,0,41157014434,-2092994261,11407079090,588920046,9903004875
2008,0,526889693,10922457592,-81388412,500932345,0,-206726768,12929579038,0,24591743488,128217646974,-2308149357,-37127859040,-1839333037,-12929579038,-1876855759,263977591,-245324046,96746267776,-8474069523,0,-521291667,0,0,0,206726768,-8788634422,500000000,0,252416930746,-339523743433,-3647804174,0,0,-90254616861,-2296983507,9903004875,-500932345,7105089023
2009,0,7841485815,14893665278,843507079,240662470,0,0,7106187853,0,30925508495,-64133379428,-2448570858,44726889978,-66343902,-8070615460,0,86438571724,-35147380737,52224679812,-33567687,1726592952,0,0,-5355821000,0,0,-3662795735,24500000000,0,174440193633,-229596338803,-6618956328,0,0,-37275101498,11286782579,7105089023,-579386896,17812484706
2010,0,24921184000,13072345156,-789033184,-129392967,0,-164635956,13596847514,0,50507314563,-21528473648,-305064814,2166688873,-785800457,-13528604287,-5722626962,641980272,-6203391053,5242022487,-17347440514,54545455,-32500000000,38700000000,0,0,164635956,-10928259103,0,0,313432937150,-282465891759,-5859160287,0,0,25107885104,19421648488,17812484706,-11238394,37222894800
2011,0,11624643021,13924875352,256795220,467646553,0,-2849361217,27446268840,0,50870867769,-6398522878,-48289521629,-11843653760,413301247,-26830958146,-1333819087,0,-2212214701,-45624521185,-10817406634,7547991053,0,0,0,0,0,-3269415581,0,0,602794412155,-533707413569,-3876395184,-12824650000,0,52385953402,3492016636,37222894800,73148332,40788059768
2012,0,12318186338,14078827948,1501218194,-1188380,0,412027694,24417170308,0,52726242102,-11604047884,-18760984693,28431193040,216446559,-24417170308,-3683448746,0,-1741834779,21166395291,-21494728238,478766194,0,0,-7711642000,19820392000,124547346,-8782664698,0,0,590522687703,-619245168355,0,-6402305000,0,-35124785652,-22741055059,40788059768,1188380,18048193089
2013,0,5006979977,15737434845,1483617722,-17906351,0,383289265,19610715583,0,42204131041,30698062301,-9375252856,4248795586,-1284306606,-19610715583,-3442355000,0,-1525988723,41912370160,-27784111383,0,0,0,0,0,0,-27784111383,0,0,713143557128,-673717753118,0,-6573275000,0,32852529010,46980787787,18048193089,32899780,65061880656
2014,0,14825276962,15118237730,810236314,89622651,0,8528751937,17402291142,0,56774416736,-22412989947,-22621093972,22223951754,874659343,-17402291142,-1943516395,0,-1095316584,14397819793,-21485146131,1720497184,-12800000000,0,0,7711642000,1067350567,-23785656380,0,0,717732793223,-696318616031,0,-5125275000,0,16288902192,6901065605,65061880656,0,71962946261
2015,0,29390439284,15067088410,757427821,27816748,0,3813420993,16501940017,0,65558133273,9737924625,6567919640,22867767734,-2086714673,-16389559139,-3400437752,0,-1896914816,80958118892,-32966424587,-721760635,0,0,0,0,1274838956,-32413346266,0,0,731025084637,-729991879184,-645388993,-14276000000,0,-13888183540,34656589086,71962946261,39064925,106658600272
2016,0,52053336044,17348679873,6494997487,-419904452,0,-2568114514,19241995781,0,92150990219,22969325602,20644252633,-39157115592,-890350008,-19161149255,-7126721224,0,-3807638108,65621594267,-48419993638,331375267,-50000000000,50000000000,0,0,2669029481,-45419588890,81384120000,0,785234721516,-747793300315,-434974500,-19485137000,0,98905429701,119107435078,106658600272,252067453,226018102803
