disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2010-11-25,stockAlert,listedHnx,Ngày giao dịch đầu tiên trên HNX,2010-12-08,,,Ngày giao dịch đầu tiên trên sàn HNX,,,,
2011-03-22,investorRight,MEETING,Họp cổ đông,2011-03-29,2011-04-16,2011-04-16,ĐHCĐ thường niên 2011,,,,
2011-10-11,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-10-19,2011-12-15,2011-12-15,Trả cổ tức năm 2010 (1.000 đ/cp),1000,10,,2010
2012-03-21,investorRight,MEETING,Họp cổ đông,2012-03-28,2012-04-21,2012-04-21,ĐHĐCĐ thường niên năm 2012,,,,
2012-10-22,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-10-26,2012-12-20,2012-12-20,Trả cổ tức năm 2011 (500 đ/cp),500,5,,2011
2013-04-10,investorRight,MEETING,Họp cổ đông,2013-04-16,2013-05-04,2013-05-04,Đại hội đồng cổ đông thường niên năm 2013,,,,
2013-10-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-10-18,2013-11-20,2013-11-20,Cổ tức năm 2012 (500đ/cp),500,5,,2012
2014-03-11,investorRight,MEETING,Họp cổ đông,2014-03-20,2014-04-28,2014-04-28,Đại hội cổ đông thường niên năm 2014,,,,
2014-07-11,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-07-21,2014-08-06,2014-08-06,Trả cổ tức năm 2013 (500 đ/cp),500,5,,2013
2014-08-22,schedEvent,schedIssue,Dự kiến phát hành,,,,Phát hành bổ sung vốn,,,,
2015-03-04,investorRight,MEETING,Họp cổ đông,2015-03-12,2015-04-18,2015-04-18,ĐHĐCĐ thường niên năm 2015,,,,
2015-06-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-07-01,2015-07-15,2015-07-15,Trả cổ tức năm 2014 (1.000đ/cp),1000,10,,2014
2016-03-18,investorRight,MEETING,Họp cổ đông,2016-03-30,2016-04-29,2016-04-29,ĐHCĐ thường niên năm 2016,,,,
2016-05-04,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến cổ tức 2016 (1500đ/cp),1500,15,,2016
2016-05-04,schedEvent,schedIssue,Dự kiến phát hành,,,,Dự kiến phát hành cổ phiếu ESOP,,,,
2016-05-04,schedEvent,schedExchange,Dự kiến chuyển sàn,2017-01-01,,,Dự kiến chuyển sàn sang HSX (Chưa rõ ngày chuyển),,,,
2016-06-03,schedEvent,schedIssue,Dự kiến phát hành,2016-08-01,2016-08-01,,phát hành cp cho cổ đông hiện hữu,,53.85,,
2016-07-19,investorRight,ISSUE,Phát hành thêm,2016-08-01,2016-09-12,,"Phát hành 7,000,000 cp cho CĐHH, giá 12000 đ/cp, tỷ lệ 100:53.85",,53.85,,
2016-07-19,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-08-01,2016-08-15,2016-08-15,Trả cổ tức năm 2015 (1500 đ/cp),1500,15,,2015
2016-10-24,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2016-10-27,,,Số lượng 7000000 cp,,,,
2016-11-02,investorRight,MEETING,Họp cổ đông,2016-11-11,2016-11-26,2016-11-26,ĐHĐCĐ bất thường năm 2016,,,,
2017-01-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-01-19,2017-02-28,2017-02-28,Cổ tức năm 2016 (1.500đ/cp),1500,15,,2016
2017-03-06,investorRight,MEETING,Họp cổ đông,2017-03-17,2017-04-22,2017-04-22,ĐHCĐ thường niên năm 2017,,,,
2017-04-13,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2017-04-14,2018-01-05,,Chậm CBTT BCTC kiểm toán năm 2016 quá 5 ngày làm việc,,,,
2017-04-20,stockAlert,alert,Cảnh báo,2017-04-21,2017-12-19,,Chậm CBTT BCTC kiểm toán 2016 quá 15 ngày,,,,
2017-04-24,schedEvent,schedIssue,Dự kiến phát hành,,,,Dự kiến phát hành cổ phiếu cho CBCNV theo chương trình ESOP,,5,,
2017-06-22,stockAlert,noticed,Nhắc nhở,2017-06-20,,,Vi phạm CBTT,,,,
2018-04-10,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2018-04-12,2019-01-07,,BCTC 2017 có ý kiển không phải chấp nhận toàn phần của KT,,,,
2018-05-23,investorRight,MEETING,Họp cổ đông,2018-06-11,,,ĐHĐCĐ thường niên năm 2018,,,,
2018-07-05,investorRight,MEETING,Họp cổ đông,2018-07-26,2018-08-14,2018-08-14,ĐHĐCĐ bất thường năm 2018,,,,
2019-04-05,investorRight,MEETING,Họp cổ đông,2019-04-25,2019-05-20,2019-05-20,ĐHĐCĐ thường niên năm 2019,,,,
2019-08-27,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2019-08-29,2019-10-07,,Chậm CBTT BCTT bán niên năm 2019,,,,
2020-04-24,investorRight,MEETING,Họp cổ đông,2020-05-19,2020-06-15,2020-06-15,ĐHĐCĐ thường niên năm 2020,,,,
