Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,4247272872,538808731,0,0,0,608746975,585732161,0,5980560739,-37117884393,-7151205385,76634324795,-192536610,-585732161,-293621037,1546263898,-7785823008,31034346838,-5495982361,0,0,0,-800000000,0,227568668,-6068413693,0,-1429324400,55974757329,-22268924723,-1407244686,0,0,30869263520,55835196665,15004188448,0,70839385113
2010,2,9747295881,1155722912,0,0,0,-1568878341,2069108752,0,11403249204,-51449519620,-9617017493,97817338775,-142284284,-2069108752,-959730912,5857044245,-10535251671,40304719492,-44861781,0,-9950000000,1227930000,-2535500000,0,1568878341,-9733553440,0,0,-1429324400,88545473751,-47853225995,-2138383214,0,37124540142,67695706194,15004188448,0,82699894642
2010,3,16031535816,1855140997,0,0,0,-10544120802,1704953440,0,9047509451,-55667289107,-31932042570,72515046582,-102099306,-1704953440,-3033045306,8434964631,-13517734153,-15959643218,-82852691,43603674545,-11450000000,7227930000,-6105500000,0,2544120802,35737372656,34257775000,-1429324400,143268822606,-137547834324,-2892710271,0,0,35656728611,55434458049,15004188448,0,70438646497
2010,4,28249299961,4102477008,264060,534647960,0,-16517384124,5620122199,0,21989427064,-37582494144,13631057955,20284536132,-1470437800,-5620122199,-5530209048,19920905668,-36405120146,-10782456518,-13883566242,44049129091,-13550268056,8227930000,-6280500000,5700000000,4380380398,28643105191,34257775000,-1429324400,203297160468,-198386740549,-3348947471,0,0,34389923048,52250571721,15004188448,0,67254760169
2011,1,1483053739,802224279,0,0,0,-2062687059,1928954123,0,2151545082,16140515201,-30993985671,2154668319,397088289,-1928954123,-771457573,1575195040,-812279065,-12087664501,0,0,-2000000000,1900000000,0,0,2062544922,1962544922,0,0,62296267510,-58384180423,-465794195,0,0,3446292892,-6678826687,67254760169,0,60575933482
2011,2,10235682921,821163672,0,226351870,0,-10889891942,3350308342,0,3743614863,12357067255,-16203757912,-34252705084,225082264,-3350308342,-3542841229,694050658,-1047989518,-41377787045,-454545455,61900000000,-725000000,2989097795,-2210000000,0,4010722015,65510274355,0,-5280628650,93266455560,-84749590574,-472609513,-9402519000,0,-6638892177,17493595133,60575933482,0,78069528615
2011,3,2282269634,185658099,0,0,0,0,-3118142760,4335836681,3685621654,6652667297,-15525396345,-29823799658,362742883,-4335836681,-1737575041,1980587947,-292835782,-39033823726,0,0,-7413384949,-117669042,-3225000000,0,3118142760,-7637911231,0,-1413254325,102193840741,-90778841106,-481838195,-2850000,0,9517057115,-37154677842,78069528615,0,40914850773
2011,4,-4501435775,1458741423,944775,-299983290,0,-5567524161,12217766291,-4335836681,-1027327418,4385638327,6465000645,-4177512554,250438374,-4763786850,0,1665556057,-662064695,2135941886,-144000000,0,0,6322834344,-3798500000,0,2019048708,4399383052,0,0,78028025198,-98306204550,-555976928,0,0,-20834156280,-14298831342,40914850773,-28302,26615991129
2012,1,-3132579213,842923004,0,0,0,-659001173,3624083922,0,675426540,-10484161840,-16409992387,68574400232,19240736,-3624083922,0,1276776401,-2315048225,37712557535,-1372250909,0,-1033032150,240000000,0,0,659001173,-1506281886,0,0,58827157028,-80218471251,-268608367,0,0,-21659922590,14546353059,26615991129,0,41162344188
2012,2,-71225815,880785396,0,167626865,0,-901961047,2956992397,0,3032217796,-12752270427,-8097772293,16575969986,-7252096032,-2956992397,-44966670,1243707802,-4280827798,-14533030033,-2076865492,90000000,-2000450000,1970000000,-451340000,0,984815222,-1483840270,0,0,56051384865,-34496223125,-680526556,0,0,20874635184,4857764881,41162344188,19972,46020129041
