date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,11965,0,5100,50905,22000,0
2019-12-03,37568,14300,2050,98652,40662,11530
2019-12-04,37575,10000,0,41775,27500,0
2019-12-05,30287,18117,5250,117573,80123,2000
2019-12-06,2607,0,1400,18983,5000,0
2019-12-09,130797,33883,3700,32443,5090,4200
2019-12-10,7643,0,2250,36567,20000,3000
2019-12-11,29940,10220,500,22910,15000,0
2019-12-12,15670,4800,200,14740,0,610
2019-12-13,31827,12900,6850,71753,47600,4220
2019-12-16,5767,0,8420,19103,5070,11600
2019-12-17,24308,8000,1500,22892,6000,1080
2019-12-18,12660,0,10,44060,11420,2500
2019-12-19,21995,5000,5310,103455,75390,10290
2019-12-20,139491,98280,1100,333549,298650,10
2019-12-23,6043,0,0,45887,27000,1450
2019-12-24,56020,51215,0,97250,74935,0
2019-12-25,66048,33618,370,37542,18540,11950
2019-12-26,7216,0,10650,28784,18000,2100
2019-12-27,24190,7945,1800,70510,55705,2550
2019-12-30,89691,51526,13750,151399,114950,1580
2019-12-31,7968,0,3470,36282,13000,4600
2020-01-02,99780,84205,4650,172650,150100,600
2020-01-03,33540,9210,12610,160720,75530,33000
2020-01-06,74700,44250,300,89320,45000,4000
2020-01-07,51755,0,15990,252145,81360,11400
2020-01-08,32454,5040,17400,125966,32210,12000
2020-01-09,10775,0,6480,21085,8000,0
2020-01-10,16120,0,4180,84910,43010,630
2020-01-13,26540,17900,10,73080,65400,300
2020-01-14,14355,5130,0,40965,13380,510
2020-01-15,12958,0,5000,75492,46980,100
2020-01-16,102974,35990,10930,64156,34120,17120
2020-01-17,27235,9640,3020,53075,15600,11640
2020-01-20,92172,46010,16130,82838,25900,4860
2020-01-21,30897,0,0,31723,4820,1070
2020-01-22,26840,10000,0,46080,9980,0
2020-01-30,36995,8000,3210,130795,66060,25150
2020-01-31,38078,19890,810,234022,180652,4650
2020-02-03,120675,63440,4780,116745,60220,6580
2020-02-04,40580,15000,3960,52400,10000,3830
2020-02-05,7220,0,1330,50240,31210,2500
2020-02-06,98535,53240,5500,63135,46410,4420
2020-02-07,63375,21000,500,61645,40050,2920
2020-02-10,21015,5400,3100,21615,7640,2360
2020-02-11,33440,20000,11950,64280,31370,0
2020-02-12,97195,64720,10030,58325,28685,690
2020-02-13,6215,0,0,18355,0,20
2020-02-14,39395,5000,6890,332645,311800,2350
2020-02-17,31310,10000,11730,259490,241380,500
2020-02-18,7189,0,0,29661,18500,5770
2020-02-19,64974,29000,4190,71276,60456,1310
2020-02-20,106828,41698,1500,59772,25780,2940
2020-02-21,38710,20255,9320,130080,110455,7610
2020-02-24,80952,24990,15410,148338,65058,16200
2020-02-25,64850,20000,21410,96720,58630,5310
2020-02-26,32667,7110,3220,45413,10373,610
2020-02-27,21690,0,1130,47460,10000,2000
2020-02-28,67645,47630,10000,187525,127540,12720
2020-03-02,136922,26000,5500,435138,297438,21820
2020-03-03,245006,134526,85110,487974,430990,36890
2020-03-04,139188,26690,17540,308192,275530,19850
2020-03-05,40011,0,25420,263659,233779,14090
2020-03-06,49376,22300,1510,183654,137380,8400
2020-03-09,64590,12420,48000,492660,319720,7360
2020-03-10,63392,6990,4490,91728,36220,3950
2020-03-11,70330,28790,3140,181010,78090,3910
2020-03-12,127601,32140,25520,441659,314449,7400
2020-03-13,253240,108170,25920,154260,64860,34360
2020-03-17,60648,33500,1630,146992,73442,0
2020-03-18,58325,7570,2410,62965,9630,5480
2020-03-19,77561,21600,1500,74069,24600,21560
2020-03-20,18994,0,2160,39506,7600,220
2020-03-23,38820,10000,0,44690,0,0
2020-03-24,95720,49430,3500,134960,72490,7800
2020-03-25,94435,73110,1000,22865,10000,3880
2020-03-26,61395,28870,10490,77245,28900,250
2020-03-27,90190,44420,350,51720,0,3110
2020-03-30,62497,16540,300,50613,0,2490
2020-03-31,23385,0,500,47375,0,600
2020-04-01,29478,0,3000,25632,0,1890
2020-04-02,27555,27555,0,27555,27555,0
2020-04-03,71970,14880,2140,45820,7680,3670
2020-04-06,211166,134470,1500,47164,12975,3070
2020-04-07,147847,108190,8090,78773,24040,14350
2020-04-08,60330,20210,310,44690,7140,6880
2020-04-09,133470,59930,3300,100480,40680,4040
2020-04-10,53759,28700,4700,102291,60150,930
2020-04-13,75395,36780,8650,153255,99970,1030
2020-04-14,65209,42230,37000,60671,14000,1200
2020-04-15,125530,58320,10960,74680,27570,1470
2020-04-16,30475,12590,2000,11145,0,1880
2020-04-17,118514,19460,12880,86156,36530,10300
2020-04-20,132020,51980,2080,55840,5980,17120
2020-04-21,172938,116010,23920,194812,97671,17630
2020-04-22,79450,17500,6640,101750,38630,9860
2020-04-23,41749,15444,3770,161681,88970,1510
2020-04-24,75296,23000,14550,124834,80090,10980
2020-04-27,291933,218230,1760,148287,87280,19830
2020-04-28,89241,16281,3910,52159,20569,390
2020-04-29,48248,33380,7000,59092,20000,2500
2020-05-04,94767,27810,7500,76233,36963,2690
2020-05-05,33740,0,18680,102930,46700,2300
