Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2009,4,20537113014,0,0,0,0,0,0,0,0,8368726509,0,0,0,448539674,3233200,2760342057,0,0,8956271574,0,20537113014,-11224407517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9312705497,0,0,0,0,0,0,0,0,0,0,0,0,0,-4498098319,4814607178,6610309,-3148090,3462219,0,4818069397,0,0,0,36863601,0,4854932998,4854932998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,13538860073,0,0,0,0,0,0,0,0,3964092160,0,0,0,0,0,2155796750,0,0,7418971163,0,13538860073,-4124303313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9414556760,0,0,0,0,0,0,0,0,0,0,0,0,0,-4854378208,4560178552,0,0,0,0,4560178552,0,0,0,-1140044638,0,3420133914,3420133914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,17834140111,0,0,0,0,0,0,0,0,5809537220,0,0,69218182,0,623564867,2996385199,0,0,8335434643,0,17834140111,-7722454572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10111685539,0,0,0,0,0,0,0,0,0,0,0,0,0,-5867375782,4244309757,2070000,0,2070000,0,4246379757,0,0,0,-975353227,0,3271026530,3271026530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,34102882751,0,0,0,0,0,0,0,0,2954604619,0,0,181037740,0,0,20978784234,0,0,9988456158,0,34102882751,-8322731871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25780150880,0,0,0,0,0,0,0,0,0,0,0,0,0,-5472736088,20307414792,0,0,0,0,20307414792,0,0,0,-5076974828,0,15230439964,15230439964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,11254947196,0,0,0,0,0,0,0,0,2715333281,0,0,454981819,0,731317911,1032745509,0,0,6320568676,0,11254947196,-4578565032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6676382164,0,0,0,0,0,0,0,0,0,0,0,0,0,-21234890881,-14558508717,147161556,-672568548,-525406992,0,-15083915709,0,0,0,612615853,0,-14471299856,-14471299856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,1,934988623,0,0,0,0,0,0,0,0,507977360,0,0,45454545,0,0,45774200,0,0,335782518,0,934988623,-1290704473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-355715850,0,0,0,0,0,0,0,0,0,0,0,0,0,-4085542669,-4441258519,1150567371,-2945560526,-1794993155,0,-6236251674,0,0,0,0,0,-6236251674,-6236251674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2,17548224527,0,0,0,0,0,0,0,0,167036550,0,0,0,0,30037164,3263452180,0,0,14087698633,0,17548224527,-5651275857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11896948670,0,0,0,0,0,0,0,0,0,0,0,0,0,-5174178408,6722770262,528680358,0,528680358,0,7251450620,0,0,0,-335172758,0,6916277862,6916277862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,12236777623,0,0,0,0,0,0,0,0,530101390,0,0,106000000,0,106154650,2379753390,0,0,9114768193,0,12236777623,-1162235457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11074542166,0,0,0,0,0,0,0,0,0,0,0,0,0,-3961300312,7113241854,206852,0,206852,0,7113448706,0,0,0,-1696989155,0,5416459551,5416459551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0
2011,4,26284521151,0,0,0,0,0,0,0,0,352809900,0,0,138909091,0,175751714,202652795,0,0,25414397651,0,26284521151,-10021654871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16262866280,0,0,0,0,0,0,0,0,0,0,0,0,0,-16194120009,68746271,1217656583,-524335260,693321323,0,762067594,0,0,0,-333713055,0,428354539,428354539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
2012,1,10390922993,0,0,0,0,0,0,0,0,88337240,0,0,66000000,0,167395500,2779986060,0,0,7289204193,0,10390922993,5521345842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15912268835,0,0,0,0,0,0,0,0,0,0,0,0,0,-1586541854,14325726981,3000000,-257963400,-254963400,0,14070763581,0,0,0,-3517690895,0,10553072686,10553072686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0
