Year,Quarter,I. Current Assets,1. Short term financial assets,1.1.Cash and cash equivalents,1.1.1. Cash,1.1.1.1 Cash deposited by investors for securities trading,1.1.2. Cash equivalents,1.2. Net Value Short-term investments,1.2.1. Short-term investments,1.2.2. Held-to-maturity investment,1.2.3. Loans,1.2.4. Available for sales assets,1.2.5. Provisions for impairments of short-term investments,1.3. Accounts receivable,1.3.1. Receivables(from 2019),1.3.1.1. Account receivables,1.3.1.2. Receivables and accrued dividend/interest of financial assets,1.3.1.2.1. Due or overdue receivables on dividend/interest,1.3.1.2.1.1. Doubtful debts on dividend/interest which are overdue,1.3.1.2.2 Undue accrued dividend/interest,1.3.2. Trade accounts receivable,1.3.3. Deductible value added tax,1.3.4. Receivables form services provided by the stock company,1.3.5. Prepayments to suppliers,1.3.6. Intercompany receivables,1.3.7. Receivables arise from transaction error,1.3.8. Receivable from trading stocks,1.3.9. Construction contract in progress receivables,1.3.10. Short-term loans receivables,1.3.11. Other receivables,1.3.12. Provision for short term receivables,1.3.13. Provision for doubtful debts,1.3.14. Shortage of current assets waiting for solution,"1.4.Inventories,net",1.4.1.Inventories,1.4.2. Provision for decline in inventories,2. Other current assets,2.1. Advance,2.2. Tools and equipments,2.3. Short-term prepayments,2.4. Short term Collaterals,2.5. VAT to be claimed,2.6. Other taxes receivable,2.7. Government bonds purchased for resale,2.8. Other current assets,2.9. Provision for other current assets,II. Long-Term Assets,1. Long term financial assets,1.1. Long-term trade receivables,1.1.1. Long-term customer receivables,1.1.2. Long-term prepayments to suppliers,1.1.3. Paid-in capital in wholly-owned subsidiaries,1.1.4. Long-term intercompany receivables,1.1.5. Long-term loans receivables,1.1.6. Other long-term receivables,1.1.7. Provision for doubtful LT receivable,1.2. Long-term investments,1.2.1. Investments in subsidiaries,1.2.2. Investments in associates,1.2.3. Long- term securities Investments,1.2.3.1. Held-to-maturity investment,1.2.4. Other long-term investments,1.2.5. Provision for diminuation in value of long-term investments,2. Fixed Assets,2.1. Tangible fixed assets Accumulated depreciation,2.1.1. Cost,2.1.2. Accumulated depreciation,2.1.3. Revaluation of tangible fixed assets using fair value model,2.2 Finance lease assets,2.2.1. Cost,2.2.2. Accumulated depreciation,2.2.3. Revaluation of fixed assets in financial lease using fair value model,2.3. Intangible fixed assets,2.3.1. Cost,2.3.2. Accumulated depreciation,2.3.3. Revaluation of intangible fixed assets using fair value model,2.4. Construction in progress,3. Net Investment properties,3.1. Cost,3.2.Accumulated depreciation,3.3.Revaluation of investment property using fair value model,4. Long-term incomplete assets,4.1. Long-term cost of work in progress,4.2. Construction in progress,5. Other long-term assets,5.1. Long term collaterals,5.2. Long-term prepayments,5.3. Deferred income tax assets,"5.4. Long-term equipment, material and spare parts",5.5. Payments to Settlement Assistance Fund,5.6. Other long-term assets,5.7. Goodwill,6. Provision for long term assets,A.  Total Assets,I. Liabilites,1. Current liabilities,1.1. Short-term borrowings,1.1.1. Short term borrowings,1.1.2. Short term finance lease,1.2. Short term financial assets borrowings,1.3. Short term convertible bonds,1.4. Short term bonds issued,1.5. Borrowings form payable assistance fund,1.6. Payables to securities trading,1.7. Payable arise from transaction errors,1.8. Short-term trade payables,1.9. Advances from customer,1.10. Taxes and liabilities to State budget,1.11. Payable to employees,1.12. Employees' welfare payable to authorities,1.13. Accrued expenses,1.14. Intercompany payables,1.15. Short-term unrealized revenue,1.16. Short term collaterals received,1.17. Construction contract in progress payables,"1.18. Dividend, principal and interest payables",1.19. Payables to securities issuers,1.20. Other payables,1.21. Provision for ST liabilities,1.22.Bonus and welfare funds,1.23.Price stabilization fund,1.24.Government bonds purchased for resale,2. Long-term liabilities,2.1. Long-term borrowings,2.1.1. Long term borrowings,2.1.2. Long term financial lease,2.2. Long term financial assets borrowings,2.3. Convertible bonds,2.4. Long term bonds,2.5. Long-term trade payables,2.6. Long-term advances from customers,2.7. Long-term accrued expenses,2.8. Long-term intercompany payables,2.9. Intra-company payables for operating capital received,2.10. Deffered revenue,2.11. Long term collaterals received,2.12. Other long-term payables,2.13. Preferred shares,2.14. Provision for severance allowances,2.15. Provision for long-term liabilities,2.16. Provision for compensation of investors,2.17. Deferred income tax liabilities,2.18. Technology-science development fund,II. Owner's equity,1. Capital and researves,1.1. Shareholders' equity,1.1.1. Paid-in capital,1.1.1.1 Common shares,1.1.1.2 Preferred shares,1.1.2. Share premium,1.1.3. Conversion options on convertible bonds,1.1.4. Owner's other capital,1.1.5. Treasury shares,1.2. Differences upon asset revaluation,1.3. Foreign exchange differences,1.4. Charter reserve,1.5. Investment and development funds,1.6. Financial researve funds,1.7. Other funds in owners' equity,1.8. Undistributed earnings,1.8.1. Realized gain,1.8.1.1 Beginning accumulated undistributed earnings,1.8.1.2 Current period undistributed earnings,1.8.2. Unrealized gain,1.9. Minority interests,2. Budget sources and other funds,2.1. Bonus and welfare funds,2.2. Budget sources and other funds,2.2. Funds used for fixed asset acquisitions,III. Minority Interests,B. Total Resources,C. Distributed profit to investor,1. Distributed profit to investor during the year
2014,3,354040414752,350479473039,54116744543,54116744543,0,0,233554258659,235762448934,0,0,0,-2208190275,62808469837,0,0,0,0,0,0,55060433416,0,0,16830000,0,0,20000000000,0,0,208463635,0,-12477257214,0,0,0,0,3560941713,0,0,170620697,0,0,2414744446,0,975576570,0,12624252320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8249782481,4577877538,15221887873,-10644010335,0,0,0,0,0,3671904943,7050189252,-3378284309,0,0,0,0,0,0,0,0,0,4374469839,0,952811692,0,0,0,3421658147,0,0,366664667072,25688990378,25688990378,0,0,0,0,0,0,0,21773620929,0,438381337,3120000000,240058064,545993,0,0,0,0,0,0,2860920,0,113523135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340975676694,340975676694,300000000000,300000000000,300000000000,0,0,0,0,0,0,0,0,2462261955,2462261955,0,36051152784,36051152784,0,36051152784,0,0,0,0,0,0,0,366664667072,0,0
2014,4,422932886342,421381642073,49951166073,49951166073,0,0,290846323295,298780842916,0,0,0,-7934519621,80584152705,0,0,0,0,0,0,88822937784,0,0,4143651060,0,0,0,0,0,299066489,0,-12681502628,0,0,0,0,1551244269,0,0,43729949,0,0,0,0,1507514320,0,11782335609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7716966145,4152131604,15276077555,-11123945951,0,0,0,0,0,3564834541,7050189252,-3485354711,0,0,0,0,0,0,0,0,0,4065369464,0,643711317,0,0,0,3421658147,0,0,434715221951,45774136648,45774136648,0,0,0,0,0,0,0,28269281995,0,575006734,3380000000,11733743265,1209860993,0,124537586,0,0,0,0,695440,0,481010635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388941085303,388941085303,300000000000,300000000000,300000000000,0,0,0,0,0,0,0,0,2462261955,2462261955,0,84016561393,84016561393,0,84016561393,0,0,0,0,0,0,0,434715221951,0,0
2015,1,423843509124,419302120735,96409522580,22109522580,0,74300000000,241449825884,251187272885,0,0,0,-9737447001,81442772271,0,0,0,0,0,0,25066326701,0,0,5668085396,0,0,63340587000,0,0,40865114,0,-12673091940,0,0,0,0,4541388389,0,0,399470187,0,0,42923122,0,4098995080,0,11238579206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7038687550,3580923411,15276077555,-11695154144,0,0,0,0,0,3457764139,7050189252,-3592425113,0,0,0,0,0,0,0,0,0,4199891656,0,581801211,0,0,3618090445,0,0,0,435082088330,44355898497,44355898497,14986385199,14986385199,0,0,0,0,0,22101487253,0,147503337,5725000000,1091296779,545993,0,9632371,0,0,0,0,2287000,30000000,261760565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390726189833,390726189833,300000000000,300000000000,300000000000,0,0,0,0,0,0,0,0,2462261955,10394652205,0,77869275673,77869275673,0,77869275673,0,0,0,0,0,0,0,435082088330,0,0
2015,3,743394012935,741660447168,119966770744,114966770744,0,5000000000,445959218816,467695622867,0,0,0,-21736404051,175696236926,0,0,0,0,0,0,34528054351,0,0,24284708082,0,0,127990912133,0,0,1540146331,0,-12647583971,0,38220682,38220682,0,1733565767,0,0,134792997,0,0,0,0,1598772770,0,53294077685,1500000000,0,0,0,0,0,0,0,0,1500000000,0,0,0,0,1500000000,0,13078514808,5110958795,18161983855,-13051025060,0,0,0,0,0,7967556013,11864696252,-3897140239,0,0,0,0,0,0,0,0,0,38715562877,0,1771786610,0,0,3618090445,23500000000,9825685822,0,796688090620,73627037831,50127037831,0,0,0,0,0,0,0,46477330783,0,153234907,861294905,2377199344,13945993,0,0,0,0,0,0,0,0,244031899,0,0,0,0,23500000000,23500000000,23500000000,23500000000,23500000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715525566603,715525566603,0,667622970000,667622970000,0,0,0,0,0,0,0,0,2462261955,10394652205,0,35045682443,35045682443,0,35045682443,0,0,0,0,0,0,7535486186,796688090620,0,0
2015,4,834783873273,833149258602,124970212332,124970212332,0,0,374420958327,385424773721,0,0,0,-11003815394,333703213842,0,0,0,0,0,0,25499927725,0,0,48889010400,0,0,271750197460,0,0,182073782,0,-12617995525,0,54874101,54874101,0,1634614671,0,0,64014901,0,0,0,0,1570599770,0,104726169867,51500000000,0,0,0,0,0,0,0,0,51500000000,0,0,0,0,51500000000,0,13103752973,5471055718,18761133855,-13290078137,0,0,0,0,0,7632697255,11864696252,-4231998997,0,0,0,0,0,0,0,0,0,40122416894,0,3314668234,0,0,3618090445,23730850000,9458808215,0,939510043140,163381517298,139881517298,0,0,0,0,0,0,0,124330292078,0,291441109,610294905,12522155946,90545993,0,323533192,0,0,0,0,0,0,1713254075,0,0,0,0,23500000000,23500000000,23500000000,23500000000,23500000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766289100090,766289100090,667622970000,667622970000,667622970000,0,0,0,0,0,0,0,0,2462261955,16807273071,0,79396595064,79396595064,0,79396595064,0,0,0,0,0,0,9839425752,939510043140,0,0
2016,1,727040591326,725817988746,31089498475,1089498475,0,30000000000,665705729767,464622417924,0,210134821031,0,-9051509188,29022760504,12936408234,10397056300,2539351934,0,0,2539351934,0,0,14568782350,0,0,0,0,0,0,14141770015,-12624200095,0,0,0,0,0,1222602580,508101000,68119554,601282026,0,0,0,0,45100000,0,106542607704,51500000000,0,0,0,0,0,0,0,0,51500000000,0,51500000000,0,0,0,0,13902256775,6571228954,20128873855,-13557644901,0,0,0,0,0,7331027821,11899696252,-4568668431,0,0,0,0,0,0,0,0,0,41140350929,24716271770,2893470474,0,0,4038531535,396608550,9095468600,0,833583199030,40710644492,17063141155,8963472657,8963472657,0,0,0,0,0,408805031,0,12755115,543000000,6503474842,545993,40725351,352190221,0,0,0,0,0,0,238171945,0,0,0,0,23647503337,0,0,0,0,0,0,147503337,0,0,0,0,0,0,23500000000,0,0,0,0,0,0,792872554538,792872554538,667622970000,667622970000,667622970000,0,0,0,0,0,0,0,7172505558,0,9634767513,2462261955,96471179057,96471179057,0,96471179057,0,9508870455,0,0,0,0,0,833583199030,0,0
2016,2,978532333815,970834293032,233118143084,83118143084,0,150000000000,696775558345,572846852632,0,142181725307,0,-18253019594,40940591603,36021445935,26777850000,9243595935,231000000,0,9012595935,0,0,16984910556,0,0,0,0,0,0,520252588,-12586017476,0,0,0,0,0,7698040783,451601000,27007453,656918239,350000,0,0,0,6562164091,0,108342123703,52897257379,0,0,0,0,0,0,0,0,52897257379,0,52897257379,0,0,0,0,13304181210,6310728161,20160501128,-13849772967,0,0,0,0,0,6993453049,11899696252,-4906243203,0,0,0,0,0,0,0,0,0,42140685114,1464630320,2905394274,0,0,4038531535,25000000000,8732128985,0,1086874457518,279573040892,255925537555,0,0,0,0,0,250000000000,0,434582778,0,340321355,735500000,2985650547,545993,89040351,934730267,0,0,0,0,0,0,405166264,0,0,0,0,23647503337,0,0,0,0,0,0,147503337,0,0,0,0,0,0,23500000000,0,0,0,0,0,0,807301416626,807301416626,701001650000,701001650000,701001650000,0,0,0,0,0,0,0,7172505558,0,9634767513,2462261955,77449478734,74552221355,0,74552221355,2897257379,9580752866,0,0,0,0,0,1086874457518,0,0
2016,3,927356625272,896802733700,46178143142,46178143142,0,0,677951927341,529003391778,0,170735537170,0,-21787001607,172672663217,168959992882,164058444444,4901548438,0,0,4901548438,0,0,14439922034,0,0,0,0,0,0,1981966985,-12709218684,0,0,0,0,0,30553891572,848167135,451071098,450610061,75717273,0,0,0,28728326005,0,106373409166,51768661266,0,0,0,0,0,0,0,0,51768661266,0,51768661266,0,0,0,0,13275362468,6110724279,20253090128,-14142365849,0,0,0,0,0,7164638189,12433571252,-5268933063,0,0,0,0,0,0,0,0,0,41329385432,1790474651,2135582619,0,0,4038531535,25000000000,8364796627,0,1033730034438,259328656722,235681153385,0,0,0,0,0,221501000000,0,356436580,0,845198376,4938225000,2351323768,545993,40675351,5114601843,0,0,0,0,0,0,533146474,0,0,0,0,23647503337,0,0,0,0,0,0,147503337,0,0,0,0,0,0,23500000000,0,0,0,0,0,0,774401377716,774401377716,701001650000,701001650000,701001650000,0,0,0,0,0,0,0,7172505558,0,9634767513,2462261955,44169244146,42400582880,0,42400582880,1768661266,9960948544,0,0,0,0,0,1033730034438,0,0
2016,4,988146566013,912762881395,5220167615,5220167615,0,0,780188762972,489131691326,0,317637700835,0,-26580629189,127353950808,124969566528,116797493000,8172073528,0,0,8172073528,0,0,14748482190,0,0,0,0,0,0,419470395,-12783568305,0,0,0,0,0,75383684618,429501000,276638353,340125265,350000,0,0,0,74337070000,0,104751514331,51578629069,0,0,0,0,0,0,0,0,51578629069,0,51578629069,0,0,0,0,12606555047,5817164262,18450956590,-12633792328,0,0,0,0,0,6789390785,11456581371,-4667190586,0,0,0,0,0,0,0,0,0,40566330215,1466630320,2063704091,0,0,4038531535,25000000000,7997464269,0,1092898080344,294832525912,271185022575,0,0,0,0,0,221151000000,0,658981683,0,29726391372,5099225000,7159442939,98333493,89021651,1632939107,0,0,0,0,0,0,5569687330,0,0,0,0,23647503337,0,0,0,0,0,0,147503337,0,0,0,0,0,0,23500000000,0,0,0,0,0,0,798065554432,798065554432,701001650000,701001650000,701001650000,0,0,0,0,0,0,0,9912173038,0,12374434993,2462261955,62384849007,60806219938,0,60806219938,1578629069,9930185439,0,0,0,0,0,1092898080344,0,0
2017,1,1490957804545,1489517761089,57891915959,57891915959,0,0,1090254264963,850382784399,0,256893624330,0,-17022143766,341371580167,285726801032,273490971940,12235829092,0,0,12235829092,0,0,14527916232,52730899600,0,0,0,0,0,1139993132,-12754029829,0,0,0,0,0,1440043456,544001000,276638353,619054103,350000,0,0,0,0,0,52754453167,1500000000,0,0,0,0,0,0,0,0,1500000000,0,0,0,0,1500000000,0,11937747626,5523604245,18450956590,-12927352345,0,0,0,0,0,6414143381,11456581371,-5042437990,0,0,0,0,0,0,0,0,0,39316705541,1464930320,1531495972,0,0,5182161851,23500000000,7638117398,0,1543712257712,738391855071,107206851733,0,0,0,0,0,91036000000,0,349908505,0,4550908721,5786225000,2271319690,545993,36645351,2891303749,0,0,0,0,0,0,283994724,0,0,0,0,631185003338,0,0,0,0,0,600000000000,147503337,0,7537500001,0,0,0,0,23500000000,0,0,0,0,0,0,805320402641,805320402641,701001650000,701001650000,701001650000,0,0,0,0,0,0,0,9912173038,0,12374434993,2462261955,69602773962,69602773962,0,69602773962,0,9967108693,0,0,0,0,0,1543712257712,0,0
