Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2015,1,2954254986,2226916646,0,0,0,0,2129399849,0,7310571481,-10917393800,12702706256,-18554349561,279322516,-2141896883,-900000000,575000,-51729000,-12272193991,-7425753636,0,0,0,0,0,29611844,-7396141792,0,0,61129894876,-50206809836,0,0,0,10923085040,-8745250743,15824868599,0,7079617856
2015,2,6020303971,2319367051,0,0,0,-78007866,2880297672,0,11141960828,-3093047389,-3753956115,-11183968876,616135324,-2858931347,-1000000000,-575000,-392500001,-10524882576,-1178936645,227272728,-250000000,0,0,0,-7876705,-1209540622,0,0,62700972941,-44023965804,0,0,0,18677007137,6942583939,7079617856,0,14022201795
2015,3,8576452518,1966169850,0,0,0,0,2690649938,0,13233272306,-27275742962,-2401496512,7170103940,-842641109,-2848201784,-500000000,16657406000,-9035632473,-5842932594,-9264200862,0,-41633156200,7966800000,0,0,698857399,-42231699663,45000000000,0,90372838310,-93214409147,0,0,0,42158429163,-5916203094,14022201795,0,8105998701
2016,1,1113343658,3028809672,0,0,0,-14915517,2509261324,0,6636499137,35326264749,-26377510323,-16341215722,587867546,-2671520033,-3500000000,0,-668452420,-7008067066,-569136364,0,0,0,0,0,17712267,-551424097,0,0,76976435978,-63875151539,0,0,0,13101284439,5541793276,17799277018,0,23341070294
2016,2,3148473492,3236221805,0,0,0,-2183647361,3442793841,0,7643841777,-24570306251,-26499920358,26521912161,-928311540,-3299251928,-808548679,0,184726020,-3469186912,-10053652454,0,-20000000000,0,0,0,1069183944,-28984468510,0,0,76211858763,-58836805070,0,0,0,17375053693,-15078601729,23341070294,0,8262468565
2016,3,3418651230,3581992541,0,0,0,-377365362,3067569462,0,9690847871,-40670319288,20311406341,28819278828,-3379158981,-3074726359,-22696142,163500000,-58629700,11779502570,-22171700437,0,0,0,0,0,-2586932794,-24758633231,0,0,80332869386,-73128417095,0,0,0,7204452291,-5774678370,8262468565,0,2487790195
2016,4,-2467668888,4646994052,6248083094,0,0,-721084101,4198927467,0,11905251624,-27860479586,-28692672420,46797490654,563232685,-3985305150,-1100646551,-163500000,107729972,-2428898772,-26868851359,0,0,0,0,0,4899272132,-21969579227,0,0,138301644883,-56989400840,0,0,0,81312244043,56913766044,2487790195,0,59401556239
2017,1,1802967728,5131186129,0,0,0,-570921293,4413701944,0,10776934508,-43906870701,-45393384289,36834362926,-72638816,-4786209277,0,46003,-295000000,-46842759646,-2663446272,0,0,0,0,0,45921293,-2617524979,0,0,135447093107,-125196120467,0,-5000000000,0,5250972640,-44209311985,59401556239,0,15192244254
2017,2,3516370876,5258677690,-139297128,-71175814,0,-602905598,7883952114,0,15845622140,-32459652706,-34752084077,65357993668,3019969447,-6713271337,0,-46003,295000000,10593531132,-5138093141,0,0,0,0,0,2146722265,-2991370876,0,0,150686979821,-74538780746,0,0,0,76148199075,83750359331,15192244254,0,98942603585
2017,3,5657034964,5496755934,0,0,0,-183304687,4599263588,0,15569749799,-81728498682,-75649886987,139342952844,-118480339,-5737273132,-350000000,37383438,-881487500,-9515540559,-1773975813,0,0,0,0,0,263244204,-1510731609,0,0,191090936435,-264556120206,0,0,0,-73465183771,-84491455939,98942603585,0,14451147646
2017,4,8055788926,6255669008,0,71175814,0,-1227996290,6191747976,0,19346385434,23793945702,101885972972,-84768779251,2550032248,-5493337447,-2300000000,0,-124823420,54889396238,-20624847616,0,0,0,0,0,14908001,-20609939615,0,0,217768712074,-234332261251,0,0,0,-16563549177,17715907446,14451147646,0,32167055092
2018,1,4149066661,6681755424,0,0,0,-591852466,5035005389,0,15273975008,51578712141,-70171141995,-25755870064,-469464484,-5288045734,-500000000,0,0,-35331835128,-4571928245,0,0,0,0,0,89825069,-4482103176,0,0,210659523337,-187560828038,0,0,0,23098695299,-16715243005,32166855093,0,15451612088
2018,2,2218752881,7283967931,0,0,0,-549457923,5555254196,0,14508517085,33818371812,-47342981834,5451914563,438133947,-5359276769,-737785057,0,-196200000,580693747,-7972044482,0,-741000000,0,0,0,22348031,-8690696451,0,0,206253968797,-163900501362,0,0,0,42353467435,34243464731,15451612088,0,49695076819
