Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,1,16121469150,2667937377,35013953,0,0,-1294474295,11859384092,0,29389330277,37896558310,9866634607,21445484557,-24614969507,-14829308058,-2508419643,23702000,-683782472,55985230071,-10404824761,241636364,0,0,-4050068418,0,1259125297,-12954131518,2000000000,0,156545313271,-195460580735,0,-9927904500,0,-46843171964,-3812073411,49131120120,0,45319046709
2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,17171354222,2608276121,39660576,0,0,-11068808305,9906812120,0,18657294734,-23453843640,-31962048663,-70753685395,-5024247777,-10430124089,-10498168952,0,-1089063951,-134553887733,-9821352473,3797040000,0,0,-6737284040,5596550000,2315016863,-4850029650,1200000000,0,526891575986,-451073569392,0,0,0,77018006594,-62385910789,161869131480,0,99483220691
2010,2,23960085346,3242124674,-11697664830,0,-3186045158,11002137906,14705422129,-8503585895,29522474172,-32673373204,-70459221072,99693679971,5024247777,-12787081603,-7337257450,0,-2317208607,8666259984,-41583006166,211545454,0,0,-6765724404,-5596550000,2395065761,-51338669355,11675000000,-467713002,354035540382,-300332152898,-1406171116,-36895582515,0,26608920851,-16063488520,99483220691,0,83419732171
2010,4,107428310327,14350098915,-51266194050,0,0,-41360694140,59686153378,0,88837674430,-80356114976,-179543534757,82617779463,-5288978411,-63803829027,-31262208999,56428490,-8169795787,-196912579574,-252442430360,3797040000,0,0,-19976137780,93703127234,24034686227,-150883714679,34133500000,-690458358,1828773124799,-1533408719412,0,-36386702515,0,292420744514,-55375549739,161869131480,0,106493581741
2011,1,15651463126,6933136382,12709611,0,0,-5358403134,26549918369,0,43788824354,60249473014,14466460915,27045661306,-6894953523,-23733339451,-5905727189,0,-1039985922,107976413504,-81548070047,0,0,0,-500000000,134397936,4232651922,-77681020189,0,0,521972944352,-540011617377,0,0,0,-18038673025,12256720290,106497794903,0,118754515193
2011,2,14955048827,9183988175,7320018150,0,-233678655,-7773554816,30066328278,-7369959993,46148189966,16926258306,88113127,14616308773,6894953523,-32065476198,-7128623074,0,-7116719599,38363004824,-103457900860,1155345454,0,0,-17682362620,46188843604,3089103824,-70706970598,450000000,-27420073660,457757964938,-397423224561,-1291591600,0,0,32073075117,-270890657,118754515193,0,118483624536
2011,3,41578376615,2822052871,93557390,0,233678655,-117043872884,29590914449,7369959993,-35355332911,-137371886789,-70683654597,73086508872,1023817683,-29598914449,-3447676651,-8156705521,6908997073,-203594847290,-152149788552,1872727273,0,0,0,195169442461,3563872057,48456253239,-450000000,28220073660,-979730909290,2620572797086,-1482598963483,-28711665260,0,157301332713,2162738662,118483624536,0,120646363198
2011,4,39503852695,5406337887,4810287100,-1294581121,0,-3038044985,33285210470,0,78673062046,193840523915,15303888829,113546404700,-2969584771,-33285210470,-10583907366,8156705521,-8156705521,354525176883,-339730760797,400000000,0,0,-32987886000,84365841729,2864928753,-285087876315,800000000,-800000000,2344291841475,-3904409571326,1480919697883,1291591600,0,-77906440368,-8469139800,120646363198,0,112177223398
2012,1,4713031009,11275303158,-18142193655,0,0,14116347265,49225914413,0,61188402190,-119289703538,-65531930838,55814545170,-8096162584,-51072226409,-4068915034,0,-718036031,-131774027074,-39169301379,0,0,0,-21154089312,38384754585,7228378631,-14710257475,1020000000,0,727612934653,-621320034435,0,0,0,107312900218,-39171384331,112173337974,0,73001953643
