date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,24365,12215,1060,154265,118895,600
2019-12-03,198872,136432,18100,200258,148570,2200
2019-12-04,52735,29925,36940,109885,72075,1740
2019-12-05,60549,23099,6820,154561,114281,510
2019-12-06,116633,98128,0,255687,233162,11930
2019-12-09,88306,20000,2960,353514,283774,21320
2019-12-10,271373,202920,6750,405897,268236,4660
2019-12-11,258375,104760,13010,208405,165535,20020
2019-12-12,689767,358847,6560,91423,36433,53530
2019-12-13,526912,331502,22220,257498,146040,17200
2019-12-16,324085,206868,20370,202205,145123,34510
2019-12-17,65551,20542,21560,275119,158638,8500
2019-12-18,65104,12390,16010,184036,100630,26030
2019-12-19,123295,54695,1030,113245,44675,7210
2019-12-20,80694,0,12530,125546,71766,410
2019-12-23,52477,0,3300,123683,85988,1500
2019-12-24,169553,108663,14200,129567,37000,70
2019-12-25,33025,9053,200,59575,27347,7540
2019-12-26,45283,0,5940,40377,23297,7260
2019-12-27,29075,11455,5650,167125,142035,0
2019-12-30,62025,24615,7690,200065,150160,5350
2019-12-31,22021,0,0,103399,55879,100
2020-01-02,68125,16440,0,170555,126610,15000
2020-01-03,53815,16440,630,122925,62770,4440
2020-01-06,58929,0,10680,452041,399401,26000
2020-01-07,135429,7000,30560,359811,288771,39120
2020-01-08,128876,29061,6120,258464,181099,8370
2020-01-09,42246,0,3760,88404,43544,4740
2020-01-10,69618,42093,4810,310472,217687,1220
2020-01-13,132944,96004,2940,204326,107766,13610
2020-01-14,18873,0,4100,36577,10122,90
2020-01-15,36097,9767,260,234553,204670,18090
2020-01-16,8055,0,0,59945,46265,3190
2020-01-17,34010,9300,3500,62980,42790,4740
2020-01-20,79168,17058,1440,35752,0,2670
2020-01-21,178300,54260,13100,121990,61550,5940
2020-01-22,207819,66019,9460,92111,43201,17130
2020-01-30,109649,34910,11980,228791,162010,3600
2020-01-31,57310,15030,2100,199410,128600,15110
2020-02-03,61199,24030,12060,341781,139221,37120
2020-02-04,67853,24810,2380,221237,159007,3030
2020-02-05,145813,71503,7880,192137,151307,10500
2020-02-06,196450,44840,13990,78940,17620,6610
2020-02-07,203573,98838,7160,117267,32152,18900
2020-02-10,125809,42852,4150,208061,96458,13080
2020-02-11,581897,321807,21040,220853,116033,93300
2020-02-12,354458,144068,580,277342,152242,21410
2020-02-13,197754,125014,32160,693506,591676,28670
2020-02-14,361697,215730,26400,361073,225900,61940
2020-02-17,660652,450532,42850,527638,374498,36230
2020-02-18,488090,253969,61000,592710,474999,47690
2020-02-19,543231,337241,35190,407789,327471,21940
2020-02-20,1282125,911470,84130,316655,167560,84470
2020-02-21,697658,459868,51460,969062,729662,58170
2020-02-24,476019,244479,96030,809431,568321,33810
2020-02-25,570892,313995,109850,726298,548378,50610
2020-02-26,300872,168360,67040,606578,416567,32960
2020-02-27,603643,362713,27790,536117,421879,32840
2020-02-28,845946,647136,65350,611684,427024,27620
2020-03-02,621420,445790,111910,502730,332610,66120
2020-03-03,602729,486964,32240,647631,455626,14700
2020-03-04,754016,510097,68880,636334,490624,26210
2020-03-05,541953,424670,29220,620647,533477,35780
2020-03-06,426343,279785,22960,507037,367897,29770
2020-03-09,132247,99080,279000,657933,508183,33660
2020-03-10,440019,309199,262810,1145531,852981,71350
2020-03-11,221829,133523,102220,1441951,1200471,52820
2020-03-12,13305,0,78110,584995,428675,0
2020-03-13,491739,388869,169600,755991,544321,38110
2020-03-17,88939,24010,94380,912351,577221,33420
2020-03-18,294813,190673,19730,359707,203537,16630
2020-03-19,257131,152881,26300,940529,782469,49540
2020-03-20,183206,113256,48390,651304,472204,35350
2020-03-23,22236,0,48200,510314,314274,11080
2020-03-24,408125,323585,42520,1296095,1050045,82760
2020-03-25,605233,367943,145890,326687,122707,65750
2020-03-26,130149,31070,39450,436111,302781,6800
2020-03-27,223784,124435,35950,524826,382005,23450
2020-03-30,81762,75953,70150,1042778,868678,0
2020-03-31,487594,341474,13840,500366,346170,27110
2020-04-01,365519,149979,10600,158191,57771,44800
2020-04-02,261855,261855,0,261855,261855,0
2020-04-03,348548,161238,19380,152632,34472,51270
2020-04-06,682726,463076,19340,311054,154113,19950
2020-04-07,240678,97324,9660,351922,274806,41400
2020-04-08,78400,8200,15510,177430,90260,6100
2020-04-09,528355,362780,46690,153225,76140,213870
2020-04-10,544238,280278,27970,730872,406552,57780
2020-04-13,395382,198782,20460,313058,186478,44810
2020-04-14,276552,124058,37060,401278,205158,33800
2020-04-15,440958,263588,88900,454712,229762,14930
2020-04-16,499295,315812,43810,260695,48810,17560
2020-04-17,388537,237277,13930,314503,140003,54490
2020-04-20,380480,280710,9000,83460,80450,594150
2020-04-21,2814558,2314178,200070,963402,710332,461690
2020-04-22,877171,631421,24150,665419,466259,29480
2020-04-23,582434,392014,29350,620706,387006,23720
2020-04-24,471632,194137,55600,909458,719833,36830
2020-04-27,397797,294070,36460,702313,429930,57700
2020-04-28,79539,8000,11700,292281,213120,48710
2020-04-29,74969,18400,11640,294681,185420,19750
2020-05-04,97892,37920,16270,103478,31848,6680
2020-05-05,180238,47828,27320,226222,107612,24240
