date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,86050,80300,27000,17550,7000,8000
2019-12-03,107950,91200,2000,58350,46000,7400
2019-12-04,279300,278800,500,122700,107000,23100
2019-12-05,20950,5000,900,120750,106800,8900
2019-12-06,45000,43700,12000,58900,46500,0
2019-12-09,19400,13900,0,90100,50100,18700
2019-12-10,96650,57900,2700,157850,115600,9000
2019-12-11,4750,0,0,16750,0,53500
2019-12-12,200900,185800,13000,25700,21000,18600
2019-12-13,25450,11300,300,73250,65400,700
2019-12-16,6250,0,5800,37850,22400,4600
2019-12-17,96600,58500,13900,5400,0,6000
2019-12-18,46300,40000,0,142400,126300,0
2019-12-19,116500,65300,46300,23500,4800,2000
2019-12-20,142400,100600,16500,32800,23700,200
2019-12-23,29850,19400,0,60150,56500,5100
2019-12-24,59700,56600,17000,37700,28700,5000
2019-12-25,29950,20300,7500,26450,11900,3600
2019-12-26,38350,32800,10000,21350,18300,0
2019-12-27,83750,68350,19000,69650,61050,27000
2019-12-30,15200,0,6100,33700,21100,26400
2019-12-31,2950,0,0,18050,12200,6200
2020-01-02,10450,4000,500,7750,4500,5300
2020-01-03,31400,19950,9400,47800,37050,6100
2020-01-06,51900,30050,6100,83400,74350,2500
2020-01-07,16150,0,6000,23550,16700,6000
2020-01-08,99200,85800,17800,93000,69800,3600
2020-01-09,19850,10000,0,54750,48900,2200
2020-01-10,47300,39000,0,63600,46800,7500
2020-01-13,70950,67700,4000,29750,12400,1100
2020-01-14,27459,16159,200,69041,56241,100
2020-01-15,11700,7000,0,12200,5000,2000
2020-01-16,57100,45700,0,61400,36400,10100
2020-01-17,21000,17500,1000,5000,0,0
2020-01-20,9350,3900,100,4650,0,1600
2020-01-21,21700,17400,31000,122200,121700,0
2020-01-22,3450,0,2000,76650,70500,0
2020-01-30,25500,20200,1900,62500,54300,0
2020-01-31,9150,0,0,15950,10000,200
2020-02-03,30450,18000,500,12650,5000,0
2020-02-04,58150,55000,15000,51950,50000,0
2020-02-05,106700,94500,2000,56700,43400,9800
2020-02-06,44200,41900,0,37200,34600,0
2020-02-07,12350,0,3800,31850,20000,0
2020-02-10,27550,10000,33100,78250,46500,31200
2020-02-11,18750,7000,0,129350,117000,8000
2020-02-12,55150,48600,1400,47350,25000,0
2020-02-13,25500,20000,14800,18400,10000,5000
2020-02-14,6700,0,100,10900,0,2000
2020-02-17,8250,0,15000,19550,12200,5000
2020-02-18,3000,0,5400,18200,10000,800
2020-02-19,1400,0,0,5200,0,10100
2020-02-20,22600,20100,3700,26400,16700,2400
2020-02-21,8100,0,0,15900,12000,13000
2020-02-24,17350,9150,4900,98650,82750,22800
2020-02-25,32500,23000,18000,19000,10000,0
2020-02-26,43100,15000,7900,10700,0,0
2020-02-27,57000,30400,0,8300,0,0
2020-02-28,75250,48000,3700,40750,19800,5000
2020-03-02,12050,9000,200,10250,9000,0
2020-03-03,28200,15700,5100,116800,101000,2700
2020-03-04,24650,23800,0,36650,17600,1500
2020-03-05,15400,10000,0,34400,29500,0
2020-03-06,33100,10000,1000,40900,34000,11000
2020-03-09,86300,41500,3000,88300,67000,3500
2020-03-10,43100,35200,6000,89000,73600,16000
2020-03-11,44050,19400,5500,45050,38300,2000
2020-03-12,80300,30500,13800,10000,8000,0
2020-03-13,66250,36300,4000,16750,15000,0
2020-03-17,22650,0,0,23150,12000,100
2020-03-18,106750,39200,2100,20850,9900,2500
2020-03-19,79800,31800,4900,93700,87800,6300
2020-03-20,160800,112700,1200,32400,20000,2000
2020-03-23,3000,0,0,300,0,1000
2020-03-24,63200,42900,100,42100,33000,1200
2020-03-25,43750,26200,0,97950,61000,6500
2020-03-26,88950,85100,5000,6950,0,75000
2020-03-27,50200,39800,7000,73100,40900,900
2020-03-30,96300,85000,2000,84100,78100,20500
2020-03-31,71150,67550,20800,43150,36250,3000
2020-04-01,40250,34200,7200,33350,30000,200
2020-04-02,50800,50800,0,50800,50800,0
2020-04-03,69900,53400,10000,128300,124800,0
2020-04-06,55000,19500,6000,72200,62000,100
2020-04-07,32600,22200,0,9700,0,2000
2020-04-08,39500,13300,5000,11000,5000,0
2020-04-09,160800,140800,21000,13700,6500,12500
2020-04-10,52500,40300,42400,35000,27600,100
2020-04-13,67200,55000,10000,66700,56700,0
2020-04-14,34500,26100,0,19600,5000,4200
2020-04-15,223350,199300,13500,188350,136300,3500
2020-04-16,94200,76000,200,16500,6600,20600
2020-04-17,121200,102300,13000,106400,93700,0
2020-04-20,32050,24400,0,36550,30000,600
2020-04-21,14850,9300,0,40350,33700,500
2020-04-22,53300,42800,11100,33700,28000,100
2020-04-23,43950,33400,1000,9450,5000,0
2020-04-24,40000,40000,0,62700,62100,0
2020-04-27,93550,84000,9100,19050,16300,5100
2020-04-28,51550,35400,3000,1250,0,0
2020-04-29,40750,31000,100,12450,10200,0
2020-05-04,17850,11800,400,6550,6000,100
2020-05-05,1700,0,0,12300,11800,100
