Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2007,0,476311474961,242952873634,6441510174,-93718528,0,-77184126952,229894166488,0,878322179777,-4068262242997,-3154686335827,4029910554664,-270795601692,-219764423834,-82034556850,1112897844665,-3084192346813,-4858604928907,-3095093143297,23216586126,-314072408769,68132185241,-596235472372,1427728000,57175927260,-3855448597811,1060357551893,-555650000,12437912444150,-3151373841276,-1456979492,-22703853193,0,10322179672082,1608126145364,0,93718528,1608219863892
2008,0,596265936504,225150084238,119876863186,5516409620,0,-43111745092,199238248090,0,1102935796546,-878571473416,-1573470627931,2382928030651,94194285885,-712889146353,-65659168541,517555126803,-2022989139200,-1155966315556,-1367752969312,158327843730,-755900571684,741215276141,-213988070086,4648400000,394869153068,-1038580938143,144579243632,0,5495527937610,-3514383019125,-11613886333,-242727862479,0,1871382413305,-323164840394,1608219863892,918078563,1285973102061
2009,0,191416660690,697870709120,1406566899,5208623981,0,-19107876769,592382204033,0,1469176887954,-592015878540,-1105967645331,2411199548326,-136885090157,-652323483249,-91553253900,61614627954,-173333832093,1189911880964,-1193599031580,66368004675,-1092582499232,1464995221801,-835632325064,169450927296,4111610306,-1416888091798,1315663009126,0,6522364283747,-6144298436919,-10121388846,-250167975418,0,1433439491690,1206463280856,1296580126863,0,2503043407719
2010,0,740815567281,618262175615,41914069970,11787016422,0,-317406402575,908793130221,0,2004165556934,-1168716394636,-865020923909,900458449073,-240837860601,-871640385464,-325185279304,518404849382,-433519637327,-481891625852,-1375675359335,96191830441,-1069611159491,977397104641,-169073851329,402330723000,156065453922,-982375258151,572142112000,0,10272678441969,-8604018360017,-120229976,-351652735300,0,1889029228676,424762344673,2503043407719,46640391,2927852392783
2011,0,484856739432,625950316509,270931529883,349084262861,0,-367498017484,999439960148,0,2362764791349,490298838199,-1417527138238,-430949253140,-37643424503,-970484195600,-274596687348,143150899927,-351664672008,-486650841362,-1430904980796,47022707729,-1139307039266,1545908963663,-185951282012,383969531908,253651635875,-525610462899,0,0,7331009725538,-7914779336386,-29131894028,-201702345,0,-613103207221,-1625364511482,2927852392783,0,1302487881301
2012,0,193663896280,647716094113,86703803439,-133597205873,0,-188899109563,975593260135,0,1581180738531,-19044710277,-148829339394,-284199824957,80869507806,-1002367800748,-136472122162,59628672231,-236561878631,-105796757601,-736078402426,32225867786,-276912379078,970698995089,-108890962551,133879501958,158461611654,173384232432,1417106730000,0,7377125526190,-9256527943783,-1117684796,-52425750,0,-463465798139,-395878323308,1302487881301,0,906609557993
2013,0,713013411885,573215806554,-2971821494,-68918116875,0,-599634456908,663439192859,0,1278144016021,-374223907986,375133706073,-164344315456,-26232285711,-636326428368,-116172670114,62411716633,-110211866202,288177964890,-472699386764,49076672307,-29248523270,2639615932055,0,296029935065,135431388886,2618206018279,0,0,5816428625733,-8518282045459,-517701998,-21471000,0,-2702392592724,203991390445,906609557993,0,1110600948438
2014,0,432574710494,333495614608,120179102353,-27340639196,0,-127803850248,275832731052,0,1006937669063,-485514260245,1125325706472,214925173555,5610834752,-235319884772,-73274595150,12877600232,-78456241385,1493112002522,-599894652712,73966907829,-365650966701,200286440285,-119686047600,104836812479,63267848368,-642873658052,0,0,3686304460259,-4015917922864,0,-175620614920,0,-505234077525,345004266945,1110600948438,0,1455605215383
2015,0,602968419549,422914019586,-42307834558,13710954808,0,-73715206525,338254415509,0,1261824768369,-608895006948,-197495573748,1167232125981,-42059243953,-442710693232,-97720276439,2004785722,-62065173422,980115712330,-435264430233,99901238212,-868548860998,447726835403,-190217748195,175669290997,162749549986,-607984124828,0,0,3142097264634,-3143851388094,0,-313416785263,0,-315170908723,56960678779,1455605215383,-236539,1512565657623
2016,0,836853202674,386133642970,49181867086,-22278781538,0,-231887980957,282360078215,0,1300362028450,135784219942,-1558343434033,1409974334156,-40245808846,-203364751543,-126702684922,23866435301,-168719128918,772611209587,-460316792968,254939221134,-1149228725736,451866390757,-98058746543,82318821627,157093396517,-761386435212,0,0,5147291904321,-4703215698403,0,-390120071178,0,53956134740,65180909115,1512565657623,12123939,1577758690677
