Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2008,0,512927697946,-2981540180,509946157766,-403044341935,106901815831,5745868861,-14847108332,0,-9484840052,-36250656249,52065080059,1292388598,-1366982010,-74593412,-934800781,51055685866,-7444493235,248185176,-7196308059,43859377807,0,43859377807,2980,0
2009,0,700196015047,-320327841,699875687206,-530449628742,169426058464,7326110286,-28317602910,-7849104326,-24332499451,-52176290633,71925775756,1452119138,-4480840787,-3028721649,0,68897054107,-17497295098,7897948926,-9599346172,59297707935,0,59297707935,4148,0
2010,0,663241914108,-194970000,663046944108,-520217068059,142829876049,17347044557,-16355761343,-3696015317,-29418599407,-66728219090,47674340766,2685378421,-6652983397,-3967604976,-322556272,43384179518,-9863554276,2391769203,-7471785073,35912394445,-17037796,35929432241,2110,0
2011,0,499401045189,-2878543281,496522501908,-419985730578,76536771330,17621197669,-4508651822,-1021295471,-41526349924,-67499686951,-19376719698,4672649160,-2095604165,2577044995,1664311850,-15135362853,-4867873521,-6938459294,-11806332815,-26941695668,-550070742,-26391624926,-1517,0
2012,0,438004625540,-16979680899,421024944641,-322512798029,98512146612,21926142048,-1422206463,-905628893,-35554253369,-61979874272,21481954556,6212639942,-1824721693,4387918249,-2132557399,23737315406,-2772208905,-2797177403,-5569386308,18167929098,549867243,17618061855,813,0
2013,0,526181313711,0,526181313711,-441541862539,84639451172,5641153972,-7086723893,-4125341346,-37239543768,-45528311056,426026427,6186231186,-3408419843,2777811343,812928713,4016766483,-1662466884,-770698506,-2433165390,1583601093,0,1583601093,73,0
2014,0,503084692487,0,503084692487,-426939918652,76144773835,5318345704,-4369361103,-2977829019,-35726068936,-40317643103,1050046397,6779491797,-223115030,6556376767,-588973920,7017449244,-1771550499,0,-1771550499,5245898745,0,5245898745,243,0
2015,0,572106557111,-519130000,571587427111,-502064578991,69522848120,41672449695,-10850554068,-66163872,-41216847262,-39402201588,20296195624,2537499458,-606999761,1930499697,0,22226695321,-7837966289,774442855,-7063523434,15163171887,0,15163171887,703,0
2016,0,415857634310,0,415857634310,-350981559147,64876075163,7082379214,-3336630228,-1185703305,-31281518876,-31165741819,5389958100,2758231734,-543554127,2214677607,0,7604635707,-1529494490,-341294008,-1870788498,5733847209,-2940003,5736787212,272,0
2017,0,589523890077,0,589523890077,-518039065985,71484824092,2850849243,-2128485527,-2081082327,-39984938620,-32308665720,1065266409,2708863598,-7530393,2701333205,0,3766599614,-1334318269,-582604739,-1916923008,1849676606,0,1849676606,95,0
2018,0,721812793848,-26446800,721786347048,-641221284921,80565062127,1178759041,-7644997165,-2715499844,-43125040074,-31478994086,1411419135,2168716670,-307587916,1861128754,0,3272547889,-1886506270,147679315,-1738826955,1533720934,0,1533720934,83,0
2019,0,454618643881,0,454618643881,-387041002327,67577641554,2090854474,-495686040,-374459889,-40422418642,-24977027649,5495015492,2580382810,-79457821,2500924989,0,7995940481,-2070113925,1776577,-2068337348,5927603133,0,5927603133,287,0
