Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2013,0,0,-25008280000,-360039091,0,0,22360000,-366919000,0,-25712878091,0,0,0,0,0,0,0,0,25000000000,0,714000000,0,0,0,0,25714000000,1121909,0,0,1121909
2014,0,49409384655,-54247198350,-4212552633,-387786759,-10000000,0,-5562839919,0,-15010993006,-39580245226,0,0,0,-45000000000,0,0,-84580245226,100000000000,0,4786000000,0,0,0,0,104786000000,5194761768,1121909,0,5195883677
2015,0,69356377611,-69196556360,-4317174420,-1397761208,-1529241926,53428431120,-61467730976,2083659162,-15123656159,-19448689091,0,0,0,-74000000000,27400000000,10112027,-66038577064,49554000000,0,57028088044,-15940412044,0,0,0,90641676000,9479442777,5195883677,-11060045,14664266409
2016,0,138741881556,-181197154412,-7260008674,-5767156993,-3043567663,71795400732,-61182782713,3341491604,-47913388167,-2740800000,0,0,0,-100000000000,14350000000,669606672,-87721193328,95101770000,0,137183607307,-100977876089,0,-5211956610,0,126095544608,-9539036887,14664266409,-33359014,5091870508
2017,0,150720550055,-121763427630,-9483417835,-5905519215,-1697454514,14957879353,-27060595305,3515935649,-231985091,0,4400000000,0,0,0,0,1232148,4401232148,0,0,87899477828,-92008853916,0,0,0,-4109376088,59870969,5091870508,452474,5152193951
2018,0,27536090180,-15557887099,-4935412727,-154311681,-154337467,7387004488,-18664894352,0,-4543748658,-5400000000,7447389000,0,0,0,4200000000,312654448,6560043448,0,0,0,-6015897947,0,0,0,-6015897947,-3999603157,5152193951,389355,1152980149
