Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2014,1,403727272,0,403727272,-203339787,200387485,7549318586,-1361347289,0,0,-222700362,6165658420,0,-47700000,-47700000,0,6117958420,-1233131684,0,-1233131684,4884826736,0,4884826736,708,0
2014,2,1489789091,0,1489789091,-779284076,710505015,3924137836,-6124369548,-953877344,0,-418074452,-1907801149,90700000,-13508600,77191400,0,-1830609749,363420230,0,363420230,-1467189519,0,-1467189519,-130,0
2014,3,850000000,0,850000000,-274972593,575027407,3468760242,-73722387,0,-124705819,-595969497,3249389946,0,-62469648,-62469648,0,3186920298,-649877789,0,-649877789,2537042509,0,2537042509,368,0
2014,4,3800917035,0,3800917035,-1036621172,2764295863,1984103030,-1943874254,-357522792,-158971175,-1799147746,846405718,3264748228,-505138469,2759609759,0,3606015477,256115236,0,256115236,3862130713,1346008801,2516121912,560,0
2015,1,3261649973,0,3261649973,-467197308,2794452665,567929319,-1725323195,-1052518851,-118585906,-1940609995,-422137112,576800099,-301532687,275267412,0,-146869700,0,0,0,-146869700,0,-146869700,0,0
2015,2,3103453239,0,3103453239,-572825266,2530627973,78107682,-1293646087,-1103682105,-472319529,-2323674020,-1480903981,873293183,-90136067,783157116,13337317356,12639570491,-2568093823,0,-2568093823,10071476668,4848656396,5222820272,1438,0
2015,3,5924645362,0,5924645362,-828388339,5096257023,1863597883,-1093686132,-545083292,-25826667,-3215054239,2625287868,4005000,-36658000,-32653000,0,2592634868,-5073941,0,-5073941,2587560927,1264150195,1323410732,0,0
2015,4,4163398646,0,4163398646,-927911496,3235487150,4841368482,-2491887116,-2353574905,-126349961,-7872639342,-2414020787,0,-334777165,-334777165,0,-2748797952,-573237344,0,-573237344,-3322035296,0,-3322035296,0,0
2016,1,11323175378,0,11323175378,-3856725777,7466449601,2700237889,-1597474201,-853476046,-343103271,-771695623,7454414395,1150000,-26800000,-25650000,0,7428764395,-643509877,0,-643509877,6785254518,1673673943,5111580575,866.38,0
2016,2,8622452973,0,8622452973,773151057,9395604030,11843585923,-4158115152,-3960195951,-209509354,-4883138948,11988426499,1025850027,-528000,1025322027,0,13013748526,-1669974353,0,-1669974353,11343774173,1838651081,9505123092,0,0
2016,3,9994351683,0,9994351683,-1125303887,8869047796,13055432477,-4520470434,-4291174382,-497911485,-2900492692,14005605662,2959650,-5000000,-2040350,0,14003565312,-1797306532,0,-1797306532,12206258780,2163341147,10042917633,412.46,0
2016,4,13293336675,0,13293336675,-1320738654,11972598021,17738556870,-7655808796,-4801898251,-436312476,-3129859421,18489174198,3227799826,-13070676,3214729150,0,21703903348,-5378227143,0,-5378227143,16325676205,2165416047,14160260158,392.04,0
2017,1,8772214244,0,8772214244,-1498269932,7273944312,13983381981,-6738027357,-6247535811,-842620448,-3017657076,10659021412,1471633779,-206047627,1265586152,0,11924607564,-2398577857,0,-2398577857,9526029707,1562950771,7963078936,215.87,0
2017,2,3987389255,0,3987389255,-3653880908,333508347,12664175894,-7302237205,-7333253512,-915443487,-2805234588,1974768961,2287387822,-299468956,1987918866,0,3962687827,-680440858,0,-680440858,3282246969,532689892,2749557077,74.53,0
2017,3,5719613068,0,5719613068,-1970306267,3749306801,14626586790,-9951600626,-9903986920,-1590436882,-4085772904,2748083179,2274014536,-41328912,2232685624,0,4980768803,-951820101,0,-951820101,4028948702,900727621,3128221081,101.06,0
2017,4,6812965710,0,6812965710,-2407851853,4405113857,28100393619,-18236961794,-11612075464,-908834839,-8749567648,4610143195,1718019049,-86451140,1631567909,0,6241711104,-1083798802,0,-1083798802,5157912302,993770495,4164141807,130.09,0
2018,1,5841313805,0,5841313805,-3047982446,2793331359,24701118448,-17002132319,-11535378575,-742050914,-4699321433,5050945141,1893256556,-116427258,1776829298,0,6827774439,-1411409944,0,-1411409944,5416364495,993745066,4422619429,110.5,0
2018,2,10314157650,0,10314157650,-1506121279,8808036371,21046950623,-17616457608,-12251092745,-2110408238,-4858855653,5269265495,2380617954,-511285218,1869332736,0,7138598231,-1543170275,0,-1543170275,5595427956,-391251727,5986679683,150,0
2018,3,10151496719,0,10151496719,-2721447822,7430048897,15656445484,-12464054971,-12870600884,-1187978724,-4796311165,4638149521,2862305244,-80368122,2781937122,0,7420086643,-1479917681,0,-1479917681,5940168962,1416710387,4523458575,113.02,0
2018,4,11574798195,0,11574798195,-4135819851,7438978344,15738933535,-12614926174,-11975440816,-1655228606,-4983532210,3924224889,2557488019,-16580532,2540907487,0,6465132376,-1335802187,0,-1335802187,5129330189,1305825630,3823504559,92.81,0
2019,1,11256892296,0,11256892296,-3586293133,7670599163,15944669618,-12813658931,-13041411965,-982902770,-5094984803,4723722277,4026976451,-4006883,4022969568,0,8746691845,-1689515208,0,-1689515208,7057176637,1363475100,5693701537,142,0
2019,2,14543411036,0,14543411036,-3507075793,11036335243,17354153324,-9517085592,-8740083606,-897979354,-4662186847,13313236774,741783001,-56909,741726092,0,14054962866,-4583789110,0,-4583789110,9471173756,1444592521,8026581235,201,0
2019,3,13186860256,0,13186860256,-3573366761,9613493495,15585852755,-19687850350,-19876939064,-1235200155,-5979895915,-1703600170,2798052701,-199,2798052502,0,1094452332,-1909886625,0,-1909886625,-815434293,1331223573,-2146657866,-54,0
2019,4,19590218161,0,19590218161,-8145899454,11444318707,21662147073,-14425485214,-13720562791,-866172434,-7051183727,10763624405,4214209412,-163004018,4051205394,0,14814829799,-2803478692,0,-2803478692,12011351107,1581546689,10429804418,261,0
2020,1,7646740920,0,7646740920,-3901719723,3745021197,29951758715,-22941967543,-23811927162,-1008643022,-6187624241,3565194743,8251346959,-3656068,8247690891,0,11812885634,-2358104002,0,-2358104002,9454781632,3085476988,6369304644,236.23,0
2020,2,13117921122,0,13117921122,-5698503711,7419417411,79698833452,-36778417793,-21382044074,-1023382926,-5922387588,43466086623,9906605622,-1,9906605621,0,53372692244,-10316732233,0,-10316732233,43055960011,8574272700,34481687311,1076,0
