Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2009,4,451208296684,0,451208296684,-354535750027,96672546657,1884875819,-123211209821,-10655196976,-44553588,-5851519344,-30549860277,6492024068,-208924181,6283099887,0,-24266760390,-2798062500,52039289786,49241227286,24974466896,0,24974466896,0,0
2010,1,523960608752,0,523960608752,-457202576463,66758032289,850205514,-24388586887,-9464074042,-47190551,-5593030770,37579429595,69403028,0,69403028,0,37648832623,-3910187500,0,-3910187500,33738645123,0,33738645123,0,0
2010,2,609575744851,0,609575744851,-554356169737,55219575114,671092877,-20757694207,-9171362813,-53216357,-4472148747,30607608680,83821792,-4818181,79003611,0,30686612291,-3910187500,0,-3910187500,26776424791,0,26776424791,0,0
2010,3,448162096131,0,448162096131,-404502733649,43659362482,4589873720,-24964385793,-9213153686,-59182308,-6751044187,16474623914,12313710,0,12313710,0,16486937624,-3910187500,0,-3910187500,12576750124,0,12576750124,0,0
2010,4,457012550756,0,457012550756,-398977555496,58034995260,2437908530,-107975376953,-10080330219,-68592668,-7187186799,-54758252630,258547506,-27878550,230668956,0,-54527583674,3910187500,0,3910187500,-50617396174,0,-50617396174,0,0
2011,1,810905563854,0,810905563854,-784210763990,26694799864,2598182697,-16559060163,-9074265975,-75631558,-5157234026,7501056814,183122725,0,183122725,0,7684179539,-3172163750,0,-3172163750,4512015789,0,4512015789,0,0
2011,2,600672142645,0,600672142645,-562667527032,38004615613,-264023768,-25308469191,-15309410009,-75999002,-6377039127,5979084525,2692291393,-45659092,2646632301,0,8625716826,-905310341,0,-905310341,7720406485,0,7720406485,0,0
2011,3,487687923945,0,487687923945,-492752771733,-5064847788,3810965213,-9957092730,-9943089770,-64481693,-5710161690,-16985618688,633902787,-3566141626,-2932238839,0,-19917857527,-1809085000,0,-1809085000,-21726942527,0,-21726942527,0,0
2011,4,240626330519,0,240626330519,-306847025008,-66220694489,1339457198,-99914219004,-8235553457,-53950876,-8584587299,-173433994470,1223953292,-848186319,375766973,0,-173058227497,5886559091,0,5886559091,-167171668406,0,-167171668406,0,0
2012,1,321256608244,0,321256608244,-325125702833,-3869094589,809782105,-5453719557,-8081722899,-42204279,-5514944147,-14070180467,1784079761,0,1784079761,0,-12286100706,0,0,0,-12286100706,0,-12286100706,0,0
2012,2,345149286365,0,345149286365,-248031978049,97117308316,1094366864,-4301519526,-7542332682,-51863139,-6455804167,87402488348,10300024,-153248730,-142948706,0,87259539642,-18704383734,0,-18704383734,68555155908,0,68555155908,0,0
2012,3,249646216660,0,249646216660,-208547854788,41098361872,1165473188,-7460046332,-7449960215,-58992272,-5560576163,29184220293,28934020,-111103976,-82169956,0,29102050337,-8309640045,0,-8309640045,20792410292,0,20792410292,0,0
2012,4,507206364610,0,507206364610,-452160600031,55045764579,26963050628,-9353297784,-7593575440,-62482382,-9473064718,63119970323,8801679528,-220085878,8581593650,0,71701563973,-24596178766,0,-24596178766,47105385207,0,47105385207,0,0
2013,1,378233444765,0,378233444765,-338235636517,39997808248,27717297939,-6917815328,-6917666757,-49245343,-5619233119,55128812397,24214547,-28235489,-4020942,0,55124791455,-8000000000,0,-8000000000,47124791455,0,47124791455,0,0
2013,2,412742819363,0,412742819363,-376489475865,36253343498,17472276484,-8409860449,-6185830098,-54213579,-6994302300,38267243654,52773653,-4531817,48241836,0,38315485490,-15385928108,0,-15385928108,22929557382,0,22929557382,0,0
2013,3,262281010878,0,262281010878,-220341884294,41939126584,20767447583,-42810815042,-6217999561,-60523745,-5856694752,13978540628,64075053,-3350000,60725053,0,14039265681,-3521216420,0,-3521216420,10518049261,0,10518049261,0,0
2013,4,86888031059,0,86888031059,-118722161708,-31834130649,47686760662,-20881866670,-6204027905,-70837857,-10540259642,-15640334156,554661076,-257820893,296840183,0,-15343493973,5196454705,0,5196454705,-10147039268,0,-10147039268,0,0
2014,4,566152204830,0,566152204830,-548547009679,17605195151,72490576679,-5796520852,-4158482540,-65928351,-19754384551,64478938076,1313762891,-834895857,478867034,0,64957805110,-18022592876,0,-18022592876,46935212234,0,46935212234,0,0
2015,1,418449444439,0,418449444439,-408934753072,9514691367,3051728443,-129858694222,-4120851447,-67152477,-5575894852,-122935321741,59800208,-1165563,58634645,0,-122876687096,0,0,0,-122876687096,0,-122876687096,0,0
