Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,111040200178,14672239230,2379227793,1511201627,0,-2236541213,12271957544,0,139638285159,-416221647537,16670861399,382608618589,-2055827655,-12271957544,-12456378618,64703573,-32503692597,63472964769,19794708645,64046372274,-5123896000,186827546000,-218380650000,0,1444608753,48608689672,0,0,52987299402,-111967567743,-15330177065,0,0,-74310445406,37771209035,198029312706,774811953,236575333694
2015,1,32252631424,15864564265,0,227437237,0,-924838475,7413271134,0,54833065585,-13263587665,-122955925057,73896409360,-1222642740,-7413271134,-12933257172,131688448,-17066113146,-45993633521,-63846761837,23663970000,0,0,-31240000000,0,682967140,-70739824697,8506335150,0,189127783839,-105135545527,-10885014987,0,0,81613558475,-35119899743,236575321193,0,201455421450
2015,2,28376161786,15869390911,-1002952125,-378129560,0,-19852524602,15375783124,0,38387729534,153611714170,-65827224073,-202027205036,-1764086826,-15375783124,-20164511842,19161561159,-25982060937,-119979866975,-14976002580,-2342286790,0,7000000000,-90242756066,0,10693270258,-89867775178,-8506335150,0,345072185884,-115990142194,-8479248377,0,0,212096460163,2248818010,201455421450,30352768,203734592228
2015,3,18024372245,17981261069,-341036360,-87665782,0,-1844070994,11561846944,0,45294707122,4716222458,-100946036744,25691828540,-1871942102,-11561846944,-1926520125,-5249607,-12909852977,-53518690379,-46919070675,19994501959,0,0,-1603630145,0,940426217,-27587772644,0,0,290255890756,-201587203868,-8352889083,-43709562850,0,36606234955,-44500228068,203734592228,208005337,159442369497
2015,4,109529123193,18348480261,-3326262664,3594841371,0,-47413982327,21102417485,0,101834617319,-291290161545,56838078044,78386146742,-5497463087,-21102417485,-4963121512,20227210939,5247544002,-60319566583,-72248760080,-280012804,-74050000000,62357587274,36159986211,105585016500,5443627196,62967444297,0,0,451591011970,-292690638543,-13559115552,-7833959787,0,137507298088,140155175802,159442369497,125031077,299722576376
2016,1,26520627149,13463553834,13068000,0,0,-15025128740,11913083240,0,36885203483,-108799285942,-136063399108,134859118583,-5229412358,11913083240,-12607371868,0,-14470405318,-93512469288,-28976960658,9090909,0,0,-3354250000,31900000000,986681706,564561957,0,0,182873426929,-181078329464,-9156318266,0,0,-7361220801,-100309128132,299722576376,0,199413448244
2016,2,29098719042,13831119178,0,-444555455,0,1834800816,23018203815,0,67338287396,110732396232,-79663393690,-141827134120,2389801376,-46844370295,-10912208013,0,-3243999674,-102030620788,-95695951601,762017000,-33000000000,36694158981,-42518981250,0,910232260,-132848524610,0,0,458943924299,-222513726153,-13226893595,0,0,223203304551,-11675840847,199413448244,0,187737607397
2016,3,38613350568,14123920741,8712000,444555455,0,-35822645649,16180976912,0,33548870027,93604239870,-29631195432,-95347097934,170037668,-16180976912,-1660578549,0,28929075966,13432374704,-88799135809,251867430,-12500000000,0,-4100000000,0,864601189,-104282667190,0,0,377836025674,-227551523570,-9889586594,-45722854000,0,94672061510,3821769024,187737607397,0,191559376421
2016,4,106940936768,15735101064,-21780000,2077364964,0,13822282948,28408016300,0,166961922044,-520700517267,313895359712,220668588480,-4592807263,-28408016300,-15097314751,0,-96439384289,36287830366,17525151299,2671764737,23000000000,-26694158981,-12036768750,0,18951370112,23417358417,20000000000,0,322991220651,-331779791731,-10316925594,0,0,894503326,60599692109,191559376421,52318588,252211387118
2017,1,20093208306,14932459547,-34438300,0,0,-8716579981,14445756139,0,40720405711,-21326629583,-104397357708,30864991197,-5541796762,-14445756139,-9403289012,0,45495152162,-38034280134,-58213040189,308082876,0,0,0,0,708134538,-57196822775,0,0,311595286660,-305798028650,-9976306808,0,0,-4179048798,-99410151707,252211387118,0,152801235411
