Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,0,40711164164,16780204722,0,1424115854,0,-898370054,5615316727,0,63632431413,-15901906803,-16432472477,16258261638,-1900801171,-5615316727,-744119501,24095482,-55619750,39264552104,-53704866921,0,0,0,0,0,874480090,-52830386831,7996460000,0,95484539192,-54651756627,0,-8266620000,0,40562622565,26996787838,4311369905,-237317598,31070840145
2010,0,67155445453,26356713686,0,-35541437,0,-108125545,8598425377,0,101966917534,-87531240079,6182500415,33740176053,-9702506473,-8487344186,-11125786347,1010544611,-1301903738,24751357790,-146353975462,0,0,0,0,0,558356522,-145795618940,44005640000,0,162079721593,-88601639079,0,0,0,117483722514,-3560538636,31070840145,37900,27510339409
2011,0,117560928162,50219805725,3959444777,2940420604,0,-4571911156,32475485731,0,202584173843,-62419521434,-189971273237,138043593525,-455837836,-32475485731,-20117186570,295791220,-2931648356,32552605424,-155364404945,755000000,0,0,0,0,4354430967,-150254973978,300000,0,441809843019,-189979493200,-24676737977,-23540016500,0,203613895342,85911526788,27510339409,35554349,113457420546
2012,0,127878263538,56312972581,2068062588,6449755961,0,-6990588810,35473520586,0,221191986444,-176165275157,7763465730,72208544713,-6760289014,-35473520585,-999227628,3066817736,-8014500710,76818001529,-151148455710,7592588568,0,61111115,0,0,5192891496,-138301864531,28069762321,-2291080,494334207713,-452240642522,-19366100784,-6750000000,0,44044935648,-17438927354,113457420546,202323727,96220816919
2013,0,149557612320,38265751659,901341573,1892595931,0,-14924163361,18157221550,0,193850359672,-428133936673,72066159163,338518080250,503159463,-18157221550,-23343159027,1070356000,-5285252612,131088544686,-62478216294,25414300443,-14154882000,9030986000,-31331640000,6065000000,12766672088,-54687779763,200974073500,0,393836318577,-366673256064,-23106656016,-15649608100,0,189380871897,265781636820,96220816919,-1851412791,360151040948
2014,0,169321116387,48657675875,-3515535486,2057151633,0,-10340199596,28426164059,0,234606372872,-349876188247,-42145865971,210261085116,-5800739049,-28426164059,-54704101480,62004120,-24315516379,-60339113077,-207348345815,140147930554,0,5123896000,-218380650000,30000000000,10724133161,-239733036100,19879550000,0,683656239821,-441570816728,-45716188178,-39754668200,0,176494116715,-123578032462,360151040948,2312707,236575321193
2015,0,187834606785,68100578326,-4349344349,1212735424,0,-70528892744,55458818687,0,237728502129,-87940617709,-233349357316,52606448118,-11569200234,-55458818687,-39987410651,0,-62424830752,-200395285102,-190721049547,41030772365,-28328340000,23000000000,-185162831237,105585016500,27444280075,-207152151844,0,0,1083397685583,-520650617005,-46692911631,-45722854000,0,470331302947,62783866001,236575321193,363389182,299722576376
2016,0,210527049895,57162270566,0,2070426116,0,-71322494716,80742512337,0,279179764198,-271494575258,68975193494,-103501600341,-7204947869,-80742512337,-39164459282,37449266382,-4671283265,-121175154278,-174066872517,318425567,-22500000000,10000000000,-62010000000,31900000000,24248034733,-192110412217,0,0,1397932465804,-1043897829106,-42589724049,-45722854000,0,265722058649,-47563507846,299722576376,52318588,252211387118
2017,0,221761373596,66468238438,-786901308,3016855699,0,-105858369192,90641294699,0,275242491932,-636730893057,-101562466005,496529745776,-13374729361,-90641294699,-20616258771,38213773286,-4987855883,-57927486782,-138717389044,3900396061,-550000000,0,0,254330000000,16019660603,134982667620,0,0,1318358079499,-1313018992682,-51670467985,-49499422000,0,-95830803168,-18775622330,252211387118,106663976,233542428764
2018,0,306281988328,73746872664,-880812732,2247230970,0,-96040388998,91154672479,0,376509562711,-584150635760,-99192442427,288257502867,8407971097,-90832568029,-51223614480,14486324060,-19502840003,-157240739964,-231791940216,28265508808,-5387166667,114605717,-307828981250,102582374940,49772068948,-364273529720,519999505574,0,1393698598795,-1329584150841,-57625929308,-44936456000,0,481551568220,-39962701464,233542428764,-1052037827,192527689473
2019,0,276590889920,76343935000,0,192737854,0,-108044737183,83054243144,0,328137068735,-418804938163,-154657584885,425437875063,-39302728124,-83376347594,-65833878248,0,-20196024833,-28596558049,-80335563275,3026456619,-146447319681,0,-105182242500,189002920000,15205004461,-124730744376,0,0,1940485342721,-1633778310888,-52506528966,-56936231000,0,197264271867,43936969442,192527689473,255309,236464914224
