Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2009,4,66029254031019,6838617335281,2115265155137,6976108683977,6976108683977,0,0,98823528310,108696543736,-9873015426,4121834722,38003086033255,38381854834878,-378768801623,0,0,0,8401390843906,332515107832,8165783088426,-96907352352,766468328230,0,143700000000,680985450000,-58217121770,937558069784,430282056229,0,507276013555,0,1887814218417,0,0,0,1887814218417,0,0,66029254031019,52078954257895,1611075169608,2527654093909,2527654093909,0,38766464463698,0,6375966811,8223028456028,944356107841,13950299773124,12526947129844,8800080000000,15395729844,3711471400000,0,0,0,221107520449,0,0,1202245122831,0,0,4118449664054,2924718432183,0,0,2924718432183,1193731231871,50000000000,0,0,0,0,1143731231871,0,0,0,0,0,0,0,0,0
2010,1,64281319227239,7104103528415,553265867353,8992717425423,8992717425423,0,0,14632303000,19318972180,-4686669180,24430902009,36099891796745,36478983523983,-379091727238,0,0,0,7984000795793,163883474692,7870179361313,-50062040212,1091713986029,0,160350000000,990219450000,-58855463971,922860713141,417356739457,0,505503973684,0,1493701909331,0,0,0,1493701909331,0,0,64281319227239,50517630106436,25571752488,1421375904878,1421375904878,0,40444630971479,0,6583334962,7849072296713,770395845916,13763689120803,12526947129844,8800080000000,15395729844,3711471400000,0,0,0,378550966693,-5628140796,0,863819165062,0,0,4819504609415,3077620137417,0,0,3077620137417,1741884471998,50000000000,0,0,0,0,1691884471998,0,0,0,0,0,0,0,0,0
2010,2,73693795000000,4349670000000,1193523000000,12925964000000,12925964000000,0,0,24689000000,29484000000,-4795000000,0,42551348000000,42952793000000,-401445000000,0,0,0,9066269000000,186340000000,8935638000000,-55709000000,1100927000000,0,160350000000,994521000000,-53944000000,984102000000,480364000000,0,503738000000,0,1497303000000,0,0,0,1497303000000,0,0,73693795000000,60025865000000,23568000000,4637101000000,4637101000000,0,47234264000000,9790000000,3544000000,6872063000000,1245535000000,13667930000000,12526947000000,8800080000000,15396000000,3711471000000,0,0,0,381946000000,-11567000000,0,770604000000,0,0,4854601000000,3292950000000,2606116000000,686834000000,0,1561651000000,50000000000,683621000000,606374000000,127663000000,0,93993000000,138839000000,0,0,0,0,0,0,0,0
2010,3,95737193755763,2884926276909,1204672276365,20190070656482,20190070656482,0,0,3362905000,4172211760,-809306760,10945715542,52656468925484,53074033240156,-417564314672,0,0,0,14754433168339,141964734405,14669655021739,-57186587805,1088481304432,0,160001638269,978223681035,-49744014872,906498549128,404527310386,0,501971238742,0,2037333978082,0,0,0,2037333978082,0,0,95737193755763,81535050460530,1777550962336,18418065070255,18418065070255,0,50753935342359,0,3627484965,9390516548243,1191355052372,14202143295233,12526947129844,8800080000000,15395729844,3711471400000,0,0,0,380580807883,4592922008,0,1290022435498,0,0,5322538727966,3195224617640,0,0,3195224617640,2127314110326,50000000000,0,0,0,0,2077314110326,142118835300,0,0,0,0,0,0,0,0
2010,4,131127963773009,6429465019247,1540756898209,32110539154428,32110539154428,0,0,0,0,0,16847545895,61720265708674,62348369420577,-628103711903,0,0,0,20694744674966,44817437408,20662147234966,-12219997408,1302396592305,0,156556179584,1195389418075,-49549005354,1067581715383,679143811471,0,388437903912,0,6245366463902,0,0,0,6245366463902,0,0,131127963773009,116345695788997,2105848267076,33369593195620,33369593195620,0,58150663328364,0,1417172640,20854783464890,1863390360407,14782267984012,12526947129844,10560068750000,15395729844,1951482650000,0,0,0,378499348483,0,0,1876821505685,0,0,5176993441090,2958864221670,0,0,2958864221670,2218129219420,0,0,0,0,0,2218129219420,142118836080,0,0,0,0,0,0,0,0
2011,1,137844370464440,8923171414604,1386798721618,33870761869517,33870663312196,98557321,0,0,0,0,0,65947072575703,66575723878838,-628651303135,0,0,0,17984964008377,44817437408,17952962118377,-12815547408,1330523976810,0,111789961181,1286391793075,-67657777446,1142739508693,668114914125,0,474624594568,0,7258338389118,1178163653687,1714204123895,0,4365970611536,0,0,137844370464440,123708524268240,1801677041439,37978818583342,34989403583342,2989415000000,58639464332274,6873448201,1519281746,22830973855222,2449197726016,14135846196200,12526947129844,10560068750000,15395729844,1951482650000,0,0,0,640471403458,-14477245396,0,982904908294,0,0,2959864018926,0,0,0,0,2959864018926,0,0,0,0,0,2959864018926,4148668052842,0,0,0,0,0,0,3996309372419,152358680423
2011,2,142853140000000,4469634000000,1685198000000,40090026000000,40089966000000,61000000,-1000000,0,0,0,4004000000,68228143000000,68961043000000,-732900000000,0,0,0,18363735000000,26957000000,18340444000000,-3666000000,1291866000000,0,109167000000,1266341000000,-83642000000,1226241000000,683604000000,0,542637000000,0,7494293000000,1062437000000,2103765000000,0,4328091000000,0,0,142853140000000,128308759000000,1059203000000,45396535000000,41146694000000,4249841000000,58368548000000,0,620000000,15304842000000,8179011000000,14544381000000,12526947000000,10560069000000,15396000000,1951482000000,0,0,0,684819000000,7332000000,0,1325283000000,0,0,7350201000000,4585106000000,2928670000000,1656436000000,0,2765095000000,0,882365000000,759389000000,170455000000,0,952886000000,4364330000000,0,0,0,0,0,0,4214413000000,149917000000
2011,3,146857352000000,6933035000000,1681643000000,36498155000000,36498114000000,44000000,-3000000,0,0,0,154394000000,68902224000000,69523922000000,-621698000000,0,0,0,21502515000000,8792000000,21497323000000,-3600000000,1310757000000,0,110976000000,1287526000000,-87745000000,1381247000000,687361000000,0,693886000000,0,8493382000000,2397289000000,1935907000000,0,4160186000000,0,0,146857352000000,131560998000000,1345969000000,43135855000000,38031598000000,5104257000000,55446967000000,0,628000000,16552931000000,15078648000000,15296354000000,12526947000000,10560069000000,15396000000,1951482000000,0,0,0,681235000000,6666000000,0,2081506000000,0,0,6263177000000,3687791000000,0,0,3687791000000,2575386000000,0,0,0,0,0,2575386000000,3839603000000,0,0,0,0,0,0,3687791000000,151812000000
2011,4,183584657000000,7295195000000,2166290000000,64529043000000,64529020000000,24000000,-1000000,0,0,0,0,74044518000000,74663330000000,-618812000000,0,0,0,26376794000000,2192000000,26374602000000,0,1303273000000,0,104555000000,1286463000000,-87745000000,1912605000000,766536000000,0,1146069000000,0,5956939000000,3118337000000,2493023000000,0,345579000000,0,0,183584657000000,167281300000000,1312357000000,71859441000000,65697328000000,6162113000000,53652639000000,157140000000,0,19210987000000,21088736000000,16303357000000,12526947000000,12355229000000,15396000000,156322000000,0,0,0,672942000000,0,0,3103468000000,0,0,6089145000000,3050062000000,0,0,3050062000000,3039083000000,0,0,0,0,0,3039083000000,3203331000000,0,0,0,0,0,0,3050062000000,153269000000
2012,1,170934432000000,11989959000000,1587744000000,54418482000000,54418449000000,33000000,0,0,0,0,0,68928581000000,69516468000000,-587887000000,0,0,0,23128761000000,2192000000,23126569000000,0,2537606000000,0,120592000000,2551293000000,-134279000000,1895548000000,743371000000,0,1152177000000,0,6447751000000,2980882000000,3069959000000,0,396910000000,0,0,170934432000000,155662457000000,19309000000,60927503000000,54208937000000,6718566000000,52323218000000,88810000000,0,16394548000000,25909069000000,15271975000000,12526947000000,12355229000000,15396000000,156322000000,0,0,0,1098401000000,-55306000000,0,1701933000000,0,0,3062604000000,0,0,0,0,3062604000000,0,0,0,0,0,3062604000000,3798940000000,0,0,0,0,0,0,3798940000000,0
