Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2010,1,1200792911951,-741026162825,55848885417,-30975326082,13730245868,1358175478,-195800160283,-99603267881,204325301643,3429501728,653612931809,-20309067287,1902871310895,-115185917456,0,0,0,-1585503417120,-1106278189031,1678166507781,0,207368151,-373956159315,0,-79941903344,1161438268454,0,-2184306247,0,1159253962207,-5379471147,0,0,0,0,0,-325884000000,0,839872645,-330423598502,0,0,0,0,0,0,0,828830363705,15043519990797,-5305215181,15867045139321
2010,2,2597710000000,-1561222000000,114366000000,6527000000,16726000000,3513000000,-432903000000,-194314000000,550403000000,0,-962329000000,-543086000000,4122000000,-4582505000000,0,143854000000,0,-1587507000000,2109447000000,8467799000000,9790000000,-2832000000,-1350965000000,0,-165988000000,2090203000000,0,-34560000000,0,2055643000000,-155982000000,304000000,0,0,0,0,-330186000000,0,7058000000,-478806000000,0,0,0,0,0,0,0,1576837000000,15043520000000,0,16620357000000
2010,3,4504115278906,-2563333878477,0,180275448292,2916935426,108798662772,-597004736893,-313010629958,1322757080068,0,-5516890816402,-6208797227910,-6823880820,-14692178405278,0,0,-529872689374,166475792728,15890410976346,11987470878661,0,-2748481846,1167488092215,0,-36266502103,3541024816285,0,-38804927371,0,3502219888914,-30301692960,358823854,0,0,0,0,-340533399814,22793162485,24925123528,-322757982907,0,0,0,-352003200000,0,0,-352003200000,2827458706007,15043519990797,5328512952,17876307209756
2010,4,2198586323955,-1425631216713,262979015367,-108963499208,0,-3767845954,-303127936488,-190638556308,433139831848,0,-3606245197881,-5891172704470,-5901830353,-9274336180420,0,0,-3554734552491,328297304740,14951528125365,7395712285880,0,-2210312325,11464266916647,0,182192228139,12420535914679,0,798540600,0,12421334455279,-197705322269,180932132756,0,0,0,0,-230327216141,21413200801,2081619693,-223605585160,0,0,0,0,0,0,0,12197728870119,17827306778956,-4285072816,30020750576259
2011,1,3517876938706,-2665601747690,236143226799,-56573103853,0,1831664958,-279207417333,-173351824533,581117737054,0,-2574886359440,2709185116589,16847545895,-4230013032262,0,0,-654536881198,-304171225637,4609225387722,488767524806,6873448201,102109106,1976190390332,0,-930003667558,1694698093610,0,-452300837,0,1694245792773,-109437530263,17318182,0,0,0,0,-10211625755,41390187300,-26039024682,-104280675218,0,0,0,0,0,0,0,1589965117555,30020750576259,-14477245396,31596238448418
2011,2,3990138000000,-3066018000000,87627000000,24750000000,0,226000000,-473774000000,-208963000000,355266000000,0,931319000000,-2169621000000,-4004000000,-2384558000000,0,0,295805000000,-742474000000,7417717000000,-266136000000,-6873000000,-899000000,-7526132000000,0,6918537000000,2817947000000,0,-76350000000,0,2741597000000,-87370000000,0,-5000000,0,0,0,-92277000000,-2187000000,42795000000,-139044000000,0,0,0,-1421598000000,0,0,-1421598000000,1180955000000,31596236000000,2114477000000,34891668000000
2011,3,4891014000000,-3285622000000,92953000000,-26417000000,0,5972000000,-446106000000,-210444000000,1021974000000,0,-1623490000000,-2538714000000,-150391000000,-563638000000,0,-152142000000,-1291604000000,286766000000,-2260680000000,-2930588000000,0,8000000,1248090000000,0,5601558000000,-3352851000000,0,-3585000000,0,-3356436000000,-49615000000,27000000,5000000,0,0,0,-71186000000,87013000000,-34659000000,-68415000000,0,0,0,1263197000000,0,0,1263197000000,-2161654000000,34891668000000,6149000000,32736163000000
2011,4,4097014000000,-2373552000000,148239000000,-43766000000,0,14638000000,-584941000000,-254002000000,1013483000000,0,-8739619000000,409321000000,154395000000,-5139405000000,0,-112939000000,2769160000000,-33613000000,28723586000000,-1695496000000,157140000000,-628000000,2658056000000,0,5324759000000,25488200000000,0,-8293000000,0,25479907000000,-436174000000,363878000000,0,0,0,0,-104436000000,121396000000,0,-55336000000,0,0,0,0,0,0,0,25424571000000,32736163000000,-6490000000,58154244000000
2012,1,4471008000000,-3033621000000,68018000000,-63708000000,0,12599000000,-666524000000,-344057000000,443715000000,-10488069000000,2548033000000,0,0,5146862000000,0,-32717000000,717679000000,-1293048000000,-10931939000000,-1329421000000,-68330000000,0,-2816440000000,0,4389238000000,-13714437000000,0,-17417000000,0,-13731854000000,-26181000000,0,0,0,0,0,-1673723000000,13388000000,20414000000,-1666102000000,0,0,0,-1729732000000,0,0,-1729732000000,-17127688000000,50445488000000,-54726000000,33263074000000
2012,2,4039516000000,-3297071000000,64635000000,-1416000000,0,14153000000,-155998000000,-250372000000,413447000000,0,3592539000000,3829000000,0,-5867579000000,0,-49000000,-3592369000000,-2104000000,6796042000000,9997319000000,125332000000,0,6449577000000,0,-8292379000000,9623605000000,0,-89111000000,0,9534494000000,-687589000000,263000000,0,0,0,0,10381000000,-2988000000,-20308000000,-700241000000,0,0,0,-619591000000,0,0,-619591000000,8214662000000,33263074000000,54726000000,41532462000000
