Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2017,1,137319163636,-170855217168,-1151706089,-1065365124,-775129874,51930000000,-23913114486,0,-8511369105,-871842340,0,-15000000000,0,-30000000000,42476299139,1349837,-3394193364,0,0,2350000000,-12005745000,0,0,0,-9655745000,-21561307469,57939954148,0,36378646679
2017,2,0,0,0,0,0,0,0,0,-13982433279,-15577639991,0,-2000000000,21550000000,0,-1216163880,16654279548,19410475677,240000000,0,47736454500,-49307449902,0,0,0,-1330995402,4097046996,36378646679,-4334240,40471359435
2017,3,312810117982,-389120458565,-1602313141,-1643630677,-17527283,46060117459,-25772218402,0,-59285912627,-36311331351,0,-11000000000,11000000000,-100800000,0,1806251000,-34605880351,0,0,128878687533,-25039267533,0,0,0,103839420000,9947627022,40471359435,0,50418986457
2017,4,59832014919,-146601816522,-196442959,-5412923477,-1150614879,45645284551,44637185759,0,-3247312608,0,0,0,0,0,0,877378347,877378347,0,0,130248353960,-137354356289,0,0,0,-7106002329,-9475936590,50418986457,0,40943049867
2018,1,63905988452,-55625835854,-1059252947,-2015902389,0,36310199857,-31129970684,0,10385226435,-612521648,0,0,0,0,0,749891,-611771757,0,0,16955449000,-17058574000,0,0,0,-103125000,9670329678,40934894799,0,50605224477
2018,2,0,0,0,0,0,0,0,0,-24129338848,-36961668,0,-6000000000,5000000000,-80000000000,56831615084,77885401334,53680054750,280000000,0,31993096000,-40029480296,0,-3319150000,0,-11075534296,18475181606,50605224477,0,69080406083
2018,3,248689371976,-234826613796,-1671645413,-2382523575,-295595491,138249175011,-149499864841,0,-1737696129,0,0,0,32479381,-27720000000,0,1657513,-27685863106,0,0,0,-127767000,0,0,0,-127767000,-29551326235,69080406083,0,39529079848
2018,4,136171617572,-68823682594,-1169114943,-9157384125,-113366392,-49339835300,17550011211,0,25118245429,4992337162,0,-32479381,27720000000,-62923000000,0,970814606,-29272327613,0,0,13057620000,-18086819000,0,3319150000,0,-1710049000,-5864131184,39529079848,0,33664948664
2019,1,171241286398,-162956079756,-1496969992,-7256275583,-15000000,32323795094,-25414795946,0,6425960215,0,0,0,0,0,0,158963621,158963621,0,0,0,-8003528896,0,0,0,-8003528896,-1418605060,33664948664,0,32246343604
2019,2,0,0,0,0,0,0,0,0,6459521026,-531848510,0,-18000000000,9000000000,0,0,16424342,-9515424168,0,0,154156165000,-154266145400,0,0,0,-109980400,-3165883542,32246343604,-495005803,28585454259
2019,3,113503908509,-83558390344,-607573863,-6065485753,0,0,-54880000,0,23217578549,41500000,330000000,-13650550000,6400000000,0,0,354590,-6878695410,0,0,0,-7681623796,0,0,0,-7681623796,8657259343,29142572620,0,37799831963
2019,4,348650893928,-360221273631,-1319237996,-3285623162,0,111610046376,-110800550456,0,-15365744941,0,0,-144910000000,80052710400,-14849450000,97550000000,-158178396,17685082004,3200000000,0,-7189662000,0,0,0,0,-3989662000,-1670324937,37799831963,0,36129507026
2020,1,143937304633,-135636040245,-972092323,-3486613120,0,47404867585,-829264983,0,50418161547,0,0,-42000000000,0,0,0,10386266,-41989613734,0,0,99725000000,-104374226500,0,0,0,-4649226500,3779321313,36171160998,0,39950482311
