2020-03-20,108630,49230,10000,127200,10000,10890
2020-03-13,567941,525100,0,154229,58460,0
2020-03-20,108630,49230,10000,127200,10000,10890
2020-03-23,6976,0,920,27654,0,0
2020-03-24,176324,106000,0,41376,0,300
2020-03-25,373859,339400,28760,299431,246430,0
2020-03-26,388221,263010,0,235389,111300,1400
2020-03-27,420380,338880,5000,228600,89950,5570
2020-03-30,371970,326380,220,173620,15000,900
2020-03-31,359085,245328,1000,368165,227575,0
2020-04-01,380065,292700,2000,56645,0,2750
2020-04-02,218355,218355,0,218355,218355,0
2020-04-03,579076,549906,0,247024,150760,3590
2020-04-06,319826,281884,0,318924,238116,0
2020-04-07,141429,68268,100,331961,225402,1290
2020-04-08,78055,0,26000,383215,325150,4860
2020-04-09,184192,130572,3090,131338,70928,8670
2020-04-10,267131,45615,5050,256869,140555,0
2020-04-13,246963,178970,6580,266417,188470,1140
2020-04-14,347359,209349,660,309411,255751,720
2020-04-15,410897,249667,0,581533,429153,100000
2020-04-16,36664,13269,2790,153246,108901,2620
2020-04-17,77221,49040,0,234639,204100,2880
2020-04-20,81930,0,0,401290,267360,3300
2020-04-21,140189,110964,1500,182011,160326,0
2020-04-22,72112,52030,2000,180698,129470,890
2020-04-23,221660,189140,2150,209330,170830,500
2020-04-24,50688,21628,0,248142,150522,22520
2020-04-27,160235,57302,1980,420035,297608,0
2020-04-28,38207,30617,0,97143,49613,2360
2020-04-29,58604,46084,100,147956,103916,0
2020-05-04,51540,18860,0,208700,112200,0
2020-05-05,40235,0,0,113285,40000,270
