Year,Quarter,I. Current Assets,1. Short term financial assets,1.1.Cash and cash equivalents,1.1.1. Cash,1.1.1.1 Cash deposited by investors for securities trading,1.1.2. Cash equivalents,1.2. Net Value Short-term investments,1.2.1. Short-term investments,1.2.2. Held-to-maturity investment,1.2.3. Loans,1.2.4. Available for sales assets,1.2.5. Provisions for impairments of short-term investments,1.3. Accounts receivable,1.3.1. Receivables(from 2019),1.3.1.1. Account receivables,1.3.1.2. Receivables and accrued dividend/interest of financial assets,1.3.1.2.1. Due or overdue receivables on dividend/interest,1.3.1.2.1.1. Doubtful debts on dividend/interest which are overdue,1.3.1.2.2 Undue accrued dividend/interest,1.3.2. Trade accounts receivable,1.3.3. Deductible value added tax,1.3.4. Receivables form services provided by the stock company,1.3.5. Prepayments to suppliers,1.3.6. Intercompany receivables,1.3.7. Receivables arise from transaction error,1.3.8. Receivable from trading stocks,1.3.9. Construction contract in progress receivables,1.3.10. Short-term loans receivables,1.3.11. Other receivables,1.3.12. Provision for short term receivables,1.3.13. Provision for doubtful debts,1.3.14. Shortage of current assets waiting for solution,"1.4.Inventories,net",1.4.1.Inventories,1.4.2. Provision for decline in inventories,2. Other current assets,2.1. Advance,2.2. Tools and equipments,2.3. Short-term prepayments,2.4. Short term Collaterals,2.5. VAT to be claimed,2.6. Other taxes receivable,2.7. Government bonds purchased for resale,2.8. Other current assets,2.9. Provision for other current assets,II. Long-Term Assets,1. Long term financial assets,1.1. Long-term trade receivables,1.1.1. Long-term customer receivables,1.1.2. Long-term prepayments to suppliers,1.1.3. Paid-in capital in wholly-owned subsidiaries,1.1.4. Long-term intercompany receivables,1.1.5. Long-term loans receivables,1.1.6. Other long-term receivables,1.1.7. Provision for doubtful LT receivable,1.2. Long-term investments,1.2.1. Investments in subsidiaries,1.2.2. Investments in associates,1.2.3. Long- term securities Investments,1.2.3.1. Held-to-maturity investment,1.2.4. Other long-term investments,1.2.5. Provision for diminuation in value of long-term investments,2. Fixed Assets,2.1. Tangible fixed assets Accumulated depreciation,2.1.1. Cost,2.1.2. Accumulated depreciation,2.1.3. Revaluation of tangible fixed assets using fair value model,2.2 Finance lease assets,2.2.1. Cost,2.2.2. Accumulated depreciation,2.2.3. Revaluation of fixed assets in financial lease using fair value model,2.3. Intangible fixed assets,2.3.1. Cost,2.3.2. Accumulated depreciation,2.3.3. Revaluation of intangible fixed assets using fair value model,2.4. Construction in progress,3. Net Investment properties,3.1. Cost,3.2.Accumulated depreciation,3.3.Revaluation of investment property using fair value model,4. Long-term incomplete assets,4.1. Long-term cost of work in progress,4.2. Construction in progress,5. Other long-term assets,5.1. Long term collaterals,5.2. Long-term prepayments,5.3. Deferred income tax assets,"5.4. Long-term equipment, material and spare parts",5.5. Payments to Settlement Assistance Fund,5.6. Other long-term assets,5.7. Goodwill,6. Provision for long term assets,A.  Total Assets,I. Liabilites,1. Current liabilities,1.1. Short-term borrowings,1.1.1. Short term borrowings,1.1.2. Short term finance lease,1.2. Short term financial assets borrowings,1.3. Short term convertible bonds,1.4. Short term bonds issued,1.5. Borrowings form payable assistance fund,1.6. Payables to securities trading,1.7. Payable arise from transaction errors,1.8. Short-term trade payables,1.9. Advances from customer,1.10. Taxes and liabilities to State budget,1.11. Payable to employees,1.12. Employees' welfare payable to authorities,1.13. Accrued expenses,1.14. Intercompany payables,1.15. Short-term unrealized revenue,1.16. Short term collaterals received,1.17. Construction contract in progress payables,"1.18. Dividend, principal and interest payables",1.19. Payables to securities issuers,1.20. Other payables,1.21. Provision for ST liabilities,1.22.Bonus and welfare funds,1.23.Price stabilization fund,1.24.Government bonds purchased for resale,2. Long-term liabilities,2.1. Long-term borrowings,2.1.1. Long term borrowings,2.1.2. Long term financial lease,2.2. Long term financial assets borrowings,2.3. Convertible bonds,2.4. Long term bonds,2.5. Long-term trade payables,2.6. Long-term advances from customers,2.7. Long-term accrued expenses,2.8. Long-term intercompany payables,2.9. Intra-company payables for operating capital received,2.10. Deffered revenue,2.11. Long term collaterals received,2.12. Other long-term payables,2.13. Preferred shares,2.14. Provision for severance allowances,2.15. Provision for long-term liabilities,2.16. Provision for compensation of investors,2.17. Deferred income tax liabilities,2.18. Technology-science development fund,II. Owner's equity,1. Capital and researves,1.1. Shareholders' equity,1.1.1. Paid-in capital,1.1.1.1 Common shares,1.1.1.2 Preferred shares,1.1.2. Share premium,1.1.3. Conversion options on convertible bonds,1.1.4. Owner's other capital,1.1.5. Treasury shares,1.2. Differences upon asset revaluation,1.3. Foreign exchange differences,1.4. Charter reserve,1.5. Investment and development funds,1.6. Financial researve funds,1.7. Other funds in owners' equity,1.8. Undistributed earnings,1.8.1. Realized gain,1.8.1.1 Beginning accumulated undistributed earnings,1.8.1.2 Current period undistributed earnings,1.8.2. Unrealized gain,1.9. Minority interests,2. Budget sources and other funds,2.1. Bonus and welfare funds,2.2. Budget sources and other funds,2.2. Funds used for fixed asset acquisitions,III. Minority Interests,B. Total Resources,C. Distributed profit to investor,1. Distributed profit to investor during the year
2007,0,560974231147,546178524013,217794115755,217794115755,0,0,310637632500,315504232491,0,0,0,-4866599991,15380688261,0,0,0,0,0,0,876492127,0,0,14402433584,0,0,0,0,0,101762550,0,0,0,2366087497,2366087497,0,14795707134,0,0,7961459434,0,0,0,0,6834247700,0,34658477215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33063180372,23784301846,25668517040,-1884215194,0,0,0,0,0,9278878526,9996338509,-717459983,0,0,0,0,0,0,0,0,0,1595296843,0,0,0,0,0,1595296843,0,0,595632708362,146699595028,146699595028,15000000000,15000000000,0,0,0,0,0,124660756803,0,923018253,188050000,3706090365,0,0,0,0,0,0,0,197854000,0,2023825607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448933113334,448933113334,440000000000,440000000000,440000000000,0,0,0,0,0,0,0,0,0,446655667,446655667,8039802000,8039802000,0,8039802000,0,0,0,0,0,0,0,595632708362,0,0
2008,0,385762973740,380888339216,261211852837,261211852837,0,0,109950780164,287859816343,0,0,0,-177909036179,8602986369,0,0,0,0,0,0,191762626,0,0,7547055589,0,0,0,0,0,864168154,0,0,0,1122719846,1122719846,0,4874634524,0,0,4798696907,0,10698617,0,0,65239000,0,30678388101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29547464181,19773366810,30330643149,-10557276339,0,0,0,0,0,9774097371,12816548063,-3042450692,0,0,0,0,0,0,0,0,0,1130923920,0,611730633,237370537,0,0,281822750,0,0,416441361841,222902406202,222902406202,2000000000,2000000000,0,0,0,0,0,217042493529,0,1395047273,197500000,178919084,0,0,56749191,0,0,0,0,1500000,0,2030197125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193538955639,194145328305,420920000000,440000000000,440000000000,0,0,0,0,-19080000000,0,0,0,0,446655667,446655667,-227667983029,-227667983029,0,-227667983029,0,0,-606372666,-606372666,0,0,0,416441361841,0,0
2009,0,1219996889891,1215470872487,784633786374,784633786374,0,0,9628434891,9712451323,0,0,0,-84016432,421155996018,0,0,0,0,0,0,1222774437,0,0,1070880790,37855500,0,418788351997,0,0,36133294,0,0,0,52655204,52655204,0,4526017404,0,0,2928330306,0,117342098,0,0,1480345000,0,24852421469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22554663612,11432783441,31823546970,-20390763529,0,0,0,0,0,11121880171,17433976081,-6312095910,0,0,0,0,0,0,0,0,0,2297757857,0,289997636,0,0,0,2007760221,0,0,1244849311360,939148927290,939148927290,0,0,0,0,0,0,0,6494038560,0,1463667545,1969358500,625089560,6567937484,0,0,0,0,0,759376739,0,0,921269458902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305700384070,300255333893,418560000000,440000000000,440000000000,0,0,0,0,-21440000000,0,0,0,446655667,446655667,0,-119197977441,-119197977441,0,-119197977441,0,0,5445050177,5445050177,0,0,0,1244849311360,0,0
2010,0,2559895755334,2557916520316,534527200634,534527200634,0,0,5402368267,5459904113,0,0,0,-57535846,2017961370780,0,0,0,0,0,0,587300000,0,0,347646500,0,0,907501640593,0,0,1109524783687,0,0,0,25580635,25580635,0,1979235018,0,0,1946607787,0,23612969,4000000,0,5014262,0,23241177073,-120400000,-120400000,0,0,0,0,0,0,-120400000,0,0,0,0,0,0,0,18484855527,5770405355,36052233108,-30281827753,0,0,0,0,0,12714450172,24114076081,-11399625909,0,0,0,0,0,0,0,0,0,4876721546,0,4405011546,0,0,0,471710000,0,0,2583136932407,2084647780451,2084647780451,50000000000,50000000000,0,0,0,0,0,6852807000,0,78056222,3115301146,11844132208,16947628,0,0,0,0,0,0,943109002,0,2008175925122,0,3621502123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498489151956,498489151956,428278000000,440000000000,440000000000,0,0,0,0,-11722000000,0,0,0,446655667,446655667,0,69317840622,69317840622,0,69317840622,0,0,0,0,0,0,0,2583136932407,0,0
2011,0,1370810695402,1367875726297,886447279615,886447279615,0,0,5286569050,5387041853,0,0,0,-100472803,476141877632,0,0,0,0,0,0,22808720604,0,0,299000,0,0,453294810490,0,0,210047538,0,-172000000,0,0,0,0,2934969105,0,0,2694147740,0,768172,165578657,0,74474536,0,17617603824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10554633108,3344769443,36364609300,-33019839857,0,0,0,0,0,7209863665,24131801481,-16921937816,0,0,0,0,0,0,0,0,0,7062970716,0,674323804,0,0,0,6388646912,0,0,1388428299226,279006214651,279006214651,0,0,0,0,0,0,0,54015000,0,13577882560,990191608,16315019016,5055449000,0,0,0,0,0,0,6429662296,0,231020902132,0,5563093039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109422084575,1109422084575,935000000000,550000000000,550000000000,0,385000000000,0,0,0,0,0,0,0,9872446570,9872446570,154677191435,154677191435,0,154677191435,0,0,0,0,0,0,0,1388428299226,0,0
2012,0,1500359508607,1497729486790,1195058321822,420058321822,0,775000000000,55937959902,56027054524,0,0,0,-89094622,246721141226,0,0,0,0,0,0,359000000,0,0,2100185800,0,0,241567522504,0,0,2866432922,0,-172000000,0,12063840,12063840,0,2630021817,0,0,2540410028,0,3827717,22784072,0,63000000,0,21284602317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4959819244,1602592895,36187501395,-34584908500,0,0,0,0,0,3357226349,24119123019,-20761896670,0,0,0,0,0,0,0,0,0,16324783073,0,318998387,0,0,0,16005784686,0,0,1521644110924,429152328890,429152328890,0,0,0,0,0,0,0,872570000,0,27590991,544936608,5935745069,4473758709,0,0,0,0,0,0,9011322813,0,402259629238,0,6026775462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092491782034,1092491782034,935000000000,733323900000,733323900000,0,201676100000,0,0,0,0,0,0,0,17400572291,17400572291,122690637452,122690637452,0,122690637452,0,0,0,0,0,0,0,1521644110924,0,0
2013,0,1736204538752,1733354686247,1083814516311,773814516311,0,310000000000,166198278627,166238262284,0,0,0,-39983657,483048595570,0,0,0,0,0,0,422680000,0,0,768766272,0,0,482021025620,0,0,8123678,0,-172000000,0,293295739,293295739,0,2849852505,0,0,2302317213,0,2985617,544549675,0,0,0,60271638332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49356381623,2155768974,32616931121,-30461162147,0,0,0,0,0,10740563667,32881827465,-22141263798,0,36460048982,0,0,0,0,0,0,0,10915256709,0,164489362,0,0,0,10750767347,0,0,1796476177084,627680125052,627680125052,0,0,0,0,0,0,0,108850000,0,30195609,1029091608,9647480636,0,0,0,0,0,0,0,7413619063,0,604105907321,0,5344980815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168796052032,1168796052032,935000000000,733323900000,733323900000,0,201676100000,0,0,0,0,0,0,0,23723489236,23723489236,186349073560,186349073560,0,186349073560,0,0,0,0,0,0,0,1796476177084,0,0
2014,0,2102403786385,2100317077353,988680080693,802680080693,0,186000000000,16536300751,16583546169,0,0,0,-47245418,1093820473361,0,0,0,0,0,0,522301439,0,0,144967900,0,0,1093261374288,0,0,63829734,0,-172000000,0,1280222548,1280222548,0,2086709032,0,0,1690709428,0,547441,383452163,0,12000000,0,63964761295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49893771843,35837524220,67923642352,-32086118132,0,0,0,0,0,14056247623,37573279261,-23517031638,0,0,0,0,0,0,0,0,0,14070989452,0,1205432105,0,0,12695653597,169903750,0,0,2166368547680,907562530813,907562530813,99000000000,99000000000,0,0,0,0,0,363794000,0,24528490,1351215608,11664607662,0,0,10000000,0,0,0,0,5465728515,0,786325220436,0,3357436102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258806016867,1258806016867,935000000000,733323900000,733323900000,0,201676100000,0,0,0,0,0,0,0,28170994430,28170994430,267464028007,267464028007,0,267464028007,0,0,0,0,0,0,0,2166368547680,0,0
2015,0,1360010073683,1357483608470,287326824628,67326824628,0,220000000000,1068650388568,16573937165,0,1052120184415,0,-43733012,1506395274,121423245,0,121423245,121423245,0,0,0,0,1074681488,0,0,0,0,0,0,482290541,-172000000,0,0,0,0,0,2526465213,0,1115844819,1110855095,150000000,2607941,147157358,0,0,0,63265346373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46956523987,33465072191,68872228902,-35407156711,0,0,0,0,0,13491451796,37573279261,-24081827465,0,0,0,0,0,0,0,0,0,16308822386,41903750,1071265039,0,0,15195653597,0,0,0,1423275420056,82928482208,82928482208,50000000000,50000000000,0,0,0,0,0,0,0,4644000,1604291608,10504101224,5075434853,528099869,1985550645,0,0,0,0,0,0,8349874590,0,4876485419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340346937848,1340346937848,1008324800000,806648700000,806648700000,0,201676100000,0,0,0,0,0,34949552941,0,34949552941,0,262123031966,262123031966,0,262123031966,0,0,0,0,0,0,0,1423275420056,0,0
2016,0,1297681692575,1292357272706,164301752581,54301752581,0,110000000000,1105974175764,16670477646,0,1099157199408,0,-9853501290,22081344361,12733950846,0,12733950846,75179086,0,12658771760,0,0,1683787459,7208842855,0,0,0,0,0,626763201,-172000000,0,0,0,0,0,5324419869,63978600,1338728292,1373630889,0,2533560850,14521238,0,0,0,196108571332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49290127959,35798676163,74676021902,-38877345739,0,0,0,0,0,13491451796,37573279261,-24081827465,0,0,0,0,0,0,127888710486,0,127888710486,18929732887,235850000,998229290,0,0,17695653597,0,0,0,1493790263907,60379304134,60379304134,30000000000,30000000000,0,0,0,0,0,0,0,223102753,1679091608,9829251272,3583530000,653008425,1741252647,0,0,0,0,0,0,4131703961,0,8538363468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433410959773,1433410959773,1105113370000,903437270000,903437270000,0,201676100000,0,0,0,0,0,41537764591,0,41537764591,0,245222060591,245222060591,0,245222060591,0,0,0,0,0,0,0,1493790263907,0,0
