Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2008,0,41825403580,8873961804,-629000000,-531028440,0,-1232662724,1166640578,0,49473314798,-22255103168,-24894888871,3121787563,-1171504049,-1204742338,-5359769738,0,-1554579932,-3845485735,-2642899001,0,-6000000000,9000000000,0,0,1232662724,1589763723,0,0,81521866468,-81512766468,0,-7200000000,0,-7190900000,-9446622012,31400057201,297360466,22250795655
2009,0,135310398654,9343001479,0,108812549,0,-3604360284,65566108,0,141223418506,13588058231,9487774436,9870782888,-35191710965,-51904108,-31390706618,0,-9336830034,98198882336,-2543350911,51100000,-25913000000,0,0,0,3489929487,-24915321424,0,0,6551600000,-4011100000,0,-3600000000,0,-1059500000,72224060912,22250795655,0,94474856567
2010,0,96056309651,7278745272,0,48805081,0,-9116663031,47058000,0,94314254973,-64229282913,-19666939367,17916686585,406288956,-47058000,-25788146561,8091706732,-2794295742,8203214663,-3854270745,142150000,-36900000000,12900000000,0,8768061090,0,-18944059655,0,0,0,-4554000000,0,-27000000000,0,-31554000000,-42294844992,94474856567,0,52180011575
2011,0,86370926577,5987623319,0,0,0,-7164817450,0,0,85193732446,19998756282,-27089484270,27320713579,-885339337,0,-24274239185,0,-3114489900,77149649615,-56238857372,101000000,0,49913000000,0,0,6957750784,732893412,0,0,0,0,0,-45000000000,0,-45000000000,32882543027,52180011575,0,85062554602
2012,0,80748675974,8984194150,0,-11036451,0,-3908879748,1087479260,0,86900433185,-20440466639,-8359859151,-16184409581,-10883086923,-1087479260,-17410147709,2057233019,-5965138909,8627078032,-31448599722,345748456,0,0,0,0,3662442403,-27440408863,0,0,205004988126,-162659673479,0,-24296670000,0,18048644647,-764686184,85062554602,-14262944,84283605474
2013,0,92120658096,9623830694,0,-81948068,0,-5622227516,1296066457,0,97336379663,-15747755059,853371248,28541297025,-4138189771,-1296066457,-27215748841,1167031530,-8882233920,70618085418,-52437790015,187881819,-20000000000,0,0,0,4834784586,-67415123610,0,0,236456406009,-233819673812,0,-16200000000,0,-13563267803,-10360305995,84283605474,23724587,73947024066
2014,0,104233933350,15517971210,0,190904593,0,-4263513599,1391196994,0,117070492548,-1563821686,2614294516,9147757457,660026594,-1391196994,-20279676109,1172079825,-5613653368,101816302783,-40470393025,114345454,-15000000000,0,0,0,4594655644,-50761391927,0,0,240994567842,-212551968283,0,-32400000000,0,-3957400441,47097510415,73947024066,43325843,121087860324
2015,0,233023594134,17616815283,0,565704316,0,-8683075028,1344922275,0,243867960980,12623272345,-26403866849,40022324910,51595753,-1005320749,-36400311633,0,-9322478492,223433176265,-36071740696,281354546,0,35000000000,-55000000000,0,8334393800,-47455992350,0,0,254536567425,-219589182365,0,-86400000000,0,-51452614940,124524568975,121087860324,-12126020,245600303279
2016,0,198072240859,22614715473,0,111240094,0,-8696487679,4479770921,0,216581479668,-30190857736,7204401499,5450563893,-4643572424,-560607233,-55409013121,0,-18774269100,119658125446,-66213214845,854854899,0,0,0,0,8182766113,-57175593833,0,0,142007524508,-181436218759,0,-140400000000,0,-179828694251,-117346162638,245600303279,7580198,128261720839
2017,0,186947190237,27629536755,0,26368309,0,-5246533319,3960862887,0,213317424869,20623006500,3114447397,14081715886,582527411,-62387686,-38814746658,0,-14212248120,198629739599,-71548116518,49756000,0,0,0,0,5249155377,-66249205141,0,0,21263237250,-37835693404,0,-113400000000,0,-129972456154,2408078304,128261720839,-536726,130669262417
2018,0,187045716503,31548096706,0,204077178,0,-4461289373,3878767120,0,218215368134,-31952606964,-16711788820,1005254618,-259441378,-28767123,-37199978234,0,-7872828690,125195211543,-39659705600,144254546,0,0,0,0,4436079042,-35079372012,0,0,60000000000,-60000000000,0,-136080000000,0,-136080000000,-45964160469,130669262417,-54698408,84650403540
2019,0,224804254510,34913588863,0,8151463,0,-6915098217,3849999997,0,256660896616,-29074869588,-28475043859,29622786708,-1558604713,0,-49292846417,0,-11960772291,165921546456,-48758255403,67918181,0,0,0,0,6940272574,-41750064648,0,0,0,0,0,-81000000000,0,-81000000000,43171481808,84650403540,-1304408,127820580940
