Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,1012852783,1411628582,162000000,-1004147,0,-120972583,362537518,0,2827042153,-5102168967,65381743818,-71703030569,148844303,-362537518,-247453658,16782157237,-3766959991,3957636808,-42000000,0,0,0,0,0,1145461990,1103461990,0,0,34504363842,-11557533353,0,-2268312475,0,20678518014,25739616812,9847609407,1858965,35589085184
2015,1,2897909018,539428462,0,0,0,-73568234,681055517,0,4044824763,9469770283,-41654113738,-19839232659,125999046,-681055517,0,10165685152,-19561670449,-57929793119,-126363636,0,0,0,0,0,0,-126363636,0,0,69731226855,-22300373762,0,-73150475,0,47357702618,-10698454137,35601233648,0,24902779511
2015,2,5928511233,517513164,-218830486,10208324,0,-88185319,1491491133,0,7640708049,-2577728817,18019288359,-20108151159,-53803366,-1265772284,0,-10165685152,19398470449,10887326079,0,0,0,0,0,0,161753553,161753553,0,0,8617132203,-7948677130,0,-2325759375,0,-1657304302,9391775330,24902779511,-110324,34294444517
2015,3,1151467116,508762900,218830486,-10208324,0,-93290560,1853053608,0,3628615226,-34386360078,-76680040613,22536460211,18848422498,-2078772457,-1831848942,16721920682,-17322136030,-70563739503,90363636,0,0,0,0,0,-161753553,-71389917,0,0,86313444391,-41758683635,0,150975,0,44554911731,-26080217689,34294444517,110324,8214337152
2015,4,2490495554,514629886,1149048160,-934346,0,-24680541,4016775501,0,8145334214,-59041927687,6077611028,24647526441,-513111416,-4016775501,0,11654038507,-29960226384,-43007530798,-126363636,0,0,0,0,0,279724654,153361018,0,0,97364909423,-42677413927,0,53925800,0,54741421296,11887251516,8214337152,0,20101588668
2016,1,2605036678,513851204,0,0,0,-42025356,2253131570,0,5329994096,67327093261,25490813769,-52756273408,93018529,-2253131570,-1000000000,30121572579,-20040361732,52312725524,0,0,0,0,0,0,0,0,0,0,31716387125,-70284770683,0,0,0,-38568383558,13744341966,20101580743,0,33845922709
2016,2,4319710573,514601031,-1282184599,-70798203,0,-291322623,3637790776,0,6827796955,13282151000,-16365851758,6779259643,7913781,-4167728201,-1000000000,-30121572579,19112422859,-5645608300,-81360021,0,0,0,0,0,206909455,125549434,9510630000,0,93980234357,-106681326384,0,0,0,-3190462027,-8710520893,33845922709,182795,25135584611
2016,3,7415009694,524344652,-100000000,70798203,0,-19475742,2242009896,0,10132686703,-26079871650,-4895792630,46242535511,-141241577,-1712072471,1289467276,38905226508,-21050837286,42690100384,-219390392,0,0,0,0,0,-206909455,-426299847,-9510630000,0,38440173472,-37695091369,0,0,0,-8765547897,33498252640,25135584611,-182795,58633654456
2016,4,-1891186355,234154129,2386793052,1156956,0,-244684039,3960569885,0,4446803628,-94716646760,76107650031,-24293773336,164912020,-3960569885,-3026116200,29674717089,-37556805797,-53159829210,-74745000,0,0,0,0,0,0,-74745000,9620630000,0,38411852245,-37804791226,0,0,0,10227691019,-43006883191,58633654456,0,15626771265
2017,1,773741159,134477946,95662055,0,0,-597507760,2892451173,0,3298824573,85444901375,-53770591689,-20822592344,-110347688,-2892451173,0,5721566867,-4008677337,12860632584,-110075000,0,0,0,0,0,0,-110075000,0,0,61426427838,-73429279288,0,0,0,-12002851450,747706134,15629691120,0,16377397254
2017,2,3920999479,127211015,-235662055,-16758947,0,597507760,2794018895,0,7187316147,-35094199613,9724114533,9736004938,422983658,-2407840422,-500000000,-5261866867,3227605019,-12965882607,-44900000,0,0,0,0,0,0,-44900000,0,0,72727008318,-61491399149,0,0,0,11235609169,-1775173438,16377397254,2752,14602226568
2017,3,3853836628,97775772,275662055,16515599,0,-219848176,3035414438,0,7059356316,-38172593729,22982272277,1041188428,91783692,13022176101,-2291574197,28125935943,-34115595742,-2257050911,154975000,0,0,0,0,0,0,154975000,0,0,44858528791,-46121094712,0,0,0,-1262565921,-3364641832,14602226568,240596,11237825332
