disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2008-06-25,stockAlert,listedHnx,Ngày giao dịch đầu tiên trên HNX,2008-06-25,,,,,,,
2008-08-06,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2008-08-13,2008-08-15,,"Trả cổ tức năm 2007, Tỷ lệ 100:15",,15,,2007
2008-08-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2008-08-13,2008-09-05,2008-09-05,Cổ tức năm 2007 (500 đ/cp),500,5,,2007
2009-02-16,investorRight,MEETING,Họp cổ đông,2009-02-23,2009-03-25,2009-03-25,ĐHCĐ thường niên 2009,,,,
2009-07-13,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2009-07-24,2009-07-28,,"Trả cổ tức năm 2008, Tỷ lệ 100:15",,15,,2008
2009-07-13,investorRight,DIVIDEND,Cổ tức bằng tiền,2009-07-24,2009-08-28,2009-08-28,Cổ tức năm 2008 (1.000 đ/cp),1000,10,,2008
2009-09-24,investorRight,POLL,Lấy ý kiến cổ đông,2009-09-29,2009-10-13,2009-10-13,Lấy ý kiến cổ đông bằng văn bản về việc phát hành cổ phiếu cho cổ đông hiện hữu và cán bộ chủ chốt của công ty,,,,
2010-01-11,investorRight,ISSUE,Phát hành thêm,2010-01-15,2010-03-11,,Tỷ lệ 10:3 với giá 10.000 đ/cp,,30,,
2010-02-12,investorRight,MEETING,Họp cổ đông,2010-02-24,2010-04-10,2010-04-10,ĐHCĐ thường niên 2010,,,,
2010-10-21,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2010-10-25,2010-10-27,,"Trả cổ tức năm 2009, Tỷ lệ 100:12",,12,,2009
2010-10-21,investorRight,ISSUE,Phát hành thêm,2010-10-25,2010-12-10,,Bán ưu đãi tỷ lệ 2:1 với giá 10.000 đ/cp,,50,,
2010-10-21,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-10-25,2010-11-25,2010-11-25,Cổ tức năm 2009 (500 đ/cp),500,5,,2009
2011-03-25,investorRight,MEETING,Họp cổ đông,2011-03-31,2011-04-23,2011-04-23,ĐHCĐ thường niên 2011,,,,
2011-05-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-05-18,2011-06-20,2011-06-20,Cổ tức năm 2010 (1.000 đ/cp),1000,10,,2010
2012-03-02,investorRight,MEETING,Họp cổ đông,2012-03-14,2012-04-21,2012-04-21,Đại hội đồng cổ đông thường niên năm 2012,,,,
2013-01-25,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-02-01,2013-03-01,2013-03-01,Trả cổ tức năm 2011 (1.200 đ/cp),1200,12,,2011
2013-03-18,investorRight,MEETING,Họp cổ đông,2013-03-22,2013-04-20,2013-04-20,Đại hội đồng cổ đông thường niên năm 2013,,,,
2013-11-20,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-11-26,2013-12-16,2013-12-16,Trả cổ tức bằng tiền đợt 1/2012 (500đ/cp),500,5,1,2012
2013-11-20,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-11-26,2014-04-25,2014-04-25,Trả cổ tức bằng tiền đợt 2/2012 (500đ/cp),500,5,2,2012
2014-03-13,investorRight,MEETING,Họp cổ đông,2014-03-19,2014-04-26,2014-04-26,Đại hội cổ đông thường niên năm 2014,,,,
2014-10-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-11-24,2014-12-25,2014-12-25,Trả cổ tức đợt 1 năm 2013 (500 đ/cp),500,5,1,2013
