Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2011,0,4758528965604,-3694153828929,59453388591,-54750819603,0,3252971175,-554440753344,-136756234607,381133688887,0,-4712099400000,-3282747984544,859200000,-2119593142605,0,-32692541150,-2968030528703,-1112346587251,4429922942930,5103646663100,2481968069,0,767185918224,0,-67060175572,-3609339978615,0,-10904997017,0,-3620244975632,-106174856811,319675858,0,0,0,0,-55265760000,0,17548034853,-143572906100,1000000000000,0,0,-217338461728,0,0,782661538272,-2981156343460,8671315736177,0,5690159392717
2012,0,4814939713567,-4415018766013,17226117581,169207840550,0,26029977028,-733693879144,-144271611169,-258647663327,0,2098956909764,-1179023206335,0,-7343670421281,0,-243883085028,-1629567242970,-504744787936,-3789078721526,15172000498638,-2789558902,0,-4193390408132,0,-705073889341,-2578911576376,0,-18049281288,0,-2596960857664,-55360226265,31964000000,0,0,0,0,0,0,15053569605,-8342656660,2000000000000,0,0,-226957800626,0,0,1773042199374,-832261314950,5690159392717,0,4857898077767
2013,0,4782193057024,-4513803848913,60059689956,320613920640,0,10807208458,-936228545129,-1515196106,-188613732249,0,-1196795355041,-4179255029505,-1487975080,-12451398491960,0,0,2507013670416,-442571624024,2832864868336,17728834256321,-1141839683515,0,0,0,-3359256025,3463391647674,0,-6929947602,0,3456461700072,-56475365780,1504025989,0,0,0,0,0,2000000000,154922618426,101951278635,0,0,0,-280757097022,0,0,-280757097022,3277655881685,5433333019673,0,8710988901358
2014,0,6172248000000,-4428695000000,126340000000,460544000000,0,16765000000,-1731196000000,-48161000000,598167000000,0,93277000000,-10097825000000,-1654000000,-636273000000,0,-225328000000,4779559000000,56021000000,8217391000000,3027642000000,0,-73318000000,1077000000000,0,-86214000000,6728445000000,0,-11155000000,0,6717290000000,-53774000000,12519000000,0,0,0,0,-10000000000,46760000000,44738000000,40243000000,0,0,0,-175283000000,0,0,-175283000000,6582250000000,8710989000000,0,15293239000000
2015,0,8040541000000,-4160384000000,188107000000,113220000000,0,15597000000,-2188303000000,-201584000000,1827230000000,0,2533014000000,2886109000000,-35543000000,-15187260000000,0,-327385000000,146863000000,2304126000000,-12911776000000,9131144000000,0,2779771000000,4267000000000,0,245202000000,-2341505000000,0,-3816000000,0,-2345321000000,-432025000000,1257000000,0,0,0,0,-27700000000,1501973000000,77639000000,1121144000000,0,0,0,0,0,0,0,-1224177000000,15293239000000,0,14069062000000
2016,0,10324704000000,-5924390000000,109474000000,669155000000,0,57593000000,-3066362000000,-208178000000,2051338000000,0,2243570000000,-13048241000000,39044000000,-25665537000000,0,-604220000000,1556481000000,-2310686000000,13089734000000,28757052000000,9326000000,20869000000,70014000000,0,179898000000,6388642000000,0,-534000000,0,6388108000000,-272208000000,29134000000,0,-12769000000,8662000000,0,0,83072000000,12285000000,-151824000000,0,4080000000000,-970000000000,-809987000000,0,0,2300013000000,8536297000000,14069062000000,0,22605359000000
2017,0,15053877000000,-8378071000000,174592000000,604363000000,0,86840000000,-3967519000000,-493742000000,3252287000000,0,-106000000000,-16356325000000,60772000000,-22272094000000,0,-560470000000,1620631000000,-21382000000,17532713000000,17237698000000,0,84309000000,-1234014000000,0,378498000000,-383377000000,0,-3600000000,0,-386977000000,-22219000000,11260000000,0,0,56566000000,0,0,12527000000,43881000000,102015000000,3018656000000,0,0,-150000000000,0,0,2868656000000,2583694000000,22605359000000,0,25189053000000
2018,0,17067238000000,-8782394000000,437648000000,774359000000,0,237015000000,-4418126000000,-749691000000,4740006000000,0,-344382000000,5129903000000,-208294000000,-18626871000000,0,-1028303000000,1712544000000,7755630000000,3471883000000,7522625000000,-70098000000,117925000000,5134000000000,0,141563000000,15448131000000,0,-4177000000,0,15443954000000,-84350000000,15003000000,0,-6310000000,0,0,0,65771000000,109324000000,99438000000,0,0,0,-1275284000000,0,0,-1275284000000,14268108000000,25189053000000,0,39457161000000
2019,0,20189182000000,-9705821000000,610673000000,462071000000,0,203387000000,-5549674000000,-851655000000,5547179000000,0,-359618000000,4902953000000,208294000000,-23192730000000,0,-1565060000000,-3815562000000,-7702732000000,9104256000000,-2041518000000,14262000000,-2174000000,10086063000000,0,-109829000000,-8926216000000,0,-3431000000,0,-8929647000000,-183219000000,132012000000,-6348000000,-221000000,25100000000,0,0,0,27069000000,-5607000000,0,0,0,-158927000000,0,0,-158927000000,-9094181000000,39457161000000,0,30362980000000
