Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2012,4,609074232858,-794552083189,4408525303,93127557150,0,-49586771201,-184436481201,-77348832263,-392380908270,0,1381000000000,-737255764441,958520000,-4064902351349,0,-243883085028,-2339164918172,-408776319880,1401692038982,7403474709130,0,0,188259985515,0,6579120360,2195601026847,0,-606287658,0,2194994739189,50989202929,31879942602,16327273,0,0,0,93686639216,0,11790291710,188362403730,0,0,0,150000000000,0,0,150000000000,2533357142919,2324540934848,0,4857898077767
2013,1,897255288987,-1093686461454,6780117061,-6586138269,0,171645105354,-156819961714,0,-173376375199,0,72000000000,-3199200875538,-3775825000,-1731191753842,0,0,-4103498929337,-413200055384,-1512741025845,10526133924847,0,0,-844358428654,0,59274766080,-1323934577872,0,-1197230871,0,-1325131808743,-189152980308,23996982,-42057555,0,0,0,0,0,819693600,-188351347281,0,0,0,0,0,0,0,-1513483156024,4857898077767,0,3344414921743
2013,2,1296859382600,-1087866639739,9873292976,1102404060130,0,-24285998426,-70508509299,0,1235613095039,0,-239271909764,646989106385,4135825000,248131565387,0,0,-331846085106,-21613201547,1112188923990,-1960540423953,0,0,-847081254861,0,-220234695544,-373529054974,0,-1996715338,0,-375525770312,174070126814,149259499,-122920376,0,0,0,0,0,115781920549,289878386486,0,0,0,-280757097022,0,0,-280757097022,-366404480848,3344414921743,0,2978010440895
2013,3,1220510013748,-1274379298593,15289445616,-13378498331,0,-9282987297,-200164513424,0,-239945718607,0,-2315820000000,86381531069,-99082800,-2827918858994,0,0,3911943519963,-5674056786,2652361251781,444214791199,0,0,-874339500000,0,164476161582,995580038407,0,-3635342914,0,991944695493,-20486198123,42610000,-738590380,0,0,0,-2000000000,0,26115734777,2933556274,0,0,0,0,0,0,0,994878251767,2978010440895,0,3972888692662
2013,4,1367568371689,-1057871449127,28116834303,-761825502890,0,-127268911173,-508735560692,-1515196106,-1010904733482,0,1286296554723,-1713424791421,-1748892280,-8140419444511,0,0,3030415164896,-2084310307,581055718410,8719025964228,-1141839683515,0,2565779183515,0,-6875488143,4165275242113,0,-100658479,0,4165174583634,-20906314163,1288159508,903568311,0,0,0,2000000000,2000000000,12205269500,-2509316844,0,0,0,0,0,0,0,4162665266790,3972888692662,575434941906,8710988901358
2014,1,1352055501708,-1027960282143,42003878313,429229562727,5880972045,9975334063,-391801383735,-20308376005,399075206973,0,3612058194432,-7992960106239,-7662423800,11880006707939,0,20858054433,393667108742,57856430286,-3642943327162,-6906650437204,0,-57004250000,2200000000,0,205404431862,-2036094409738,0,-1664200000,0,-2037758609738,-84950146537,140327032,-153614973,0,0,0,-270757281782,299317253000,1507369351,-54896093909,0,0,0,-174990040196,0,0,-174990040196,-2267644743843,8710988901358,0,6443344157515
2015,1,1729094543435,-1045238209164,34119316348,32887268975,0,-13241948531,-560860722084,-116519449899,62521090616,0,1328823368667,-302581873635,-25536764481,971120727646,0,-25064624761,-715237653,-1033473167,-6647308435975,-4416640254418,0,-4388509121,251000000000,0,-38674177314,-8848478163596,0,0,0,-8848478163596,-43016503279,24645000,-174620010,0,0,0,-14073760000,48490609636,2291778800,-6457849853,0,0,0,0,0,0,0,-8854936013449,15293238619884,0,6438302606435
2015,2,1732721456565,-1188412790836,249630683652,30000731025,0,-15063051469,-284447277916,-35099550101,489935909384,0,1854471631333,505651873635,7398764481,-6265140727646,0,-32750375239,1418350237653,6978473167,-136760564025,4025416254418,0,-7424490879,149000000000,0,-134137822686,1880989163596,0,0,0,1880989163596,-129222496721,17355000,-76379990,0,0,0,-355263240000,31742390364,13695221200,-439107150147,0,0,0,0,0,0,0,1441882013449,6438302606435,-619884,7880184000000
2015,3,2030816000000,-773804000000,63252000000,4570000000,0,-7677000000,-1120026000000,-35834000000,167529000000,0,-689588000000,-144763000000,6254000000,-2876796000000,0,-12580000000,-793813000000,41121000000,-7299290000000,3690802000000,0,2793798000000,2796000000000,0,86887000000,-2234439000000,0,0,0,-2234439000000,2944000000,22000000,-83000000,0,0,0,722885000000,16999000000,16784000000,759551000000,0,0,0,0,0,0,0,-1474888000000,7880184000000,0,6405296000000
2015,4,2547909000000,-1152929000000,-158895000000,45762000000,0,51579000000,-222969000000,-14131000000,1107244000000,0,39307000000,2827802000000,-23659000000,-7016444000000,0,-256990000000,-476959000000,2257060000000,1171583000000,5831566000000,0,-2214000000,1071000000000,0,331127000000,6860423000000,0,-3816000000,0,6856607000000,-262730000000,1193000000,334000000,0,0,0,-381248000000,1404741000000,44868000000,807158000000,0,0,0,0,0,0,0,7663765000000,6405296000000,1000000,14069062000000
