Year,Quarter,Average Outstanding Shares,Average Outstanding Shares diluted,BookValue per Share,Sale per Share,Tangible BookValue per Share,Cash Flow per Share,EPS Basis,EPS Diluted,EPS before other income,Basic EPS in year,Beta,ST liabilities/ Equity,ST liabilities/ Total Assets,ROE %,ROA %,Net Profit per Employees,Dividend Yield,Cash Dividend Ratio,Dividend Payout Ratio,Gross profit margin %,Operating profit margin %,Pre-tax profit margin %,Net profit margin,The quality of earning by Financial Report (%),The Quality of earning by Cash Flow Statement (%),P/E cơ bản,P/E diluted,P/E before other income,P/B ,P/S,P/Tangible Book ,P/Cash Flow,Total assets growth rate,Equity growth rate,Capital growth rate,Net Interest Margin (NIM),Average Yield on Earning Assets (YOEA),Average Cost of Financing (COF),Non-interest income/ Net Interest Income,Cost-to-Income Ratio,Preprovision ROA % %,Average Loans Growth %,Aver Deposit Growth %,CAR - Tier 1,CAR - Tier 2,Equity/Liabilities,Equity/Loans,Equity/Assets,Loans/Deposit Ratio,NPLs/Loans Ratio,Loan-loss reserves/NPLs,Loan-loss reserves/Loans,Provision Charges/Loans
2006,0,50000000,50000000,14072.64,3006.02,13888.96,-4109.26,1357.56,1357.56,1220.565,0,0,4.70512284830707,0.824718936543717,0.128229686765014,0.0215150114258283,4672219.16299559,0,0,0,0.677174469897073,0.626436284522392,0.451613761718152,0.123197540983607,20.6993870157923,34.8539541820823,17.9734229058016,17.9734229058016,19.9907419924379,1.73386088182459,8.11704512944026,1.75679100523005,-5.93780875388756,0.748757144350735,0.981715869341129,0.666666666666667,0.0391422320244814,0.0877104448589935,0,0.299203886348509,-0.322825530102927,0.0322607894004067,0.947341319943446,0.56304735466274,0,0,0.212534301917283,0.262791257023259,0.175281063456283,1.3403086953083,0,0,0.00727199525533215,-0.00376360271437384
2007,0,50000000,50000000,14814.68,5390.3,14554.64,27978.82,2419.38,2419.38,2381.67,2419,0,17.6606150115966,0.946411198163697,0.16750463525173,0.013563935219760398,8326610.68281938,0,0,0,0.691735153887539,0.621690814982468,0.448839582212493,0.22091393442623,19.975053366932,148.237604946111,10.0852284469575,10.0852284469575,10.2449121834679,1.64701498783639,4.52664972264995,1.67644132730181,0.872088243893059,2.4433220976871,0.0527292675716853,0,0.0262919970836746,0.0870589307472585,-0.0591426030920257,0.262824013181324,-0.308264846112461,0.0209042410437847,2.32857497127952,0.771987057102725,0,0,0.0566231696542484,0.0831130588667476,0.0535888018363035,2.51769219143506,0.00313126727515454,-1.26609811158491,0.00396449158394079,-0.00325766456270797
2008,0,155000000,155000000,10790.9096774194,1383.24516129032,10643.0387096774,-3361.1935483871,386.735483870968,386.735483870968,346.893548387097,594,0,4.71443765989414,0.825004653210527,0.0496775196046948,0.005127698678756189,4126101.3215859,0,0,0,0.384360293466043,0.374411738641717,0.279585640126304,0.0566903754627181,11.5348125034382,-109.918581595654,63.0922194047778,63.0922194047778,70.3385811395148,2.26116247187746,17.639678549274,2.29257833834746,-7.25932608424427,-0.308527325489533,1.25801839796742,2.1,0.0107687472932554,0.102305126765823,-0.0959746147732718,0.797968387407505,-0.615639706533957,0.0070493025610393,-0.307097127743632,0.225144531123098,0,0,0.212114375486822,0.270847219064534,0.174995346789473,1.42392681564156,0.0192588209613493,-0.336850779023131,0.0064873488438975,-0.000282745561471311
2009,0,155000000,155000000,11588.1612903226,3178.34193548387,11179.4193548387,19611.1419354839,1252.93548387097,1252.93548387097,1040.23064516129,1253,0,9.64903669763079,0.906094792571944,0.11197386036953899,0.0135403640270098,13367634.9118943,0,0,0,0.593094796840714,0.517423367428341,0.3942104120022,0.130259915388683,39.8406189197685,110.802814531654,19.474266882933,19.474266882933,23.4563364514383,2.10559720292957,7.67695877136182,2.18258204881089,1.24419067896558,1.00121292118356,0.0738817798254325,0,0.0183190828423495,0.0811060819239525,-0.0646377984576087,1.03382840392989,-0.406905203159286,0.0203716573871312,0.332849478349919,1.18111579214842,0,0,0.10363728850213,0.218222611325831,0.0939052074280561,0.870141842202189,0.0110174071217624,-0.702072053196299,0.00773501363887524,-0.00517537897340384
2010,0,4202949323.18889,4202949323.18889,11788.18324236,3552.99330198,11477.234029965,908.078136542279,64.0998856199847,64.0998856199847,62.2364217938714,1698,0,13.5863133432719,0.931442580694233,0.12971662764980801,0.010068214330637999,18544092.1587968,0,0,0,0.524476061455432,0.493572752423351,0.379129015994577,0.145614479589344,29.5154407432797,40.3041247077949,380.655905451299,380.655905451299,392.053387658009,2.06986941909083,6.86744891593307,2.12594776200398,26.8699344451885,0.79790135412327,0.312594693957404,0.290322580645161,0.023042121168744,0.103792043255074,-0.0769003985250524,0.314540153949236,-0.475523938544568,0.0139280750753661,0.424900769834929,0.478576190131896,0,0,0.0736034842369664,0.20102301001704,0.0685574193057672,0.838553866276502,0.00831887541613602,-0.869538258611599,0.00723358044295375,-0.00220048753328508
2011,0,300000000,300000000,11825.4386715967,4155.61930494333,11618.0021665733,-12067.4832521067,1421.65470613,1421.65470613,1416.815060675,1427,0,11.6916845934834,0.921208253117679,0.1444460755335,0.0107410010941151,29356856.5417814,0,0,0,0.523053373630185,0.453984814759732,0.342104173122611,0.155933182174234,-15.0276259949684,28.4573870079714,18.7457614602818,18.7457614602818,18.80979440415,2.25361618626548,6.41300322392342,2.29385393615056,-2.20841408628826,0.309288559038669,0.504740606988038,0.5,0.04120658075509,0.168142394987539,-0.114904039952796,-0.0551136288039121,-0.476946626369815,0.0164222400655395,0.180726319220599,0.364905545161026,0,0,0.0855308738449348,0.256187637378385,0.078791746882321,0.725400100766715,0.0210788910671123,-0.481968733504925,0.0101593664313044,-0.00673341113174047
2012,0,500000000,500000000,10787.492195894,3044.815520188,10674.989081292,-5193.921715328,652.861315204,652.861315204,131.2213435825,814,0,8.78593165713501,0.897812488883377,0.0730157406554821,0.00667491036443214,22469070.5948513,0,0,0,0.476801234844718,0.280575238613225,0.214417363178604,0.114251989500488,3.92055019697876,-54.6675895976201,40.8203080491492,40.8203080491492,203.091961051633,2.47045369915945,8.75258281603692,2.49648967292194,-5.13099762773707,0.172289544878439,0.520379426008709,0.666666666666667,0.0223641743114881,0.136678948544201,-0.100990999844386,0.759761362068013,-0.523198765155282,0.0148430400274442,0.527162878981579,0.794767525907554,0,0,0.11381832217963,0.255049686204804,0.102187511116623,0.617241002140511,0.0235277298663079,-0.392844206090623,0.00924273236044436,-0.0170727683365588
2013,0,810000000,810000000,10616.7258319272,1781.14568047654,10344.2616878222,4267.23666675556,268.637127033333,268.637127033333,44.7218552166667,434,0,9.02688073583864,0.900268086721552,0.0311000501465752,0.00313066540864834,14977703.2555754,0,0,0,0.299637044668593,0.166665755042762,0.15082265868419,0.0668347347270748,20.1075158074469,35.2391406639544,99.2044558185481,99.2044558185481,595.905511318507,2.51019009267968,14.9622797798717,2.57630759973655,6.24525942224395,0.633611541608496,0.594355345561077,0.62,0.00583718694673921,0.0879821176771291,-0.0745864944970398,3.00329578924723,-0.700362955331407,0.00621964457514178,1.08203408451414,0.820798223924891,0,0,0.110780238408356,0.195308921025276,0.099731913278448,0.705798582143841,0.0367184178791072,-0.431433536474054,0.0158415568793153,-0.0058866632803395
2014,0,810000000,810000000,10955.6160493827,3578.79214211728,11089.349382716,8292.95061728395,588.736445028395,588.736445028395,545.195860521914,585000,0,10.1786407760426,0.907572168087086,0.0545825250005399,0.00513457155754227,32824650.3629543,0,0,0,0.372112104117164,0.214644731883035,0.164507024059823,0.134288635726727,30.7211092673017,114.673499957569,45.2664349643152,45.2664349643152,48.8815156712453,2.43254234904495,7.44664650577704,2.40320681405682,3.21357273543349,0.154220996749301,0.0319204077434521,0,0.0208867042127648,0.0807462694909467,-0.056598290495436,0.473006371652245,-0.627887895882836,0.0116143139597638,-0.0493059262309823,0.0485323825300048,0,0,0.0982449446839399,0.211995916437472,0.0891643774503992,0.639940683281208,0.0227827666469149,-0.507096825146166,0.0115530686346965,-0.0106291702899185
2015,0,810000000,810000000,11595.5740740741,5102.02098765432,11796.6580246914,-2895.45802469136,633.379012345679,633.379012345679,615.257716049383,633,0,10.289606666656,0.907577662721373,0.0561725575349449,0.00498068703136954,35313670.154185,0.0375234521575985,0.633379012345679,1.5788334954399,0.416937901877179,0.190782301953934,0.124142768890662,0.19144544043731,-17.6994963264261,64.1304341896457,42.0759126534733,42.0759126534733,43.3151820851947,2.29829069520459,5.22342030040383,2.25911439868982,-9.20407057285549,0.0699458726787145,0.0584136959351926,0,0.0364433690636813,0.0889823095601444,-0.0519303529471948,0.0856742205004453,-0.583062098122821,0.0167278144294902,0.351157972923154,0.13959523218941,0,0,0.0971854447304142,0.166064506102362,0.0882033387789664,0.758743922394352,0.0158612001113531,-0.786536705863731,0.0124754160866291,-0.0189927767849583
