Year,Quarter,Average Outstanding Shares,Average Outstanding Shares diluted,BookValue per Share,Sale per Share,Tangible BookValue per Share,Cash Flow per Share,EPS Basis,EPS Diluted,EPS before other income,Basic EPS in year,Beta,ST liabilities/ Equity,ST liabilities/ Total Assets,ROE %,ROA %,Net Profit per Employees,Dividend Yield,Cash Dividend Ratio,Dividend Payout Ratio,Gross profit margin %,Operating profit margin %,Pre-tax profit margin %,Net profit margin,The quality of earning by Financial Report (%),The Quality of earning by Cash Flow Statement (%),P/E cơ bản,P/E diluted,P/E before other income,P/B ,P/S,P/Tangible Book ,P/Cash Flow,Total assets growth rate,Equity growth rate,Capital growth rate,Net Interest Margin (NIM),Average Yield on Earning Assets (YOEA),Average Cost of Financing (COF),Non-interest income/ Net Interest Income,Cost-to-Income Ratio,Preprovision ROA % %,Average Loans Growth %,Aver Deposit Growth %,CAR - Tier 1,CAR - Tier 2,Equity/Liabilities,Equity/Loans,Equity/Assets,Loans/Deposit Ratio,NPLs/Loans Ratio,Loan-loss reserves/NPLs,Loan-loss reserves/Loans,Provision Charges/Loans
2011,4,200000000,200000000,10594.462031964,8043.1341386,10476.961247254,-18101.22487816,2132.482059195,2132.482059195,2125.2225910125,1427,0,8.83118183824588,0.898282829424461,0.1444460755335,0.0107410010941151,243434025.02226,0,0,0,0.523053373630185,0.453984814759732,0.342104173122611,0,0,0,0,0,0,0,0,0,0,0.309288559038669,0.504740606988038,0.5,0.04120658075509,0.168142394987539,-0.114904039952796,-0.0551136288039121,-0.476946626369815,0.0164222400655395,0.180726319220599,0.364905545161026,0,0,0.0855308738449348,0.256187637378385,0.078791746882321,0.725400100766715,0.0210788910671123,-0.481968733504925,0.0101593664313044,-0.00673341113174047
2012,4,406666666.666667,406666666.666667,10405.078208642,3044.815520188,10286.700335494,-6385.96932212459,802.698338365574,802.698338365574,161.337717519467,814,0,10.2667291801973,0.91124309602137,0.0730157406554821,0.00667491036443214,186318868.494292,0,0,0,0.476801234844718,0.280575238613225,0.214417363178604,0,0,0,0,0,0,0,0,0,0,0.172289544878439,0.520379426008709,0.666666666666667,0.0223641743114881,0.136678948544201,-0.100990999844386,0.759761362068013,-0.523198765155282,0.0148430400274442,0.527162878981579,0.794767525907554,0,0,0.11381832217963,0.255049686204804,0.102187511116623,0.617241002140511,0.0235277298663079,-0.392844206090623,0.00924273236044436,-0.0170727683365588
2013,4,500000000,500000000,10650.2374197346,2885.456002372,10379.4624272432,6912.923400144,435.192145794,435.192145794,72.449405451,434,0,7.84227503241444,0.886906933302329,0.0311000501465752,0.00313066540864834,124198671.744863,0,0,0,0.299637044668593,0.166665755042762,0.15082265868419,0,0,0,0,0,0,0,0,0,0,0.633611541608496,0.594355345561077,0.62,0.00555504280738481,0.0876999735377747,-0.0745864944970398,3.20662571562272,-0.700362955331407,0.00621964457514178,1.08203408451414,0.820798223924891,0,0,0.110780238408356,0.195308921025276,0.099731913278448,0.705798582143841,0.0367184178791072,-0.431433536474054,0.0158415568793153,-0.0058866632803395
2014,4,810000000,810000000,10955.6147244642,5797.64327023,11089.3496670704,8292.83901496914,588.736445028395,588.736445028395,545.195860521914,589,0,10.1786424490689,0.90757218042898,0.054582528352860295,0.005134571475470861,272189794.790525,0,0,0,0.372112104117164,0.214644731883035,0.164507024059823,0,0,0,0,0,0,0,0,0,0,0.154221031182546,0.0319202829480547,0,0.0208689034323916,0.0806774531475679,-0.0565982899482446,0.473006371652245,-0.627887895882836,0.0116143137741196,-0.0462838570510479,0.0485324006159433,0,0,0.0982449285357772,0.21132413301037,0.0891643640073046,0.641974917575883,0.0227105742053522,-0.507095456015356,0.0115164289830336,-0.0106127287571722
2015,4,810000000,810000000,11595.5740740741,5102.02098765432,11796.6580246914,-2895.45802469136,633.379012345679,633.379012345679,615.257716049383,633,0,10.289606666656,0.907577662721373,0.056172560835172795,0.0049806869595869305,292829337.899543,0,0,0,0.416937901877179,0.190782301953934,0.124142768890662,0,0,0,0,0,0,0,0,0,0,0.0699458407596052,0.058413823934574,0,0.0364161567555484,0.0889158663610566,-0.051930352487405,0.0856742205004453,-0.583062098122821,0.0167278141884058,0.346876517799025,0.139595212532746,0,0,0.0971854447304142,0.166064506102362,0.0882033387789664,0.758743922394352,0.0158612001113531,-0.786536705863731,0.0124754160866291,-0.0189671329193217
2016,4,810000000,810000000,11502.4851851852,6689.16790123457,11253.9098765432,7886.55308641975,911.274074074074,911.274074074074,756.930555555556,911,0,15.0640155809593,0.933845496121103,0.078904817400083,0.00574913470647681,421308219.178082,0,0,0,0.395191710349476,0.211809732558221,0.136231305227947,0,0,0,0,0,0,0,0,0,0,0.411400219193267,-0.00802796724804,0,0.0406881614221882,0.0984683808924477,-0.0588776165364726,0.155589686367057,-0.604808289650524,0.0166775938458528,0.453784753522593,0.385779488403153,0,0,0.0663833620342233,0.113312060321969,0.0619918036530361,0.7959782602035,0.0145793877270355,-0.776119241129114,0.0113153433388339,-0.0143188073179488
2017,1,810000000,810000000,11826.3975308642,7279.67530864197,11625.1493827161,9443.12962962963,1154.80740740741,1154.80740740741,989.010185185185,911,0,15.9824296598674,0.937266623123563,0.10077189189532801,0.00643045083976193,533900684.931507,0,0,0,0.411355682157171,0.232383176769687,0.158634466297761,0,11.5140459633386,12.5279923150538,0,0,0,0,0,0,0,0.0868627714567858,0.0281602054220595,0,0.0378526586372773,0.0929015975722078,-0.0563059535631785,0.095856712314827,-0.601365682239068,0.0166748283238985,0.0716569656500388,0.0927083565364342,0,0,0.0625687095943268,0.108712913695069,0.0586435631546736,0.780643473576875,0.0150550543298329,-0.734030556401497,0.011050869906382,-0.0133319117754784
2017,2,950207271.627778,950207271.627778,13146.7222222222,6351.54888328715,12124.4950617284,14372.823075332,1091.9554406509,1091.9554406509,937.922468719136,1966,1.43247357262981,14.9198803250493,0.937185457454317,0.107458185320588,0.00667209051385935,75581585.0815851,0.0356164383561644,0.839965723577616,1.19052477015462,0.405004728073199,0.244943561635393,0.166523187459596,0.174015037898278,6.12366011324258,18.4536920613691,33.4262723928028,33.4262723928028,38.9157965794826,2.77635743594728,5.74662978601055,3.01043464607563,2.5395150144612,0.0378274711259921,0.111642170653597,0,0.0369823417564593,0.092352423611061,-0.0568882916514491,0.212655465249671,-0.578264236630655,0.016227338939816,0.100198475149683,0.0251091097127434,0,0,0.0670246662985008,0.109843689195826,0.0628145425456834,0.837825701798222,0.0159683113312331,-0.690841087687453,0.0110315655686009,-0.0116718296087957
2017,3,895434772.744444,895434772.744444,13174.6098765432,7427.728543272,12918.2617283951,2993.6541237773,1949.2821287812,1949.2821287812,1655.45586917146,911,0,15.3032322553839,0.935353909380875,0.173605107175198,0.0106144413526042,133088448.341594,0,0,0,0.463098976202893,0.330945159608048,0.239543133971949,0.158036777516426,-14.2433961083995,-8.18255436463828,24.1114404662331,24.1114404662331,28.3909712576773,3.56746806474181,6.32764104479455,3.63826039355522,15.6998764909744,0.0298825084924741,0.00212126291630699,0,0.0388568505884658,0.0934162002110604,-0.0562713878951602,0.288480089447531,-0.437818353217853,0.0205204667812866,-0.00343511766133364,0.0207894941344777,0,0,0.0653456722940468,0.110456126330669,0.0611213300413582,0.817943049698805,0.0158648541502784,-0.732450079661156,0.011620213686184,-0.0105848399652081
2017,4,810000000,810000000,15044.9602446483,7651.19342724087,14025.4199796126,-477.749382716049,2156.15679012346,2156.15679012346,1906.00401234568,1966,0,11.8283021342892,0.92204736140981,0.145080442574652,0.0102846891758447,127220789.62704,0,0,0,0.457450679266313,0.321987780414103,0.23268440126254,0.178766201571048,0,0,19.8501334392984,19.8501334392984,22.4553567163413,2.84480645372423,5.59389857373326,3.05160202419707,-89.5867196241637,0.259757065126208,0.584102759113892,0.211111111111111,0.0407482369572925,0.0960339321051994,-0.0570518410344374,0.175608211365462,-0.542549320733687,0.0202193959887523,0.270876571729852,0.166870631300819,0,0,0.0845429875435031,0.141239480992703,0.0779526385901895,0.866925685987317,0.015151062478064,-0.733115804858515,0.0111074833630675,-0.010890663844637
2018,1,912874772.388889,912874772.388889,16084.869520897,8505.18343291234,15068.1580020387,-6849.7708438548,2450.03484338508,2450.03484338508,2127.28602951547,1966,1.35853950129917,11.0648460824233,0.917114566305421,0.172513244517638,0.012359650041820401,162920673.076923,0,0,0,0.495573544363375,0.368687768791897,0.268059297786095,0.254646210566238,-4.93623095430723,2.23294859150373,13.6324591832551,13.6324591832551,15.7007565210248,2.07648560385321,3.92701700832844,2.21659475534309,-4.87607553031711,0.00549318441096291,0.0691211945234296,0,0.0406101885203863,0.0919920981860039,-0.0535415295754205,0.245241995369764,-0.43815568882036,0.0228498531067688,0.108990105527117,-0.0268411974039375,0,0,0.0903763136469218,0.136161693290594,0.0828854336945794,0.987929201505593,0.0162627862864291,-0.643457184214213,0.0104644066713432,-0.0102302680235919
2018,2,937672271.883333,937672271.883333,15597.1773700306,9169.4914371188,14580.1957186544,-3859.6406319353,2797.30357679421,2797.30357679421,2472.81760325797,1966,1.46677495442989,11.5021474977405,0.92001374162473,0.185660983716457,0.014071715575350901,191065996.503497,0,0,0,0.519904185188903,0.400015608204713,0.291592613850681,0.266554983637174,10.532214958359,-19.7082071655786,12.2975569349621,12.2975569349621,13.9112565175359,2.20552726842091,3.75157120063891,2.35936476188638,-8.91274687994751,0.00482701166182054,-0.0303199320474975,0,0.0422339583492511,0.0919831243688399,-0.0523138550203966,0.240625839134528,-0.465325027369746,0.0250896060904998,0.03841635320605,0.0807731923023816,0,0,0.0869402866026925,0.12714869098017,0.0799862583752696,0.949211033323057,0.0143066086313999,-0.797410593449231,0.0114082412790105,-0.00986368048388641
2018,3,962742271.372222,962742271.372222,16263.5698267074,8878.37618057915,15239.6992864424,125.225622251075,2504.42519425617,2504.42519425617,2203.39758944671,1966,0.948113378067015,11.4967498324304,0.91997919351759,0.156075095048866,0.0125190674565906,175634906.759907,0,0,0,0.493066626404973,0.389041050279086,0.276831596091018,0.295945872685972,-5.53490956579467,2.94180243025218,11.9787965992373,11.9787965992373,13.6153366708245,1.8446134716829,3.37899627024399,1.96854278001986,239.5675857761,0.0422750105876712,0.0427251957753145,0,0.0402401402045444,0.0898602039188817,-0.0524531539912058,0.166058689233824,-0.542577077011559,0.0222977956408124,0.00461068466491321,0.0251570624455086,0,0,0.0869811046230797,0.131972659378091,0.08002080648241,0.930186779188143,0.0149872282858153,-0.728915749096228,0.0109244267328312,-0.00785097126437545
2018,4,981000000,981000000,17154.0672782875,9623.19796504825,16087.5749235474,15743.0723751274,2897.13047910296,2897.13047910296,2527.86748216106,2897,0.521085939405677,11.839054464724,0.92211264445154,0.17995142723110502,0.014021427479874,203122141.223556,0,0,0,0.529524472331814,0.424203115243018,0.301057004741877,0.342462561033746,0,0,9.69925248541124,9.69925248541124,11.1160890348482,1.63809547579233,2.92002721985561,1.74668961192342,1.7849120762727,0.141142619658118,0.140186946282519,0,0.040483357444737,0.0889391801873546,-0.0509411030078799,0.220429724290525,-0.470475527668186,0.024662070208215,0.178326794136193,0.0624090173985652,0,0,0.084466204879759,0.136667869498506,0.0778873555484601,0.961514583926512,0.0153084120176805,-0.710854399320937,0.0108820520293857,-0.00873590285259138
2019,1,980999792,980999792,18056.2273190622,9789.06038908749,16992.5861365953,1324.61495975526,2939.49297799647,2939.49297799647,2588.0158392531,2897,0.603163909992813,10.435707487298,0.912554601356258,0.17530619928430402,0.0142517614159559,206092195.540309,0,0,0,0.524136978752411,0.422738529548792,0.300283471966141,0.376502322657211,-31.9080631518124,-42.230088249172,8.84506280321899,8.84506280321899,10.0463063655374,1.43994642626987,2.65602611145232,1.53007904688541,19.628345436174,-0.0626767090064465,0.0525916114318041,0,0.0411903474773784,0.0916566482684794,-0.05391353261618,0.214700159120355,-0.461269919034185,0.0248760783320822,0.0471440372502769,-0.0106661642775305,0,0,0.0958248399753603,0.137378858942976,0.0874453986437421,1.01769921024946,0.0144783747971706,-0.739383391400863,0.0107050698595048,-0.00789570231777731
2019,2,980999792,980999792,18963.8888888889,10139.3622037859,18588.6870540265,-4106.9998514332,2988.6244868847,2988.6244868847,2628.92869196449,2897,0.987976693015912,10.3038204216125,0.911534334171831,0.169717159485933,0.0141576382009145,209536878.216123,0,0,0,0.52118287932736,0.417497359931604,0.294754688785601,0.350842982829961,-1.39717980795227,-2.53390677349647,9.67000040547915,9.67000040547915,10.9930710895031,1.52394902592647,2.8502778990585,1.55470905051037,-7.03676675077427,0.038155955861624,0.0502686166820949,0,0.0425117348929167,0.0931860296607566,-0.0541603301177451,0.153528297688942,-0.477514893428425,0.0250334224450447,0.0685978069015036,0.026547359111607,0,0,0.0970513808550541,0.135022459536737,0.0884656658281686,1.0593872114182,0.0144390165120839,-0.74670143714748,0.0107816343805693,-0.00807710359089176
