disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2007-10-08,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2007-10-08,,,,,,,
2007-11-09,investorRight,POLL,Lấy ý kiến cổ đông,2007-11-19,2007-12-10,2007-12-10,"Lấy ý kiến cổ đông bằng văn bản về việc: Phát hành thêm cổ phiếu tăng vốn điều lệ, niêm yết bổ sung cho lượng cổ phiếu phát hành thêm",,,,
2008-03-06,investorRight,MEETING,Họp cổ đông,2008-03-14,2008-04-13,2008-04-13,ĐHCĐ thường niên 2008,,,,
2008-03-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2008-03-14,2008-04-29,2008-04-29,Cổ tức năm 2007 (1.800 đ/cp),1800,18,,2007
2008-11-28,investorRight,DIVIDEND,Cổ tức bằng tiền,2008-12-10,2008-12-26,2008-12-26,Cổ tức đợt 1/2008 (1.800 đ/cp),1800,18,1,2008
2009-02-16,investorRight,MEETING,Họp cổ đông,2009-02-24,2009-04-05,2009-04-05,ĐHCĐ thường niên 2009,,,,
2009-05-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2009-05-18,2009-06-10,2009-06-10,Cổ tức đợt 2/2008 (100 đ/cp),100,1,2,2008
2009-06-17,investorRight,POLL,Lấy ý kiến cổ đông,2009-06-25,2009-07-08,2009-07-08,Xin ý kiến cổ đông bằng văn bản về việc chi trả cổ tức đợt 1/2009 bằng cổ phiếu và chào bán cổ phiếu cho cổ đông hiện hữu.,,,,
2009-11-04,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2009-11-12,2009-11-16,,"Trả cổ tức đợt 1/2009, Tỷ lệ 100:10",,10,1,2009
2009-11-05,investorRight,ISSUE,Phát hành thêm,2009-11-12,2009-12-25,,"Tỷ lệ 100:22,87 với giá 20.000 đ/cp",,22.87,,
2010-01-28,investorRight,MEETING,Họp cổ đông,2010-02-08,2010-03-10,2010-03-10,ĐHCĐ thường niên 2010,,,,
2010-04-07,investorRight,KINDDIV,Cổ phiếu thưởng,2010-04-16,2010-04-20,,Tỷ lệ 100:33.33,,33.33,,
2010-04-07,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2010-04-16,2010-04-20,,Tỷ lệ 100:10,,10,2,2009
2010-04-07,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-04-16,2010-05-20,2010-05-20,Cổ tức đợt 2/2009 (1.000 đ/cp),1000,10,2,2009
2010-08-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-08-26,2010-09-15,2010-09-15,Cổ tức đợt 1/2010 (1.000 đ/cp),1000,10,1,2010
2011-02-21,investorRight,MEETING,Họp cổ đông,2011-02-23,2011-03-29,2011-03-29,ĐHCĐ thường niên năm 2011,,,,
2011-05-06,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2011-05-16,2011-05-18,,"Trả cổ tức đợt 2/2010, Tỷ lệ 100:20",,20,2,2010
2011-07-15,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2011-07-26,,,Số lượng 4.524.270 cp,,,,
2011-08-17,investorRight,POLL,Lấy ý kiến cổ đông,2011-08-25,2011-09-08,2011-09-08,v/v điều chỉnh kế hoạch SXKD năm 2011,,,,
2012-02-23,investorRight,MEETING,Họp cổ đông,2012-03-14,2012-04-22,2012-04-22,ĐHCĐ thường niên 2012,,,,
