2020-04-08,14250,0,300,35450,18700,12100
2020-03-13,48750,0,19200,57450,0,15800
2020-03-20,10050,0,7200,23550,0,5500
2020-03-23,38150,0,0,59650,40500,100
2020-04-09,26350,14000,500,29150,0,5100
2020-04-10,66500,34000,5300,16800,0,1000
2020-04-13,33900,0,5200,30400,0,4700
2020-04-14,19150,0,300,36250,13500,0
2020-04-15,47300,0,7500,29000,0,17300
2020-04-16,50650,20000,2800,8650,0,5600
2020-04-17,6650,0,400,26850,0,6700
2020-04-20,60100,0,9800,128100,57900,2200
2020-04-21,34900,0,17900,143500,20200,1500
2020-04-22,16000,0,5700,11300,0,0
2020-04-23,21350,0,5200,50850,0,28400
2020-04-24,9550,0,7000,37650,0,4700
2020-04-27,7050,0,4000,33950,14100,6000
2020-04-28,700,0,0,9700,0,2400
2020-04-29,36350,10900,3800,11550,0,0
2020-05-04,63500,10000,0,38400,0,5400
2020-05-05,81550,31500,29900,41950,10000,11200
